Wavelength (nm),Sum,Li I (4.0e-02),Li II (9.6e-01),Li III (5.9e-34)
277.99,1.389e-34,,1.389e-34,
278.04,2.493e-35,,2.493e-35,
278.09,4.191e-36,,4.191e-36,
278.14,6.603e-37,,6.603e-37,
278.19,9.743e-38,,9.743e-38,
278.24,1.347e-38,,1.347e-38,
278.29,1.744e-39,,1.744e-39,
278.34,2.116e-40,,2.116e-40,
289.74,8.188e-97,,,8.188e-97
289.79,2.059e-95,,,2.059e-95
289.84,1.541e-94,,,1.541e-94
289.89,1.087e-93,,,1.087e-93
289.94,7.240e-93,,,7.240e-93
289.99,4.547e-92,,,4.547e-92
290.04,2.693e-91,,,2.693e-91
290.09,1.505e-90,,,1.505e-90
290.14,7.929e-90,,,7.929e-90
290.19,3.941e-89,,,3.941e-89
290.24,1.848e-88,,,1.848e-88
290.29,8.170e-88,,,8.170e-88
290.34,3.407e-87,,,3.407e-87
290.39,1.340e-86,,,1.340e-86
290.44,4.973e-86,,,4.973e-86
290.49,1.740e-85,,,1.740e-85
290.54,5.743e-85,,,5.743e-85
290.59,1.788e-84,,,1.788e-84
290.64,5.248e-84,,,5.248e-84
290.69,1.453e-83,,,1.453e-83
290.74,3.795e-83,,,3.795e-83
290.79,9.347e-83,,,9.347e-83
290.84,2.171e-82,,,2.171e-82
290.89,4.756e-82,,,4.756e-82
290.94,9.827e-82,,,9.827e-82
290.99,1.915e-81,,,1.915e-81
291.04,3.519e-81,,,3.519e-81
291.09,6.099e-81,,,6.099e-81
291.14,9.968e-81,,,9.968e-81
291.19,1.537e-80,,,1.537e-80
291.24,2.234e-80,,,2.234e-80
291.29,3.062e-80,,,3.062e-80
291.34,3.959e-80,,,3.959e-80
291.39,4.827e-80,,,4.827e-80
291.44,5.550e-80,,,5.550e-80
291.49,6.018e-80,,,6.018e-80
291.54,6.154e-80,,,6.154e-80
291.59,5.935e-80,,,5.935e-80
291.64,5.397e-80,,,5.397e-80
291.69,4.628e-80,,,4.628e-80
291.74,3.743e-80,,,3.743e-80
291.79,2.855e-80,,,2.855e-80
291.84,2.053e-80,,,2.053e-80
291.89,1.392e-80,,,1.392e-80
291.94,8.904e-81,,,8.904e-81
291.99,5.370e-81,,,5.370e-81
292.04,3.054e-81,,,3.054e-81
292.09,1.638e-81,,,1.638e-81
292.14,8.283e-82,,,8.283e-82
292.19,3.950e-82,,,3.950e-82
292.24,1.776e-82,,,1.776e-82
292.29,7.532e-83,,,7.532e-83
292.34,3.012e-83,,,3.012e-83
292.39,1.136e-83,,,1.136e-83
292.44,4.038e-84,,,4.038e-84
292.49,1.354e-84,,,1.354e-84
292.54,4.280e-85,,,4.280e-85
292.59,1.276e-85,,,1.276e-85
292.64,3.587e-86,,,3.587e-86
292.69,9.509e-87,,,9.509e-87
292.74,2.377e-87,,,2.377e-87
292.79,5.602e-88,,,5.602e-88
292.84,1.245e-88,,,1.245e-88
292.89,2.609e-89,,,2.609e-89
292.94,5.156e-90,,,5.156e-90
292.99,9.608e-91,,,9.608e-91
293.04,1.688e-91,,,1.688e-91
293.09,2.797e-92,,,2.797e-92
293.14,4.370e-93,,,4.370e-93
293.19,6.437e-94,,,6.437e-94
293.24,8.941e-95,,,8.941e-95
293.3,7.590e-96,,,7.590e-96
293.65,1.141e-40,,1.141e-40,
293.7,8.330e-40,,8.330e-40,
293.75,5.744e-39,,5.744e-39,
293.8,3.740e-38,,3.740e-38,
293.85,2.300e-37,,2.300e-37,
293.9,1.335e-36,,1.335e-36,
293.95,7.321e-36,,7.321e-36,
294,3.791e-35,,3.791e-35,
294.05,1.854e-34,,1.854e-34,
294.1,8.558e-34,,8.558e-34,
294.15,3.731e-33,,3.731e-33,
294.2,1.536e-32,,1.536e-32,
294.25,5.973e-32,,5.973e-32,
294.3,2.193e-31,,2.193e-31,
294.35,7.604e-31,,7.604e-31,
294.4,2.489e-30,,2.489e-30,
294.45,7.697e-30,,7.697e-30,
294.5,2.247e-29,,2.247e-29,
294.55,6.195e-29,,6.195e-29,
294.6,1.613e-28,,1.613e-28,
294.65,3.965e-28,,3.965e-28,
294.7,9.205e-28,,9.205e-28,
294.75,2.018e-27,,2.018e-27,
294.8,4.178e-27,,4.178e-27,
294.85,8.167e-27,,8.167e-27,
294.9,1.508e-26,,1.508e-26,
294.95,2.628e-26,,2.628e-26,
295,4.327e-26,,4.327e-26,
295.05,6.726e-26,,6.726e-26,
295.1,9.874e-26,,9.874e-26,
295.15,1.369e-25,,1.369e-25,
295.2,1.792e-25,,1.792e-25,
295.25,2.215e-25,,2.215e-25,
295.3,2.585e-25,,2.585e-25,
295.35,2.850e-25,,2.850e-25,
295.4,2.967e-25,,2.967e-25,
295.45,2.916e-25,,2.916e-25,
295.5,2.707e-25,,2.707e-25,
295.55,2.372e-25,,2.372e-25,
295.6,1.964e-25,,1.964e-25,
295.65,1.535e-25,,1.535e-25,
295.7,1.133e-25,,1.133e-25,
295.75,7.897e-26,,7.897e-26,
295.8,5.198e-26,,5.198e-26,
295.85,3.231e-26,,3.231e-26,
295.9,1.896e-26,,1.896e-26,
295.95,1.051e-26,,1.051e-26,
296,5.500e-27,,5.500e-27,
296.05,2.718e-27,,2.718e-27,
296.1,1.269e-27,,1.269e-27,
296.15,5.592e-28,,5.592e-28,
296.2,2.327e-28,,2.327e-28,
296.25,9.146e-29,,9.146e-29,
296.3,3.394e-29,,3.394e-29,
296.35,1.190e-29,,1.190e-29,
296.4,3.937e-30,,3.937e-30,
296.45,1.230e-30,,1.230e-30,
296.5,3.631e-31,,3.631e-31,
296.55,1.012e-31,,1.012e-31,
296.6,2.663e-32,,2.663e-32,
296.65,6.618e-33,,6.618e-33,
296.7,1.553e-33,,1.553e-33,
296.75,3.441e-34,,3.441e-34,
296.8,7.202e-35,,7.202e-35,
296.85,1.423e-35,,1.423e-35,
296.9,2.656e-36,,2.656e-36,
296.95,4.680e-37,,4.680e-37,
297,7.787e-38,,7.787e-38,
297.05,1.224e-38,,1.224e-38,
297.1,1.816e-39,,1.816e-39,
297.15,2.544e-40,,2.544e-40,
297.2,3.366e-41,,3.366e-41,
301.1,1.113e-39,,1.113e-39,
301.15,7.802e-39,,7.802e-39,
301.2,5.179e-38,,5.179e-38,
301.25,3.256e-37,,3.256e-37,
301.3,1.938e-36,,1.938e-36,
301.35,1.093e-35,,1.093e-35,
301.4,5.833e-35,,5.833e-35,
301.45,2.949e-34,,2.949e-34,
301.5,1.412e-33,,1.412e-33,
301.55,6.402e-33,,6.402e-33,
301.6,2.749e-32,,2.749e-32,
301.65,1.118e-31,,1.118e-31,
301.7,4.304e-31,,4.304e-31,
301.75,1.569e-30,,1.569e-30,
301.8,5.419e-30,,5.419e-30,
301.85,1.772e-29,,1.772e-29,
301.9,5.489e-29,,5.489e-29,
301.95,1.610e-28,,1.610e-28,
302,4.471e-28,,4.471e-28,
302.05,1.176e-27,,1.176e-27,
302.1,2.929e-27,,2.929e-27,
302.15,6.908e-27,,6.908e-27,
302.2,1.543e-26,,1.543e-26,
302.25,3.264e-26,,3.264e-26,
302.3,6.539e-26,,6.539e-26,
302.35,1.241e-25,,1.241e-25,
302.4,2.229e-25,,2.229e-25,
302.45,3.792e-25,,3.792e-25,
302.5,6.110e-25,,6.110e-25,
302.55,9.323e-25,,9.323e-25,
302.6,1.347e-24,,1.347e-24,
302.65,1.844e-24,,1.844e-24,
302.7,2.389e-24,,2.389e-24,
302.75,2.932e-24,,2.932e-24,
302.8,3.408e-24,,3.408e-24,
302.85,3.751e-24,,3.751e-24,
302.9,3.909e-24,,3.909e-24,
302.95,3.859e-24,,3.859e-24,
303,3.607e-24,,3.607e-24,
303.05,3.193e-24,,3.193e-24,
303.1,2.677e-24,,2.677e-24,
303.15,2.125e-24,,2.125e-24,
303.2,1.598e-24,,1.598e-24,
303.25,1.138e-24,,1.138e-24,
303.3,7.673e-25,,7.673e-25,
303.35,4.900e-25,,4.900e-25,
303.4,2.963e-25,,2.963e-25,
303.45,1.697e-25,,1.697e-25,
303.5,9.205e-26,,9.205e-26,
303.55,4.728e-26,,4.728e-26,
303.6,2.300e-26,,2.300e-26,
303.65,1.059e-26,,1.059e-26,
303.7,4.622e-27,,4.622e-27,
303.75,1.910e-27,,1.910e-27,
303.8,7.472e-28,,7.472e-28,
303.85,2.769e-28,,2.769e-28,
303.9,9.716e-29,,9.716e-29,
303.95,3.229e-29,,3.229e-29,
304,1.016e-29,,1.016e-29,
304.05,3.029e-30,,3.029e-30,
304.1,8.549e-31,,8.549e-31,
304.15,2.285e-31,,2.285e-31,
304.2,5.785e-32,,5.785e-32,
304.25,1.387e-32,,1.387e-32,
304.3,3.149e-33,,3.149e-33,
304.35,6.772e-34,,6.772e-34,
304.4,1.379e-34,,1.379e-34,
304.45,2.659e-35,,2.659e-35,
304.5,4.857e-36,,4.857e-36,
304.55,8.401e-37,,8.401e-37,
304.6,1.376e-37,,1.376e-37,
304.65,2.135e-38,,2.135e-38,
304.7,3.136e-39,,3.136e-39,
304.75,4.364e-40,,4.364e-40,
313.65,1.382e-40,,1.382e-40,
313.7,8.956e-40,,8.956e-40,
313.75,5.519e-39,,5.519e-39,
313.8,3.234e-38,,3.234e-38,
313.85,1.802e-37,,1.802e-37,
313.9,9.554e-37,,9.554e-37,
313.95,4.816e-36,,4.816e-36,
314,2.309e-35,,2.309e-35,
314.05,1.053e-34,,1.053e-34,
314.1,4.564e-34,,4.564e-34,
314.15,1.882e-33,,1.882e-33,
314.2,7.383e-33,,7.383e-33,
314.25,2.754e-32,,2.754e-32,
314.3,9.768e-32,,9.768e-32,
314.35,3.296e-31,,3.296e-31,
314.4,1.057e-30,,1.057e-30,
314.45,3.227e-30,,3.227e-30,
314.5,9.364e-30,,9.364e-30,
314.55,2.584e-29,,2.584e-29,
314.6,6.784e-29,,6.784e-29,
314.65,1.693e-28,,1.693e-28,
314.7,4.020e-28,,4.020e-28,
314.75,9.078e-28,,9.078e-28,
314.8,1.949e-27,,1.949e-27,
314.85,3.981e-27,,3.981e-27,
314.9,7.732e-27,,7.732e-27,
314.95,1.428e-26,,1.428e-26,
315,2.509e-26,,2.509e-26,
315.05,4.192e-26,,4.192e-26,
315.1,6.661e-26,,6.661e-26,
315.15,1.007e-25,,1.007e-25,
315.2,1.447e-25,,1.447e-25,
315.25,1.977e-25,,1.977e-25,
315.3,2.570e-25,,2.570e-25,
315.35,3.177e-25,,3.177e-25,
315.4,3.736e-25,,3.736e-25,
315.45,4.177e-25,,4.177e-25,
315.5,4.442e-25,,4.442e-25,
315.55,4.492e-25,,4.492e-25,
315.6,4.321e-25,,4.321e-25,
315.65,3.953e-25,,3.953e-25,
315.7,3.439e-25,,3.439e-25,
315.75,2.845e-25,,2.845e-25,
315.8,2.239e-25,,2.239e-25,
315.85,1.675e-25,,1.675e-25,
315.9,1.192e-25,,1.192e-25,
315.95,8.071e-26,,8.071e-26,
316,5.195e-26,,5.195e-26,
316.05,3.181e-26,,3.181e-26,
316.1,1.852e-26,,1.852e-26,
316.15,1.025e-26,,1.025e-26,
316.2,5.400e-27,,5.400e-27,
316.25,2.705e-27,,2.705e-27,
316.3,1.288e-27,,1.288e-27,
316.35,5.836e-28,,5.836e-28,
316.4,2.514e-28,,2.514e-28,
316.45,1.030e-28,,1.030e-28,
316.5,4.014e-29,,4.014e-29,
316.55,1.488e-29,,1.488e-29,
316.6,5.243e-30,,5.243e-30,
316.65,1.758e-30,,1.758e-30,
316.7,5.603e-31,,5.603e-31,
316.75,1.699e-31,,1.699e-31,
316.8,4.898e-32,,4.898e-32,
316.85,1.343e-32,,1.343e-32,
316.9,3.503e-33,,3.503e-33,
316.95,8.687e-34,,8.687e-34,
317,2.049e-34,,2.049e-34,
317.05,4.597e-35,,4.597e-35,
317.1,9.807e-36,,9.807e-36,
317.15,1.990e-36,,1.990e-36,
317.2,3.840e-37,,3.840e-37,
317.25,7.047e-38,,7.047e-38,
317.3,1.230e-38,,1.230e-38,
317.35,2.042e-39,,2.042e-39,
317.4,3.223e-40,,3.223e-40,
317.45,3.438e-41,,3.438e-41,
317.7,7.711e-40,,7.711e-40,
317.75,4.998e-39,,4.998e-39,
317.8,3.085e-38,,3.085e-38,
317.85,1.813e-37,,1.813e-37,
317.9,1.015e-36,,1.015e-36,
317.95,5.411e-36,,5.411e-36,
318,2.746e-35,,2.746e-35,
318.05,1.328e-34,,1.328e-34,
318.1,6.111e-34,,6.111e-34,
318.15,2.679e-33,,2.679e-33,
318.2,1.118e-32,,1.118e-32,
318.25,4.445e-32,,4.445e-32,
318.3,1.683e-31,,1.683e-31,
318.35,6.065e-31,,6.065e-31,
318.4,2.082e-30,,2.082e-30,
318.45,6.806e-30,,6.806e-30,
318.5,2.119e-29,,2.119e-29,
318.55,6.281e-29,,6.281e-29,
318.6,1.773e-28,,1.773e-28,
318.65,4.767e-28,,4.767e-28,
318.7,1.221e-27,,1.221e-27,
318.75,2.976e-27,,2.976e-27,
318.8,6.910e-27,,6.910e-27,
318.85,1.528e-26,,1.528e-26,
318.9,3.218e-26,,3.218e-26,
318.95,6.456e-26,,6.456e-26,
319,1.233e-25,,1.233e-25,
319.05,2.245e-25,,2.245e-25,
319.1,3.892e-25,,3.892e-25,
319.15,6.430e-25,,6.430e-25,
319.2,1.012e-24,,1.012e-24,
319.25,1.519e-24,,1.519e-24,
319.3,2.173e-24,,2.173e-24,
319.35,2.965e-24,,2.965e-24,
319.4,3.862e-24,,3.862e-24,
319.45,4.803e-24,,4.803e-24,
319.5,5.710e-24,,5.710e-24,
319.55,6.494e-24,,6.494e-24,
319.6,7.078e-24,,7.078e-24,
319.65,7.403e-24,,7.403e-24,
319.7,7.445e-24,,7.445e-24,
319.75,7.215e-24,,7.215e-24,
319.8,6.754e-24,,6.754e-24,
319.85,6.120e-24,,6.120e-24,
319.9,5.379e-24,,5.379e-24,
319.95,4.594e-24,,4.594e-24,
320,3.814e-24,,3.814e-24,
320.05,3.079e-24,,3.079e-24,
320.1,2.415e-24,,2.415e-24,
320.15,1.837e-24,,1.837e-24,
320.2,1.353e-24,,1.353e-24,
320.25,9.620e-25,,9.620e-25,
320.3,6.592e-25,,6.592e-25,
320.35,4.343e-25,,4.343e-25,
320.4,2.746e-25,,2.746e-25,
320.45,1.664e-25,,1.664e-25,
320.5,9.643e-26,,9.643e-26,
320.55,5.343e-26,,5.343e-26,
320.6,2.827e-26,,2.827e-26,
320.65,1.428e-26,,1.428e-26,
320.7,6.876e-27,,6.876e-27,
320.75,3.158e-27,,3.158e-27,
320.8,1.383e-27,,1.383e-27,
320.85,5.768e-28,,5.768e-28,
320.9,2.293e-28,,2.293e-28,
320.95,8.684e-29,,8.684e-29,
321,3.133e-29,,3.133e-29,
321.05,1.077e-29,,1.077e-29,
321.1,3.525e-30,,3.525e-30,
321.15,1.099e-30,,1.099e-30,
321.2,3.264e-31,,3.264e-31,
321.25,9.230e-32,,9.230e-32,
321.3,2.486e-32,,2.486e-32,
321.35,6.378e-33,,6.378e-33,
321.4,1.558e-33,,1.558e-33,
321.45,3.625e-34,,3.625e-34,
321.5,8.034e-35,,8.034e-35,
321.55,1.695e-35,,1.695e-35,
321.6,3.407e-36,,3.407e-36,
321.65,6.521e-37,,6.521e-37,
321.7,1.189e-37,,1.189e-37,
321.75,2.063e-38,,2.063e-38,
321.8,3.411e-39,,3.411e-39,
321.85,5.371e-40,,5.371e-40,
323.05,3.660e-40,,3.660e-40,
323.1,2.243e-39,,2.243e-39,
323.15,1.312e-38,,1.312e-38,
323.2,7.313e-38,,7.313e-38,
323.25,3.889e-37,,3.889e-37,
323.3,1.973e-36,,1.973e-36,
323.35,9.544e-36,,9.544e-36,
323.4,4.404e-35,,4.404e-35,
323.45,1.938e-34,,1.938e-34,
323.5,8.134e-34,,8.134e-34,
323.55,3.256e-33,,3.256e-33,
323.6,1.243e-32,,1.243e-32,
323.65,4.527e-32,,4.527e-32,
323.7,1.572e-31,,1.572e-31,
323.75,5.209e-31,,5.209e-31,
323.8,1.646e-30,,1.646e-30,
323.85,4.959e-30,,4.959e-30,
323.9,1.425e-29,,1.425e-29,
323.95,3.907e-29,,3.907e-29,
324,1.021e-28,,1.021e-28,
324.05,2.547e-28,,2.547e-28,
324.1,6.057e-28,,6.057e-28,
324.15,1.374e-27,,1.374e-27,
324.21,3.448e-27,,3.448e-27,
324.26,7.048e-27,,7.048e-27,
324.31,1.374e-26,,1.374e-26,
324.36,2.554e-26,,2.554e-26,
324.41,4.530e-26,,4.530e-26,
324.46,7.661e-26,,7.661e-26,
324.51,1.236e-25,,1.236e-25,
324.56,1.901e-25,,1.901e-25,
324.61,2.790e-25,,2.790e-25,
324.66,3.904e-25,,3.904e-25,
324.71,5.212e-25,,5.212e-25,
324.76,6.635e-25,,6.635e-25,
324.81,8.056e-25,,8.056e-25,
324.86,9.330e-25,,9.330e-25,
324.91,1.030e-24,,1.030e-24,
324.96,1.086e-24,,1.086e-24,
325.01,1.091e-24,,1.091e-24,
325.06,1.045e-24,,1.045e-24,
325.11,9.553e-25,,9.553e-25,
325.16,8.328e-25,,8.328e-25,
325.21,6.924e-25,,6.924e-25,
325.26,5.490e-25,,5.490e-25,
325.31,4.152e-25,,4.152e-25,
325.36,2.995e-25,,2.995e-25,
325.41,2.061e-25,,2.061e-25,
325.46,1.352e-25,,1.352e-25,
325.51,8.462e-26,,8.462e-26,
325.56,5.051e-26,,5.051e-26,
325.61,2.875e-26,,2.875e-26,
325.66,1.561e-26,,1.561e-26,
325.71,8.085e-27,,8.085e-27,
325.76,3.993e-27,,3.993e-27,
325.81,1.881e-27,,1.881e-27,
325.86,8.452e-28,,8.452e-28,
325.91,3.622e-28,,3.622e-28,
325.96,1.480e-28,,1.480e-28,
326.01,5.771e-29,,5.771e-29,
326.06,2.146e-29,,2.146e-29,
326.11,7.608e-30,,7.608e-30,
326.16,2.573e-30,,2.573e-30,
326.21,8.300e-31,,8.300e-31,
326.26,2.553e-31,,2.553e-31,
326.31,7.492e-32,,7.492e-32,
326.36,2.097e-32,,2.097e-32,
326.41,5.597e-33,,5.597e-33,
326.46,1.425e-33,,1.425e-33,
326.51,3.459e-34,,3.459e-34,
326.56,8.011e-35,,8.011e-35,
326.61,1.769e-35,,1.769e-35,
326.66,3.727e-36,,3.727e-36,
326.71,7.489e-37,,7.489e-37,
326.76,1.435e-37,,1.435e-37,
326.81,2.623e-38,,2.623e-38,
326.86,4.572e-39,,4.572e-39,
326.91,7.601e-40,,7.601e-40,
326.96,1.205e-40,,1.205e-40,
328.66,4.099e-41,,4.099e-41,
328.71,2.429e-40,,2.429e-40,
328.76,1.375e-39,,1.375e-39,
328.81,7.435e-39,,7.435e-39,
328.86,3.841e-38,,3.841e-38,
328.91,1.895e-37,,1.895e-37,
328.96,8.934e-37,,8.934e-37,
329.01,4.023e-36,,4.023e-36,
329.06,1.731e-35,,1.731e-35,
329.11,7.113e-35,,7.113e-35,
329.16,2.793e-34,,2.793e-34,
329.21,1.047e-33,,1.047e-33,
329.26,3.752e-33,,3.752e-33,
329.31,1.284e-32,,1.284e-32,
329.36,4.199e-32,,4.199e-32,
329.41,1.312e-31,,1.312e-31,
329.46,3.913e-31,,3.913e-31,
329.51,1.115e-30,,1.115e-30,
329.56,3.037e-30,,3.037e-30,
329.61,7.900e-30,,7.900e-30,
329.66,1.963e-29,,1.963e-29,
329.71,4.660e-29,,4.660e-29,
329.76,1.057e-28,,1.057e-28,
329.81,2.289e-28,,2.289e-28,
329.86,4.737e-28,,4.737e-28,
329.91,9.364e-28,,9.364e-28,
329.96,1.768e-27,,1.768e-27,
330.01,3.190e-27,,3.190e-27,
330.06,5.498e-27,,5.498e-27,
330.11,9.052e-27,,9.052e-27,
330.16,1.424e-26,,1.424e-26,
330.21,2.139e-26,,2.139e-26,
330.26,3.070e-26,,3.070e-26,
330.31,4.209e-26,,4.209e-26,
330.36,5.513e-26,,5.513e-26,
330.41,6.898e-26,,6.898e-26,
330.46,8.245e-26,,8.245e-26,
330.51,9.414e-26,,9.414e-26,
330.56,1.027e-25,,1.027e-25,
330.61,1.070e-25,,1.070e-25,
330.66,1.065e-25,,1.065e-25,
330.71,1.013e-25,,1.013e-25,
330.76,9.201e-26,,9.201e-26,
330.81,7.985e-26,,7.985e-26,
330.86,6.619e-26,,6.619e-26,
330.91,5.242e-26,,5.242e-26,
330.96,3.966e-26,,3.966e-26,
331.01,2.866e-26,,2.866e-26,
331.06,1.979e-26,,1.979e-26,
331.11,1.305e-26,,1.305e-26,
331.16,8.223e-27,,8.223e-27,
331.21,4.949e-27,,4.949e-27,
331.26,2.845e-27,,2.845e-27,
331.31,1.563e-27,,1.563e-27,
331.36,8.201e-28,,8.201e-28,
331.41,4.110e-28,,4.110e-28,
331.46,1.968e-28,,1.968e-28,
331.51,9.003e-29,,9.003e-29,
331.56,3.934e-29,,3.934e-29,
331.61,1.642e-29,,1.642e-29,
331.66,6.549e-30,,6.549e-30,
331.71,2.495e-30,,2.495e-30,
331.76,9.079e-31,,9.079e-31,
331.81,3.156e-31,,3.156e-31,
331.86,1.048e-31,,1.048e-31,
331.91,3.325e-32,,3.325e-32,
331.96,1.008e-32,,1.008e-32,
332.01,2.918e-33,,2.918e-33,
332.06,8.070e-34,,8.070e-34,
332.11,2.132e-34,,2.132e-34,
332.16,5.381e-35,,5.381e-35,
332.21,1.298e-35,,1.298e-35,
332.26,2.989e-36,,2.989e-36,
332.31,6.576e-37,,6.576e-37,
332.36,1.382e-37,,1.382e-37,
332.41,2.776e-38,,2.776e-38,
332.46,5.324e-39,,5.324e-39,
332.51,9.756e-40,,9.756e-40,
332.56,1.708e-40,,1.708e-40,
332.61,2.856e-41,,2.856e-41,
364.97,4.063e-9,4.063e-9,,
365.02,2.039e-8,2.039e-8,,
365.07,9.863e-8,9.863e-8,,
365.12,4.597e-7,4.597e-7,,
365.17,2.064e-6,2.064e-6,,
365.22,8.934e-6,8.934e-6,,
365.27,3.725e-5,3.725e-5,,
365.32,1.497e-4,1.497e-4,,
365.37,5.795e-4,5.795e-4,,
365.42,2.162e-3,2.162e-3,,
365.47,7.772e-3,7.772e-3,,
365.52,2.692e-2,2.692e-2,,
365.57,8.987e-2,8.987e-2,,
365.62,2.891e-1,2.891e-1,,
365.67,8.959e-1,8.959e-1,,
365.72,2.676e+0,2.676e+0,,
365.77,7.699e+0,7.699e+0,,
365.82,2.135e+1,2.135e+1,,
365.87,5.705e+1,5.705e+1,,
365.92,1.469e+2,1.469e+2,,
365.97,3.644e+2,3.644e+2,,
366.02,8.712e+2,8.712e+2,,
366.07,2.007e+3,2.007e+3,,
366.12,4.455e+3,4.455e+3,,
366.17,9.528e+3,9.528e+3,,
366.22,1.964e+4,1.964e+4,2.003e-40,
366.27,3.900e+4,3.900e+4,1.576e-39,
366.32,7.463e+4,7.463e+4,7.790e-39,
366.37,1.376e+5,1.376e+5,3.711e-38,
366.42,2.445e+5,2.445e+5,1.704e-37,
366.47,4.187e+5,4.187e+5,7.539e-37,
366.52,6.908e+5,6.908e+5,3.216e-36,
366.57,1.098e+6,1.098e+6,1.322e-35,
366.62,1.682e+6,1.682e+6,5.239e-35,
366.67,2.483e+6,2.483e+6,2.001e-34,
366.72,3.532e+6,3.532e+6,7.366e-34,
366.77,4.841e+6,4.841e+6,2.614e-33,
366.82,6.394e+6,6.394e+6,8.939e-33,
366.87,8.137e+6,8.137e+6,2.947e-32,
366.92,9.979e+6,9.979e+6,9.363e-32,
366.97,1.179e+7,1.179e+7,2.868e-31,
367.02,1.343e+7,1.343e+7,8.465e-31,
367.07,1.473e+7,1.473e+7,2.408e-30,
367.12,1.557e+7,1.557e+7,6.605e-30,
367.17,1.586e+7,1.586e+7,1.746e-29,
367.22,1.557e+7,1.557e+7,4.448e-29,
367.27,1.473e+7,1.473e+7,1.092e-28,
367.32,1.343e+7,1.343e+7,2.586e-28,
367.37,1.179e+7,1.179e+7,5.899e-28,
367.42,9.979e+6,9.979e+6,1.297e-27,
367.47,8.137e+6,8.137e+6,2.750e-27,
367.52,6.394e+6,6.394e+6,5.617e-27,
367.57,4.841e+6,4.841e+6,1.106e-26,
367.62,3.532e+6,3.532e+6,2.099e-26,
367.67,2.483e+6,2.483e+6,3.841e-26,
367.72,1.682e+6,1.682e+6,6.772e-26,
367.77,1.098e+6,1.098e+6,1.151e-25,
367.82,6.908e+5,6.908e+5,1.885e-25,
367.87,4.187e+5,4.187e+5,2.977e-25,
367.92,2.445e+5,2.445e+5,4.531e-25,
367.97,1.376e+5,1.376e+5,6.646e-25,
368.02,7.463e+4,7.463e+4,9.397e-25,
368.07,3.900e+4,3.900e+4,1.281e-24,
368.12,1.964e+4,1.964e+4,1.682e-24,
368.17,9.528e+3,9.528e+3,2.130e-24,
368.22,4.455e+3,4.455e+3,2.599e-24,
368.27,2.007e+3,2.007e+3,3.057e-24,
368.32,8.712e+2,8.712e+2,3.466e-24,
368.37,3.644e+2,3.644e+2,3.788e-24,
368.42,1.469e+2,1.469e+2,3.990e-24,
368.47,5.705e+1,5.705e+1,4.051e-24,
368.52,2.135e+1,2.135e+1,3.964e-24,
368.57,7.699e+0,7.699e+0,3.739e-24,
368.62,2.676e+0,2.676e+0,3.399e-24,
368.67,8.959e-1,8.959e-1,2.978e-24,
368.72,2.891e-1,2.891e-1,2.515e-24,
368.77,8.987e-2,8.987e-2,2.048e-24,
368.82,2.692e-2,2.692e-2,1.607e-24,
368.87,7.772e-3,7.772e-3,1.215e-24,
368.92,2.162e-3,2.162e-3,8.860e-25,
368.97,5.795e-4,5.795e-4,6.225e-25,
369.02,1.497e-4,1.497e-4,4.216e-25,
369.07,3.725e-5,3.725e-5,2.752e-25,
369.12,8.934e-6,8.934e-6,1.732e-25,
369.17,2.064e-6,2.064e-6,1.050e-25,
369.22,4.597e-7,4.597e-7,6.139e-26,
369.27,9.863e-8,9.863e-8,3.459e-26,
369.32,2.039e-8,2.039e-8,1.879e-26,
369.37,4.063e-9,4.063e-9,9.834e-27,
369.42,4.962e-27,,4.962e-27,
369.47,2.413e-27,,2.413e-27,
369.52,1.131e-27,,1.131e-27,
369.57,5.110e-28,,5.110e-28,
369.62,2.225e-28,,2.225e-28,
369.67,9.341e-29,,9.341e-29,
369.72,3.779e-29,,3.779e-29,
369.77,1.474e-29,,1.474e-29,
369.82,5.539e-30,,5.539e-30,
369.87,8.125e-9,8.125e-9,2.007e-30,
369.92,3.966e-8,3.966e-8,7.008e-31,
369.97,1.867e-7,1.867e-7,2.359e-31,
370.02,8.479e-7,8.479e-7,7.653e-32,
370.07,3.714e-6,3.714e-6,2.393e-32,
370.12,1.569e-5,1.569e-5,7.213e-33,
370.17,6.393e-5,6.393e-5,2.096e-33,
370.22,2.512e-4,2.512e-4,5.868e-34,
370.27,9.524e-4,9.524e-4,1.584e-34,
370.32,3.482e-3,3.482e-3,4.120e-35,
370.37,1.228e-2,1.228e-2,1.033e-35,
370.42,4.178e-2,4.178e-2,2.497e-36,
370.47,1.371e-1,1.371e-1,5.817e-37,
370.52,4.338e-1,4.338e-1,1.306e-37,
370.57,1.324e+0,1.324e+0,2.827e-38,
370.62,3.898e+0,3.898e+0,5.898e-39,
370.67,1.107e+1,1.107e+1,1.186e-39,
370.72,3.032e+1,3.032e+1,,
370.77,8.009e+1,8.009e+1,,
370.82,2.041e+2,2.041e+2,,
370.87,5.015e+2,5.015e+2,,
370.92,1.189e+3,1.189e+3,,
370.97,2.718e+3,2.718e+3,,
371.02,5.995e+3,5.995e+3,,
371.07,1.275e+4,1.275e+4,,
371.12,2.616e+4,2.616e+4,,
371.17,5.178e+4,5.178e+4,,
371.22,9.882e+4,9.882e+4,,
371.27,1.819e+5,1.819e+5,,
371.32,3.231e+5,3.231e+5,,
