Wavelength (nm),Sum,Al I (6.4e-02),Al II (4.4e-01),Al III (1.3e-05),Cr I (4.5e-02),Cr II (4.6e-01)
477.7,7.487e+4,,,,7.487e+4,
477.75,6.438e+4,,,,6.438e+4,
477.8,6.657e+4,,,,6.657e+4,
477.85,8.271e+4,,,,8.271e+4,
477.9,1.157e+5,,,,1.157e+5,
477.95,1.705e+5,,,,1.705e+5,
478,2.538e+5,,,,2.538e+5,
478.05,3.747e+5,,,,3.747e+5,
478.1,5.445e+5,,,,5.445e+5,
478.15,7.762e+5,,,,7.762e+5,
478.2,1.084e+6,,,,1.084e+6,
478.25,1.484e+6,,,,1.484e+6,
478.3,1.989e+6,,,,1.989e+6,
478.35,2.611e+6,,,,2.611e+6,
478.4,3.358e+6,,,,3.358e+6,
478.45,4.231e+6,,,,4.231e+6,
478.5,5.225e+6,,,,5.225e+6,
478.56,6.556e+6,,,,6.556e+6,
478.61,7.749e+6,,,,7.749e+6,
478.66,8.983e+6,,,,8.983e+6,
478.71,1.022e+7,,,,1.022e+7,
478.76,1.140e+7,,,,1.140e+7,
478.81,1.249e+7,,,,1.249e+7,
478.86,1.344e+7,,,,1.344e+7,
478.91,1.421e+7,,,,1.421e+7,
478.96,1.478e+7,,,,1.478e+7,
479.01,1.511e+7,,,,1.511e+7,
479.06,1.522e+7,,,,1.522e+7,
479.11,1.510e+7,,,,1.510e+7,
479.16,1.479e+7,,,,1.479e+7,
479.21,1.431e+7,,,,1.431e+7,
479.26,1.370e+7,,,,1.370e+7,
479.31,1.301e+7,,,,1.301e+7,
479.36,1.229e+7,,,,1.229e+7,
479.41,1.159e+7,,,,1.159e+7,
479.46,1.095e+7,,,,1.095e+7,
479.51,1.040e+7,,,,1.040e+7,
479.56,9.971e+6,,,,9.971e+6,
479.61,9.680e+6,,,,9.680e+6,
479.66,9.528e+6,,,,9.528e+6,
479.71,9.507e+6,,,,9.507e+6,
479.76,9.594e+6,,,,9.594e+6,
479.81,9.759e+6,,,,9.759e+6,
479.86,9.964e+6,,,,9.964e+6,
479.91,1.016e+7,,,,1.016e+7,
479.96,1.032e+7,,,,1.032e+7,
480.01,1.038e+7,,,,1.038e+7,
480.06,1.033e+7,,,,1.033e+7,
480.11,1.014e+7,,,,1.014e+7,
480.16,9.788e+6,,,,9.788e+6,
480.21,9.291e+6,,,,9.291e+6,
480.26,8.660e+6,,,,8.660e+6,
480.31,7.920e+6,,,,7.920e+6,
480.36,7.102e+6,,,,7.102e+6,
480.41,6.242e+6,,,,6.242e+6,
480.46,5.376e+6,,,,5.376e+6,
480.51,4.537e+6,,,,4.537e+6,
480.56,3.752e+6,,,,3.752e+6,
480.61,3.043e+6,,,,3.043e+6,
480.66,2.422e+6,,,,2.422e+6,
480.71,1.898e+6,,,,1.898e+6,
480.76,1.470e+6,,,,1.470e+6,
480.81,1.135e+6,,,,1.135e+6,
480.86,8.875e+5,,,,8.875e+5,
480.91,7.177e+5,,,,7.177e+5,
480.96,6.169e+5,,,,6.169e+5,
481.01,5.764e+5,,,,5.764e+5,
481.06,5.879e+5,,,,5.879e+5,
481.11,6.439e+5,,,,6.439e+5,
481.16,7.379e+5,,,,7.379e+5,
481.21,8.634e+5,,,,8.634e+5,
481.26,1.014e+6,,,,1.014e+6,
481.31,1.185e+6,,,,1.185e+6,
481.36,1.367e+6,,,,1.367e+6,
481.41,1.556e+6,,,,1.556e+6,
481.46,1.743e+6,,,,1.743e+6,
481.51,1.921e+6,,,,1.921e+6,
481.56,2.084e+6,,,,2.084e+6,
481.61,2.226e+6,,,,2.226e+6,
481.66,2.342e+6,,,,2.342e+6,
481.71,2.427e+6,,,,2.427e+6,
481.76,2.481e+6,,,,2.481e+6,
481.81,2.501e+6,,,,2.501e+6,
481.86,2.490e+6,,,,2.490e+6,
481.91,2.450e+6,,,,2.450e+6,
481.96,2.384e+6,,,,2.384e+6,
482.01,2.295e+6,,,,2.295e+6,
482.06,2.189e+6,,,,2.189e+6,
482.11,2.070e+6,,,,2.070e+6,
482.16,1.942e+6,,,,1.942e+6,
482.21,1.808e+6,,,,1.808e+6,
482.26,1.671e+6,,,,1.671e+6,
482.31,1.534e+6,,,,1.534e+6,
482.36,1.397e+6,,,,1.397e+6,
482.41,1.263e+6,,,,1.263e+6,
482.46,1.132e+6,,,,1.132e+6,
482.51,1.005e+6,,,,1.005e+6,
482.56,8.830e+5,,,,8.830e+5,
482.61,7.671e+5,,,,7.671e+5,
482.66,6.583e+5,,,,6.583e+5,
482.71,5.577e+5,,,,5.577e+5,
482.76,4.661e+5,,,,4.661e+5,
482.81,3.847e+5,,,,3.847e+5,
482.86,3.139e+5,,,,3.139e+5,
482.91,2.543e+5,,,,2.543e+5,
482.96,2.059e+5,,,,2.059e+5,
483.01,1.689e+5,,,,1.689e+5,
483.06,1.428e+5,,,,1.428e+5,
483.11,1.272e+5,,,,1.272e+5,
483.16,1.218e+5,,,,1.218e+5,
483.21,1.257e+5,,,,1.257e+5,
483.26,1.384e+5,,,,1.384e+5,
483.31,1.589e+5,,,,1.589e+5,
483.36,1.862e+5,,,,1.862e+5,
483.41,2.191e+5,,,,2.191e+5,
483.46,2.559e+5,,,,2.559e+5,
483.51,2.950e+5,,,,2.950e+5,
483.56,3.343e+5,,,,3.343e+5,
483.61,3.718e+5,,,,3.718e+5,
483.66,4.052e+5,,,,4.052e+5,
483.71,4.326e+5,,,,4.326e+5,
483.76,4.522e+5,,,,4.522e+5,
483.81,4.629e+5,,,,4.629e+5,
483.86,4.638e+5,,,,4.638e+5,
483.91,4.549e+5,,,,4.549e+5,
483.96,4.368e+5,,,,4.368e+5,
484.01,4.106e+5,,,,4.106e+5,
484.06,3.778e+5,,,,3.778e+5,
484.11,3.402e+5,,,,3.402e+5,
484.16,2.999e+5,,,,2.999e+5,
484.21,2.588e+5,,,,2.588e+5,
484.26,2.187e+5,,,,2.187e+5,
484.31,1.808e+5,,,,1.808e+5,
484.36,1.463e+5,,,,1.463e+5,
484.41,1.160e+5,,,,1.160e+5,
484.46,8.993e+4,,,,8.993e+4,
484.51,6.827e+4,,,,6.827e+4,
484.56,5.073e+4,,,,5.073e+4,
484.61,3.691e+4,,,,3.691e+4,
484.66,2.628e+4,,,,2.628e+4,
484.71,1.832e+4,,,,1.832e+4,
484.76,1.250e+4,,,,1.250e+4,
484.81,8.347e+3,,,,8.347e+3,
484.86,5.457e+3,,,,5.457e+3,
484.91,3.492e+3,,,,3.492e+3,
484.96,2.187e+3,,,,2.187e+3,
485.01,1.341e+3,,,,1.341e+3,
485.06,8.055e+2,,,,8.055e+2,
485.11,4.741e+2,,,,4.741e+2,
485.16,2.746e+2,,,,2.746e+2,
485.21,1.589e+2,,,,1.589e+2,
485.26,9.693e+1,,,,9.693e+1,
485.31,7.225e+1,,,,7.225e+1,
485.36,7.980e+1,,,,7.980e+1,
485.41,1.263e+2,,,,1.263e+2,
485.46,2.342e+2,,,,2.342e+2,
485.51,4.495e+2,,,,4.495e+2,
485.56,8.576e+2,,,,8.576e+2,
485.61,1.608e+3,,,,1.608e+3,
485.66,2.956e+3,,,,2.956e+3,
485.71,5.322e+3,,,,5.322e+3,
485.76,9.382e+3,,,,9.382e+3,
485.81,1.619e+4,,,,1.619e+4,
485.86,2.737e+4,,,,2.737e+4,
485.91,4.529e+4,,,,4.529e+4,
485.96,7.338e+4,,,,7.338e+4,
486.01,1.164e+5,,,,1.164e+5,
486.06,1.809e+5,,,,1.809e+5,
486.11,2.751e+5,,,,2.751e+5,
486.16,4.097e+5,,,,4.097e+5,
486.21,5.975e+5,,,,5.975e+5,
486.26,8.531e+5,,,,8.531e+5,
486.31,1.193e+6,,,,1.193e+6,
486.36,1.633e+6,,,,1.633e+6,
486.41,2.188e+6,,,,2.188e+6,
486.46,2.872e+6,,,,2.872e+6,
486.51,3.691e+6,,,,3.691e+6,
486.56,4.644e+6,,,,4.644e+6,
486.61,5.721e+6,,,,5.721e+6,
486.66,6.902e+6,,,,6.902e+6,
486.71,8.152e+6,,,,8.152e+6,
486.76,9.428e+6,,,,9.428e+6,
486.81,1.068e+7,,,,1.068e+7,
486.86,1.184e+7,,,,1.184e+7,
486.91,1.285e+7,,,,1.285e+7,
486.96,1.366e+7,,,,1.366e+7,
487.01,1.422e+7,,,,1.422e+7,
487.06,1.449e+7,,,,1.449e+7,
487.11,1.446e+7,,,,1.446e+7,
487.16,1.413e+7,,,,1.413e+7,
487.21,1.352e+7,,,,1.352e+7,
487.26,1.267e+7,,,,1.267e+7,
487.31,1.162e+7,,,,1.162e+7,
487.36,1.044e+7,,,,1.044e+7,
487.41,9.188e+6,,,,9.188e+6,
487.46,7.924e+6,,,1.145e-21,7.924e+6,
487.51,6.702e+6,,,3.857e-21,6.702e+6,
487.56,5.567e+6,,,1.273e-20,5.567e+6,
487.61,4.554e+6,,,4.113e-20,4.554e+6,
487.66,3.690e+6,,,1.302e-19,3.690e+6,
487.71,2.991e+6,,,4.036e-19,2.991e+6,
487.76,2.466e+6,,,1.226e-18,2.466e+6,
487.81,2.121e+6,,,3.645e-18,2.121e+6,
487.86,1.957e+6,,,1.062e-17,1.957e+6,
487.91,1.978e+6,,,3.029e-17,1.978e+6,
487.96,2.183e+6,,,8.463e-17,2.183e+6,
488.01,2.575e+6,,,2.316e-16,2.575e+6,
488.06,3.155e+6,,,6.209e-16,3.155e+6,
488.11,3.920e+6,,,1.630e-15,3.920e+6,
488.16,4.862e+6,,,4.192e-15,4.862e+6,
488.21,5.967e+6,,,1.056e-14,5.967e+6,
488.26,7.210e+6,,,2.604e-14,7.210e+6,
488.31,8.554e+6,,,6.293e-14,8.554e+6,
488.36,9.952e+6,,,1.489e-13,9.952e+6,
488.41,1.135e+7,,,3.451e-13,1.135e+7,
488.46,1.267e+7,,,7.835e-13,1.267e+7,
488.51,1.386e+7,,,1.742e-12,1.386e+7,
488.56,1.486e+7,,,3.794e-12,1.486e+7,
488.61,1.559e+7,,,8.092e-12,1.559e+7,
488.66,1.602e+7,,,1.690e-11,1.602e+7,
488.71,1.612e+7,,,3.459e-11,1.612e+7,
488.76,1.588e+7,,,6.932e-11,1.588e+7,
488.81,1.533e+7,,,1.361e-10,1.533e+7,
488.86,1.449e+7,,,2.616e-10,1.449e+7,
488.91,1.341e+7,,,4.926e-10,1.341e+7,
488.96,1.215e+7,,,9.084e-10,1.215e+7,
489.01,1.078e+7,,,1.641e-9,1.078e+7,
489.06,9.372e+6,,,2.903e-9,9.372e+6,
489.11,7.976e+6,,,5.031e-9,7.976e+6,
489.16,6.648e+6,,,8.538e-9,6.648e+6,
489.21,5.426e+6,,,1.419e-8,5.426e+6,
489.26,4.337e+6,,,2.311e-8,4.337e+6,
489.31,3.395e+6,,,3.685e-8,3.395e+6,
489.36,2.602e+6,,,5.756e-8,2.602e+6,
489.41,1.953e+6,,,8.805e-8,1.953e+6,
489.46,1.436e+6,,,1.319e-7,1.436e+6,
489.51,1.034e+6,,,1.936e-7,1.034e+6,
489.56,7.287e+5,,,2.783e-7,7.287e+5,
489.61,5.031e+5,,,3.918e-7,5.031e+5,
489.66,3.401e+5,,,5.402e-7,3.401e+5,
489.71,2.252e+5,,,7.295e-7,2.252e+5,
489.76,1.460e+5,,,9.650e-7,1.460e+5,
489.81,9.268e+4,,,1.250e-6,9.268e+4,
489.86,5.762e+4,,,1.586e-6,5.762e+4,
489.91,3.508e+4,,,1.971e-6,3.508e+4,
489.96,2.092e+4,,,2.400e-6,2.092e+4,
490.01,1.221e+4,,,2.861e-6,1.221e+4,
490.06,6.984e+3,,,3.341e-6,6.984e+3,
490.11,3.911e+3,,,3.821e-6,3.911e+3,
490.16,2.145e+3,,,4.281e-6,2.145e+3,
490.21,1.153e+3,,,4.697e-6,1.153e+3,
490.26,6.081e+2,,,5.047e-6,6.081e+2,
490.31,3.176e+2,,,5.312e-6,3.176e+2,
490.36,1.699e+2,,,5.476e-6,1.699e+2,
490.41,1.048e+2,,,5.529e-6,1.048e+2,
490.46,9.449e+1,,,5.468e-6,9.449e+1,
490.51,1.348e+2,,,5.297e-6,1.348e+2,
490.56,2.438e+2,,,5.025e-6,2.438e+2,
490.61,4.681e+2,,,4.669e-6,4.681e+2,
490.66,8.986e+2,,,4.249e-6,8.986e+2,
490.71,1.698e+3,,,3.788e-6,1.698e+3,
490.76,3.146e+3,,,3.307e-6,3.146e+3,
490.81,5.711e+3,,,2.828e-6,5.711e+3,
490.86,1.016e+4,,,2.368e-6,1.016e+4,
490.91,1.769e+4,,,1.943e-6,1.769e+4,
490.96,3.020e+4,,,1.561e-6,3.020e+4,
491.01,5.048e+4,,,1.228e-6,5.048e+4,
491.06,8.266e+4,,,9.466e-7,8.266e+4,
491.11,1.326e+5,,,7.146e-7,1.326e+5,
491.16,2.084e+5,,,5.284e-7,2.084e+5,
491.21,3.207e+5,,,3.826e-7,3.207e+5,
491.26,4.836e+5,,,2.714e-7,4.836e+5,
491.31,7.143e+5,,,1.885e-7,7.143e+5,
491.36,1.034e+6,,,1.283e-7,1.034e+6,
491.41,1.465e+6,,,8.550e-8,1.465e+6,
491.46,2.034e+6,,,5.581e-8,2.034e+6,
491.51,2.766e+6,,,3.568e-8,2.766e+6,
491.56,3.685e+6,,,2.234e-8,3.685e+6,
491.61,4.809e+6,,,1.370e-8,4.809e+6,
491.66,6.147e+6,,,8.231e-9,6.147e+6,
491.71,7.698e+6,,,4.842e-9,7.698e+6,
491.76,9.442e+6,,,2.790e-9,9.442e+6,
491.81,1.135e+7,,,1.575e-9,1.135e+7,
491.86,1.336e+7,,,8.706e-10,1.336e+7,
491.91,1.540e+7,,,4.714e-10,1.540e+7,
491.96,1.739e+7,,,2.500e-10,1.739e+7,
492.01,1.924e+7,,,1.298e-10,1.924e+7,
492.06,2.086e+7,,,6.605e-11,2.086e+7,
492.11,2.214e+7,,,3.291e-11,2.214e+7,
492.16,2.303e+7,,,1.606e-11,2.303e+7,
492.21,2.346e+7,,,7.677e-12,2.346e+7,
492.26,2.341e+7,,,3.594e-12,2.341e+7,
492.31,2.289e+7,,,1.648e-12,2.289e+7,
492.36,2.192e+7,,,7.402e-13,2.192e+7,
492.41,2.057e+7,,,3.256e-13,2.057e+7,
492.46,1.891e+7,,,1.403e-13,1.891e+7,
492.51,1.704e+7,,,5.919e-14,1.704e+7,
492.56,1.504e+7,,,2.446e-14,1.504e+7,
492.61,1.303e+7,,,9.903e-15,1.303e+7,
492.66,1.107e+7,,,3.926e-15,1.107e+7,
492.71,9.255e+6,,,1.525e-15,9.255e+6,
492.76,7.624e+6,,,5.800e-16,7.624e+6,
492.81,6.220e+6,,,2.161e-16,6.220e+6,
492.86,5.063e+6,,,7.883e-17,5.063e+6,
492.91,4.159e+6,,,2.817e-17,4.159e+6,
492.96,3.501e+6,,,9.861e-18,3.501e+6,
493.01,3.075e+6,,,3.381e-18,3.075e+6,
493.06,2.859e+6,,,1.135e-18,2.859e+6,
493.11,2.826e+6,,,3.733e-19,2.826e+6,
493.16,2.946e+6,,,1.203e-19,2.946e+6,
493.21,3.189e+6,,,3.794e-20,3.189e+6,
493.26,3.520e+6,,,1.172e-20,3.520e+6,
493.31,3.908e+6,,,3.548e-21,3.908e+6,
493.36,4.318e+6,,,1.052e-21,4.318e+6,
493.41,4.718e+6,,,,4.718e+6,
493.46,5.079e+6,,,,5.079e+6,
493.51,5.375e+6,,,,5.375e+6,
493.56,5.584e+6,,,,5.584e+6,
493.61,5.692e+6,,,,5.692e+6,
493.66,5.692e+6,,,,5.692e+6,
493.71,5.584e+6,,,,5.584e+6,
493.76,5.377e+6,,,,5.377e+6,
493.81,5.083e+6,,,,5.083e+6,
493.86,4.722e+6,,,,4.722e+6,
493.91,4.315e+6,,,,4.315e+6,
493.96,3.885e+6,,,,3.885e+6,
494.01,3.453e+6,,,,3.453e+6,
494.06,3.037e+6,,,,3.037e+6,
494.11,2.651e+6,,,,2.651e+6,
494.16,2.306e+6,,,,2.306e+6,
494.21,2.008e+6,,,,2.008e+6,
494.26,1.756e+6,,,,1.756e+6,
494.31,1.551e+6,,,,1.551e+6,
494.36,1.387e+6,,,,1.387e+6,
494.41,1.260e+6,,,,1.260e+6,
494.46,1.166e+6,,,,1.166e+6,
494.51,1.102e+6,,,,1.102e+6,
494.56,1.066e+6,,,,1.066e+6,
494.61,1.060e+6,,,,1.060e+6,
494.66,1.087e+6,,,,1.087e+6,
494.71,1.151e+6,,,,1.151e+6,
494.76,1.258e+6,,,,1.258e+6,
494.81,1.416e+6,,,,1.416e+6,
494.86,1.628e+6,,,,1.628e+6,
494.91,1.899e+6,,,,1.899e+6,
494.96,2.228e+6,,,,2.228e+6,
495.01,2.611e+6,,,,2.611e+6,
495.06,3.040e+6,,,,3.040e+6,
495.11,3.501e+6,,,,3.501e+6,
495.16,3.977e+6,,,,3.977e+6,
495.21,4.446e+6,,,,4.446e+6,
495.26,4.884e+6,,,,4.884e+6,
495.31,5.268e+6,,,,5.268e+6,
495.36,5.574e+6,,,,5.574e+6,
495.41,5.785e+6,,,,5.785e+6,
495.46,5.885e+6,,,,5.885e+6,
495.51,5.869e+6,,,,5.869e+6,
495.56,5.736e+6,,,,5.736e+6,
495.61,5.494e+6,,,,5.494e+6,
495.66,5.157e+6,,,,5.157e+6,
495.71,4.743e+6,,,,4.743e+6,
495.76,4.275e+6,,,,4.275e+6,
495.81,3.775e+6,,,,3.775e+6,
495.86,3.267e+6,,,,3.267e+6,
495.91,2.770e+6,,,,2.770e+6,
495.96,2.301e+6,,,,2.301e+6,
496.01,1.873e+6,,,,1.873e+6,
496.06,1.494e+6,,,,1.494e+6,
496.11,1.168e+6,,,,1.168e+6,
496.16,8.945e+5,,,,8.945e+5,
496.21,6.712e+5,,,,6.712e+5,
496.26,4.935e+5,,,,4.935e+5,
496.31,3.555e+5,,,,3.555e+5,
496.36,2.510e+5,,,,2.510e+5,
496.41,1.736e+5,,,,1.736e+5,
496.46,1.176e+5,,,,1.176e+5,
496.51,7.813e+4,,,,7.813e+4,
496.56,5.084e+4,,,,5.084e+4,
496.61,3.241e+4,,,,3.241e+4,
496.66,2.025e+4,,,,2.025e+4,
496.71,1.239e+4,,,,1.239e+4,
496.76,7.434e+3,,,,7.434e+3,
496.81,4.369e+3,,,,4.369e+3,
496.86,2.516e+3,,,,2.516e+3,
496.91,1.419e+3,,,,1.419e+3,
496.96,7.847e+2,,,,7.847e+2,
497.01,4.251e+2,,,,4.251e+2,
497.06,2.256e+2,,,,2.256e+2,
497.11,1.173e+2,,,,1.173e+2,
497.16,5.980e+1,,,,5.980e+1,
497.21,2.986e+1,,,,2.986e+1,
497.26,1.461e+1,,,,1.461e+1,
497.31,7.003e+0,,,,7.003e+0,
497.36,3.290e+0,,,,3.290e+0,
497.41,1.514e+0,,,,1.514e+0,
497.46,6.828e-1,,,,6.828e-1,
497.51,3.017e-1,,,,3.017e-1,
497.56,1.306e-1,,,,1.306e-1,
497.61,5.543e-2,,,,5.543e-2,
497.66,2.304e-2,,,,2.304e-2,
497.71,9.385e-3,,,,9.385e-3,
497.76,3.745e-3,,,,3.745e-3,
497.81,1.465e-3,,,,1.465e-3,
497.86,5.612e-4,,,,5.612e-4,
497.91,2.107e-4,,,,2.107e-4,
497.96,7.752e-5,,,,7.752e-5,
498.01,2.794e-5,,,,2.794e-5,
498.06,9.869e-6,,,,9.869e-6,
498.11,3.416e-6,,,,3.416e-6,
498.16,1.158e-6,,,,1.158e-6,
498.21,3.848e-7,,,,3.848e-7,
498.26,1.253e-7,,,,1.253e-7,
498.31,3.997e-8,,,,3.997e-8,
498.36,1.249e-8,,,,1.249e-8,
498.41,3.826e-9,,,,3.826e-9,
498.46,1.148e-9,,,,1.148e-9,
510.87,5.922e-10,,,,5.922e-10,
510.92,1.890e-9,,,,1.890e-9,
510.97,5.916e-9,,,,5.916e-9,
511.02,1.818e-8,,,,1.818e-8,
511.07,5.480e-8,,,,5.480e-8,
511.12,1.621e-7,,,,1.621e-7,
511.17,4.705e-7,,,,4.705e-7,
511.22,1.340e-6,,,,1.340e-6,
511.27,3.746e-6,,,,3.746e-6,
511.32,1.027e-5,,,,1.027e-5,
511.37,2.764e-5,,2.839e-13,,2.764e-5,
511.42,7.300e-5,,1.271e-12,,7.300e-5,
511.47,1.891e-4,,4.207e-12,,1.891e-4,
511.52,4.809e-4,,1.291e-11,,4.809e-4,
511.57,1.200e-3,,3.886e-11,,1.200e-3,
511.62,2.937e-3,,1.148e-10,,2.937e-3,
511.67,7.055e-3,,3.331e-10,,7.055e-3,
511.72,1.663e-2,,9.480e-10,,1.663e-2,
511.77,3.846e-2,,2.649e-9,,3.846e-2,
511.82,8.729e-2,,7.263e-9,,8.729e-2,
511.87,1.944e-1,,1.955e-8,,1.944e-1,
511.92,4.248e-1,,5.163e-8,,4.248e-1,
511.97,9.109e-1,,1.338e-7,,9.109e-1,
512.02,1.917e+0,,3.406e-7,,1.917e+0,
512.07,3.957e+0,,8.506e-7,,3.957e+0,
512.12,8.017e+0,,2.085e-6,,8.017e+0,
512.17,1.594e+1,,5.017e-6,,1.594e+1,
512.22,3.109e+1,,1.185e-5,,3.109e+1,
512.27,5.950e+1,,2.746e-5,,5.950e+1,
512.32,1.118e+2,,6.247e-5,,1.118e+2,
512.37,2.060e+2,,1.395e-4,,2.060e+2,
512.42,3.724e+2,,3.057e-4,,3.724e+2,
512.47,6.609e+2,,6.577e-4,,6.609e+2,
512.52,1.151e+3,,1.389e-3,,1.151e+3,
512.57,1.966e+3,,2.879e-3,,1.966e+3,
512.62,3.296e+3,,5.856e-3,,3.296e+3,
512.67,5.423e+3,,1.169e-2,,5.423e+3,
512.72,8.754e+3,,2.292e-2,,8.754e+3,
512.77,1.387e+4,,4.410e-2,,1.387e+4,
512.82,2.155e+4,,8.329e-2,,2.155e+4,
512.87,3.287e+4,,1.544e-1,,3.287e+4,
512.92,4.919e+4,,2.809e-1,,4.919e+4,
512.97,7.224e+4,,5.018e-1,,7.224e+4,
513.02,1.041e+5,,8.797e-1,,1.041e+5,
513.07,1.472e+5,,1.514e+0,,1.472e+5,
513.12,2.042e+5,,2.558e+0,,2.042e+5,
513.17,2.780e+5,,4.241e+0,,2.780e+5,
513.22,3.714e+5,,6.904e+0,,3.714e+5,
513.27,4.868e+5,,1.103e+1,,4.868e+5,
513.32,6.262e+5,,1.730e+1,,6.262e+5,
513.37,7.904e+5,,2.664e+1,,7.904e+5,
513.42,9.789e+5,,4.026e+1,,9.788e+5,
513.47,1.190e+6,,5.974e+1,,1.190e+6,
513.52,1.419e+6,,8.701e+1,,1.419e+6,
513.57,1.660e+6,,1.244e+2,,1.660e+6,
513.62,1.906e+6,,1.746e+2,,1.906e+6,
513.67,2.147e+6,,2.405e+2,,2.147e+6,
513.72,2.374e+6,,3.253e+2,,2.374e+6,
513.77,2.575e+6,,4.319e+2,,2.575e+6,
513.82,2.741e+6,,5.629e+2,,2.741e+6,
513.87,2.864e+6,,7.202e+2,,2.863e+6,
513.92,2.935e+6,,9.046e+2,,2.934e+6,
513.97,2.952e+6,,1.115e+3,,2.951e+6,
514.02,2.913e+6,,1.350e+3,,2.912e+6,
514.07,2.821e+6,,1.604e+3,,2.820e+6,
514.12,2.681e+6,,1.871e+3,,2.679e+6,
514.17,2.500e+6,,2.143e+3,,2.498e+6,
514.22,2.288e+6,,2.408e+3,,2.286e+6,
514.27,2.054e+6,,2.658e+3,,2.052e+6,
514.32,1.810e+6,,2.879e+3,,1.807e+6,
514.37,1.565e+6,,3.062e+3,,1.562e+6,
514.42,1.328e+6,,3.197e+3,,1.325e+6,
514.47,1.106e+6,,3.278e+3,,1.103e+6,
514.52,9.039e+5,,3.298e+3,,9.006e+5,
514.57,7.250e+5,,3.259e+3,,7.217e+5,
514.62,5.707e+5,,3.162e+3,,5.675e+5,
514.67,4.409e+5,,3.013e+3,,4.379e+5,
514.72,3.343e+5,,2.820e+3,,3.315e+5,
514.77,2.489e+5,,2.594e+3,,2.463e+5,
514.82,1.819e+5,,2.346e+3,,1.795e+5,
514.87,1.305e+5,,2.089e+3,,1.284e+5,
514.92,9.198e+4,,1.834e+3,,9.015e+4,
514.97,6.368e+4,,1.592e+3,,6.209e+4,
515.02,4.333e+4,,1.371e+3,,4.196e+4,
515.07,2.901e+4,,1.179e+3,,2.783e+4,
515.12,1.913e+4,,1.021e+3,,1.811e+4,
515.17,1.246e+4,,8.977e+2,,1.156e+4,
515.22,8.056e+3,,8.114e+2,,7.245e+3,
515.27,5.214e+3,,7.602e+2,,4.454e+3,
515.32,3.428e+3,,7.414e+2,,2.687e+3,
515.37,2.341e+3,,7.507e+2,,1.591e+3,
515.42,1.707e+3,,7.830e+2,,9.239e+2,
515.47,1.359e+3,,8.324e+2,,5.266e+2,
515.52,1.187e+3,,8.925e+2,,2.946e+2,
515.57,1.119e+3,,9.570e+2,,1.617e+2,
515.62,1.107e+3,,1.020e+3,,8.716e+1,
515.67,1.121e+3,,1.074e+3,,4.624e+1,
515.72,1.141e+3,,1.117e+3,,2.438e+1,
515.77,1.156e+3,,1.143e+3,,1.325e+1,
515.82,1.158e+3,,1.150e+3,,8.372e+0,
515.87,1.145e+3,,1.137e+3,,7.661e+0,
515.92,1.115e+3,,1.104e+3,,1.077e+1,
515.97,1.072e+3,,1.053e+3,,1.892e+1,
516.02,1.020e+3,,9.852e+2,,3.530e+1,
516.07,9.710e+2,,9.050e+2,,6.599e+1,
516.12,9.377e+2,,8.160e+2,,1.217e+2,
516.17,9.427e+2,,7.221e+2,,2.206e+2,
516.22,1.020e+3,,6.271e+2,,3.925e+2,
516.27,1.220e+3,,5.345e+2,,6.855e+2,
516.32,1.622e+3,,4.471e+2,,1.175e+3,
516.37,2.345e+3,,3.671e+2,,1.978e+3,
516.42,3.562e+3,,2.957e+2,,3.266e+3,
516.47,5.529e+3,,2.338e+2,,5.295e+3,
516.52,8.607e+3,,1.814e+2,,8.425e+3,
516.57,1.330e+4,,1.381e+2,,1.316e+4,
516.62,2.027e+4,,1.032e+2,,2.017e+4,
516.67,3.042e+4,,7.572e+1,,3.035e+4,
516.72,4.487e+4,,5.450e+1,,4.481e+4,
516.77,6.500e+4,,3.849e+1,,6.496e+4,
516.82,9.244e+4,,2.668e+1,,9.241e+4,
516.87,1.291e+5,,1.815e+1,,1.290e+5,
516.92,1.769e+5,,1.212e+1,,1.769e+5,
516.97,2.379e+5,,7.941e+0,,2.379e+5,
517.02,3.142e+5,,5.106e+0,,3.142e+5,
517.07,4.071e+5,,3.222e+0,,4.071e+5,
517.12,5.179e+5,,1.995e+0,,5.179e+5,
517.17,6.466e+5,,1.213e+0,,6.466e+5,
517.22,7.924e+5,,7.233e-1,,7.924e+5,
517.27,9.531e+5,,4.234e-1,,9.531e+5,
517.32,1.125e+6,,2.432e-1,,1.125e+6,
517.37,1.304e+6,,1.371e-1,,1.304e+6,
517.42,1.483e+6,,7.585e-2,,1.483e+6,
517.47,1.656e+6,,4.118e-2,,1.656e+6,
517.52,1.814e+6,,2.194e-2,,1.814e+6,
517.57,1.951e+6,,1.148e-2,,1.951e+6,
517.62,2.060e+6,,5.889e-3,,2.060e+6,
517.67,2.134e+6,,2.966e-3,,2.134e+6,
517.72,2.171e+6,,1.466e-3,,2.171e+6,
517.77,2.167e+6,,7.111e-4,,2.167e+6,
517.82,2.125e+6,,3.385e-4,,2.125e+6,
517.87,2.045e+6,,1.581e-4,,2.045e+6,
517.92,1.934e+6,,7.250e-5,,1.934e+6,
517.97,1.797e+6,,3.262e-5,,1.797e+6,
518.02,1.643e+6,,1.440e-5,,1.643e+6,
518.07,1.480e+6,,6.241e-6,,1.480e+6,
518.12,1.318e+6,,2.654e-6,,1.318e+6,
518.17,1.165e+6,,1.108e-6,,1.165e+6,
