Wavelength (nm),Sum,Na I (4.5e-02),Na II (9.5e-01),Na III (3.4e-19)
239.13,9.128e-34,,,9.128e-34
239.18,1.241e-33,,,1.241e-33
239.23,1.671e-33,,,1.671e-33
239.28,2.116e-33,,,2.116e-33
239.33,2.475e-33,,,2.475e-33
239.38,2.661e-33,,,2.661e-33
239.43,2.623e-33,,,2.623e-33
239.48,2.372e-33,,,2.372e-33
239.53,1.966e-33,,,1.966e-33
239.58,1.494e-33,,,1.494e-33
239.63,1.041e-33,,,1.041e-33
239.68,6.645e-34,,,6.645e-34
239.73,3.890e-34,,,3.890e-34
239.78,2.087e-34,,,2.087e-34
239.83,1.028e-34,,,1.028e-34
239.88,4.676e-35,,,4.676e-35
239.93,2.090e-35,,,2.090e-35
239.98,1.327e-35,,,1.327e-35
240.03,2.118e-35,,,2.118e-35
240.08,5.384e-35,,,5.384e-35
240.13,1.385e-34,,,1.385e-34
240.18,3.308e-34,,,3.308e-34
240.23,7.255e-34,,,7.255e-34
240.28,1.460e-33,,,1.460e-33
240.33,2.695e-33,,,2.695e-33
240.38,4.563e-33,,,4.563e-33
240.43,7.087e-33,,,7.087e-33
240.48,1.010e-32,,,1.010e-32
240.53,1.320e-32,,,1.320e-32
240.58,1.582e-32,,,1.582e-32
240.63,1.739e-32,,,1.739e-32
240.68,1.754e-32,,,1.754e-32
240.73,1.623e-32,,,1.623e-32
240.78,1.378e-32,,,1.378e-32
240.83,1.073e-32,,,1.073e-32
240.88,7.660e-33,,,7.660e-33
240.93,5.018e-33,,,5.018e-33
240.98,3.015e-33,,,3.015e-33
241.03,1.662e-33,,,1.662e-33
241.08,8.402e-34,,,8.402e-34
241.13,3.897e-34,,,3.897e-34
241.18,1.658e-34,,,1.658e-34
241.23,6.469e-35,,,6.469e-35
241.28,2.316e-35,,,2.316e-35
241.33,7.603e-36,,,7.603e-36
241.38,2.290e-36,,,2.290e-36
241.43,6.327e-37,,,6.327e-37
241.48,1.604e-37,,,1.604e-37
241.53,3.728e-38,,,3.728e-38
241.58,7.949e-39,,,7.949e-39
241.63,1.555e-39,,,1.555e-39
241.68,2.790e-40,,,2.790e-40
241.73,4.592e-41,,,4.592e-41
241.78,6.932e-42,,,6.932e-42
241.83,9.600e-43,,,9.600e-43
241.88,1.220e-43,,,1.220e-43
241.93,1.421e-44,,,1.421e-44
241.98,1.519e-45,,,1.519e-45
242.03,1.489e-46,,,1.489e-46
242.08,1.339e-47,,,1.339e-47
242.13,1.105e-48,,,1.105e-48
244.43,7.649e-48,,,7.649e-48
244.48,8.765e-47,,,8.765e-47
244.53,9.246e-46,,,9.246e-46
244.58,8.980e-45,,,8.980e-45
244.63,8.030e-44,,,8.030e-44
244.68,6.610e-43,,,6.610e-43
244.73,5.010e-42,,,5.010e-42
244.78,3.496e-41,,,3.496e-41
244.83,2.246e-40,,,2.246e-40
244.88,1.328e-39,,,1.328e-39
244.93,7.233e-39,,,7.233e-39
244.98,3.626e-38,,,3.626e-38
245.03,1.673e-37,,,1.673e-37
245.08,7.110e-37,,,7.110e-37
245.13,2.782e-36,,,2.782e-36
245.18,1.002e-35,,,1.002e-35
245.23,3.322e-35,,,3.322e-35
245.28,1.014e-34,,,1.014e-34
245.33,2.850e-34,,,2.850e-34
245.38,7.374e-34,,,7.374e-34
245.43,1.757e-33,,,1.757e-33
245.48,3.853e-33,,,3.853e-33
245.53,7.780e-33,,,7.780e-33
245.58,1.446e-32,,,1.446e-32
245.63,2.475e-32,,,2.475e-32
245.68,3.900e-32,,,3.900e-32
245.73,5.658e-32,,,5.658e-32
245.78,7.556e-32,,,7.556e-32
245.83,9.291e-32,,,9.291e-32
245.88,1.052e-31,,,1.052e-31
245.93,1.096e-31,,,1.096e-31
245.98,1.052e-31,,,1.052e-31
246.03,9.291e-32,,,9.291e-32
246.08,7.556e-32,,,7.556e-32
246.13,5.658e-32,,,5.658e-32
246.18,3.901e-32,,,3.901e-32
246.23,2.479e-32,,,2.479e-32
246.28,1.457e-32,,,1.457e-32
246.33,8.062e-33,,,8.062e-33
246.38,4.533e-33,,,4.533e-33
246.43,3.264e-33,,,3.264e-33
246.48,3.814e-33,,,3.814e-33
246.53,6.072e-33,,,6.072e-33
246.58,1.013e-32,,,1.013e-32
246.63,1.604e-32,,,1.604e-32
246.68,2.355e-32,,,2.355e-32
246.73,3.189e-32,,,3.189e-32
246.78,3.982e-32,,,3.982e-32
246.83,4.587e-32,,,4.587e-32
246.88,4.880e-32,,,4.880e-32
246.93,4.818e-32,,,4.818e-32
246.98,4.463e-32,,,4.463e-32
247.03,3.977e-32,,,3.977e-32
247.08,3.588e-32,,,3.588e-32
247.13,3.528e-32,,,3.528e-32
247.18,3.967e-32,,,3.967e-32
247.23,4.961e-32,,,4.961e-32
247.28,6.413e-32,,,6.413e-32
247.33,8.075e-32,,,8.075e-32
247.38,9.593e-32,,,9.593e-32
247.43,1.060e-31,,,1.060e-31
247.48,1.084e-31,,,1.084e-31
247.53,1.023e-31,,,1.023e-31
247.58,8.900e-32,,,8.900e-32
247.63,7.139e-32,,,7.139e-32
247.68,5.277e-32,,,5.277e-32
247.73,3.595e-32,,,3.595e-32
247.78,2.258e-32,,,2.258e-32
247.83,8.191e-22,,8.191e-22,1.306e-32
247.88,8.510e-21,,8.510e-21,6.967e-33
247.93,8.158e-20,,8.158e-20,3.424e-33
247.98,7.217e-19,,7.217e-19,1.551e-33
248.03,5.890e-18,,5.890e-18,6.475e-34
248.08,4.436e-17,,4.436e-17,2.491e-34
248.13,3.083e-16,,3.083e-16,8.833e-35
248.18,1.977e-15,,1.977e-15,2.886e-35
248.23,1.169e-14,,1.169e-14,8.693e-36
248.28,6.384e-14,,6.384e-14,2.413e-36
248.33,3.216e-13,,3.216e-13,6.171e-37
248.38,1.495e-12,,1.495e-12,1.455e-37
248.43,6.410e-12,,6.410e-12,3.160e-38
248.48,2.537e-11,,2.537e-11,6.338e-39
248.53,9.262e-11,,9.262e-11,1.238e-39
248.58,3.120e-10,,3.120e-10,6.428e-40
248.63,9.701e-10,,9.701e-10,2.604e-39
248.68,2.783e-9,,2.783e-9,1.375e-38
248.73,7.365e-9,,7.365e-9,6.781e-38
248.78,1.799e-8,,1.799e-8,3.087e-37
248.83,4.053e-8,,4.053e-8,1.297e-36
248.88,8.427e-8,,8.427e-8,5.029e-36
248.93,1.617e-7,,1.617e-7,1.800e-35
248.98,2.862e-7,,2.862e-7,5.945e-35
249.03,4.675e-7,,4.675e-7,1.812e-34
249.08,7.046e-7,,7.046e-7,5.099e-34
249.13,9.799e-7,,9.799e-7,1.324e-33
249.18,1.257e-6,,1.257e-6,3.173e-33
249.23,1.489e-6,,1.489e-6,7.020e-33
249.28,1.627e-6,,1.627e-6,1.433e-32
249.33,1.640e-6,,1.640e-6,2.700e-32
249.38,1.525e-6,,1.525e-6,4.696e-32
249.43,1.309e-6,,1.309e-6,7.537e-32
249.48,1.037e-6,,1.037e-6,1.116e-31
249.53,7.575e-7,,7.575e-7,1.526e-31
249.58,5.108e-7,,5.108e-7,1.926e-31
249.63,3.178e-7,,3.178e-7,2.243e-31
249.68,1.824e-7,,1.824e-7,2.411e-31
249.73,9.662e-8,,9.662e-8,2.392e-31
249.78,4.722e-8,,4.722e-8,2.190e-31
249.83,2.130e-8,,2.130e-8,1.850e-31
249.88,8.863e-9,,8.863e-9,1.443e-31
249.93,3.406e-9,,3.406e-9,1.039e-31
249.98,1.217e-9,,1.217e-9,6.900e-32
250.03,4.254e-10,,4.254e-10,4.231e-32
250.08,1.972e-10,,1.972e-10,2.394e-32
250.13,2.137e-10,,2.137e-10,1.250e-32
250.18,3.933e-10,,3.933e-10,6.028e-33
250.23,7.590e-10,,7.590e-10,2.685e-33
250.28,1.376e-9,,1.376e-9,1.112e-33
250.33,2.307e-9,,2.307e-9,4.508e-34
250.38,3.574e-9,,3.574e-9,2.438e-34
250.43,5.114e-9,,5.114e-9,3.110e-34
250.48,6.757e-9,,6.757e-9,6.713e-34
250.53,8.245e-9,,8.245e-9,1.516e-33
250.58,9.290e-9,,9.290e-9,3.214e-33
250.63,9.667e-9,,9.667e-9,6.308e-33
250.68,9.290e-9,,9.290e-9,1.144e-32
250.73,8.245e-9,,8.245e-9,1.916e-32
250.78,6.758e-9,,6.758e-9,2.964e-32
250.83,5.118e-9,,5.118e-9,4.235e-32
250.88,3.586e-9,,3.586e-9,5.591e-32
250.93,2.338e-9,,2.338e-9,6.818e-32
250.98,1.455e-9,,1.455e-9,7.680e-32
251.03,9.467e-10,,9.467e-10,7.990e-32
251.08,7.995e-10,,7.995e-10,7.680e-32
251.13,1.018e-9,,1.018e-9,6.818e-32
251.18,1.642e-9,,1.642e-9,5.591e-32
251.23,2.729e-9,,2.729e-9,4.235e-32
251.28,4.312e-9,,4.312e-9,2.964e-32
251.33,6.338e-9,,6.338e-9,1.916e-32
251.38,8.622e-9,,8.622e-9,1.144e-32
251.43,1.084e-8,,1.084e-8,6.307e-33
251.48,1.260e-8,,1.260e-8,3.213e-33
251.53,1.353e-8,,1.353e-8,1.512e-33
251.58,1.342e-8,,1.342e-8,6.573e-34
251.63,1.230e-8,,1.230e-8,2.639e-34
251.68,1.042e-8,,1.042e-8,9.788e-35
251.73,8.157e-9,,8.157e-9,3.353e-35
251.78,5.899e-9,,5.899e-9,1.061e-35
251.83,3.943e-9,,3.943e-9,3.102e-36
251.88,2.435e-9,,2.435e-9,8.378e-37
251.93,1.389e-9,,1.389e-9,2.092e-37
251.98,7.325e-10,,7.325e-10,4.941e-38
252.03,3.569e-10,,3.569e-10,1.641e-38
252.08,1.607e-10,,1.607e-10,2.983e-38
252.13,6.683e-11,,6.683e-11,1.165e-37
252.18,2.569e-11,,2.569e-11,4.486e-37
252.23,9.143e-12,,9.143e-12,1.602e-36
252.28,3.072e-12,,3.072e-12,5.291e-36
252.33,1.198e-12,,1.198e-12,1.617e-35
252.38,1.258e-12,,1.258e-12,4.568e-35
252.43,3.275e-12,,3.275e-12,1.194e-34
252.48,9.507e-12,,9.507e-12,2.885e-34
252.53,2.597e-11,,2.597e-11,6.449e-34
252.58,6.571e-11,,6.571e-11,1.333e-33
252.63,1.538e-10,,1.538e-10,2.550e-33
252.68,3.330e-10,,3.330e-10,4.509e-33
252.73,6.667e-10,,6.667e-10,7.375e-33
252.78,1.235e-9,,1.235e-9,1.116e-32
252.83,2.116e-9,,2.116e-9,1.561e-32
252.88,3.352e-9,,3.352e-9,2.020e-32
252.93,4.913e-9,,4.913e-9,2.417e-32
252.98,6.661e-9,,6.661e-9,2.675e-32
253.03,8.352e-9,,8.352e-9,2.739e-32
253.08,9.686e-9,,9.686e-9,2.593e-32
253.13,1.039e-8,,1.039e-8,2.271e-32
253.18,1.031e-8,,1.031e-8,1.839e-32
253.23,9.462e-9,,9.462e-9,1.378e-32
253.28,8.032e-9,,8.032e-9,9.543e-33
253.33,6.307e-9,,6.307e-9,6.114e-33
253.38,4.580e-9,,4.580e-9,3.623e-33
253.43,3.077e-9,,3.077e-9,1.986e-33
253.48,1.912e-9,,1.912e-9,1.007e-33
253.53,1.099e-9,,1.099e-9,4.739e-34
253.58,5.839e-10,,5.839e-10,2.108e-34
253.63,2.871e-10,,2.871e-10,9.956e-35
253.68,1.306e-10,,1.306e-10,7.647e-35
253.73,5.491e-11,,5.491e-11,1.225e-34
253.78,2.137e-11,,2.137e-11,2.556e-34
253.83,7.688e-12,,7.688e-12,5.270e-34
253.88,2.559e-12,,2.559e-12,1.015e-33
253.93,7.878e-13,,7.878e-13,1.813e-33
253.98,2.243e-13,,2.243e-13,2.997e-33
254.03,5.909e-14,,5.909e-14,4.585e-33
254.08,1.440e-14,,1.440e-14,6.493e-33
254.13,3.244e-15,,3.244e-15,8.512e-33
254.18,6.761e-16,,6.761e-16,1.033e-32
254.23,1.303e-16,,1.303e-16,1.160e-32
254.28,2.324e-17,,2.324e-17,1.205e-32
254.33,3.833e-18,,3.833e-18,1.160e-32
254.38,5.847e-19,,5.847e-19,1.033e-32
254.43,8.251e-20,,8.251e-20,8.512e-33
254.48,1.077e-20,,1.077e-20,6.494e-33
254.53,1.300e-21,,1.300e-21,4.587e-33
254.58,1.451e-22,,1.451e-22,3.004e-33
254.63,1.499e-23,,1.499e-23,1.835e-33
254.68,1.432e-24,,1.432e-24,1.081e-33
254.73,7.032e-34,,,7.032e-34
254.78,6.935e-34,,,6.935e-34
254.83,1.130e-33,,,1.130e-33
254.88,2.220e-33,,,2.220e-33
254.93,4.320e-33,,,4.320e-33
254.98,7.891e-33,,,7.891e-33
255.03,1.339e-32,,,1.339e-32
255.08,2.104e-32,,,2.104e-32
255.13,3.064e-32,,,3.064e-32
255.18,4.132e-32,,,4.132e-32
255.23,5.161e-32,,,5.161e-32
255.28,5.970e-32,,,5.970e-32
255.33,6.396e-32,,,6.396e-32
255.38,6.348e-32,,,6.348e-32
255.43,5.834e-32,,,5.834e-32
255.48,4.966e-32,,,4.966e-32
255.53,3.916e-32,,,3.916e-32
255.58,2.860e-32,,,2.860e-32
255.63,1.937e-32,,,1.937e-32
255.68,1.221e-32,,,1.221e-32
255.73,7.270e-33,,,7.270e-33
255.78,4.357e-33,,,4.357e-33
255.83,3.171e-33,,,3.171e-33
255.88,3.527e-33,,,3.527e-33
255.93,5.450e-33,,,5.450e-33
255.98,9.135e-33,,,9.135e-33
256.03,1.479e-32,,,1.479e-32
256.08,2.242e-32,,,2.242e-32
256.13,3.156e-32,,,3.156e-32
256.18,4.118e-32,,,4.118e-32
256.23,4.981e-32,,,4.981e-32
256.28,5.583e-32,,,5.583e-32
256.33,5.800e-32,,,5.800e-32
256.38,5.583e-32,,,5.583e-32
256.43,4.981e-32,,,4.981e-32
256.48,4.118e-32,,,4.118e-32
256.53,3.155e-32,,,3.155e-32
256.58,2.240e-32,,,2.240e-32
256.63,1.474e-32,,,1.474e-32
256.68,8.989e-33,,,8.989e-33
256.73,5.080e-33,,,5.080e-33
256.78,2.660e-33,,,2.660e-33
256.83,1.291e-33,,,1.291e-33
256.88,5.807e-34,,,5.807e-34
256.93,2.421e-34,,,2.421e-34
256.98,9.350e-35,,,9.350e-35
257.03,3.347e-35,,,3.347e-35
257.08,5.870e-24,,5.870e-24,1.110e-35
257.13,5.738e-23,,5.738e-23,3.413e-36
257.18,5.205e-22,,5.205e-22,9.725e-37
257.23,4.382e-21,,4.382e-21,2.568e-37
257.28,3.423e-20,,3.423e-20,6.282e-38
257.33,2.481e-19,,2.481e-19,1.425e-38
257.38,1.669e-18,,1.669e-18,2.994e-39
257.43,1.042e-17,,1.042e-17,5.830e-40
257.48,6.036e-17,,6.036e-17,1.052e-40
257.53,3.245e-16,,3.245e-16,1.760e-41
257.58,1.619e-15,,1.619e-15,2.727e-42
257.63,7.493e-15,,7.493e-15,3.917e-43
257.68,3.219e-14,,3.219e-14,5.214e-44
257.73,1.283e-13,,1.283e-13,6.432e-45
257.78,4.746e-13,,4.746e-13,7.353e-46
257.83,1.629e-12,,1.629e-12,7.789e-47
257.88,5.190e-12,,5.190e-12,7.648e-48
257.93,1.534e-11,,1.534e-11,
257.98,4.209e-11,,4.209e-11,
258.03,1.071e-10,,1.071e-10,
258.08,2.531e-10,,2.531e-10,
258.13,5.548e-10,,5.548e-10,
258.18,1.129e-9,,1.129e-9,
258.23,2.131e-9,,2.131e-9,
258.28,3.732e-9,,3.732e-9,
258.33,6.067e-9,,6.067e-9,
258.38,9.152e-9,,9.152e-9,
258.43,1.281e-8,,1.281e-8,
258.48,1.664e-8,,1.664e-8,
258.53,2.006e-8,,2.006e-8,
258.58,2.244e-8,,2.244e-8,
258.63,2.330e-8,,2.330e-8,
258.68,2.244e-8,,2.244e-8,
258.73,2.007e-8,,2.007e-8,
258.78,1.665e-8,,1.665e-8,
258.83,1.283e-8,,1.283e-8,
258.88,9.202e-9,,9.202e-9,
258.93,6.188e-9,,6.188e-9,
258.98,4.004e-9,,4.004e-9,
259.03,2.698e-9,,2.698e-9,
259.08,2.227e-9,,2.227e-9,
259.13,2.530e-9,,2.530e-9,
259.18,3.549e-9,,3.549e-9,
259.23,5.215e-9,,5.215e-9,
259.28,7.392e-9,,7.392e-9,
259.33,9.834e-9,,9.834e-9,
259.38,1.218e-8,,1.218e-8,
259.43,1.402e-8,,1.402e-8,
259.48,1.499e-8,,1.499e-8,
259.53,1.488e-8,,1.488e-8,
259.58,1.371e-8,,1.371e-8,
259.63,1.173e-8,,1.173e-8,
259.68,9.321e-9,,9.321e-9,
259.73,6.875e-9,,6.875e-9,
259.78,4.708e-9,,4.708e-9,
259.83,2.993e-9,,2.993e-9,
259.88,1.767e-9,,1.767e-9,
259.93,9.681e-10,,9.681e-10,
259.98,4.926e-10,,4.926e-10,
260.03,2.327e-10,,2.327e-10,
260.08,1.021e-10,,1.021e-10,
260.13,4.157e-11,,4.157e-11,
260.18,1.578e-11,,1.578e-11,
260.23,5.789e-12,,5.789e-12,
260.28,2.860e-12,,2.860e-12,
260.33,4.376e-12,,4.376e-12,
260.38,1.300e-11,,1.300e-11,
260.43,4.005e-11,,4.005e-11,
260.48,1.158e-10,,1.158e-10,
260.53,3.115e-10,,3.115e-10,
260.58,7.786e-10,,7.786e-10,
260.63,1.809e-9,,1.809e-9,
260.68,3.905e-9,,3.905e-9,
260.73,7.835e-9,,7.835e-9,
260.78,1.461e-8,,1.461e-8,
260.83,2.532e-8,,2.532e-8,
260.88,4.077e-8,,4.077e-8,
260.93,6.101e-8,,6.101e-8,
260.98,8.484e-8,,8.484e-8,
261.03,1.097e-7,,1.097e-7,
261.08,1.317e-7,,1.317e-7,
261.13,1.470e-7,,1.470e-7,
261.18,1.525e-7,,1.525e-7,
261.23,1.470e-7,,1.470e-7,
261.28,1.317e-7,,1.317e-7,
261.33,1.097e-7,,1.097e-7,
261.38,8.484e-8,,8.484e-8,
261.43,6.101e-8,,6.101e-8,
261.48,4.077e-8,,4.077e-8,
261.53,2.532e-8,,2.532e-8,
261.58,1.461e-8,,1.461e-8,
261.63,7.835e-9,,7.835e-9,
261.68,3.905e-9,,3.905e-9,
261.73,1.809e-9,,1.809e-9,
261.78,7.786e-10,,7.786e-10,
261.83,3.115e-10,,3.115e-10,
261.88,1.158e-10,,1.158e-10,
261.93,4.001e-11,,4.001e-11,
261.98,1.284e-11,,1.284e-11,
262.03,3.832e-12,,3.832e-12,
262.08,1.063e-12,,1.063e-12,
262.13,2.738e-13,,2.738e-13,
262.18,6.558e-14,,6.558e-14,
262.23,1.460e-14,,1.460e-14,
262.28,3.019e-15,,3.019e-15,
262.33,5.802e-16,,5.802e-16,
262.38,1.036e-16,,1.036e-16,
262.44,1.191e-17,,1.191e-17,
262.49,1.810e-18,,1.810e-18,
262.54,2.557e-19,,2.557e-19,
262.59,3.358e-20,,3.358e-20,
262.64,4.097e-21,,4.097e-21,
262.69,4.645e-22,,4.645e-22,
262.74,4.895e-23,,4.895e-23,
264.49,1.543e-23,,1.543e-23,
264.54,1.447e-22,,1.447e-22,
264.59,1.264e-21,,1.264e-21,
264.64,1.030e-20,,1.030e-20,
264.69,7.812e-20,,7.812e-20,
264.74,5.524e-19,,5.524e-19,
264.79,3.639e-18,,3.639e-18,
264.84,2.234e-17,,2.234e-17,
264.89,1.278e-16,,1.278e-16,
264.94,6.814e-16,,6.814e-16,
264.99,3.385e-15,,3.385e-15,
265.04,1.567e-14,,1.567e-14,
265.09,6.758e-14,,6.758e-14,
265.14,2.716e-13,,2.716e-13,
265.19,1.017e-12,,1.017e-12,
265.24,3.550e-12,,3.550e-12,
265.29,1.154e-11,,1.154e-11,
265.34,3.498e-11,,3.498e-11,
265.39,9.877e-11,,9.877e-11,
265.44,2.599e-10,,2.599e-10,
265.49,6.371e-10,,6.371e-10,
265.54,1.456e-9,,1.456e-9,
265.59,3.098e-9,,3.098e-9,
265.64,6.146e-9,,6.146e-9,
265.69,1.136e-8,,1.136e-8,
265.74,1.957e-8,,1.957e-8,
265.79,3.141e-8,,3.141e-8,
265.84,4.697e-8,,4.697e-8,
265.89,6.546e-8,,6.546e-8,
265.94,8.500e-8,,8.500e-8,
265.99,1.029e-7,,1.029e-7,
266.04,1.160e-7,,1.160e-7,
266.09,1.218e-7,,1.218e-7,
266.14,1.193e-7,,1.193e-7,
266.19,1.088e-7,,1.088e-7,
266.24,9.252e-8,,9.252e-8,
266.29,7.329e-8,,7.329e-8,
266.34,5.410e-8,,5.410e-8,
266.39,3.723e-8,,3.723e-8,
266.44,2.390e-8,,2.390e-8,
266.49,1.439e-8,,1.439e-8,
266.54,8.308e-9,,8.308e-9,
266.59,5.015e-9,,5.015e-9,
266.64,3.984e-9,,3.984e-9,
266.69,5.006e-9,,5.006e-9,
266.74,8.262e-9,,8.262e-9,
266.79,1.425e-8,,1.425e-8,
266.84,2.357e-8,,2.357e-8,
266.89,3.658e-8,,3.658e-8,
266.94,5.301e-8,,5.301e-8,
266.99,7.163e-8,,7.163e-8,
267.04,9.027e-8,,9.027e-8,
267.09,1.061e-7,,1.061e-7,
267.14,1.162e-7,,1.162e-7,
267.19,1.188e-7,,1.188e-7,
267.24,1.134e-7,,1.134e-7,
267.29,1.013e-7,,1.013e-7,
267.34,8.507e-8,,8.507e-8,
267.39,6.792e-8,,6.792e-8,
267.44,5.282e-8,,5.282e-8,
267.49,4.182e-8,,4.182e-8,
267.54,3.580e-8,,3.580e-8,
267.59,3.444e-8,,3.444e-8,
267.64,3.654e-8,,3.654e-8,
267.69,4.033e-8,,4.033e-8,
267.74,4.396e-8,,4.396e-8,
267.79,4.589e-8,,4.589e-8,
267.84,4.520e-8,,4.520e-8,
267.89,4.172e-8,,4.172e-8,
267.94,3.598e-8,,3.598e-8,
267.99,2.897e-8,,2.897e-8,
268.04,2.176e-8,,2.176e-8,
268.09,1.525e-8,,1.525e-8,
268.14,9.967e-9,,9.967e-9,
268.19,6.076e-9,,6.076e-9,
268.24,3.454e-9,,3.454e-9,
268.29,1.832e-9,,1.832e-9,
268.34,9.058e-10,,9.058e-10,
268.39,4.178e-10,,4.178e-10,
268.44,1.797e-10,,1.797e-10,
268.49,7.211e-11,,7.211e-11,
268.54,2.698e-11,,2.698e-11,
268.59,9.418e-12,,9.418e-12,
268.64,3.065e-12,,3.065e-12,
268.69,9.306e-13,,9.306e-13,
268.74,2.635e-13,,2.635e-13,
268.79,6.958e-14,,6.958e-14,
268.84,1.714e-14,,1.714e-14,
268.89,3.936e-15,,3.936e-15,
268.94,8.433e-16,,8.433e-16,
268.99,1.685e-16,,1.685e-16,
269.04,3.140e-17,,3.140e-17,
269.09,5.457e-18,,5.457e-18,
269.14,8.846e-19,,8.846e-19,
269.19,1.337e-19,,1.337e-19,
269.24,1.886e-20,,1.886e-20,
269.29,2.480e-21,,2.480e-21,
269.34,3.042e-22,,3.042e-22,
269.39,3.480e-23,,3.480e-23,
269.44,3.712e-24,,3.712e-24,
272.39,5.270e-55,,,5.270e-55
272.44,4.527e-54,,,4.527e-54
272.49,3.638e-53,,,3.638e-53
272.54,2.736e-52,,,2.736e-52
272.59,1.925e-51,,,1.925e-51
272.64,1.267e-50,,,1.267e-50
272.69,7.802e-50,,,7.802e-50
272.74,4.495e-49,,,4.495e-49
272.79,2.423e-48,,,2.423e-48
272.84,1.222e-47,,,1.222e-47
272.89,5.765e-47,,,5.765e-47
272.94,2.545e-46,,,2.545e-46
272.99,1.051e-45,,,1.051e-45
273.04,4.061e-45,,,4.061e-45
273.09,1.468e-44,,,1.468e-44
273.14,4.965e-44,,,4.965e-44
273.19,1.571e-43,,,1.571e-43
273.24,4.651e-43,,,4.651e-43
273.29,1.288e-42,,,1.288e-42
273.34,3.338e-42,,,3.338e-42
273.39,8.092e-42,,,8.092e-42
273.44,1.836e-41,,,1.836e-41
273.49,3.895e-41,,,3.895e-41
273.54,7.734e-41,,,7.734e-41
273.59,1.437e-40,,,1.437e-40
273.64,2.496e-40,,,2.496e-40
273.69,4.059e-40,,,4.059e-40
273.74,6.174e-40,,,6.174e-40
273.79,8.787e-40,,,8.787e-40
273.84,1.170e-39,,,1.170e-39
273.89,1.458e-39,,,1.458e-39
273.94,1.699e-39,,,1.699e-39
273.99,1.852e-39,,,1.852e-39
274.04,1.890e-39,,,1.890e-39
274.09,1.804e-39,,,1.804e-39
274.14,1.611e-39,,,1.611e-39
274.19,1.346e-39,,,1.346e-39
274.24,1.052e-39,,,1.052e-39
274.29,7.692e-40,,,7.692e-40
274.34,5.263e-40,,,5.263e-40
274.39,3.369e-40,,,3.369e-40
274.44,2.017e-40,,,2.017e-40
274.49,1.130e-40,,,1.130e-40
274.54,5.925e-41,,,5.925e-41
274.59,2.906e-41,,,2.906e-41
274.64,1.333e-41,,,1.333e-41
274.69,5.724e-42,,,5.724e-42
274.74,2.299e-42,,,2.299e-42
274.79,8.639e-43,,,8.639e-43
274.84,3.037e-43,,,3.037e-43
274.89,9.989e-44,,,9.989e-44
274.94,3.074e-44,,,3.074e-44
274.99,8.850e-45,,,8.850e-45
275.04,2.384e-45,,,2.384e-45
275.09,6.007e-46,,,6.007e-46
275.14,1.416e-46,,,1.416e-46
275.19,3.124e-47,,,3.124e-47
275.24,6.448e-48,,,6.448e-48
275.29,1.245e-48,,,1.245e-48
275.34,2.249e-49,,,2.249e-49
275.39,3.801e-50,,,3.801e-50
275.44,6.010e-51,,,6.010e-51
275.49,8.891e-52,,,8.891e-52
275.54,1.231e-52,,,1.231e-52
275.59,1.593e-53,,,1.593e-53
275.64,1.930e-54,,,1.930e-54
275.69,2.188e-55,,,2.188e-55
279.19,3.005e-24,,3.005e-24,
279.24,1.766e-22,,1.766e-22,
279.29,1.473e-21,,1.473e-21,
279.34,1.155e-20,,1.155e-20,
279.39,8.505e-20,,8.505e-20,
279.44,5.886e-19,,5.886e-19,
279.49,3.827e-18,,3.827e-18,
279.54,2.337e-17,,2.337e-17,
279.59,1.341e-16,,1.341e-16,
279.64,7.223e-16,,7.223e-16,
279.69,3.655e-15,,3.655e-15,
279.74,1.737e-14,,1.737e-14,
279.79,7.754e-14,,7.754e-14,
279.84,3.250e-13,,3.250e-13,
279.89,1.279e-12,,1.279e-12,
279.94,4.728e-12,,4.728e-12,
279.99,1.641e-11,,1.641e-11,
280.04,5.346e-11,,5.346e-11,
280.09,1.635e-10,,1.635e-10,
280.14,4.698e-10,,4.698e-10,
280.19,1.267e-9,,1.267e-9,
280.24,3.207e-9,,3.207e-9,
280.29,7.623e-9,,7.623e-9,
280.34,1.701e-8,,1.701e-8,
280.39,3.563e-8,,3.563e-8,
280.44,7.008e-8,,7.008e-8,
280.49,1.294e-7,,1.294e-7,
280.54,2.242e-7,,2.242e-7,
280.59,3.647e-7,,3.647e-7,
280.64,5.570e-7,,5.570e-7,
280.69,7.985e-7,,7.985e-7,
280.74,1.074e-6,,1.074e-6,
280.79,1.357e-6,,1.357e-6,
280.84,1.609e-6,,1.609e-6,
280.89,1.791e-6,,1.791e-6,
280.94,1.871e-6,,1.871e-6,
280.99,1.835e-6,,1.835e-6,
281.04,1.689e-6,,1.689e-6,
281.09,1.460e-6,,1.460e-6,
281.14,1.184e-6,,1.184e-6,
281.19,9.013e-7,,9.013e-7,
281.24,6.441e-7,,6.441e-7,
281.29,4.320e-7,,4.320e-7,
281.34,2.720e-7,,2.720e-7,
281.39,1.608e-7,,1.608e-7,
281.44,8.917e-8,,8.917e-8,
281.49,4.643e-8,,4.643e-8,
281.54,2.269e-8,,2.269e-8,
281.59,1.041e-8,,1.041e-8,
281.64,4.482e-9,,4.482e-9,2.860e-53
281.69,1.811e-9,,1.811e-9,2.332e-52
281.74,6.872e-10,,6.872e-10,1.787e-51
281.79,2.447e-10,,2.447e-10,1.287e-50
281.84,8.178e-11,,8.178e-11,8.705e-50
