Wavelength (nm),Sum,Na I (4.5e-02),Na II (9.5e-01),Na III (3.4e-19)
281.89,2.566e-11,,2.566e-11,5.534e-49
281.94,7.572e-12,,7.572e-12,3.306e-48
281.99,2.149e-12,,2.149e-12,1.855e-47
282.04,7.465e-13,,7.465e-13,9.784e-47
282.09,7.820e-13,,7.820e-13,4.849e-46
282.14,1.969e-12,,1.969e-12,2.258e-45
282.19,5.438e-12,,5.438e-12,9.877e-45
282.24,1.430e-11,,1.430e-11,4.060e-44
282.29,3.535e-11,,3.535e-11,1.568e-43
282.34,8.212e-11,,8.212e-11,5.692e-43
282.39,1.792e-10,,1.792e-10,1.941e-42
282.44,3.675e-10,,3.675e-10,6.221e-42
282.49,7.079e-10,,7.079e-10,1.873e-41
282.54,1.281e-9,,1.281e-9,5.299e-41
282.59,2.178e-9,,2.178e-9,1.409e-40
282.64,3.479e-9,,3.479e-9,3.519e-40
282.69,5.220e-9,,5.220e-9,8.259e-40
282.74,7.359e-9,,7.359e-9,1.821e-39
282.79,9.746e-9,,9.746e-9,3.774e-39
282.84,1.213e-8,,1.213e-8,7.349e-39
282.89,1.418e-8,,1.418e-8,1.345e-38
282.94,1.557e-8,,1.557e-8,2.311e-38
282.99,1.606e-8,,1.606e-8,3.734e-38
283.04,1.557e-8,,1.557e-8,5.667e-38
283.09,1.418e-8,,1.418e-8,8.081e-38
283.14,1.214e-8,,1.214e-8,1.083e-37
283.19,9.801e-9,,9.801e-9,1.364e-37
283.24,7.522e-9,,7.522e-9,1.613e-37
283.29,5.682e-9,,5.682e-9,1.793e-37
283.34,4.724e-9,,4.724e-9,1.873e-37
283.39,5.371e-9,,5.371e-9,1.839e-37
283.44,9.056e-9,,9.056e-9,1.696e-37
283.49,1.866e-8,,1.866e-8,1.469e-37
283.54,3.963e-8,,3.963e-8,1.196e-37
283.59,8.136e-8,,8.136e-8,9.153e-38
283.64,1.586e-7,,1.586e-7,6.580e-38
283.69,2.922e-7,,2.922e-7,4.445e-38
283.74,5.077e-7,,5.077e-7,2.821e-38
283.79,8.311e-7,,8.311e-7,1.682e-38
283.84,1.281e-6,,1.281e-6,9.428e-39
283.89,1.860e-6,,1.860e-6,4.964e-39
283.94,2.540e-6,,2.540e-6,2.456e-39
283.99,3.264e-6,,3.264e-6,1.142e-39
284.04,3.945e-6,,3.945e-6,4.987e-40
284.09,4.485e-6,,4.485e-6,2.047e-40
284.14,4.794e-6,,4.794e-6,7.894e-41
284.19,4.819e-6,,4.819e-6,2.861e-41
284.24,4.554e-6,,4.554e-6,9.740e-42
284.29,4.046e-6,,4.046e-6,3.116e-42
284.34,3.379e-6,,3.379e-6,9.368e-43
284.39,2.653e-6,,2.653e-6,2.646e-43
284.44,1.958e-6,,1.958e-6,7.024e-44
284.49,1.359e-6,,1.359e-6,1.752e-44
284.54,8.861e-7,,8.861e-7,4.105e-45
284.59,5.432e-7,,5.432e-7,9.038e-46
284.64,3.131e-7,,3.131e-7,1.870e-46
284.69,1.696e-7,,1.696e-7,3.635e-47
284.74,8.635e-8,,8.635e-8,6.640e-48
284.79,4.133e-8,,4.133e-8,1.140e-48
284.84,1.860e-8,,1.860e-8,1.838e-49
284.89,7.877e-9,,7.877e-9,2.785e-50
284.94,3.163e-9,,3.163e-9,3.966e-51
284.99,1.258e-9,,1.258e-9,5.306e-52
285.04,6.164e-10,,6.164e-10,6.670e-53
285.09,5.840e-10,,5.840e-10,8.069e-53
285.14,9.789e-10,,9.789e-10,6.411e-52
285.19,1.900e-9,,1.900e-9,4.793e-51
285.24,3.686e-9,,3.686e-9,3.372e-50
285.29,6.982e-9,,6.982e-9,2.232e-49
285.34,1.287e-8,,1.287e-8,1.391e-48
285.39,2.305e-8,,2.305e-8,8.153e-48
285.44,3.997e-8,,3.997e-8,4.498e-47
285.49,6.685e-8,,6.685e-8,2.335e-46
285.54,1.073e-7,,1.073e-7,1.141e-45
285.59,1.647e-7,,1.647e-7,5.245e-45
285.64,2.406e-7,,2.406e-7,2.269e-44
285.69,3.335e-7,,3.335e-7,9.238e-44
285.74,4.378e-7,,4.378e-7,3.539e-43
285.79,5.430e-7,,5.430e-7,1.276e-42
285.84,6.356e-7,,6.356e-7,4.329e-42
285.89,7.016e-7,,7.016e-7,1.382e-41
285.94,7.295e-7,,7.295e-7,4.152e-41
285.99,7.145e-7,,7.145e-7,1.174e-40
286.04,6.587e-7,,6.587e-7,3.123e-40
286.09,5.716e-7,,5.716e-7,7.819e-40
286.14,4.667e-7,,4.667e-7,1.842e-39
286.19,3.586e-7,,3.586e-7,4.084e-39
286.24,2.593e-7,,2.593e-7,8.521e-39
286.29,1.765e-7,,1.765e-7,1.673e-38
286.34,1.132e-7,,1.132e-7,3.091e-38
286.39,6.897e-8,,6.897e-8,5.373e-38
286.44,4.100e-8,,4.100e-8,8.791e-38
286.49,2.622e-8,,2.622e-8,1.353e-37
286.54,2.237e-8,,2.237e-8,1.961e-37
286.59,2.886e-8,,2.886e-8,2.673e-37
286.64,4.703e-8,,4.703e-8,3.430e-37
286.69,7.982e-8,,7.982e-8,4.141e-37
286.74,1.310e-7,,1.310e-7,4.705e-37
286.79,2.036e-7,,2.036e-7,5.030e-37
286.84,2.984e-7,,2.984e-7,5.061e-37
286.89,4.117e-7,,4.117e-7,4.791e-37
286.94,5.349e-7,,5.349e-7,4.269e-37
286.99,6.541e-7,,6.541e-7,3.579e-37
287.04,7.530e-7,,7.530e-7,2.824e-37
287.09,8.161e-7,,8.161e-7,2.096e-37
287.14,8.328e-7,,8.328e-7,1.465e-37
287.19,8.002e-7,,8.002e-7,9.630e-38
287.24,7.242e-7,,7.242e-7,5.958e-38
287.29,6.176e-7,,6.176e-7,3.469e-38
287.34,4.971e-7,,4.971e-7,1.901e-38
287.39,3.792e-7,,3.792e-7,9.799e-39
287.44,2.780e-7,,2.780e-7,4.754e-39
287.49,2.037e-7,,2.037e-7,2.171e-39
287.54,1.638e-7,,1.638e-7,9.326e-40
287.59,1.649e-7,,1.649e-7,3.771e-40
287.64,2.146e-7,,2.146e-7,1.435e-40
287.69,3.219e-7,,3.219e-7,5.136e-41
287.74,4.956e-7,,4.956e-7,1.731e-41
287.79,7.404e-7,,7.404e-7,5.487e-42
287.84,1.052e-6,,1.052e-6,1.637e-42
287.89,1.411e-6,,1.411e-6,4.596e-43
287.94,1.783e-6,,1.783e-6,1.214e-43
287.99,2.124e-6,,2.124e-6,3.019e-44
288.04,2.381e-6,,2.381e-6,7.064e-45
288.09,2.515e-6,,2.515e-6,1.555e-45
288.14,2.501e-6,,2.501e-6,3.223e-46
288.19,2.343e-6,,2.343e-6,6.283e-47
288.24,2.068e-6,,2.068e-6,1.153e-47
288.29,1.722e-6,,1.722e-6,1.990e-48
288.34,1.354e-6,,1.354e-6,3.234e-49
288.39,1.007e-6,,1.007e-6,4.945e-50
288.44,7.127e-7,,7.127e-7,7.114e-51
288.49,4.832e-7,,4.832e-7,9.633e-52
288.54,3.179e-7,,3.179e-7,1.227e-52
288.59,2.067e-7,,2.067e-7,
288.64,1.359e-7,,1.359e-7,
288.69,9.211e-8,,9.211e-8,
288.74,6.477e-8,,6.477e-8,
288.79,4.679e-8,,4.679e-8,
288.84,3.408e-8,,3.408e-8,
288.89,2.464e-8,,2.464e-8,
288.94,1.762e-8,,1.762e-8,
288.99,1.273e-8,,1.273e-8,
289.04,9.750e-9,,9.750e-9,
289.09,8.446e-9,,8.446e-9,
289.14,8.484e-9,,8.484e-9,
289.19,9.458e-9,,9.458e-9,
289.24,1.092e-8,,1.092e-8,
289.29,1.244e-8,,1.244e-8,
289.34,1.363e-8,,1.363e-8,
289.39,1.424e-8,,1.424e-8,
289.44,1.420e-8,,1.420e-8,
289.49,1.364e-8,,1.364e-8,
289.54,1.296e-8,,1.296e-8,
289.59,1.275e-8,,1.275e-8,
289.64,1.386e-8,,1.386e-8,
289.69,1.738e-8,,1.738e-8,
289.74,2.485e-8,,2.485e-8,
289.79,3.853e-8,,3.853e-8,
289.84,6.202e-8,,6.202e-8,
289.89,1.012e-7,,1.012e-7,
289.94,1.650e-7,,1.650e-7,
289.99,2.666e-7,,2.666e-7,
290.04,4.228e-7,,4.228e-7,
290.09,6.519e-7,,6.519e-7,
290.14,9.694e-7,,9.694e-7,
290.19,1.381e-6,,1.381e-6,
290.24,1.873e-6,,1.873e-6,
290.29,2.413e-6,,2.413e-6,
290.34,2.943e-6,,2.943e-6,
290.39,3.394e-6,,3.394e-6,
290.44,3.697e-6,,3.697e-6,
290.49,3.799e-6,,3.799e-6,
290.54,3.683e-6,,3.683e-6,
290.59,3.366e-6,,3.366e-6,
290.64,2.901e-6,,2.901e-6,
290.69,2.357e-6,,2.357e-6,
290.74,1.805e-6,,1.805e-6,
290.79,1.303e-6,,1.303e-6,
290.84,8.864e-7,,8.864e-7,
290.89,5.689e-7,,5.689e-7,
290.94,3.454e-7,,3.454e-7,
290.99,2.008e-7,,2.008e-7,
291.04,1.174e-7,,1.174e-7,
291.09,8.093e-8,,8.093e-8,
291.14,8.404e-8,,8.404e-8,
291.19,1.282e-7,,1.282e-7,
291.24,2.242e-7,,2.242e-7,
291.29,3.903e-7,,3.903e-7,
291.34,6.494e-7,,6.494e-7,
291.39,1.023e-6,,1.023e-6,
291.44,1.522e-6,,1.522e-6,
291.49,2.139e-6,,2.139e-6,
291.54,2.841e-6,,2.841e-6,
291.59,3.572e-6,,3.572e-6,
291.64,4.254e-6,,4.254e-6,
291.69,4.812e-6,,4.812e-6,
291.74,5.183e-6,,5.183e-6,
291.79,5.338e-6,,5.338e-6,
291.84,5.283e-6,,5.283e-6,
291.89,5.055e-6,,5.055e-6,
291.94,4.707e-6,,4.707e-6,
291.99,4.294e-6,,4.294e-6,
292.04,3.856e-6,,3.856e-6,
292.09,3.419e-6,,3.419e-6,
292.14,2.994e-6,,2.994e-6,
292.19,2.582e-6,,2.582e-6,
292.24,2.188e-6,,2.188e-6,
292.29,1.815e-6,,1.815e-6,
292.34,1.469e-6,,1.469e-6,
292.39,1.159e-6,,1.159e-6,
292.44,8.890e-7,,8.890e-7,
292.49,6.621e-7,,6.621e-7,
292.54,4.780e-7,,4.780e-7,
292.59,3.342e-7,,3.342e-7,
292.64,2.263e-7,,2.263e-7,
292.69,1.490e-7,,1.490e-7,
292.74,9.667e-8,,9.667e-8,
292.79,6.377e-8,,6.377e-8,
292.84,4.516e-8,,4.516e-8,
292.89,3.636e-8,,3.636e-8,
292.94,3.374e-8,,3.374e-8,
292.99,3.448e-8,,3.448e-8,
293.04,3.658e-8,,3.658e-8,
293.09,3.876e-8,,3.876e-8,
293.14,4.039e-8,,4.039e-8,
293.19,4.131e-8,,4.131e-8,
293.24,4.176e-8,,4.176e-8,
293.3,4.228e-8,,4.228e-8,
293.35,4.330e-8,,4.330e-8,
293.4,4.532e-8,,4.532e-8,
293.45,4.865e-8,,4.865e-8,
293.5,5.331e-8,,5.331e-8,
293.55,5.898e-8,,5.898e-8,
293.6,6.498e-8,,6.498e-8,
293.65,7.034e-8,,7.034e-8,
293.7,7.396e-8,,7.396e-8,
293.75,7.485e-8,,7.485e-8,
293.8,7.248e-8,,7.248e-8,
293.85,6.685e-8,,6.685e-8,
293.9,5.858e-8,,5.858e-8,
293.95,4.875e-8,,4.875e-8,
294,3.859e-8,,3.859e-8,
294.05,2.927e-8,,2.927e-8,
294.1,2.168e-8,,2.168e-8,
294.15,1.635e-8,,1.635e-8,
294.2,1.345e-8,,1.345e-8,
294.25,1.292e-8,,1.292e-8,
294.3,1.450e-8,,1.450e-8,
294.35,1.789e-8,,1.789e-8,
294.4,2.273e-8,,2.273e-8,
294.45,2.882e-8,,2.882e-8,
294.5,3.616e-8,,3.616e-8,
294.55,4.518e-8,,4.518e-8,
294.6,5.691e-8,,5.691e-8,
294.65,7.303e-8,,7.303e-8,
294.7,9.570e-8,,9.570e-8,
294.75,1.271e-7,,1.271e-7,
294.8,1.686e-7,,1.686e-7,
294.85,2.201e-7,,2.201e-7,
294.9,2.788e-7,,2.788e-7,
294.95,3.395e-7,,3.395e-7,
295,3.946e-7,,3.946e-7,
295.05,4.362e-7,,4.362e-7,
295.1,4.573e-7,,4.573e-7,
295.15,4.540e-7,,4.540e-7,
295.2,4.264e-7,,4.264e-7,
295.25,3.786e-7,,3.786e-7,
295.3,3.178e-7,,3.178e-7,
295.35,2.522e-7,,2.522e-7,
295.4,1.893e-7,,1.893e-7,
295.45,1.345e-7,,1.345e-7,
295.5,9.086e-8,,9.086e-8,
295.55,5.888e-8,,5.888e-8,
295.6,3.750e-8,,3.750e-8,
295.65,2.475e-8,,2.475e-8,
295.7,1.842e-8,,1.842e-8,
295.75,1.649e-8,,1.649e-8,
295.8,1.727e-8,,1.727e-8,
295.85,1.939e-8,,1.939e-8,
295.9,2.179e-8,,2.179e-8,
295.95,2.367e-8,,2.367e-8,
296,2.451e-8,,2.451e-8,
296.05,2.405e-8,,2.405e-8,
296.1,2.231e-8,,2.231e-8,
296.15,1.956e-8,,1.956e-8,
296.2,1.621e-8,,1.621e-8,
296.25,1.268e-8,,1.268e-8,
296.3,9.377e-9,,9.377e-9,
296.35,6.558e-9,,6.558e-9,
296.4,4.353e-9,,4.353e-9,
296.45,2.775e-9,,2.775e-9,
296.5,1.765e-9,,1.765e-9,
296.55,1.250e-9,,1.250e-9,
296.6,1.195e-9,,1.195e-9,
296.65,1.665e-9,,1.665e-9,
296.7,2.913e-9,,2.913e-9,
296.75,5.533e-9,,5.533e-9,
296.8,1.072e-8,,1.072e-8,
296.85,2.063e-8,,2.063e-8,
296.9,3.888e-8,,3.888e-8,
296.95,7.101e-8,,7.101e-8,
297,1.247e-7,,1.247e-7,
297.05,2.091e-7,,2.091e-7,
297.1,3.340e-7,,3.340e-7,
297.15,5.064e-7,,5.064e-7,
297.2,7.278e-7,,7.278e-7,
297.25,9.905e-7,,9.905e-7,
297.3,1.276e-6,,1.276e-6,
297.35,1.555e-6,,1.555e-6,
297.4,1.793e-6,,1.793e-6,
297.45,1.957e-6,,1.957e-6,
297.5,2.022e-6,,2.022e-6,
297.55,1.979e-6,,1.979e-6,
297.6,1.839e-6,,1.839e-6,
297.65,1.625e-6,,1.625e-6,
297.7,1.371e-6,,1.371e-6,
297.75,1.112e-6,,1.112e-6,
297.8,8.780e-7,,8.780e-7,
297.85,6.874e-7,,6.874e-7,
297.9,5.499e-7,,5.499e-7,
297.95,4.675e-7,,4.675e-7,
298,4.377e-7,,4.377e-7,
298.05,4.561e-7,,4.561e-7,
298.1,5.172e-7,,5.172e-7,
298.15,6.134e-7,,6.134e-7,
298.2,7.338e-7,,7.338e-7,
298.25,8.630e-7,,8.630e-7,
298.3,9.820e-7,,9.820e-7,
298.35,1.071e-6,,1.071e-6,
298.4,1.113e-6,,1.113e-6,
298.45,1.099e-6,,1.099e-6,
298.5,1.029e-6,,1.029e-6,
298.55,9.118e-7,,9.118e-7,
298.6,7.649e-7,,7.649e-7,
298.65,6.071e-7,,6.071e-7,
298.7,4.556e-7,,4.556e-7,
298.75,3.234e-7,,3.234e-7,
298.8,2.170e-7,,2.170e-7,
298.85,1.377e-7,,1.377e-7,
298.9,8.261e-8,,8.261e-8,
298.95,4.685e-8,,4.685e-8,
299,2.512e-8,,2.512e-8,
299.05,1.274e-8,,1.274e-8,
299.1,6.103e-9,,6.103e-9,
299.15,2.765e-9,,2.765e-9,
299.2,1.185e-9,,1.185e-9,
299.25,4.797e-10,,4.797e-10,
299.3,1.837e-10,,1.837e-10,
299.35,6.649e-11,,6.649e-11,
299.4,2.279e-11,,2.279e-11,
299.45,7.490e-12,,7.490e-12,
299.5,2.632e-12,,2.632e-12,
299.55,1.711e-12,,1.711e-12,
299.6,2.991e-12,,2.991e-12,
299.65,7.211e-12,,7.211e-12,
299.7,1.759e-11,,1.759e-11,
299.75,4.174e-11,,4.174e-11,
299.8,9.622e-11,,9.622e-11,
299.85,2.161e-10,,2.161e-10,
299.9,4.736e-10,,4.736e-10,
299.95,1.012e-9,,1.012e-9,
300,2.107e-9,,2.107e-9,
300.05,4.256e-9,,4.256e-9,
300.1,8.306e-9,,8.306e-9,
300.15,1.560e-8,,1.560e-8,
300.2,2.811e-8,,2.811e-8,
300.25,4.838e-8,,4.838e-8,
300.3,7.941e-8,,7.941e-8,
300.35,1.240e-7,,1.240e-7,
300.4,1.839e-7,,1.839e-7,
300.45,2.589e-7,,2.589e-7,
300.5,3.456e-7,,3.456e-7,
300.55,4.371e-7,,4.371e-7,
300.6,5.238e-7,,5.238e-7,
300.65,5.945e-7,,5.945e-7,
300.7,6.388e-7,,6.388e-7,
300.75,6.499e-7,,6.499e-7,
300.8,6.260e-7,,6.260e-7,
300.85,5.709e-7,,5.709e-7,
300.9,4.929e-7,,4.929e-7,
300.95,4.030e-7,,4.030e-7,
301,3.121e-7,,3.121e-7,
301.05,2.291e-7,,2.291e-7,
301.1,1.597e-7,,1.597e-7,
301.15,1.059e-7,,1.059e-7,
301.2,6.743e-8,,6.743e-8,
301.25,4.182e-8,,4.182e-8,
301.3,2.609e-8,,2.609e-8,
301.35,1.725e-8,,1.725e-8,
301.4,1.275e-8,,1.275e-8,
301.45,1.070e-8,,1.070e-8,
301.5,9.788e-9,,9.788e-9,
301.55,9.223e-9,,9.223e-9,
301.6,8.578e-9,,8.578e-9,
301.65,7.698e-9,,7.698e-9,
301.7,6.594e-9,,6.594e-9,
301.75,5.365e-9,,5.365e-9,
301.8,4.138e-9,,4.138e-9,
301.85,3.023e-9,,3.023e-9,
301.9,2.092e-9,,2.092e-9,
301.95,1.370e-9,,1.370e-9,
302,8.514e-10,,8.514e-10,
302.05,5.054e-10,,5.054e-10,
302.1,2.954e-10,,2.954e-10,
302.15,1.900e-10,,1.900e-10,
302.2,1.720e-10,,1.720e-10,
302.25,2.445e-10,,2.445e-10,
302.3,4.356e-10,,4.356e-10,
302.35,8.019e-10,,8.019e-10,
302.4,1.428e-9,,1.428e-9,
302.45,2.419e-9,,2.419e-9,
302.5,3.885e-9,,3.885e-9,
302.55,5.910e-9,,5.910e-9,
302.6,8.515e-9,,8.515e-9,
302.65,1.162e-8,,1.162e-8,
302.7,1.501e-8,,1.501e-8,
302.75,1.836e-8,,1.836e-8,
302.8,2.128e-8,,2.128e-8,
302.85,2.337e-8,,2.337e-8,
302.9,2.433e-8,,2.433e-8,
302.95,2.405e-8,,2.405e-8,
303,2.268e-8,,2.268e-8,
303.05,2.056e-8,,2.056e-8,
303.1,1.829e-8,,1.829e-8,
303.15,1.657e-8,,1.657e-8,
303.2,1.616e-8,,1.616e-8,
303.25,1.781e-8,,1.781e-8,
303.3,2.213e-8,,2.213e-8,
303.35,2.951e-8,,2.951e-8,
303.4,3.998e-8,,3.998e-8,
303.45,5.305e-8,,5.305e-8,
303.5,6.769e-8,,6.769e-8,
303.55,8.233e-8,,8.233e-8,
303.6,9.512e-8,,9.512e-8,
303.65,1.042e-7,,1.042e-7,
303.7,1.082e-7,,1.082e-7,
303.75,1.065e-7,,1.065e-7,
303.8,9.921e-8,,9.921e-8,
303.85,8.759e-8,,8.759e-8,
303.9,7.328e-8,,7.328e-8,
303.95,5.811e-8,,5.811e-8,
304,4.372e-8,,4.372e-8,
304.05,3.129e-8,,3.129e-8,
304.1,2.143e-8,,2.143e-8,
304.15,1.425e-8,,1.425e-8,
304.2,9.507e-9,,9.507e-9,
304.25,6.744e-9,,6.744e-9,
304.3,5.464e-9,,5.464e-9,
304.35,5.211e-9,,5.211e-9,
304.4,5.624e-9,,5.624e-9,
304.45,6.456e-9,,6.456e-9,
304.5,7.587e-9,,7.587e-9,
304.55,9.023e-9,,9.023e-9,
304.6,1.090e-8,,1.090e-8,
304.65,1.348e-8,,1.348e-8,
304.7,1.717e-8,,1.717e-8,
304.75,2.261e-8,,2.261e-8,
304.8,3.082e-8,,3.082e-8,
304.85,4.362e-8,,4.362e-8,
304.9,6.419e-8,,6.419e-8,
304.95,9.794e-8,,9.794e-8,
305,1.535e-7,,1.535e-7,
305.05,2.436e-7,,2.436e-7,
305.1,3.852e-7,,3.852e-7,
305.15,5.988e-7,,5.988e-7,
305.2,9.050e-7,,9.050e-7,
305.25,1.319e-6,,1.319e-6,
305.3,1.846e-6,,1.846e-6,
305.35,2.470e-6,,2.470e-6,
305.4,3.152e-6,,3.152e-6,
305.45,3.831e-6,,3.831e-6,
305.5,4.429e-6,,4.429e-6,
305.55,4.866e-6,,4.866e-6,
305.6,5.078e-6,,5.078e-6,
305.65,5.031e-6,,5.031e-6,
305.7,4.731e-6,,4.731e-6,
305.75,4.222e-6,,4.222e-6,
305.8,3.576e-6,,3.576e-6,
305.85,2.874e-6,,2.874e-6,
305.9,2.194e-6,,2.194e-6,
305.95,1.591e-6,,1.591e-6,
306,1.098e-6,,1.098e-6,
306.05,7.226e-7,,7.226e-7,
306.1,4.554e-7,,4.554e-7,
306.15,2.765e-7,,2.765e-7,
306.2,1.635e-7,,1.635e-7,
306.25,9.567e-8,,9.567e-8,
306.3,5.671e-8,,5.671e-8,
306.35,3.510e-8,,3.510e-8,
306.4,2.342e-8,,2.342e-8,
306.45,1.721e-8,,1.721e-8,
306.5,1.395e-8,,1.395e-8,
306.55,1.223e-8,,1.223e-8,
306.6,1.123e-8,,1.123e-8,
306.65,1.050e-8,,1.050e-8,
306.7,9.822e-9,,9.822e-9,
306.75,9.177e-9,,9.177e-9,
306.8,8.728e-9,,8.728e-9,
306.85,8.818e-9,,8.818e-9,
306.9,9.980e-9,,9.980e-9,
306.95,1.297e-8,,1.297e-8,
307,1.887e-8,,1.887e-8,
307.05,2.925e-8,,2.925e-8,
307.1,4.656e-8,,4.656e-8,
307.15,7.467e-8,,7.467e-8,
307.2,1.197e-7,,1.197e-7,
307.25,1.908e-7,,1.908e-7,
307.3,3.008e-7,,3.008e-7,
307.35,4.660e-7,,4.660e-7,
307.4,7.040e-7,,7.040e-7,
307.45,1.030e-6,,1.030e-6,
307.5,1.452e-6,,1.452e-6,
307.55,1.963e-6,,1.963e-6,
307.6,2.535e-6,,2.535e-6,
307.65,3.122e-6,,3.122e-6,
307.7,3.660e-6,,3.660e-6,
307.75,4.081e-6,,4.081e-6,
307.8,4.326e-6,,4.326e-6,
307.85,4.356e-6,,4.356e-6,
307.9,4.167e-6,,4.167e-6,
307.95,3.787e-6,,3.787e-6,
308,3.270e-6,,3.270e-6,
308.05,2.682e-6,,2.682e-6,
308.1,2.091e-6,,2.091e-6,
308.15,1.550e-6,,1.550e-6,
308.2,1.093e-6,,1.093e-6,
308.25,7.336e-7,,7.336e-7,
308.3,4.695e-7,,4.695e-7,
308.35,2.881e-7,,2.881e-7,
308.4,1.729e-7,,1.729e-7,
308.45,1.096e-7,,1.096e-7,
308.5,8.953e-8,,8.953e-8,
308.55,1.139e-7,,1.139e-7,
308.6,1.966e-7,,1.966e-7,
308.65,3.680e-7,,3.680e-7,
308.7,6.776e-7,,6.776e-7,
308.75,1.195e-6,,1.195e-6,
308.8,2.003e-6,,2.003e-6,
308.85,3.189e-6,,3.189e-6,
308.9,4.820e-6,,4.820e-6,
308.95,6.913e-6,,6.913e-6,
309,9.411e-6,,9.411e-6,
309.05,1.216e-5,,1.216e-5,
309.1,1.491e-5,,1.491e-5,
309.15,1.735e-5,,1.735e-5,
309.2,1.916e-5,,1.916e-5,
309.25,2.008e-5,,2.008e-5,
309.3,1.998e-5,,1.998e-5,
309.35,1.886e-5,,1.886e-5,
309.4,1.690e-5,,1.690e-5,
309.45,1.437e-5,,1.437e-5,
309.5,1.160e-5,,1.160e-5,
309.55,8.885e-6,,8.885e-6,
309.6,6.459e-6,,6.459e-6,
309.65,4.456e-6,,4.456e-6,
309.7,2.918e-6,,2.918e-6,
309.75,1.813e-6,,1.813e-6,
309.8,1.070e-6,,1.070e-6,
309.85,5.988e-7,,5.988e-7,
309.9,3.183e-7,,3.183e-7,
309.95,1.607e-7,,1.607e-7,
310,7.736e-8,,7.736e-8,
310.05,3.581e-8,,3.581e-8,
310.1,1.642e-8,,1.642e-8,
310.15,8.082e-9,,8.082e-9,
310.2,4.937e-9,,4.937e-9,
310.25,4.068e-9,,4.068e-9,
310.3,4.092e-9,,4.092e-9,
310.35,4.366e-9,,4.366e-9,
310.4,4.594e-9,,4.594e-9,
310.45,4.643e-9,,4.643e-9,
310.5,4.471e-9,,4.471e-9,
310.55,4.092e-9,,4.092e-9,
310.6,3.556e-9,,3.556e-9,
310.65,2.935e-9,,2.935e-9,
310.7,2.300e-9,,2.300e-9,
310.75,1.711e-9,,1.711e-9,
310.8,1.209e-9,,1.209e-9,
310.85,8.106e-10,,8.106e-10,
310.9,5.162e-10,,5.162e-10,
310.95,3.121e-10,,3.121e-10,
311,1.791e-10,,1.791e-10,
311.05,9.761e-11,,9.761e-11,
311.1,5.051e-11,,5.051e-11,
311.15,2.481e-11,,2.481e-11,
311.2,1.158e-11,,1.158e-11,
311.25,5.150e-12,,5.150e-12,
311.3,2.238e-12,,2.238e-12,
311.35,1.121e-12,,1.121e-12,
311.4,1.103e-12,,1.103e-12,
311.45,2.315e-12,,2.315e-12,
311.5,5.947e-12,,5.947e-12,
311.55,1.510e-11,,1.510e-11,
311.6,3.664e-11,,3.664e-11,
311.65,8.457e-11,,8.457e-11,
311.7,1.857e-10,,1.857e-10,
311.75,3.879e-10,,3.879e-10,
311.8,7.722e-10,,7.722e-10,
311.85,1.467e-9,,1.467e-9,
311.9,2.669e-9,,2.669e-9,
311.95,4.670e-9,,4.670e-9,
312,7.912e-9,,7.912e-9,
312.05,1.310e-8,,1.310e-8,
312.1,2.146e-8,,2.146e-8,
312.15,3.519e-8,,3.519e-8,
312.2,5.829e-8,,5.829e-8,
312.25,9.784e-8,,9.784e-8,
312.3,1.655e-7,,1.655e-7,
312.35,2.793e-7,,2.793e-7,
312.4,4.644e-7,,4.644e-7,
312.45,7.523e-7,,7.523e-7,
312.5,1.177e-6,,1.177e-6,
312.55,1.769e-6,,1.769e-6,
312.6,2.542e-6,,2.542e-6,
312.65,3.485e-6,,3.485e-6,
312.7,4.552e-6,,4.552e-6,
312.75,5.659e-6,,5.659e-6,
312.8,6.693e-6,,6.693e-6,
312.85,7.529e-6,,7.529e-6,
312.9,8.058e-6,,8.058e-6,
312.95,8.211e-6,,8.211e-6,
313,7.978e-6,,7.978e-6,
313.05,7.409e-6,,7.409e-6,
313.1,6.609e-6,,6.609e-6,
313.15,5.709e-6,,5.709e-6,
313.2,4.840e-6,,4.840e-6,
313.25,4.104e-6,,4.104e-6,
313.3,3.558e-6,,3.558e-6,
313.35,3.211e-6,,3.211e-6,
313.4,3.028e-6,,3.028e-6,
313.45,2.947e-6,,2.947e-6,
313.5,2.898e-6,,2.898e-6,
313.55,2.820e-6,,2.820e-6,
313.6,2.673e-6,,2.673e-6,
313.65,2.442e-6,,2.442e-6,
313.7,2.139e-6,,2.139e-6,
313.75,1.790e-6,,1.790e-6,
313.8,1.429e-6,,1.429e-6,
313.85,1.087e-6,,1.087e-6,
313.9,7.880e-7,,7.880e-7,
313.95,5.448e-7,,5.448e-7,
314,3.597e-7,,3.597e-7,
314.05,2.276e-7,,2.276e-7,
314.1,1.396e-7,,1.396e-7,
314.15,8.568e-8,,8.568e-8,
314.2,5.748e-8,,5.748e-8,
314.25,4.934e-8,,4.934e-8,
314.3,5.896e-8,,5.896e-8,
314.35,8.751e-8,,8.751e-8,
314.4,1.392e-7,,1.392e-7,
314.45,2.206e-7,,2.206e-7,
314.5,3.389e-7,,3.389e-7,
314.55,5.002e-7,,5.002e-7,
314.6,7.061e-7,,7.061e-7,
314.65,9.516e-7,,9.516e-7,
314.7,1.223e-6,,1.223e-6,
314.75,1.497e-6,,1.497e-6,
314.8,1.745e-6,,1.745e-6,
