Wavelength (nm),Sum,Ca I (3.8e-02),Ca II (9.5e-01),Ca III (1.3e-02)
233.18,2.034e-14,,,2.034e-14
233.23,3.563e-14,,,3.563e-14
233.28,5.704e-14,,,5.704e-14
233.33,8.354e-14,,,8.354e-14
233.38,1.122e-13,,,1.122e-13
233.43,1.388e-13,,,1.388e-13
233.48,1.595e-13,,,1.595e-13
233.53,1.727e-13,,,1.727e-13
233.58,1.799e-13,,,1.799e-13
233.63,1.854e-13,,,1.854e-13
233.68,1.936e-13,,,1.936e-13
233.73,2.067e-13,,,2.067e-13
233.78,2.234e-13,,,2.234e-13
233.83,2.395e-13,,,2.395e-13
233.88,2.512e-13,,,2.512e-13
233.93,2.562e-13,,,2.562e-13
233.98,2.554e-13,,,2.554e-13
234.03,2.513e-13,,,2.513e-13
234.08,2.462e-13,,,2.462e-13
234.13,2.407e-13,,,2.407e-13
234.18,2.342e-13,,,2.342e-13
234.23,2.254e-13,,,2.254e-13
234.28,2.134e-13,,,2.134e-13
234.33,2.004e-13,,,2.004e-13
234.38,1.972e-13,,,1.972e-13
234.43,2.425e-13,,,2.425e-13
234.48,4.541e-13,,,4.541e-13
234.53,1.155e-12,,,1.155e-12
234.58,3.141e-12,,,3.141e-12
234.63,8.147e-12,,,8.147e-12
234.68,1.952e-11,,,1.952e-11
234.73,4.283e-11,,,4.283e-11
234.78,8.591e-11,,,8.591e-11
234.83,1.575e-10,,,1.575e-10
234.88,2.637e-10,,,2.637e-10
234.93,4.033e-10,,,4.033e-10
234.98,5.636e-10,,,5.636e-10
235.03,7.194e-10,,,7.194e-10
235.08,8.390e-10,,,8.390e-10
235.13,8.938e-10,,,8.938e-10
235.18,8.699e-10,,,8.699e-10
235.23,7.735e-10,,,7.735e-10
235.28,6.283e-10,,,6.283e-10
235.33,4.662e-10,,,4.662e-10
235.38,3.161e-10,,,3.161e-10
235.43,1.959e-10,,,1.959e-10
235.48,1.110e-10,,,1.110e-10
235.53,5.761e-11,,,5.761e-11
235.58,2.746e-11,,,2.746e-11
235.63,1.210e-11,,,1.210e-11
235.68,5.012e-12,,,5.012e-12
235.73,2.014e-12,,,2.014e-12
235.78,8.303e-13,,,8.303e-13
235.83,3.729e-13,,,3.729e-13
235.88,1.861e-13,,,1.861e-13
235.93,9.887e-14,,,9.887e-14
235.98,5.258e-14,,,5.258e-14
236.03,2.676e-14,,,2.676e-14
236.08,1.273e-14,,,1.273e-14
236.13,5.596e-15,,,5.596e-15
236.18,2.262e-15,,,2.262e-15
236.23,8.385e-16,,,8.385e-16
236.28,2.848e-16,,,2.848e-16
236.33,8.858e-17,,,8.858e-17
236.38,2.521e-17,,,2.521e-17
236.43,6.565e-18,,,6.565e-18
236.48,1.564e-18,,,1.564e-18
236.53,3.406e-19,,,3.406e-19
236.58,6.784e-20,,,6.784e-20
236.63,1.235e-20,,,1.235e-20
236.68,2.057e-21,,,2.057e-21
236.73,3.130e-22,,,3.130e-22
236.78,4.355e-23,,,4.355e-23
236.83,5.538e-24,,,5.538e-24
236.88,6.436e-25,,,6.436e-25
236.93,6.837e-26,,,6.837e-26
236.98,6.631e-27,,,6.631e-27
237.03,5.886e-28,,,5.886e-28
237.08,4.774e-29,,,4.774e-29
237.88,8.425e-25,,,8.425e-25
237.93,9.966e-24,,,9.966e-24
237.98,1.080e-22,,,1.080e-22
238.03,1.073e-21,,,1.073e-21
238.08,9.772e-21,,,9.772e-21
238.13,8.153e-20,,,8.153e-20
238.18,6.233e-19,,,6.233e-19
238.23,4.367e-18,,,4.367e-18
238.28,2.804e-17,,,2.804e-17
238.33,1.650e-16,,,1.650e-16
238.38,8.897e-16,,,8.897e-16
238.43,2.989e-8,2.989e-8,,4.396e-15
238.48,3.437e-7,3.437e-7,,1.991e-14
238.53,3.623e-6,3.623e-6,,8.260e-14
238.58,3.501e-5,3.501e-5,,3.141e-13
238.63,3.102e-4,3.102e-4,,1.095e-12
238.68,2.519e-3,2.519e-3,,3.496e-12
238.73,1.876e-2,1.876e-2,,1.023e-11
238.78,1.280e-1,1.280e-1,,2.744e-11
238.83,8.011e-1,8.011e-1,,6.743e-11
238.88,4.596e+0,4.596e+0,,1.519e-10
238.93,2.417e+1,2.417e+1,,3.134e-10
238.98,1.165e+2,1.165e+2,,5.928e-10
239.03,5.151e+2,5.151e+2,,1.027e-9
239.08,2.087e+3,2.087e+3,,1.632e-9
239.13,7.754e+3,7.754e+3,,2.375e-9
239.18,2.641e+4,2.641e+4,,3.169e-9
239.23,8.244e+4,8.244e+4,,3.873e-9
239.28,2.360e+5,2.360e+5,,4.339e-9
239.33,6.192e+5,6.192e+5,,4.454e-9
239.38,1.490e+6,1.490e+6,,4.190e-9
239.43,3.285e+6,3.285e+6,,3.612e-9
239.48,6.641e+6,6.641e+6,,2.853e-9
239.53,1.231e+7,1.231e+7,,2.066e-9
239.58,2.092e+7,2.092e+7,,1.371e-9
239.63,3.258e+7,3.258e+7,,8.332e-10
239.68,4.653e+7,4.653e+7,,4.642e-10
239.73,6.092e+7,6.092e+7,,2.370e-10
239.78,7.311e+7,7.311e+7,,1.109e-10
239.83,8.045e+7,8.045e+7,,4.755e-11
239.88,8.115e+7,8.115e+7,,1.868e-11
239.93,7.504e+7,7.504e+7,,6.728e-12
239.98,6.362e+7,6.362e+7,,2.220e-12
240.03,4.945e+7,4.945e+7,,6.713e-13
240.08,3.523e+7,3.523e+7,,1.860e-13
240.13,2.301e+7,2.301e+7,,4.724e-14
240.18,1.378e+7,1.378e+7,,1.099e-14
240.23,7.566e+6,7.566e+6,,2.345e-15
240.28,3.808e+6,3.808e+6,,4.582e-16
240.33,1.757e+6,1.757e+6,,8.206e-17
240.38,7.432e+5,7.432e+5,,1.347e-17
240.43,2.882e+5,2.882e+5,,2.026e-18
240.48,1.025e+5,1.025e+5,,2.792e-19
240.53,3.339e+4,3.339e+4,,3.526e-20
240.58,9.976e+3,9.976e+3,,4.082e-21
240.63,2.733e+3,2.733e+3,,4.330e-22
240.68,6.862e+2,6.862e+2,,4.208e-23
240.73,1.580e+2,1.580e+2,,3.749e-24
240.78,3.334e+1,3.334e+1,,3.060e-25
240.83,6.450e+0,6.450e+0,,
240.88,1.144e+0,1.144e+0,,
240.93,1.860e-1,1.860e-1,,
240.98,2.773e-2,2.773e-2,,
241.03,3.790e-3,3.790e-3,,
241.08,4.748e-4,4.748e-4,,
241.13,5.454e-5,5.454e-5,,
241.18,5.743e-6,5.743e-6,,
241.23,5.543e-7,5.543e-7,,
241.28,4.906e-8,4.906e-8,,
241.63,8.755e-26,,,8.755e-26
241.68,1.027e-24,,,1.027e-24
241.73,1.106e-23,,,1.106e-23
241.78,1.095e-22,,,1.095e-22
241.83,9.964e-22,,,9.964e-22
241.88,8.330e-21,,,8.330e-21
241.93,6.399e-20,,,6.399e-20
241.98,4.517e-19,,,4.517e-19
242.03,2.930e-18,,,2.930e-18
242.08,1.746e-17,,,1.746e-17
242.13,9.562e-17,,,9.562e-17
242.18,4.812e-16,,,4.812e-16
242.23,2.225e-15,,,2.225e-15
242.28,9.453e-15,,,9.453e-15
242.33,3.691e-14,,,3.691e-14
242.38,1.324e-13,,,1.324e-13
242.43,4.365e-13,,,4.365e-13
242.48,1.322e-12,,,1.322e-12
242.53,3.680e-12,,,3.680e-12
242.58,9.411e-12,,,9.411e-12
242.63,2.212e-11,,,2.212e-11
242.68,4.776e-11,,,4.776e-11
242.73,9.477e-11,,,9.477e-11
242.78,1.728e-10,,,1.728e-10
242.83,2.895e-10,,,2.895e-10
242.88,4.457e-10,,,4.457e-10
242.93,6.305e-10,,,6.305e-10
242.98,8.196e-10,,,8.196e-10
243.03,9.789e-10,,,9.789e-10
243.08,1.074e-9,,,1.074e-9
243.13,1.083e-9,,,1.083e-9
243.18,1.004e-9,,,1.004e-9
243.23,8.550e-10,,,8.550e-10
243.28,6.690e-10,,,6.690e-10
243.33,4.810e-10,,,4.810e-10
243.38,3.178e-10,,,3.178e-10
243.43,1.929e-10,,,1.929e-10
243.48,1.077e-10,,,1.077e-10
243.53,5.535e-11,,,5.535e-11
243.58,2.661e-11,,,2.661e-11
243.63,1.310e-11,,,1.310e-11
243.68,9.513e-12,,,9.513e-12
243.73,1.421e-11,,,1.421e-11
243.78,2.937e-11,,,2.937e-11
243.83,6.094e-11,,,6.094e-11
243.88,1.179e-10,,,1.179e-10
243.93,2.101e-10,,,2.101e-10
243.98,3.444e-10,,,3.444e-10
244.03,5.193e-10,,,5.193e-10
244.08,7.201e-10,,,7.201e-10
244.13,9.182e-10,,,9.182e-10
244.18,1.077e-9,,,1.077e-9
244.23,1.161e-9,,,1.161e-9
244.28,1.151e-9,,,1.151e-9
244.33,1.050e-9,,,1.050e-9
244.38,8.805e-10,,,8.805e-10
244.43,6.791e-10,,,6.791e-10
244.48,4.816e-10,,,4.816e-10
244.53,3.141e-10,,,3.141e-10
244.58,1.884e-10,,,1.884e-10
244.63,1.039e-10,,,1.039e-10
244.68,5.270e-11,,,5.270e-11
244.73,2.458e-11,,,2.458e-11
244.78,1.054e-11,,,1.054e-11
244.83,4.159e-12,,,4.159e-12
244.88,1.509e-12,,,1.509e-12
244.93,5.032e-13,,,5.032e-13
244.98,1.544e-13,,,1.544e-13
245.03,4.355e-14,,,4.355e-14
245.08,1.130e-14,,,1.130e-14
245.13,2.695e-15,,,2.695e-15
245.18,5.913e-16,,,5.913e-16
245.23,1.193e-16,,,1.193e-16
245.28,2.213e-17,,,2.213e-17
245.33,3.776e-18,,,3.776e-18
245.38,5.925e-19,,,5.925e-19
245.43,8.548e-20,,,8.548e-20
245.48,1.134e-20,,,1.134e-20
245.53,1.384e-21,,,1.384e-21
245.58,1.559e-22,,,1.559e-22
245.63,2.253e-23,,,2.253e-23
245.68,6.339e-23,,,6.339e-23
245.73,5.427e-22,,,5.427e-22
245.78,4.385e-21,,,4.385e-21
245.83,3.264e-20,,,3.264e-20
245.88,2.239e-19,,,2.239e-19
245.93,1.415e-18,,,1.415e-18
245.98,8.238e-18,,,8.238e-18
246.03,4.420e-17,,,4.420e-17
246.08,2.185e-16,,,2.185e-16
246.13,9.950e-16,,,9.950e-16
246.18,4.176e-15,,,4.176e-15
246.23,1.615e-14,,,1.615e-14
246.28,5.757e-14,,,5.757e-14
246.33,1.892e-13,,,1.892e-13
246.38,5.729e-13,,,5.729e-13
246.43,1.600e-12,,,1.600e-12
246.48,4.123e-12,,,4.123e-12
246.53,9.804e-12,,,9.804e-12
246.58,2.153e-11,,,2.153e-11
246.63,4.373e-11,,,4.373e-11
246.68,8.221e-11,,,8.221e-11
246.73,1.434e-10,,,1.434e-10
246.78,2.325e-10,,,2.325e-10
246.83,3.518e-10,,,3.518e-10
246.88,4.984e-10,,,4.984e-10
246.93,6.641e-10,,,6.641e-10
246.98,8.358e-10,,,8.358e-10
247.03,9.974e-10,,,9.974e-10
247.08,1.132e-9,,,1.132e-9
247.13,1.222e-9,,,1.222e-9
247.18,1.254e-9,,,1.254e-9
247.23,1.220e-9,,,1.220e-9
247.28,1.120e-9,,,1.120e-9
247.33,9.658e-10,,,9.658e-10
247.38,7.796e-10,,,7.796e-10
247.43,5.867e-10,,,5.867e-10
247.48,4.105e-10,,,4.105e-10
247.53,2.663e-10,,,2.663e-10
247.58,1.599e-10,,,1.599e-10
247.63,8.879e-11,,,8.879e-11
247.68,4.553e-11,,,4.553e-11
247.73,2.155e-11,,,2.155e-11
247.78,9.408e-12,,,9.408e-12
247.83,3.788e-12,,,3.788e-12
247.88,1.406e-12,,,1.406e-12
247.93,4.813e-13,,,4.813e-13
247.98,1.518e-13,,,1.518e-13
248.03,4.413e-14,,,4.413e-14
248.08,1.182e-14,,,1.182e-14
248.13,2.919e-15,,,2.919e-15
248.18,6.644e-16,,,6.644e-16
248.23,1.409e-16,,,1.409e-16
248.28,3.631e-17,,,3.631e-17
248.33,5.526e-17,,,5.526e-17
248.38,2.509e-16,,,2.509e-16
248.43,1.143e-15,,,1.143e-15
248.48,4.824e-15,,,4.824e-15
248.53,1.878e-14,,,1.878e-14
248.58,6.749e-14,,,6.749e-14
248.63,2.239e-13,,,2.239e-13
248.68,6.859e-13,,,6.859e-13
248.73,1.943e-12,,,1.943e-12
248.78,5.095e-12,,,5.095e-12
248.83,1.241e-11,,,1.241e-11
248.88,2.825e-11,,,2.825e-11
248.93,6.076e-11,,,6.076e-11
248.98,1.256e-10,,,1.256e-10
249.03,2.561e-10,,,2.561e-10
249.08,5.290e-10,,,5.290e-10
249.13,1.125e-9,,,1.125e-9
249.18,2.454e-9,,,2.454e-9
249.23,5.359e-9,,,5.359e-9
249.28,1.141e-8,,,1.141e-8
249.33,2.315e-8,,,2.315e-8
249.38,4.413e-8,,,4.413e-8
249.43,7.841e-8,,,7.841e-8
249.48,1.292e-7,,,1.292e-7
249.53,1.971e-7,,,1.971e-7
249.58,2.778e-7,,,2.778e-7
249.63,3.617e-7,,,3.617e-7
249.68,4.347e-7,,,4.347e-7
249.73,4.824e-7,,,4.824e-7
249.78,4.941e-7,,,4.941e-7
249.83,4.671e-7,,,4.671e-7
249.88,4.076e-7,,,4.076e-7
249.93,3.283e-7,,,3.283e-7
249.98,2.440e-7,,,2.440e-7
250.03,1.674e-7,,,1.674e-7
250.08,1.060e-7,,,1.060e-7
250.13,6.198e-8,,,6.198e-8
250.18,3.344e-8,,,3.344e-8
250.23,1.665e-8,,,1.665e-8
250.28,7.652e-9,,,7.652e-9
250.33,3.246e-9,,,3.246e-9
250.38,1.271e-9,,,1.271e-9
250.43,4.593e-10,,,4.593e-10
250.48,1.532e-10,,,1.532e-10
250.53,4.716e-11,,,4.716e-11
250.58,1.340e-11,,,1.340e-11
250.63,3.514e-12,,,3.514e-12
250.68,8.507e-13,,,8.507e-13
250.73,1.901e-13,,,1.901e-13
250.78,3.919e-14,,,3.919e-14
250.83,7.459e-15,,,7.459e-15
250.88,1.310e-15,,,1.310e-15
250.93,2.125e-16,,,2.125e-16
250.98,3.179e-17,,,3.179e-17
251.03,4.392e-18,,,4.392e-18
251.08,5.599e-19,,,5.599e-19
251.13,6.588e-20,,,6.588e-20
251.18,7.155e-21,,,7.155e-21
251.23,7.172e-22,,,7.172e-22
251.28,6.636e-23,,,6.636e-23
252.63,2.757e-22,,,2.757e-22
252.68,2.790e-21,,,2.790e-21
252.73,2.613e-20,,,2.613e-20
252.78,2.265e-19,,,2.265e-19
252.83,1.817e-18,,,1.817e-18
252.88,1.349e-17,,,1.349e-17
252.93,9.274e-17,,,9.274e-17
252.98,5.898e-16,,,5.898e-16
253.03,3.472e-15,,,3.472e-15
253.08,1.892e-14,,,1.892e-14
253.13,9.538e-14,,,9.538e-14
253.18,4.451e-13,,,4.451e-13
253.23,1.922e-12,,,1.922e-12
253.28,7.684e-12,,,7.684e-12
253.33,2.843e-11,,,2.843e-11
253.38,9.734e-11,,,9.734e-11
253.43,3.085e-10,,,3.085e-10
253.48,9.047e-10,,,9.047e-10
253.53,2.456e-9,,,2.456e-9
253.58,6.169e-9,,,6.169e-9
253.63,1.434e-8,,,1.434e-8
253.68,3.087e-8,,,3.087e-8
253.73,6.147e-8,,,6.147e-8
253.78,1.133e-7,,,1.133e-7
253.83,1.933e-7,,,1.933e-7
253.88,3.052e-7,,,3.052e-7
253.93,4.460e-7,,,4.460e-7
253.98,6.031e-7,,,6.031e-7
254.03,7.549e-7,,,7.549e-7
254.08,8.746e-7,,,8.746e-7
254.13,9.377e-7,,,9.377e-7
254.18,9.304e-7,,,9.304e-7
254.23,8.545e-7,,,8.545e-7
254.28,7.263e-7,,,7.263e-7
254.33,5.713e-7,,,5.713e-7
254.38,4.160e-7,,,4.160e-7
254.43,2.803e-7,,,2.803e-7
254.48,1.748e-7,,,1.748e-7
254.53,1.009e-7,,,1.009e-7
254.58,5.389e-8,,,5.389e-8
254.63,2.664e-8,,,2.664e-8
254.68,1.219e-8,,,1.219e-8
254.73,5.163e-9,,,5.163e-9
254.78,2.024e-9,,,2.024e-9
254.83,7.340e-10,,,7.340e-10
254.88,2.464e-10,,,2.464e-10
254.93,7.657e-11,,,7.657e-11
254.98,2.202e-11,,,2.202e-11
255.03,5.861e-12,,,5.861e-12
255.08,1.444e-12,,,1.444e-12
255.13,3.291e-13,,,3.291e-13
255.18,6.944e-14,,,6.944e-14
255.23,1.356e-14,,,1.356e-14
255.28,2.451e-15,,,2.451e-15
255.33,4.100e-16,,,4.100e-16
255.38,6.347e-17,,,6.347e-17
255.43,9.093e-18,,,9.093e-18
255.48,1.206e-18,,,1.206e-18
255.53,1.480e-19,,,1.480e-19
255.58,1.681e-20,,,1.681e-20
255.63,1.767e-21,,,1.767e-21
255.68,1.719e-22,,,1.719e-22
260.48,4.706e-23,,,4.706e-23
260.53,4.661e-22,,,4.661e-22
260.58,4.293e-21,,,4.293e-21
260.63,3.676e-20,,,3.676e-20
260.68,2.927e-19,,,2.927e-19
260.73,2.166e-18,,,2.166e-18
260.78,1.491e-17,,,1.491e-17
260.83,9.543e-17,,,9.543e-17
260.88,5.678e-16,,,5.678e-16
260.93,3.142e-15,,,3.142e-15
260.98,1.616e-14,,,1.616e-14
261.03,7.730e-14,,,7.730e-14
261.08,3.438e-13,,,3.438e-13
261.13,1.422e-12,,,1.422e-12
261.18,5.465e-12,,,5.465e-12
261.23,1.954e-11,,,1.954e-11
261.28,6.494e-11,,,6.494e-11
261.33,2.007e-10,,,2.007e-10
261.38,5.767e-10,,,5.767e-10
261.43,1.541e-9,,,1.541e-9
261.48,3.827e-9,,,3.827e-9
261.53,8.840e-9,,,8.840e-9
261.58,1.899e-8,,,1.899e-8
261.63,3.791e-8,,,3.791e-8
261.68,7.038e-8,,,7.038e-8
261.73,1.215e-7,,,1.215e-7
261.78,1.950e-7,,,1.950e-7
261.83,2.910e-7,,,2.910e-7
261.88,4.038e-7,,,4.038e-7
261.93,5.210e-7,,,5.210e-7
261.98,6.250e-7,,,6.250e-7
262.03,6.971e-7,,,6.971e-7
262.08,7.230e-7,,,7.230e-7
262.13,6.971e-7,,,6.971e-7
262.18,6.250e-7,,,6.250e-7
262.23,5.210e-7,,,5.210e-7
262.28,4.038e-7,,,4.038e-7
262.33,2.910e-7,,,2.910e-7
262.38,1.950e-7,,,1.950e-7
262.44,1.096e-7,,,1.096e-7
262.49,6.256e-8,,,6.256e-8
262.54,3.322e-8,,,3.322e-8
262.59,1.644e-8,,,1.644e-8
262.64,7.692e-9,,,7.692e-9
262.69,3.709e-9,,,3.709e-9
262.74,2.634e-9,,,2.634e-9
262.79,3.918e-9,,,3.918e-9
262.84,8.291e-9,,,8.291e-9
262.89,1.788e-8,,,1.788e-8
262.94,3.641e-8,,,3.641e-8
262.99,6.911e-8,,,6.911e-8
263.04,1.221e-7,,,1.221e-7
263.09,2.008e-7,,,2.008e-7
263.14,3.072e-7,,,3.072e-7
263.19,4.372e-7,,,4.372e-7
263.24,5.791e-7,,,5.791e-7
263.29,7.137e-7,,,7.137e-7
263.34,8.184e-7,,,8.184e-7
263.39,8.732e-7,,,8.732e-7
263.44,8.670e-7,,,8.670e-7
263.49,8.009e-7,,,8.009e-7
263.54,6.884e-7,,,6.884e-7
263.59,5.506e-7,,,5.506e-7
263.64,4.098e-7,,,4.098e-7
263.69,2.837e-7,,,2.837e-7
263.74,1.828e-7,,,1.828e-7
263.79,1.096e-7,,,1.096e-7
263.84,6.114e-8,,,6.114e-8
263.89,3.174e-8,,,3.174e-8
263.94,1.533e-8,,,1.533e-8
263.99,6.888e-9,,,6.888e-9
264.04,2.880e-9,,,2.880e-9
264.09,1.121e-9,,,1.121e-9
264.14,4.057e-10,,,4.057e-10
264.19,1.367e-10,,,1.367e-10
264.24,4.283e-11,,,4.283e-11
264.29,1.249e-11,,,1.249e-11
264.34,3.390e-12,,,3.390e-12
264.39,8.560e-13,,,8.560e-13
264.44,2.011e-13,,,2.011e-13
264.49,4.402e-14,,,4.402e-14
264.54,9.203e-15,,,9.203e-15
264.59,2.730e-15,,,2.730e-15
264.64,4.151e-15,,,4.151e-15
264.69,1.338e-14,,,1.338e-14
264.74,4.295e-14,,,4.295e-14
264.79,1.289e-13,,,1.289e-13
264.84,3.604e-13,,,3.604e-13
264.89,9.387e-13,,,9.387e-13
264.94,2.278e-12,,,2.278e-12
264.99,5.148e-12,,,5.148e-12
265.04,1.084e-11,,,1.084e-11
265.09,2.126e-11,,,2.126e-11
265.14,3.885e-11,,,3.885e-11
265.19,6.612e-11,,,6.612e-11
265.24,1.048e-10,,,1.048e-10
265.29,1.548e-10,,,1.548e-10
265.34,2.130e-10,,,2.130e-10
265.39,2.731e-10,,,2.731e-10
265.44,3.260e-10,,,3.260e-10
265.49,3.626e-10,,,3.626e-10
265.54,3.757e-10,,,3.757e-10
265.59,3.626e-10,,,3.626e-10
265.64,3.260e-10,,,3.260e-10
265.69,2.731e-10,,,2.731e-10
265.74,2.130e-10,,,2.130e-10
265.79,1.548e-10,,,1.548e-10
265.84,1.048e-10,,,1.048e-10
265.89,6.612e-11,,,6.612e-11
265.94,3.885e-11,,,3.885e-11
265.99,2.126e-11,,,2.126e-11
266.04,1.084e-11,,,1.084e-11
266.09,5.148e-12,,,5.148e-12
266.14,2.278e-12,,,2.278e-12
266.19,9.387e-13,,,9.387e-13
266.24,3.604e-13,,,3.604e-13
266.29,1.289e-13,,,1.289e-13
266.34,4.294e-14,,,4.294e-14
266.39,1.333e-14,,,1.333e-14
266.44,3.853e-15,,,3.853e-15
266.49,1.038e-15,,,1.038e-15
266.54,2.603e-16,,,2.603e-16
266.59,6.085e-17,,,6.085e-17
266.64,1.325e-17,,,1.325e-17
266.69,2.686e-18,,,2.686e-18
266.74,5.075e-19,,,5.075e-19
266.79,8.932e-20,,,8.932e-20
266.84,1.464e-20,,,1.464e-20
266.89,2.236e-21,,,2.236e-21
266.94,3.182e-22,,,3.182e-22
266.99,4.216e-23,,,4.216e-23
267.04,5.205e-24,,,5.205e-24
267.09,5.986e-25,,,5.986e-25
267.14,1.493e-22,,,1.493e-22
267.19,1.396e-21,,,1.396e-21
267.24,1.218e-20,,,1.218e-20
267.29,9.919e-20,,,9.919e-20
267.34,7.537e-19,,,7.537e-19
267.39,5.344e-18,,,5.344e-18
267.44,3.536e-17,,,3.536e-17
267.49,2.183e-16,,,2.183e-16
267.54,1.258e-15,,,1.258e-15
267.59,6.760e-15,,,6.760e-15
267.64,3.391e-14,,,3.391e-14
267.69,1.587e-13,,,1.587e-13
267.74,6.932e-13,,,6.932e-13
267.79,2.825e-12,,,2.825e-12
267.84,1.074e-11,,,1.074e-11
267.89,3.813e-11,,,3.813e-11
267.94,1.263e-10,,,1.263e-10
267.99,3.902e-10,,,3.902e-10
268.04,1.125e-9,,,1.125e-9
268.09,3.027e-9,,,3.027e-9
268.14,7.599e-9,,,7.599e-9
268.19,1.780e-8,,,1.780e-8
268.24,3.892e-8,,,3.892e-8
268.29,7.939e-8,,,7.939e-8
268.34,1.511e-7,,,1.511e-7
268.39,2.684e-7,,,2.684e-7
268.44,4.449e-7,,,4.449e-7
268.49,6.880e-7,,,6.880e-7
268.54,9.929e-7,,,9.929e-7
268.59,1.337e-6,,,1.337e-6
268.64,1.680e-6,,,1.680e-6
268.69,1.970e-6,,,1.970e-6
268.74,2.156e-6,,,2.156e-6
268.79,2.201e-6,,,2.201e-6
268.84,2.097e-6,,,2.097e-6
268.89,1.864e-6,,,1.864e-6
268.94,1.546e-6,,,1.546e-6
268.99,1.197e-6,,,1.197e-6
269.04,8.646e-7,,,8.646e-7
269.09,5.827e-7,,,5.827e-7
269.14,3.665e-7,,,3.665e-7
269.19,2.151e-7,,,2.151e-7
269.24,1.178e-7,,,1.178e-7
269.29,6.019e-8,,,6.019e-8
269.34,2.870e-8,,,2.870e-8
269.39,1.277e-8,,,1.277e-8
269.44,5.303e-9,,,5.303e-9
269.49,2.055e-9,,,2.055e-9
269.54,7.455e-10,,,7.455e-10
269.59,2.605e-10,,,2.605e-10
269.64,1.119e-10,,,1.119e-10
269.69,1.251e-10,,,1.251e-10
269.74,3.005e-10,,,3.005e-10
269.79,7.940e-10,,,7.940e-10
269.84,1.994e-9,,,1.994e-9
269.89,4.684e-9,,,4.684e-9
269.94,1.028e-8,,,1.028e-8
269.99,2.107e-8,,,2.107e-8
270.04,4.032e-8,,,4.032e-8
270.09,7.208e-8,,,7.208e-8
270.14,1.203e-7,,,1.203e-7
270.19,1.876e-7,,,1.876e-7
270.24,2.733e-7,,,2.733e-7
270.29,3.717e-7,,,3.717e-7
270.34,4.721e-7,,,4.721e-7
270.39,5.600e-7,,,5.600e-7
270.44,6.205e-7,,,6.205e-7
270.49,6.421e-7,,,6.421e-7
270.54,6.205e-7,,,6.205e-7
270.59,5.600e-7,,,5.600e-7
270.64,4.721e-7,,,4.721e-7
270.69,3.717e-7,,,3.717e-7
270.74,2.733e-7,,,2.733e-7
270.79,1.876e-7,,,1.876e-7
270.84,1.203e-7,,,1.203e-7
270.89,7.208e-8,,,7.208e-8
270.94,4.032e-8,,,4.032e-8
270.99,2.107e-8,,,2.107e-8
271.04,1.028e-8,,,1.028e-8
271.09,4.684e-9,,,4.684e-9
271.14,1.993e-9,,,1.993e-9
271.19,7.924e-10,,,7.924e-10
271.24,2.942e-10,,,2.942e-10
271.29,1.020e-10,,,1.020e-10
271.34,3.302e-11,,,3.302e-11
271.39,9.986e-12,,,9.986e-12
271.44,2.820e-12,,,2.820e-12
271.49,7.440e-13,,,7.440e-13
271.54,1.833e-13,,,1.833e-13
271.59,4.217e-14,,,4.217e-14
271.64,9.061e-15,,,9.061e-15
271.69,1.818e-15,,,1.818e-15
271.74,3.408e-16,,,3.408e-16
271.79,5.966e-17,,,5.966e-17
271.84,9.754e-18,,,9.754e-18
271.89,1.489e-18,,,1.489e-18
271.94,2.124e-19,,,2.124e-19
271.99,2.828e-20,,,2.828e-20
272.04,3.518e-21,,,3.518e-21
272.09,4.087e-22,,,4.087e-22
273.54,1.945e-28,,,1.945e-28
273.59,1.641e-27,,,1.641e-27
273.64,1.296e-26,,,1.296e-26
273.69,9.584e-26,,,9.584e-26
273.74,6.634e-25,,,6.634e-25
273.79,4.298e-24,,,4.298e-24
273.84,2.607e-23,,,2.607e-23
273.89,1.480e-22,,,1.480e-22
273.94,7.868e-22,,,7.868e-22
273.99,3.914e-21,,,3.914e-21
274.04,1.823e-20,,,1.823e-20
274.09,7.949e-20,,,7.949e-20
274.14,3.244e-19,,,3.244e-19
274.19,1.239e-18,,,1.239e-18
274.24,4.433e-18,,,4.433e-18
274.29,1.484e-17,,,1.484e-17
274.34,4.651e-17,,,4.651e-17
274.39,1.365e-16,,,1.365e-16
274.44,3.747e-16,,,3.747e-16
274.49,9.634e-16,,,9.634e-16
274.54,2.318e-15,,,2.318e-15
274.59,5.223e-15,,,5.223e-15
274.64,1.101e-14,,,1.101e-14
274.69,2.174e-14,,,2.174e-14
274.74,4.018e-14,,,4.018e-14
274.79,6.950e-14,,,6.950e-14
274.84,1.126e-13,,,1.126e-13
274.89,1.706e-13,,,1.706e-13
274.94,2.421e-13,,,2.421e-13
274.99,3.216e-13,,,3.216e-13
275.04,3.999e-13,,,3.999e-13
275.09,4.655e-13,,,4.655e-13
275.14,5.072e-13,,,5.072e-13
275.19,5.173e-13,,,5.173e-13
275.24,4.940e-13,,,4.940e-13
275.29,4.415e-13,,,4.415e-13
275.34,3.694e-13,,,3.694e-13
275.39,2.893e-13,,,2.893e-13
275.44,2.122e-13,,,2.122e-13
275.49,1.456e-13,,,1.456e-13
275.54,9.359e-14,,,9.359e-14
275.59,5.637e-14,,,5.637e-14
275.64,3.197e-14,,,3.197e-14
275.69,1.746e-14,,,1.746e-14
275.74,1.014e-14,,,1.014e-14
275.79,8.244e-15,,,8.244e-15
