Wavelength (nm),Sum,Na I (4.5e-02),Na II (9.5e-01),Na III (3.4e-19)
348.66,1.014e-12,1.014e-12,,
348.71,1.200e-12,1.200e-12,,
348.76,1.363e-12,1.363e-12,,
348.81,1.486e-12,1.486e-12,,
348.86,1.554e-12,1.554e-12,,
348.91,1.561e-12,1.561e-12,,
348.96,1.504e-12,1.504e-12,,
349.01,1.391e-12,1.391e-12,,
349.06,1.235e-12,1.235e-12,,
349.11,1.052e-12,1.052e-12,,
349.16,8.604e-13,8.604e-13,,
349.21,6.755e-13,6.755e-13,,
349.26,5.094e-13,5.094e-13,,
349.31,3.695e-13,3.695e-13,,
349.36,2.590e-13,2.590e-13,,
349.41,1.779e-13,1.779e-13,,
349.46,1.241e-13,1.241e-13,,
349.51,9.530e-14,9.530e-14,,
349.56,9.023e-14,9.023e-14,,
349.61,1.092e-13,1.092e-13,,
349.66,1.546e-13,1.546e-13,,
349.71,2.304e-13,2.304e-13,,
349.76,3.415e-13,3.415e-13,,
349.81,4.918e-13,4.918e-13,,
349.86,6.828e-13,6.828e-13,,
349.91,9.114e-13,9.114e-13,,
349.96,1.168e-12,1.168e-12,,
350.01,1.438e-12,1.438e-12,,
350.06,1.700e-12,1.700e-12,,
350.11,1.929e-12,1.929e-12,,
350.16,2.102e-12,2.102e-12,,
350.21,2.200e-12,2.200e-12,,
350.26,2.212e-12,2.212e-12,,
350.31,2.137e-12,2.137e-12,,
350.36,1.988e-12,1.988e-12,,
350.41,1.783e-12,1.783e-12,,
350.46,1.550e-12,1.550e-12,,
350.51,1.317e-12,1.317e-12,,
350.56,1.110e-12,1.110e-12,,
350.61,9.499e-13,9.499e-13,,
350.66,8.507e-13,8.507e-13,,
350.71,8.173e-13,8.173e-13,,
350.76,8.466e-13,8.466e-13,,
350.81,9.281e-13,9.281e-13,,
350.86,1.045e-12,1.045e-12,,
350.91,1.178e-12,1.178e-12,,
350.96,1.303e-12,1.303e-12,,
351.01,1.401e-12,1.401e-12,,
351.06,1.456e-12,1.456e-12,,
351.11,1.457e-12,1.457e-12,,
351.16,1.403e-12,1.403e-12,1.458e-26,
351.21,1.298e-12,1.298e-12,7.998e-26,
351.26,1.153e-12,1.153e-12,4.216e-25,
351.31,9.843e-13,9.843e-13,2.135e-24,
351.36,8.068e-13,8.068e-13,1.039e-23,
351.41,6.351e-13,6.351e-13,4.857e-23,
351.46,4.800e-13,4.800e-13,2.181e-22,
351.51,3.484e-13,3.484e-13,9.412e-22,
351.56,2.428e-13,2.428e-13,3.901e-21,
351.61,1.625e-13,1.625e-13,1.554e-20,
351.66,1.044e-13,1.044e-13,5.945e-20,
351.71,6.445e-14,6.445e-14,2.185e-19,
351.76,3.820e-14,3.819e-14,7.718e-19,
351.81,2.174e-14,2.173e-14,2.619e-18,
351.86,1.188e-14,1.188e-14,8.537e-18,
351.91,6.258e-15,6.231e-15,2.673e-17,
351.96,3.220e-15,3.139e-15,8.044e-17,
352.01,1.751e-15,1.519e-15,2.325e-16,
352.06,1.351e-15,7.056e-16,6.458e-16,
352.11,2.038e-15,3.148e-16,1.723e-15,
352.16,4.551e-15,1.348e-16,4.417e-15,
352.21,1.093e-14,5.547e-17,1.088e-14,
352.26,2.576e-14,2.191e-17,2.573e-14,
352.31,5.851e-14,8.310e-18,5.850e-14,
352.36,1.278e-13,3.027e-18,1.277e-13,
352.41,2.680e-13,1.059e-18,2.680e-13,
352.46,5.403e-13,3.555e-19,5.403e-13,
352.51,1.046e-12,1.146e-19,1.046e-12,
352.56,1.947e-12,3.550e-20,1.947e-12,
352.61,3.480e-12,1.056e-20,3.480e-12,
352.66,5.976e-12,3.014e-21,5.976e-12,
352.71,9.859e-12,8.265e-22,9.859e-12,
352.76,1.563e-11,2.176e-22,1.563e-11,
352.81,2.380e-11,5.501e-23,2.380e-11,
352.86,3.482e-11,1.336e-23,3.482e-11,
352.91,4.894e-11,3.114e-24,4.894e-11,
352.96,6.609e-11,6.970e-25,6.609e-11,
353.01,8.575e-11,1.498e-25,8.575e-11,
353.06,1.069e-10,3.092e-26,1.069e-10,
353.11,1.280e-10,6.129e-27,1.280e-10,
353.16,1.473e-10,1.167e-27,1.473e-10,
353.21,1.628e-10,2.132e-28,1.628e-10,
353.26,1.728e-10,,1.728e-10,
353.31,1.763e-10,,1.763e-10,
353.36,1.728e-10,,1.728e-10,
353.41,1.628e-10,,1.628e-10,
353.46,1.473e-10,,1.473e-10,
353.51,1.280e-10,,1.280e-10,
353.56,1.069e-10,,1.069e-10,
353.61,8.575e-11,,8.575e-11,
353.66,6.609e-11,,6.609e-11,
353.71,4.894e-11,,4.894e-11,
353.76,3.482e-11,,3.482e-11,
353.81,2.380e-11,,2.380e-11,
353.86,1.563e-11,,1.563e-11,
353.91,9.859e-12,,9.859e-12,
353.96,5.976e-12,,5.976e-12,
354.01,3.480e-12,,3.480e-12,
354.06,1.947e-12,,1.947e-12,
354.11,1.046e-12,,1.046e-12,
354.16,5.403e-13,,5.403e-13,
354.21,2.680e-13,,2.680e-13,
354.26,1.277e-13,,1.277e-13,
354.31,5.850e-14,,5.850e-14,
354.36,2.573e-14,,2.573e-14,
354.41,1.088e-14,,1.088e-14,
354.46,4.417e-15,,4.417e-15,
354.51,1.723e-15,,1.723e-15,
354.56,6.458e-16,,6.458e-16,
354.61,2.325e-16,,2.325e-16,
354.66,8.044e-17,,8.044e-17,
354.71,2.673e-17,,2.673e-17,
354.76,8.537e-18,,8.537e-18,
354.81,2.619e-18,,2.619e-18,
354.86,7.718e-19,,7.718e-19,
354.91,2.185e-19,,2.185e-19,
354.96,5.945e-20,,5.945e-20,
355.01,1.554e-20,,1.554e-20,
355.07,2.945e-21,,2.945e-21,
355.12,7.048e-22,,7.048e-22,
355.17,1.620e-22,,1.620e-22,
355.22,3.579e-23,,3.579e-23,
355.27,7.595e-24,,7.595e-24,
355.32,1.549e-24,,1.549e-24,
355.37,3.033e-25,,3.033e-25,
355.42,5.708e-26,,5.708e-26,
360.92,5.942e-27,,5.942e-27,
360.97,3.116e-26,,3.116e-26,
361.02,1.573e-25,,1.573e-25,
361.07,7.646e-25,,7.646e-25,
361.12,3.578e-24,,3.578e-24,
361.17,1.612e-23,,1.612e-23,
361.22,6.994e-23,,6.994e-23,
361.27,2.921e-22,,2.921e-22,
361.32,1.175e-21,,1.175e-21,
361.37,4.548e-21,,4.548e-21,
361.42,1.695e-20,,1.695e-20,
361.47,6.085e-20,,6.085e-20,
361.52,2.103e-19,,2.103e-19,
361.57,6.995e-19,,6.995e-19,
361.62,2.241e-18,,2.241e-18,
361.67,6.910e-18,,6.910e-18,
361.72,2.052e-17,,2.052e-17,
361.77,5.865e-17,,5.865e-17,
361.82,1.614e-16,,1.614e-16,
361.87,4.277e-16,,4.277e-16,
361.92,1.091e-15,,1.091e-15,
361.97,2.680e-15,,2.680e-15,
362.02,6.339e-15,,6.339e-15,
362.07,1.443e-14,,1.443e-14,
362.12,3.164e-14,,3.164e-14,
362.17,6.678e-14,,6.678e-14,
362.22,1.357e-13,,1.357e-13,
362.27,2.655e-13,,2.655e-13,
362.32,5.002e-13,,5.002e-13,
362.37,9.071e-13,,9.071e-13,
362.42,1.584e-12,,1.584e-12,
362.47,2.663e-12,,2.663e-12,
362.52,4.310e-12,,4.310e-12,
362.57,6.717e-12,,6.717e-12,
362.62,1.008e-11,,1.008e-11,
362.67,1.456e-11,,1.456e-11,
362.72,2.025e-11,,2.025e-11,
362.77,2.711e-11,,2.711e-11,
362.82,3.495e-11,,3.495e-11,
362.87,4.339e-11,,4.339e-11,
362.92,5.185e-11,,5.185e-11,
362.97,5.966e-11,,5.966e-11,
363.02,6.609e-11,,6.609e-11,
363.07,7.050e-11,,7.050e-11,
363.12,7.239e-11,,7.239e-11,
363.17,7.157e-11,,7.157e-11,
363.22,6.813e-11,,6.813e-11,
363.27,6.244e-11,,6.244e-11,
363.32,5.510e-11,,5.510e-11,
363.37,4.681e-11,,4.681e-11,
363.42,3.829e-11,,3.829e-11,
363.47,3.015e-11,,3.015e-11,
363.52,2.286e-11,,2.286e-11,
363.57,1.669e-11,,1.669e-11,
363.62,1.173e-11,,1.173e-11,
363.67,7.936e-12,,7.936e-12,
363.72,5.170e-12,,5.170e-12,
363.77,3.243e-12,,3.243e-12,
363.82,1.959e-12,,1.959e-12,
363.87,1.139e-12,,1.139e-12,
363.92,6.375e-13,,6.375e-13,
363.97,3.436e-13,,3.436e-13,
364.02,1.783e-13,,1.783e-13,
364.07,8.909e-14,,8.909e-14,
364.12,4.285e-14,,4.285e-14,
364.17,1.985e-14,,1.985e-14,
364.22,8.850e-15,,8.850e-15,
364.27,3.799e-15,,3.799e-15,
364.32,1.570e-15,,1.570e-15,
364.37,6.249e-16,,6.249e-16,
364.42,2.394e-16,,2.394e-16,
364.47,8.833e-17,,8.833e-17,
364.52,3.137e-17,,3.137e-17,
364.57,1.073e-17,,1.073e-17,
364.62,3.532e-18,,3.532e-18,
364.67,1.119e-18,,1.119e-18,
364.72,3.416e-19,,3.416e-19,
364.77,1.004e-19,,1.004e-19,
364.82,2.840e-20,,2.840e-20,
364.87,7.734e-21,,7.734e-21,
364.92,2.028e-21,,2.028e-21,
364.97,5.121e-22,,5.121e-22,
365.02,1.245e-22,,1.245e-22,
365.07,2.913e-23,,2.913e-23,
365.12,6.564e-24,,6.564e-24,
365.17,1.424e-24,,1.424e-24,
365.22,2.974e-25,,2.974e-25,
365.27,5.981e-26,,5.981e-26,
365.32,1.158e-26,,1.158e-26,
382.47,1.050e-28,1.050e-28,,
382.52,4.978e-28,4.978e-28,,
382.57,2.283e-27,2.283e-27,,
382.62,1.012e-26,1.012e-26,,
382.67,4.337e-26,4.337e-26,,
382.72,1.797e-25,1.797e-25,,
382.77,7.200e-25,7.200e-25,,
382.82,2.789e-24,2.789e-24,,
382.87,1.044e-23,1.044e-23,,
382.92,3.780e-23,3.780e-23,,
382.97,1.323e-22,1.323e-22,,
383.02,4.477e-22,4.477e-22,,
383.07,1.465e-21,1.465e-21,,
383.12,4.633e-21,4.633e-21,,
383.17,1.417e-20,1.417e-20,,
383.22,4.188e-20,4.188e-20,,
383.27,1.197e-19,1.197e-19,,
383.32,3.307e-19,3.307e-19,,
383.37,8.835e-19,8.835e-19,,
383.42,2.282e-18,2.282e-18,,
383.47,5.698e-18,5.698e-18,,
383.52,1.376e-17,1.376e-17,,
383.57,3.210e-17,3.210e-17,,
383.62,7.244e-17,7.244e-17,,
383.67,1.580e-16,1.580e-16,,
383.72,3.333e-16,3.333e-16,,
383.77,6.796e-16,6.796e-16,,
383.82,1.340e-15,1.340e-15,,
383.87,2.553e-15,2.553e-15,,
383.92,4.705e-15,4.705e-15,,
383.97,8.382e-15,8.382e-15,,
384.02,1.444e-14,1.444e-14,,
384.07,2.404e-14,2.404e-14,,
384.12,3.870e-14,3.870e-14,,
384.17,6.022e-14,6.022e-14,,
384.22,9.062e-14,9.062e-14,,
384.27,1.318e-13,1.318e-13,,
384.32,1.854e-13,1.854e-13,,
384.37,2.521e-13,2.521e-13,,
384.42,3.314e-13,3.314e-13,,
384.47,4.212e-13,4.212e-13,,
384.52,5.175e-13,5.175e-13,,
384.57,6.148e-13,6.148e-13,,
384.62,7.061e-13,7.061e-13,,
384.67,7.840e-13,7.840e-13,,
384.72,8.416e-13,8.416e-13,,
384.77,8.734e-13,8.734e-13,,
384.82,8.764e-13,8.764e-13,,
384.87,8.502e-13,8.502e-13,,
384.92,7.973e-13,7.973e-13,,
384.97,7.230e-13,7.230e-13,,
385.02,6.337e-13,6.337e-13,,
385.07,5.371e-13,5.371e-13,,
385.12,4.401e-13,4.401e-13,,
385.17,3.486e-13,3.486e-13,,
385.22,2.670e-13,2.670e-13,,
385.27,1.977e-13,1.977e-13,,
385.32,1.416e-13,1.416e-13,,
385.37,9.821e-14,9.821e-14,,
385.42,6.611e-14,6.611e-14,,
385.47,4.360e-14,4.360e-14,,
385.52,2.895e-14,2.895e-14,,
385.57,2.079e-14,2.079e-14,,
385.62,1.832e-14,1.832e-14,,
385.67,2.159e-14,2.159e-14,,
385.72,3.159e-14,3.159e-14,,
385.77,5.038e-14,5.038e-14,,
385.82,8.121e-14,8.121e-14,,
385.87,1.284e-13,1.284e-13,,
385.93,2.143e-13,2.143e-13,,
385.98,3.168e-13,3.168e-13,,
386.03,4.531e-13,4.531e-13,,
386.08,6.268e-13,6.268e-13,,
386.13,8.387e-13,8.387e-13,,
386.18,1.085e-12,1.085e-12,,
386.23,1.358e-12,1.358e-12,,
386.28,1.643e-12,1.643e-12,,
386.33,1.923e-12,1.923e-12,,
386.38,2.177e-12,2.177e-12,,
386.43,2.382e-12,2.382e-12,,
386.48,2.522e-12,2.522e-12,,
386.53,2.582e-12,2.582e-12,,
386.58,2.556e-12,2.556e-12,,
386.63,2.447e-12,2.447e-12,,
386.68,2.266e-12,2.266e-12,,
386.73,2.029e-12,2.029e-12,,
386.78,1.757e-12,1.757e-12,,
386.83,1.471e-12,1.471e-12,,
386.88,1.192e-12,1.192e-12,,
386.93,9.337e-13,9.337e-13,,
386.98,7.077e-13,7.077e-13,,
387.03,5.194e-13,5.194e-13,,
387.08,3.699e-13,3.699e-13,,
387.13,2.575e-13,2.575e-13,,
387.18,1.786e-13,1.786e-13,,
387.23,1.298e-13,1.298e-13,,
387.28,1.087e-13,1.087e-13,,
387.33,1.156e-13,1.156e-13,,
387.38,1.544e-13,1.544e-13,,
387.43,2.327e-13,2.327e-13,,
387.48,3.628e-13,3.628e-13,,
387.53,5.607e-13,5.607e-13,,
387.58,8.457e-13,8.457e-13,,
387.63,1.238e-12,1.238e-12,,
387.68,1.754e-12,1.754e-12,,
387.73,2.407e-12,2.407e-12,,
387.78,3.195e-12,3.195e-12,,
387.83,4.106e-12,4.106e-12,,
387.88,5.106e-12,5.106e-12,,
387.93,6.147e-12,6.147e-12,,
387.98,7.166e-12,7.166e-12,,
388.03,8.090e-12,8.090e-12,,
388.08,8.849e-12,8.849e-12,,
388.13,9.381e-12,9.381e-12,,
388.18,9.643e-12,9.643e-12,,
388.23,9.618e-12,9.618e-12,,
388.28,9.317e-12,9.317e-12,,
388.33,8.772e-12,8.772e-12,,
388.38,8.037e-12,8.037e-12,,
388.43,7.176e-12,7.176e-12,,
388.48,6.253e-12,6.253e-12,,
388.53,5.325e-12,5.325e-12,,
388.58,4.441e-12,4.441e-12,,
388.63,3.632e-12,3.632e-12,,
388.68,2.916e-12,2.916e-12,,
388.73,2.302e-12,2.302e-12,,
388.78,1.788e-12,1.788e-12,,
388.83,1.366e-12,1.366e-12,,
388.88,1.026e-12,1.026e-12,,
388.93,7.574e-13,7.574e-13,,
388.98,5.491e-13,5.491e-13,,
389.03,3.912e-13,3.912e-13,,
389.08,2.751e-13,2.751e-13,,
389.13,1.934e-13,1.934e-13,,
389.18,1.404e-13,1.404e-13,,
389.23,1.124e-13,1.124e-13,,
389.28,1.070e-13,1.070e-13,,
389.33,1.242e-13,1.242e-13,,
389.38,1.654e-13,1.654e-13,,
389.43,2.334e-13,2.334e-13,,
389.48,3.318e-13,3.318e-13,,
389.53,4.638e-13,4.638e-13,,
389.58,6.313e-13,6.313e-13,,
389.63,8.336e-13,8.336e-13,,
389.68,1.066e-12,1.066e-12,,
389.73,1.320e-12,1.320e-12,,
389.78,1.581e-12,1.581e-12,,
389.83,1.833e-12,1.833e-12,,
389.88,2.056e-12,2.056e-12,,
389.93,2.233e-12,2.233e-12,,
389.98,2.345e-12,2.345e-12,,
390.03,2.384e-12,2.384e-12,,
390.08,2.345e-12,2.345e-12,,
390.13,2.233e-12,2.233e-12,,
390.18,2.056e-12,2.056e-12,,
390.23,1.833e-12,1.833e-12,,
390.28,1.581e-12,1.581e-12,,
390.33,1.319e-12,1.319e-12,,
390.38,1.066e-12,1.066e-12,,
390.43,8.329e-13,8.329e-13,,
390.48,6.299e-13,6.299e-13,,
390.53,4.610e-13,4.610e-13,,
390.58,3.266e-13,3.266e-13,,
390.63,2.241e-13,2.241e-13,,
390.68,1.491e-13,1.491e-13,,
390.73,9.684e-14,9.684e-14,,
390.78,6.239e-14,6.239e-14,,
390.83,4.182e-14,4.182e-14,,
390.88,3.233e-14,3.233e-14,,
390.93,3.256e-14,3.256e-14,,
390.98,4.264e-14,4.264e-14,,
391.03,6.429e-14,6.429e-14,,
391.08,1.007e-13,1.007e-13,,
391.13,1.566e-13,1.566e-13,,
391.18,2.375e-13,2.375e-13,,
391.23,3.495e-13,3.495e-13,,
391.28,4.984e-13,4.984e-13,,
391.33,6.879e-13,6.879e-13,,
391.38,9.193e-13,9.193e-13,,
391.43,1.189e-12,1.189e-12,,
391.48,1.489e-12,1.489e-12,,
391.53,1.805e-12,1.805e-12,,
391.58,2.118e-12,2.118e-12,,
391.63,2.407e-12,2.407e-12,,
391.68,2.648e-12,2.648e-12,,
391.73,2.823e-12,2.823e-12,,
391.78,2.916e-12,2.916e-12,,
391.83,2.922e-12,2.922e-12,,
391.88,2.844e-12,2.844e-12,,
391.93,2.694e-12,2.694e-12,,
391.98,2.493e-12,2.493e-12,,
392.03,2.265e-12,2.265e-12,,
392.08,2.036e-12,2.036e-12,,
392.13,1.829e-12,1.829e-12,,
392.18,1.663e-12,1.663e-12,,
392.23,1.549e-12,1.549e-12,,
392.28,1.488e-12,1.488e-12,,
392.33,1.475e-12,1.475e-12,,
392.38,1.500e-12,1.500e-12,,
392.43,1.546e-12,1.546e-12,,
392.48,1.597e-12,1.597e-12,,
392.53,1.639e-12,1.639e-12,,
392.58,1.660e-12,1.660e-12,,
392.63,1.652e-12,1.652e-12,,
392.68,1.614e-12,1.614e-12,,
392.73,1.548e-12,1.548e-12,,
392.78,1.460e-12,1.460e-12,,
392.83,1.355e-12,1.355e-12,,
392.88,1.242e-12,1.242e-12,,
392.93,1.127e-12,1.127e-12,,
392.98,1.013e-12,1.013e-12,,
393.03,9.030e-13,9.030e-13,,
393.08,7.982e-13,7.982e-13,,
393.13,6.988e-13,6.988e-13,,
393.18,6.045e-13,6.045e-13,,
393.23,5.154e-13,5.154e-13,,
393.28,4.320e-13,4.320e-13,,
393.33,3.552e-13,3.552e-13,,
393.38,2.863e-13,2.863e-13,,
393.43,2.264e-13,2.264e-13,,
393.48,1.767e-13,1.767e-13,,
393.53,1.377e-13,1.377e-13,,
393.58,1.101e-13,1.101e-13,,
393.63,9.380e-14,9.380e-14,,
393.68,8.884e-14,8.884e-14,,
393.73,9.495e-14,9.495e-14,,
393.78,1.117e-13,1.117e-13,,
393.83,1.385e-13,1.385e-13,,
393.88,1.742e-13,1.742e-13,,
393.93,2.172e-13,2.172e-13,,
393.98,2.651e-13,2.651e-13,,
394.03,3.150e-13,3.150e-13,,
394.08,3.634e-13,3.634e-13,,
394.13,4.063e-13,4.063e-13,,
394.18,4.401e-13,4.401e-13,,
394.23,4.618e-13,4.618e-13,,
394.28,4.693e-13,4.693e-13,,
394.33,4.618e-13,4.618e-13,,
394.38,4.400e-13,4.400e-13,,
394.43,4.060e-13,4.060e-13,,
394.48,3.628e-13,3.628e-13,,
394.53,3.139e-13,3.139e-13,,
394.58,2.630e-13,2.630e-13,,
394.63,2.134e-13,2.134e-13,,
394.68,1.677e-13,1.677e-13,,
394.73,1.275e-13,1.275e-13,,
394.78,9.397e-14,9.397e-14,,
394.83,6.704e-14,6.704e-14,,
394.88,4.631e-14,4.631e-14,,
394.93,3.098e-14,3.098e-14,,
394.98,2.007e-14,2.007e-14,,
395.03,1.259e-14,1.259e-14,,
395.08,7.647e-15,7.647e-15,,
395.13,4.498e-15,4.498e-15,,
395.18,2.562e-15,2.562e-15,,
395.23,1.413e-15,1.413e-15,,
395.28,7.547e-16,7.547e-16,,
395.33,3.903e-16,3.903e-16,,
395.38,1.955e-16,1.955e-16,,
395.43,9.480e-17,9.480e-17,,
395.48,4.452e-17,4.452e-17,,
395.53,2.025e-17,2.025e-17,,
395.58,8.916e-18,8.916e-18,,
395.63,3.802e-18,3.802e-18,,
395.68,1.570e-18,1.570e-18,,
395.73,6.278e-19,6.278e-19,,
395.78,2.431e-19,2.431e-19,,
395.83,9.114e-20,9.114e-20,,
395.88,3.309e-20,3.309e-20,,
395.93,1.163e-20,1.163e-20,,
395.98,3.961e-21,3.961e-21,,
396.03,1.306e-21,1.306e-21,,
396.08,4.169e-22,4.169e-22,,
396.13,1.289e-22,1.289e-22,,
396.18,3.858e-23,3.858e-23,,
396.23,1.118e-23,1.118e-23,,
396.28,3.140e-24,3.140e-24,,
396.33,8.534e-25,8.534e-25,,
396.38,2.246e-25,2.246e-25,,
396.43,5.726e-26,5.726e-26,,
396.48,1.413e-26,1.413e-26,,
396.53,3.378e-27,3.378e-27,,
396.58,7.818e-28,7.818e-28,,
396.63,1.752e-28,1.752e-28,,
408.88,2.460e-29,,2.460e-29,
408.93,1.056e-28,,1.056e-28,
408.98,4.399e-28,,4.399e-28,
409.03,1.779e-27,,1.779e-27,
409.08,6.988e-27,,6.988e-27,
409.13,2.665e-26,,2.665e-26,
409.18,9.865e-26,,9.865e-26,
409.23,3.546e-25,,3.546e-25,
409.28,1.237e-24,,1.237e-24,
409.33,4.192e-24,,4.192e-24,
409.38,1.379e-23,,1.379e-23,
409.43,4.404e-23,,4.404e-23,
409.48,1.366e-22,,1.366e-22,
409.53,4.111e-22,,4.111e-22,
409.58,1.202e-21,,1.202e-21,
409.63,3.410e-21,,3.410e-21,
409.68,9.394e-21,,9.394e-21,
409.73,2.513e-20,,2.513e-20,
409.78,6.526e-20,,6.526e-20,
409.83,1.645e-19,,1.645e-19,
409.88,4.028e-19,,4.028e-19,
409.93,9.573e-19,,9.573e-19,
409.98,2.209e-18,,2.209e-18,
410.03,4.949e-18,,4.949e-18,
410.08,1.076e-17,,1.076e-17,
410.13,2.273e-17,,2.273e-17,
410.18,4.660e-17,,4.660e-17,
410.23,9.277e-17,,9.277e-17,
410.28,1.793e-16,,1.793e-16,
410.33,3.364e-16,,3.364e-16,
410.38,6.129e-16,,6.129e-16,
410.43,1.084e-15,,1.084e-15,
410.48,1.861e-15,,1.861e-15,
410.53,3.103e-15,,3.103e-15,
410.58,5.023e-15,,5.023e-15,
410.63,7.894e-15,,7.894e-15,
410.68,1.204e-14,,1.204e-14,
410.73,1.784e-14,,1.784e-14,
410.78,2.566e-14,,2.566e-14,
410.83,3.583e-14,,3.583e-14,
410.88,4.858e-14,,4.858e-14,
410.93,6.395e-14,,6.395e-14,
410.98,8.172e-14,,8.172e-14,
411.03,1.014e-13,,1.014e-13,
411.08,1.221e-13,,1.221e-13,
411.13,1.429e-13,,1.429e-13,
411.18,1.623e-13,,1.623e-13,
411.23,1.789e-13,,1.789e-13,
411.28,1.917e-13,,1.917e-13,
411.33,1.994e-13,,1.994e-13,
411.38,2.015e-13,,2.015e-13,
411.43,1.981e-13,,1.981e-13,
411.48,1.895e-13,,1.895e-13,
411.53,1.767e-13,,1.767e-13,
411.58,1.611e-13,,1.611e-13,
411.63,1.443e-13,,1.443e-13,
411.68,1.280e-13,,1.280e-13,
411.73,1.137e-13,,1.137e-13,
411.78,1.026e-13,,1.026e-13,
411.83,9.548e-14,,9.548e-14,
411.88,9.281e-14,,9.281e-14,
411.93,9.447e-14,,9.447e-14,
411.98,9.991e-14,,9.991e-14,
412.03,1.082e-13,,1.082e-13,
412.08,1.181e-13,,1.181e-13,
412.13,1.284e-13,,1.284e-13,
412.18,1.375e-13,,1.375e-13,
412.23,1.444e-13,,1.444e-13,
412.28,1.481e-13,,1.481e-13,
412.33,1.478e-13,,1.478e-13,
412.38,1.436e-13,,1.436e-13,
412.43,1.356e-13,,1.356e-13,
412.48,1.244e-13,,1.244e-13,
412.53,1.109e-13,,1.109e-13,
412.58,9.598e-14,,9.598e-14,
412.63,8.068e-14,,8.068e-14,
412.68,6.586e-14,,6.586e-14,
412.73,5.220e-14,,5.220e-14,
412.78,4.018e-14,,4.018e-14,
412.83,3.003e-14,,3.003e-14,
412.88,2.179e-14,,2.179e-14,
412.93,1.535e-14,,1.535e-14,
412.98,1.051e-14,,1.051e-14,
413.03,6.981e-15,,6.981e-15,
413.08,4.504e-15,,4.504e-15,
413.13,2.822e-15,,2.822e-15,
413.18,1.716e-15,,1.716e-15,
413.23,1.014e-15,,1.014e-15,
413.28,5.815e-16,,5.815e-16,
413.33,3.239e-16,,3.239e-16,
413.38,1.751e-16,,1.751e-16,
413.43,9.197e-17,,9.197e-17,
413.48,4.689e-17,,4.689e-17,
413.53,2.322e-17,,2.322e-17,
413.58,1.116e-17,,1.116e-17,
413.63,5.211e-18,,5.211e-18,
413.68,2.362e-18,,2.362e-18,
413.73,1.040e-18,,1.040e-18,
413.78,4.444e-19,,4.444e-19,
413.83,1.844e-19,,1.844e-19,
413.88,7.433e-20,,7.433e-20,
413.93,2.909e-20,,2.909e-20,
413.98,1.105e-20,,1.105e-20,
414.03,4.078e-21,,4.078e-21,
414.08,1.461e-21,,1.461e-21,
414.13,5.082e-22,,5.082e-22,
414.18,1.717e-22,,1.717e-22,
414.23,5.631e-23,,5.631e-23,
414.28,1.793e-23,,1.793e-23,
414.33,5.546e-24,,5.546e-24,
414.38,1.666e-24,,1.666e-24,
414.43,4.857e-25,,4.857e-25,
414.48,1.375e-25,,1.375e-25,
414.53,3.781e-26,,3.781e-26,
414.58,1.009e-26,,1.009e-26,
414.63,2.617e-27,,2.617e-27,
414.68,6.587e-28,,6.587e-28,
414.73,1.610e-28,,1.610e-28,
414.78,3.821e-29,,3.821e-29,
415.18,5.292e-28,5.292e-28,,
415.23,2.174e-27,2.174e-27,,
415.28,8.680e-27,8.680e-27,,
415.33,3.368e-26,3.368e-26,,
415.38,1.270e-25,1.270e-25,,
415.43,4.651e-25,4.651e-25,,
415.48,1.656e-24,1.656e-24,,
415.53,5.728e-24,5.728e-24,,
415.58,1.925e-23,1.925e-23,,
415.63,6.289e-23,6.289e-23,,
415.68,1.996e-22,1.996e-22,,
415.73,6.158e-22,6.158e-22,,
415.78,1.846e-21,1.846e-21,,
415.83,5.377e-21,5.377e-21,,
415.88,1.522e-20,1.522e-20,,
415.93,4.186e-20,4.186e-20,,
415.98,1.119e-19,1.119e-19,,
416.03,2.906e-19,2.906e-19,,
416.08,7.334e-19,7.334e-19,,
416.13,1.799e-18,1.799e-18,,
416.18,4.287e-18,4.287e-18,,
416.23,9.927e-18,9.927e-18,,
416.28,2.234e-17,2.234e-17,,
416.33,4.886e-17,4.886e-17,,
416.38,1.038e-16,1.038e-16,,
416.43,2.144e-16,2.144e-16,,
416.48,4.302e-16,4.302e-16,,
416.53,8.390e-16,8.390e-16,,
416.58,1.590e-15,1.590e-15,,
416.63,2.927e-15,2.927e-15,,
416.68,5.238e-15,5.238e-15,,
416.73,9.108e-15,9.108e-15,,
416.78,1.539e-14,1.539e-14,,
416.84,2.781e-14,2.781e-14,,
416.89,4.411e-14,4.411e-14,,
416.94,6.800e-14,6.800e-14,,
416.99,1.019e-13,1.019e-13,,
417.04,1.483e-13,1.483e-13,,
417.09,2.098e-13,2.098e-13,,
417.14,2.883e-13,2.883e-13,,
417.19,3.852e-13,3.852e-13,,
417.24,5.000e-13,5.000e-13,,
417.29,6.307e-13,6.307e-13,,
417.34,7.732e-13,7.732e-13,,
417.39,9.212e-13,9.212e-13,,
417.44,1.067e-12,1.067e-12,,
417.49,1.201e-12,1.201e-12,,
417.54,1.314e-12,1.314e-12,,
417.59,1.399e-12,1.399e-12,,
417.64,1.449e-12,1.449e-12,,
417.69,1.462e-12,1.462e-12,,
417.74,1.439e-12,1.439e-12,,
417.79,1.385e-12,1.385e-12,,
417.84,1.308e-12,1.308e-12,,
417.89,1.220e-12,1.220e-12,,
417.94,1.132e-12,1.132e-12,,
417.99,1.056e-12,1.056e-12,,
