Wavelength (nm),Sum,Na I (4.5e-02),Na II (9.5e-01),Na III (3.4e-19)
418.04,1.003e-12,1.003e-12,,
418.09,9.799e-13,9.799e-13,,
418.14,9.900e-13,9.900e-13,,
418.19,1.033e-12,1.033e-12,,
418.24,1.104e-12,1.104e-12,,
418.29,1.195e-12,1.195e-12,,
418.34,1.294e-12,1.294e-12,,
418.39,1.390e-12,1.390e-12,,
418.44,1.469e-12,1.469e-12,,
418.49,1.522e-12,1.522e-12,,
418.54,1.541e-12,1.541e-12,,
418.59,1.520e-12,1.520e-12,,
418.64,1.460e-12,1.460e-12,,
418.69,1.365e-12,1.365e-12,,
418.74,1.241e-12,1.241e-12,,
418.79,1.097e-12,1.097e-12,,
418.84,9.427e-13,9.427e-13,,
418.89,7.874e-13,7.874e-13,,
418.94,6.392e-13,6.392e-13,,
418.99,5.043e-13,5.043e-13,,
419.04,3.867e-13,3.867e-13,,
419.09,2.882e-13,2.882e-13,,
419.14,2.088e-13,2.088e-13,,
419.19,1.470e-13,1.470e-13,,
419.24,1.006e-13,1.006e-13,,
419.29,6.699e-14,6.699e-14,,
419.34,4.349e-14,4.349e-14,,
419.39,2.768e-14,2.768e-14,,
419.44,1.758e-14,1.758e-14,,
419.49,1.165e-14,1.165e-14,,
419.54,8.840e-15,8.840e-15,,
419.59,8.536e-15,8.536e-15,,
419.64,1.053e-14,1.053e-14,,
419.69,1.495e-14,1.495e-14,,
419.74,2.222e-14,2.222e-14,,
419.79,3.301e-14,3.301e-14,,
419.84,4.813e-14,4.813e-14,,
419.89,6.843e-14,6.843e-14,,
419.94,9.468e-14,9.468e-14,,
419.99,1.274e-13,1.274e-13,,
420.04,1.666e-13,1.666e-13,,
420.09,2.119e-13,2.119e-13,,
420.14,2.620e-13,2.620e-13,,
420.19,3.148e-13,3.148e-13,,
420.24,3.678e-13,3.678e-13,,
420.29,4.177e-13,4.177e-13,,
420.34,4.612e-13,4.612e-13,,
420.39,4.950e-13,4.950e-13,,
420.44,5.164e-13,5.164e-13,,
420.49,5.238e-13,5.238e-13,,
420.54,5.164e-13,5.164e-13,,
420.59,4.950e-13,4.950e-13,,
420.64,4.612e-13,4.612e-13,,
420.69,4.177e-13,4.177e-13,,
420.74,3.678e-13,3.678e-13,,
420.79,3.148e-13,3.148e-13,,
420.84,2.620e-13,2.620e-13,,
420.89,2.119e-13,2.119e-13,,
420.94,1.666e-13,1.666e-13,,
420.99,1.274e-13,1.274e-13,,
421.04,9.465e-14,9.465e-14,,
421.09,6.837e-14,6.837e-14,,
421.14,4.801e-14,4.801e-14,,
421.19,3.278e-14,3.278e-14,,
421.24,2.175e-14,2.175e-14,,
421.29,1.403e-14,1.403e-14,,
421.34,8.800e-15,8.800e-15,,
421.39,5.365e-15,5.365e-15,,
421.44,3.179e-15,3.179e-15,,
421.49,1.832e-15,1.832e-15,,
421.54,1.026e-15,1.026e-15,,
421.59,5.585e-16,5.585e-16,,
421.64,2.956e-16,2.956e-16,,
421.69,1.521e-16,1.521e-16,,
421.74,7.607e-17,7.607e-17,,
421.79,3.698e-17,3.698e-17,,
421.84,1.748e-17,1.748e-17,,
421.89,8.032e-18,8.032e-18,,
421.94,3.588e-18,3.588e-18,,
421.99,1.558e-18,1.558e-18,,
422.04,6.575e-19,6.575e-19,,
422.09,2.698e-19,2.698e-19,,
422.14,1.076e-19,1.076e-19,,
422.19,4.173e-20,4.173e-20,,
422.24,1.573e-20,1.573e-20,,
422.29,5.764e-21,5.764e-21,,
422.34,2.053e-21,2.053e-21,,
422.39,7.111e-22,7.111e-22,,
422.44,2.394e-22,2.394e-22,,
422.49,7.834e-23,7.834e-23,,
422.54,2.492e-23,2.492e-23,,
422.59,7.707e-24,7.707e-24,,
422.64,2.317e-24,2.317e-24,,
422.69,6.771e-25,6.771e-25,,
422.74,1.924e-25,1.924e-25,,
422.79,5.313e-26,5.313e-26,,
422.84,1.426e-26,1.426e-26,,
422.89,3.723e-27,3.723e-27,,
422.94,9.446e-28,9.446e-28,,
422.99,2.330e-28,2.330e-28,,
429.84,1.481e-14,1.481e-14,,
429.89,5.931e-14,5.931e-14,,
429.94,2.313e-13,2.313e-13,,
429.99,8.780e-13,8.780e-13,,
430.04,3.245e-12,3.245e-12,,
430.09,1.168e-11,1.168e-11,,
430.14,4.092e-11,4.092e-11,,
430.19,1.396e-10,1.396e-10,,
430.24,4.637e-10,4.637e-10,,
430.29,1.499e-9,1.499e-9,,
430.34,4.721e-9,4.721e-9,,
430.39,1.447e-8,1.447e-8,,
430.44,4.319e-8,4.319e-8,,
430.49,1.255e-7,1.255e-7,,
430.54,3.551e-7,3.551e-7,,
430.59,9.780e-7,9.780e-7,,
430.64,2.623e-6,2.623e-6,,
430.69,6.849e-6,6.849e-6,,
430.74,1.741e-5,1.741e-5,,
430.79,4.309e-5,4.309e-5,,
430.84,1.039e-4,1.039e-4,,
430.89,2.437e-4,2.437e-4,,
430.94,5.566e-4,5.566e-4,,
430.99,1.238e-3,1.238e-3,,
431.04,2.681e-3,2.681e-3,,
431.09,5.652e-3,5.652e-3,,
431.14,1.160e-2,1.160e-2,,
431.19,2.319e-2,2.319e-2,,
431.24,4.512e-2,4.512e-2,,
431.29,8.548e-2,8.548e-2,,
431.34,1.577e-1,1.577e-1,,
431.39,2.832e-1,2.832e-1,,
431.44,4.951e-1,4.951e-1,,
431.49,8.428e-1,8.428e-1,,
431.54,1.397e+0,1.397e+0,,
431.59,2.254e+0,2.254e+0,,
431.64,3.542e+0,3.542e+0,,
431.69,5.418e+0,5.418e+0,,
431.74,8.070e+0,8.070e+0,,
431.79,1.170e+1,1.170e+1,4.262e-29,
431.84,1.652e+1,1.652e+1,1.686e-28,
431.89,2.271e+1,2.271e+1,6.494e-28,
431.94,3.039e+1,3.039e+1,2.436e-27,
431.99,3.960e+1,3.960e+1,8.900e-27,
432.04,5.024e+1,5.024e+1,3.166e-26,
432.09,6.205e+1,6.205e+1,1.097e-25,
432.14,7.462e+1,7.462e+1,3.702e-25,
432.19,8.737e+1,8.737e+1,1.216e-24,
432.24,9.960e+1,9.960e+1,3.892e-24,
432.29,1.105e+2,1.105e+2,1.213e-23,
432.34,1.195e+2,1.195e+2,3.681e-23,
432.39,1.257e+2,1.257e+2,1.088e-22,
432.44,1.287e+2,1.287e+2,3.131e-22,
432.49,1.284e+2,1.284e+2,8.776e-22,
432.54,1.247e+2,1.247e+2,2.396e-21,
432.59,1.179e+2,1.179e+2,6.368e-21,
432.64,1.085e+2,1.085e+2,1.649e-20,
432.69,9.723e+1,9.723e+1,4.156e-20,
432.74,8.484e+1,8.484e+1,1.020e-19,
432.79,7.207e+1,7.207e+1,2.440e-19,
432.84,5.961e+1,5.961e+1,5.681e-19,
432.89,4.801e+1,4.801e+1,1.288e-18,
432.94,3.764e+1,3.764e+1,2.844e-18,
432.99,2.873e+1,2.873e+1,6.117e-18,
433.04,2.135e+1,2.135e+1,1.281e-17,
433.09,1.545e+1,1.545e+1,2.613e-17,
433.14,1.089e+1,1.089e+1,5.190e-17,
433.19,7.468e+0,7.468e+0,1.004e-16,
433.24,4.987e+0,4.987e+0,1.891e-16,
433.29,3.243e+0,3.243e+0,3.469e-16,
433.34,2.053e+0,2.053e+0,6.197e-16,
433.39,1.265e+0,1.265e+0,1.078e-15,
433.44,7.594e-1,7.594e-1,1.827e-15,
433.49,4.437e-1,4.437e-1,3.014e-15,
433.54,2.524e-1,2.524e-1,4.843e-15,
433.59,1.398e-1,1.398e-1,7.578e-15,
433.64,7.539e-2,7.539e-2,1.155e-14,
433.69,3.958e-2,3.958e-2,1.714e-14,
433.74,2.023e-2,2.023e-2,2.477e-14,
433.79,1.007e-2,1.007e-2,3.486e-14,
433.84,4.879e-3,4.879e-3,4.778e-14,
433.89,2.302e-3,2.302e-3,6.378e-14,
433.94,1.057e-3,1.057e-3,8.291e-14,
433.99,4.729e-4,4.729e-4,1.050e-13,
434.04,2.059e-4,2.059e-4,1.294e-13,
434.09,8.729e-5,8.729e-5,1.554e-13,
434.14,3.603e-5,3.603e-5,1.816e-13,
434.19,1.448e-5,1.448e-5,2.068e-13,
434.24,5.665e-6,5.665e-6,2.293e-13,
434.29,2.158e-6,2.158e-6,2.476e-13,
434.34,8.003e-7,8.003e-7,2.604e-13,
434.39,2.890e-7,2.890e-7,2.667e-13,
434.44,1.016e-7,1.016e-7,2.660e-13,
434.49,3.478e-8,3.478e-8,2.584e-13,
434.54,1.159e-8,1.159e-8,2.444e-13,
434.59,3.761e-9,3.761e-9,2.251e-13,
434.64,1.188e-9,1.188e-9,2.019e-13,
434.69,3.657e-10,3.655e-10,1.764e-13,
434.74,1.096e-10,1.094e-10,1.501e-13,
434.79,3.204e-11,3.191e-11,1.244e-13,
434.84,9.160e-12,9.059e-12,1.003e-13,
434.89,2.583e-12,2.504e-12,7.884e-14,
434.94,7.341e-13,6.738e-13,6.033e-14,
434.99,2.215e-13,1.765e-13,4.496e-14,
435.04,7.766e-14,4.503e-14,3.263e-14,
435.09,2.306e-14,,2.306e-14,
435.14,1.587e-14,,1.587e-14,
435.19,1.064e-14,,1.064e-14,
435.24,6.944e-15,,6.944e-15,
435.29,4.414e-15,,4.414e-15,
435.34,2.734e-15,,2.734e-15,
435.39,1.650e-15,,1.650e-15,
435.44,9.729e-16,,9.729e-16,
435.49,5.650e-16,,5.650e-16,
435.54,3.323e-16,,3.323e-16,
435.59,2.150e-16,,2.150e-16,
435.64,1.805e-16,,1.805e-16,
435.69,2.180e-16,,2.180e-16,
435.74,3.372e-16,,3.372e-16,
435.79,5.693e-16,,5.693e-16,
435.84,9.705e-16,,9.705e-16,
435.89,1.628e-15,,1.628e-15,
435.94,2.669e-15,,2.669e-15,
435.99,4.264e-15,,4.264e-15,
436.04,6.639e-15,,6.639e-15,
436.09,1.007e-14,,1.007e-14,
436.14,1.488e-14,,1.488e-14,
436.19,2.141e-14,,2.141e-14,
436.24,3.002e-14,,3.002e-14,
436.29,4.101e-14,,4.101e-14,
436.34,6.913e-14,1.457e-14,5.456e-14,
436.39,1.279e-13,5.719e-14,7.072e-14,
436.44,3.080e-13,2.187e-13,8.929e-14,
436.49,9.248e-13,8.149e-13,1.098e-13,
436.54,3.090e-12,2.959e-12,1.316e-13,
436.59,1.062e-11,1.047e-11,1.536e-13,
436.64,3.626e-11,3.608e-11,1.746e-13,
436.69,1.214e-10,1.212e-10,1.934e-13,
436.74,3.970e-10,3.968e-10,2.087e-13,
436.79,1.266e-9,1.266e-9,2.193e-13,
436.84,3.933e-9,3.933e-9,2.245e-13,
436.89,1.191e-8,1.191e-8,2.240e-13,
436.94,3.514e-8,3.514e-8,2.176e-13,
436.99,1.010e-7,1.010e-7,2.059e-13,
437.04,2.830e-7,2.830e-7,1.899e-13,
437.09,7.726e-7,7.726e-7,1.705e-13,
437.14,2.055e-6,2.055e-6,1.492e-13,
437.19,5.328e-6,5.328e-6,1.272e-13,
437.24,1.346e-5,1.346e-5,1.056e-13,
437.29,3.312e-5,3.312e-5,8.540e-14,
437.34,7.945e-5,7.945e-5,6.728e-14,
437.39,1.857e-4,1.857e-4,5.164e-14,
437.44,4.230e-4,4.230e-4,3.861e-14,
437.49,9.389e-4,9.389e-4,2.812e-14,
437.54,2.031e-3,2.031e-3,1.995e-14,
437.59,4.282e-3,4.282e-3,1.379e-14,
437.64,8.799e-3,8.799e-3,9.284e-15,
437.69,1.762e-2,1.762e-2,6.089e-15,
437.74,3.440e-2,3.440e-2,3.890e-15,
437.79,6.546e-2,6.546e-2,2.421e-15,
437.84,1.214e-1,1.214e-1,1.468e-15,
437.89,2.196e-1,2.196e-1,8.669e-16,
437.94,3.872e-1,3.872e-1,4.988e-16,
437.99,6.657e-1,6.657e-1,2.795e-16,
438.04,1.116e+0,1.116e+0,1.526e-16,
438.09,1.826e+0,1.826e+0,8.117e-17,
438.14,2.913e+0,2.913e+0,4.205e-17,
438.19,4.535e+0,4.535e+0,2.122e-17,
438.24,6.892e+0,6.892e+0,1.044e-17,
438.29,1.022e+1,1.022e+1,4.998e-18,
438.34,1.481e+1,1.481e+1,2.332e-18,
438.39,2.096e+1,2.096e+1,1.060e-18,
438.44,2.898e+1,2.898e+1,4.692e-19,
438.49,3.919e+1,3.919e+1,2.023e-19,
438.54,5.181e+1,5.181e+1,8.501e-20,
438.59,6.704e+1,6.704e+1,3.479e-20,
438.64,8.491e+1,8.491e+1,1.387e-20,
438.69,1.053e+2,1.053e+2,5.387e-21,
438.74,1.280e+2,1.280e+2,2.038e-21,
438.79,1.526e+2,1.526e+2,7.511e-22,
438.84,1.783e+2,1.783e+2,2.697e-22,
438.89,2.044e+2,2.044e+2,9.431e-23,
438.94,2.300e+2,2.300e+2,3.213e-23,
438.99,2.540e+2,2.540e+2,1.066e-23,
439.04,2.753e+2,2.753e+2,3.447e-24,
439.09,2.928e+2,2.928e+2,1.086e-24,
439.14,3.057e+2,3.057e+2,3.331e-25,
439.19,3.131e+2,3.131e+2,9.955e-26,
439.24,3.146e+2,3.146e+2,2.898e-26,
439.29,3.099e+2,3.099e+2,8.219e-27,
439.34,2.992e+2,2.992e+2,2.271e-27,
439.39,2.829e+2,2.829e+2,6.111e-28,
439.44,2.619e+2,2.619e+2,1.602e-28,
439.49,2.373e+2,2.373e+2,4.092e-29,
439.54,2.104e+2,2.104e+2,,
439.59,1.823e+2,1.823e+2,,
439.64,1.544e+2,1.544e+2,,
439.69,1.278e+2,1.278e+2,,
439.74,1.033e+2,1.033e+2,,
439.79,8.150e+1,8.150e+1,,
439.84,6.277e+1,6.277e+1,,
439.89,4.718e+1,4.718e+1,,
439.94,3.460e+1,3.460e+1,,
439.99,2.475e+1,2.475e+1,,
440.04,1.727e+1,1.727e+1,,
440.09,1.175e+1,1.175e+1,,
440.14,7.795e+0,7.795e+0,,
440.19,5.042e+0,5.042e+0,,
440.24,3.179e+0,3.179e+0,,
440.29,1.954e+0,1.954e+0,,
440.34,1.171e+0,1.171e+0,,
440.39,6.840e-1,6.840e-1,,
440.44,3.893e-1,3.893e-1,,
440.49,2.160e-1,2.160e-1,,
440.54,1.168e-1,1.168e-1,,
440.59,6.155e-2,6.155e-2,,
440.64,3.161e-2,3.161e-2,,
440.69,1.582e-2,1.582e-2,,
440.74,7.715e-3,7.715e-3,,
440.79,3.667e-3,3.667e-3,,
440.84,1.698e-3,1.698e-3,,
440.89,7.664e-4,7.664e-4,,
440.94,3.371e-4,3.371e-4,,
440.99,1.445e-4,1.445e-4,,
441.04,6.033e-5,6.033e-5,,
441.09,2.455e-5,2.455e-5,,
441.14,9.737e-6,9.737e-6,,
441.19,3.763e-6,3.763e-6,,
441.24,1.417e-6,1.417e-6,,
441.29,5.199e-7,5.199e-7,,
441.34,1.859e-7,1.859e-7,,
441.39,6.476e-8,6.476e-8,,
441.44,2.199e-8,2.199e-8,,
441.49,7.274e-9,7.274e-9,,
441.54,2.345e-9,2.345e-9,,
441.59,7.366e-10,7.366e-10,,
441.64,2.255e-10,2.255e-10,,
441.69,6.724e-11,6.724e-11,,
441.74,1.954e-11,1.954e-11,,
441.79,5.535e-12,5.535e-12,,
441.84,1.527e-12,1.527e-12,,
441.89,4.108e-13,4.108e-13,,
441.94,1.078e-13,1.078e-13,,
441.99,2.788e-14,2.788e-14,,
442.04,7.329e-16,7.329e-16,,
442.09,1.326e-15,1.326e-15,,
442.14,2.339e-15,2.339e-15,,
442.19,4.023e-15,4.023e-15,,
442.24,6.743e-15,6.743e-15,,
442.29,1.102e-14,1.102e-14,,
442.34,1.756e-14,1.756e-14,,
442.39,2.727e-14,2.727e-14,,
442.44,4.129e-14,4.129e-14,,
442.49,6.095e-14,6.095e-14,,
442.54,8.771e-14,8.771e-14,,
442.59,1.230e-13,1.230e-13,,
442.64,1.683e-13,1.683e-13,,
442.69,2.243e-13,2.243e-13,,
442.74,2.916e-13,2.916e-13,,
442.79,3.694e-13,3.694e-13,,
442.84,4.563e-13,4.563e-13,,
442.89,5.495e-13,5.495e-13,,
442.94,6.451e-13,6.451e-13,,
442.99,7.382e-13,7.382e-13,,
443.04,8.236e-13,8.236e-13,,
443.09,8.958e-13,8.958e-13,,
443.14,9.498e-13,9.498e-13,,
443.19,9.817e-13,9.817e-13,,
443.24,9.892e-13,9.892e-13,,
443.29,9.718e-13,9.718e-13,,
443.34,9.306e-13,9.306e-13,,
443.39,8.688e-13,8.688e-13,,
443.44,7.907e-13,7.907e-13,,
443.49,7.016e-13,7.016e-13,,
443.54,6.069e-13,6.069e-13,,
443.59,5.117e-13,5.117e-13,,
443.64,4.206e-13,4.206e-13,,
443.69,3.371e-13,3.371e-13,,
443.74,2.634e-13,2.634e-13,,
443.79,2.006e-13,2.006e-13,,
443.84,1.489e-13,1.489e-13,,
443.89,1.078e-13,1.078e-13,,
443.94,7.606e-14,7.606e-14,,
443.99,5.232e-14,5.232e-14,,
444.04,3.509e-14,3.509e-14,,
444.09,2.294e-14,2.294e-14,,
444.14,1.462e-14,1.462e-14,,
444.19,9.082e-15,9.082e-15,,
444.24,5.501e-15,5.501e-15,,
444.29,3.248e-15,3.248e-15,,
444.34,1.870e-15,1.870e-15,,
444.39,1.049e-15,1.049e-15,,
444.44,5.740e-16,5.740e-16,,
444.49,3.061e-16,3.061e-16,,
444.54,1.592e-16,1.592e-16,,
444.59,8.067e-17,8.067e-17,,
444.64,3.986e-17,3.986e-17,,
444.69,1.920e-17,1.920e-17,,
444.74,9.017e-18,9.017e-18,,
444.79,4.128e-18,4.128e-18,,
444.84,1.842e-18,1.842e-18,,
444.89,8.015e-19,8.015e-19,,
444.94,3.399e-19,3.399e-19,,
444.99,1.406e-19,1.406e-19,,
445.04,5.666e-20,5.666e-20,,
445.09,2.226e-20,2.226e-20,,
445.14,8.529e-21,8.529e-21,,
445.19,3.185e-21,3.185e-21,,
445.24,1.160e-21,1.160e-21,,
445.29,4.116e-22,4.116e-22,,
445.34,1.424e-22,1.424e-22,,
445.39,4.804e-23,4.804e-23,,
445.44,1.580e-23,1.580e-23,,
445.49,5.064e-24,5.064e-24,,
445.54,1.582e-24,1.582e-24,,
445.59,4.821e-25,4.821e-25,,
445.64,1.432e-25,1.432e-25,,
445.69,4.146e-26,4.146e-26,,
445.74,1.170e-26,1.170e-26,,
445.79,3.220e-27,3.220e-27,,
445.84,8.638e-28,8.638e-28,,
445.89,2.259e-28,2.259e-28,,
446.74,6.090e-14,6.090e-14,,
446.79,2.267e-13,2.267e-13,,
446.84,8.235e-13,8.235e-13,,
446.89,2.918e-12,2.918e-12,,
446.94,1.008e-11,1.008e-11,,
446.99,3.401e-11,3.401e-11,,
447.04,1.119e-10,1.119e-10,,
447.09,3.591e-10,3.591e-10,,
447.14,1.124e-9,1.124e-9,,
447.19,3.434e-9,3.434e-9,,
447.24,1.023e-8,1.023e-8,,
447.29,2.974e-8,2.974e-8,,
447.34,8.433e-8,8.433e-8,,
447.39,2.333e-7,2.333e-7,,
447.44,6.297e-7,6.297e-7,,
447.49,1.658e-6,1.658e-6,,
447.54,4.259e-6,4.259e-6,,
447.59,1.067e-5,1.067e-5,,
447.64,2.609e-5,2.609e-5,,
447.7,7.384e-5,7.384e-5,,
447.75,1.710e-4,1.710e-4,,
447.8,3.863e-4,3.863e-4,,
447.85,8.515e-4,8.515e-4,,
447.9,1.831e-3,1.831e-3,,
447.95,3.843e-3,3.843e-3,,
448,7.867e-3,7.867e-3,,
448.05,1.572e-2,1.572e-2,,
448.1,3.064e-2,3.064e-2,,
448.15,5.828e-2,5.828e-2,,
448.2,1.082e-1,1.082e-1,,
448.25,1.960e-1,1.960e-1,,
448.3,3.467e-1,3.467e-1,,
448.35,5.984e-1,5.984e-1,,
448.4,1.008e+0,1.008e+0,,
448.45,1.659e+0,1.659e+0,,
448.5,2.665e+0,2.665e+0,,
448.55,4.181e+0,4.181e+0,,
448.6,6.408e+0,6.408e+0,,
448.65,9.596e+0,9.596e+0,,
448.7,1.404e+1,1.404e+1,,
448.75,2.009e+1,2.009e+1,,
448.8,2.810e+1,2.810e+1,,
448.85,3.845e+1,3.845e+1,,
448.9,5.150e+1,5.150e+1,,
448.95,6.752e+1,6.752e+1,,
449,8.671e+1,8.671e+1,,
449.05,1.091e+2,1.091e+2,,
449.1,1.346e+2,1.346e+2,,
449.15,1.629e+2,1.629e+2,,
449.2,1.935e+2,1.935e+2,,
449.25,2.257e+2,2.257e+2,,
449.3,2.586e+2,2.586e+2,,
449.35,2.910e+2,2.910e+2,,
449.4,3.219e+2,3.219e+2,,
449.45,3.499e+2,3.499e+2,,
449.5,3.739e+2,3.739e+2,,
449.55,3.926e+2,3.926e+2,,
449.6,4.051e+2,4.051e+2,,
449.65,4.106e+2,4.106e+2,,
449.7,4.086e+2,4.086e+2,,
449.75,3.991e+2,3.991e+2,,
449.8,3.825e+2,3.825e+2,,
449.85,3.594e+2,3.594e+2,,
449.9,3.310e+2,3.310e+2,,
449.95,2.986e+2,2.986e+2,,
450,2.637e+2,2.637e+2,,
450.05,2.280e+2,2.280e+2,,
450.1,1.929e+2,1.929e+2,,
450.15,1.595e+2,1.595e+2,,
450.2,1.290e+2,1.290e+2,,
450.25,1.020e+2,1.020e+2,,
450.3,7.874e+1,7.874e+1,,
450.35,5.940e+1,5.940e+1,,
450.4,4.377e+1,4.377e+1,,
450.45,3.150e+1,3.150e+1,,
450.5,2.213e+1,2.213e+1,,
450.55,1.518e+1,1.518e+1,,
450.6,1.016e+1,1.016e+1,,
450.65,6.641e+0,6.641e+0,,
450.7,4.236e+0,4.236e+0,,
450.75,2.637e+0,2.637e+0,,
450.8,1.602e+0,1.602e+0,,
450.85,9.497e-1,9.497e-1,,
450.9,5.493e-1,5.493e-1,,
450.95,3.101e-1,3.101e-1,,
451,1.708e-1,1.708e-1,,
451.05,9.176e-2,9.176e-2,,
451.1,4.811e-2,4.811e-2,,
451.15,2.461e-2,2.461e-2,,
451.2,1.228e-2,1.228e-2,,
451.25,5.981e-3,5.981e-3,,
451.3,2.842e-3,2.842e-3,,
451.35,1.317e-3,1.317e-3,,
451.4,5.956e-4,5.956e-4,,
451.45,2.628e-4,2.628e-4,,
451.5,1.131e-4,1.131e-4,,
451.55,4.749e-5,4.749e-5,,
451.6,1.946e-5,1.946e-5,,
451.65,7.777e-6,7.777e-6,,
451.7,3.032e-6,3.032e-6,,
451.75,1.154e-6,1.154e-6,,
451.8,4.281e-7,4.281e-7,,
451.85,1.550e-7,1.550e-7,,
451.9,5.475e-8,5.475e-8,,
451.95,1.887e-8,1.887e-8,,
452,6.344e-9,6.344e-9,,
452.05,2.081e-9,2.081e-9,,
452.1,6.658e-10,6.658e-10,,
452.15,2.078e-10,2.078e-10,,
452.2,6.330e-11,6.330e-11,,
452.25,1.881e-11,1.881e-11,,
452.3,5.451e-12,5.451e-12,,
452.35,1.542e-12,1.542e-12,,
452.4,4.253e-13,4.253e-13,,
452.45,1.145e-13,1.145e-13,,
463.7,1.167e-13,1.167e-13,,
463.75,4.139e-13,4.139e-13,,
463.8,1.435e-12,1.435e-12,,
463.85,4.859e-12,4.859e-12,,
463.9,1.609e-11,1.609e-11,,
463.95,5.205e-11,5.205e-11,,
464,1.646e-10,1.646e-10,,
464.05,5.087e-10,5.087e-10,,
464.1,1.536e-9,1.536e-9,,
464.15,4.534e-9,4.534e-9,,
464.2,1.308e-8,1.308e-8,,
464.25,3.686e-8,3.686e-8,,
464.3,1.016e-7,1.016e-7,,
464.35,2.734e-7,2.734e-7,,
464.4,7.194e-7,7.194e-7,,
464.45,1.850e-6,1.850e-6,,
464.5,4.650e-6,4.650e-6,,
464.55,1.142e-5,1.142e-5,,
464.6,2.741e-5,2.741e-5,,
464.65,6.431e-5,6.431e-5,,
464.7,1.475e-4,1.475e-4,,
464.75,3.304e-4,3.304e-4,,
464.8,7.237e-4,7.237e-4,,
464.85,1.549e-3,1.549e-3,,
464.9,3.241e-3,3.241e-3,,
464.95,6.627e-3,6.627e-3,,
465,1.325e-2,1.325e-2,,
465.05,2.588e-2,2.588e-2,,
465.1,4.941e-2,4.941e-2,,
465.15,9.223e-2,9.223e-2,,
465.2,1.683e-1,1.683e-1,,
465.25,3.002e-1,3.002e-1,,
465.3,5.235e-1,5.235e-1,,
465.35,8.927e-1,8.927e-1,,
465.4,1.488e+0,1.488e+0,,
465.45,2.427e+0,2.427e+0,,
465.5,3.869e+0,3.869e+0,,
465.55,6.035e+0,6.035e+0,,
465.6,9.208e+0,9.208e+0,,
465.65,1.375e+1,1.375e+1,,
465.7,2.009e+1,2.009e+1,,
465.75,2.873e+1,2.873e+1,,
465.8,4.023e+1,4.023e+1,,
465.85,5.518e+1,5.518e+1,,
465.9,7.416e+1,7.416e+1,,
465.95,9.770e+1,9.770e+1,,
466,1.262e+2,1.262e+2,,
466.05,1.599e+2,1.599e+2,,
466.1,1.989e+2,1.989e+2,,
466.15,2.430e+2,2.430e+2,,
466.2,2.916e+2,2.916e+2,,
466.25,3.439e+2,3.439e+2,,
466.3,3.990e+2,3.990e+2,,
466.35,4.554e+2,4.554e+2,,
466.4,5.116e+2,5.116e+2,,
466.45,5.659e+2,5.659e+2,,
466.5,6.163e+2,6.163e+2,,
466.55,6.609e+2,6.609e+2,,
466.6,6.980e+2,6.980e+2,,
466.65,7.257e+2,7.257e+2,,
466.7,7.427e+2,7.427e+2,,
466.75,7.478e+2,7.478e+2,,
466.8,7.407e+2,7.407e+2,,
466.85,7.211e+2,7.211e+2,,
466.9,6.899e+2,6.899e+2,,
466.95,6.482e+2,6.482e+2,,
467,5.978e+2,5.978e+2,,
467.05,5.409e+2,5.409e+2,,
467.1,4.800e+2,4.800e+2,,
467.15,4.175e+2,4.175e+2,,
467.2,3.558e+2,3.558e+2,,
467.25,2.971e+2,2.971e+2,,
467.3,2.429e+2,2.429e+2,,
467.35,1.944e+2,1.944e+2,,
467.4,1.523e+2,1.523e+2,,
467.45,1.167e+2,1.167e+2,,
467.5,8.752e+1,8.752e+1,,
467.55,6.420e+1,6.420e+1,,
467.6,4.606e+1,4.606e+1,,
467.65,3.232e+1,3.232e+1,,
467.7,2.217e+1,2.217e+1,,
467.75,1.487e+1,1.487e+1,,
467.8,9.754e+0,9.754e+0,,
467.85,6.254e+0,6.254e+0,,
467.9,3.920e+0,3.920e+0,,
467.95,2.402e+0,2.402e+0,,
468,1.439e+0,1.439e+0,,
468.05,8.422e-1,8.422e-1,,
468.1,4.820e-1,4.820e-1,,
468.15,2.696e-1,2.696e-1,,
468.2,1.474e-1,1.474e-1,,
468.25,7.875e-2,7.875e-2,,
468.3,4.113e-2,4.113e-2,,
468.35,2.099e-2,2.099e-2,,
468.4,1.047e-2,1.047e-2,,
468.45,5.107e-3,5.107e-3,,
468.5,2.434e-3,2.434e-3,,
468.55,1.134e-3,1.134e-3,,
468.6,5.161e-4,5.161e-4,,
468.65,2.296e-4,2.296e-4,,
468.7,9.983e-5,9.983e-5,,
468.75,4.242e-5,4.242e-5,,
468.8,1.762e-5,1.762e-5,,
468.85,7.152e-6,7.152e-6,,
468.9,2.837e-6,2.837e-6,,
468.95,1.100e-6,1.100e-6,,
469,4.169e-7,4.169e-7,,
469.05,1.544e-7,1.544e-7,,
469.1,5.587e-8,5.587e-8,,
469.15,1.976e-8,1.976e-8,,
469.2,6.833e-9,6.833e-9,,
469.25,2.309e-9,2.309e-9,,
469.3,7.623e-10,7.623e-10,,
469.35,2.460e-10,2.460e-10,,
469.4,7.759e-11,7.759e-11,,
469.45,2.392e-11,2.392e-11,,
469.5,7.205e-12,7.205e-12,,
469.55,2.121e-12,2.121e-12,,
469.6,6.104e-13,6.104e-13,,
469.65,1.717e-13,1.717e-13,,
494.86,1.502e-13,1.502e-13,,
494.91,4.967e-13,4.967e-13,,
