Wavelength (nm),Sum,Si I (3.4e-01),Si II (6.6e-01),Si III (3.0e-05)
511.77,9.325e-8,,,9.325e-8
511.82,8.007e-8,,,8.007e-8
511.87,6.745e-8,,,6.745e-8
511.92,5.575e-8,,,5.575e-8
511.97,4.520e-8,,,4.520e-8
512.02,3.596e-8,,,3.596e-8
512.07,2.807e-8,,,2.807e-8
512.12,2.149e-8,,,2.149e-8
512.17,1.614e-8,,,1.614e-8
512.22,1.190e-8,,,1.190e-8
512.27,8.604e-9,,,8.604e-9
512.32,6.104e-9,,,6.104e-9
512.37,4.248e-9,,,4.248e-9
512.42,2.901e-9,,,2.901e-9
512.47,1.943e-9,,,1.943e-9
512.52,1.277e-9,,,1.277e-9
512.57,8.236e-10,,,8.236e-10
512.62,5.210e-10,,,5.210e-10
512.67,3.234e-10,,,3.234e-10
512.72,1.969e-10,,,1.969e-10
512.77,1.176e-10,,,1.176e-10
512.82,6.894e-11,,,6.894e-11
512.87,3.964e-11,,,3.964e-11
512.92,2.236e-11,,,2.236e-11
512.97,1.238e-11,,,1.238e-11
513.02,6.720e-12,,,6.720e-12
513.07,3.580e-12,,,3.580e-12
513.12,1.871e-12,,,1.871e-12
513.17,9.594e-13,,,9.594e-13
513.22,4.827e-13,,,4.827e-13
513.27,2.382e-13,,,2.382e-13
513.32,1.153e-13,,,1.153e-13
513.37,5.480e-14,,,5.480e-14
513.42,2.554e-14,,,2.554e-14
513.47,1.168e-14,,,1.168e-14
513.52,5.239e-15,,,5.239e-15
513.57,2.306e-15,,,2.306e-15
513.62,9.956e-16,,,9.956e-16
513.67,4.218e-16,,,4.218e-16
513.72,1.753e-16,,,1.753e-16
513.77,7.147e-17,,,7.147e-17
513.82,2.859e-17,,,2.859e-17
513.87,1.122e-17,,,1.122e-17
513.92,4.321e-18,,,4.321e-18
513.97,1.632e-18,,,1.632e-18
514.02,6.050e-19,,,6.050e-19
514.07,2.200e-19,,,2.200e-19
514.12,7.848e-20,,,7.848e-20
514.17,2.747e-20,,,2.747e-20
514.22,9.431e-21,,,9.431e-21
514.27,3.177e-21,,,3.177e-21
514.32,1.050e-21,,,1.050e-21
514.37,3.405e-22,,,3.405e-22
514.42,1.083e-22,,,1.083e-22
514.47,3.380e-23,,,3.380e-23
515.42,1.382e-12,,1.382e-12,
515.47,4.392e-12,,4.392e-12,
515.52,1.370e-11,,1.370e-11,
515.57,4.194e-11,,4.194e-11,
515.62,1.260e-10,,1.260e-10,
515.67,3.717e-10,,3.717e-10,
515.72,1.076e-9,,1.076e-9,
515.77,3.059e-9,,3.059e-9,
515.82,8.532e-9,,8.532e-9,
515.87,2.336e-8,,2.336e-8,
515.92,6.280e-8,,6.280e-8,
515.97,1.657e-7,,1.657e-7,
516.02,4.290e-7,,4.290e-7,
516.07,1.091e-6,,1.091e-6,
516.12,2.721e-6,,2.721e-6,
516.17,6.665e-6,,6.665e-6,
516.22,1.602e-5,,1.602e-5,
516.27,3.781e-5,,3.781e-5,
516.32,8.758e-5,,8.758e-5,
516.37,1.991e-4,,1.991e-4,
516.42,4.444e-4,,4.444e-4,
516.47,9.736e-4,,9.736e-4,
516.52,2.094e-3,,2.094e-3,
516.57,4.419e-3,,4.419e-3,
516.62,9.155e-3,,9.155e-3,8.195e-24
516.67,1.862e-2,,1.862e-2,2.558e-23
516.72,3.717e-2,,3.717e-2,7.840e-23
516.77,7.283e-2,,7.283e-2,2.359e-22
516.82,1.401e-1,,1.401e-1,6.965e-22
516.87,2.645e-1,,2.645e-1,2.019e-21
516.92,4.901e-1,,4.901e-1,5.746e-21
516.97,8.915e-1,,8.915e-1,1.605e-20
517.02,1.592e+0,,1.592e+0,4.402e-20
517.07,2.790e+0,,2.790e+0,1.185e-19
517.12,4.799e+0,,4.799e+0,3.132e-19
517.17,8.104e+0,,8.104e+0,8.126e-19
517.22,1.343e+1,,1.343e+1,2.069e-18
517.27,2.186e+1,,2.186e+1,5.173e-18
517.32,3.491e+1,,3.491e+1,1.270e-17
517.37,5.472e+1,,5.472e+1,3.059e-17
517.42,8.420e+1,,8.420e+1,7.234e-17
517.47,1.272e+2,,1.272e+2,1.679e-16
517.52,1.886e+2,,1.886e+2,3.827e-16
517.57,2.744e+2,,2.744e+2,8.562e-16
517.62,3.920e+2,,3.920e+2,1.880e-15
517.67,5.496e+2,,5.496e+2,4.054e-15
517.72,7.565e+2,,7.565e+2,8.579e-15
517.77,1.022e+3,,1.022e+3,1.782e-14
517.82,1.355e+3,,1.355e+3,3.635e-14
517.87,1.764e+3,,1.764e+3,7.277e-14
517.92,2.254e+3,,2.254e+3,1.430e-13
517.97,2.827e+3,,2.827e+3,2.759e-13
518.02,3.480e+3,,3.480e+3,5.226e-13
518.07,4.206e+3,,4.206e+3,9.715e-13
518.12,4.989e+3,,4.989e+3,1.773e-12
518.17,5.808e+3,,5.808e+3,3.177e-12
518.22,6.638e+3,,6.638e+3,5.587e-12
518.27,7.446e+3,,7.446e+3,9.645e-12
518.32,8.199e+3,,8.199e+3,1.635e-11
518.37,8.862e+3,,8.862e+3,2.720e-11
518.42,9.403e+3,,9.403e+3,4.442e-11
518.47,9.792e+3,,9.792e+3,7.121e-11
518.52,1.001e+4,,1.001e+4,1.121e-10
518.57,1.004e+4,,1.004e+4,1.731e-10
518.62,9.892e+3,,9.892e+3,2.626e-10
518.67,9.563e+3,,9.563e+3,3.910e-10
518.72,9.075e+3,,9.075e+3,5.714e-10
518.77,8.453e+3,,8.453e+3,8.198e-10
518.82,7.729e+3,,7.729e+3,1.155e-9
518.87,6.937e+3,,6.937e+3,1.596e-9
518.92,6.111e+3,,6.111e+3,2.166e-9
518.97,5.284e+3,,5.284e+3,2.886e-9
519.02,4.485e+3,,4.485e+3,3.775e-9
519.07,3.737e+3,,3.737e+3,4.847e-9
519.12,3.056e+3,,3.056e+3,6.109e-9
519.17,2.453e+3,,2.453e+3,7.558e-9
519.22,1.933e+3,,1.933e+3,9.179e-9
519.27,1.495e+3,,1.495e+3,1.094e-8
519.32,1.135e+3,,1.135e+3,1.281e-8
519.37,8.459e+2,,8.459e+2,1.472e-8
519.42,6.188e+2,,6.188e+2,1.660e-8
519.47,4.443e+2,,4.443e+2,1.838e-8
519.52,3.132e+2,,3.132e+2,1.997e-8
519.57,2.166e+2,,2.166e+2,2.131e-8
519.62,1.471e+2,,1.471e+2,2.232e-8
519.67,9.806e+1,,9.806e+1,2.295e-8
519.72,6.416e+1,,6.416e+1,2.316e-8
519.77,4.121e+1,,4.121e+1,2.295e-8
519.82,2.598e+1,,2.598e+1,2.232e-8
519.87,1.607e+1,,1.607e+1,2.131e-8
519.92,9.764e+0,,9.764e+0,1.997e-8
519.97,5.821e+0,,5.821e+0,1.838e-8
520.02,3.407e+0,,3.407e+0,1.660e-8
520.07,1.957e+0,,1.957e+0,1.472e-8
520.12,1.103e+0,,1.103e+0,1.281e-8
520.17,6.108e-1,,6.108e-1,1.094e-8
520.22,3.318e-1,,3.318e-1,9.179e-9
520.27,1.769e-1,,1.769e-1,7.558e-9
520.32,9.263e-2,,9.263e-2,6.109e-9
520.37,4.759e-2,,4.759e-2,4.847e-9
520.42,2.400e-2,,2.400e-2,3.775e-9
520.47,1.188e-2,,1.188e-2,2.886e-9
520.52,5.774e-3,,5.774e-3,2.166e-9
520.57,2.754e-3,,2.754e-3,1.596e-9
520.62,1.290e-3,,1.290e-3,1.155e-9
520.67,5.927e-4,,5.927e-4,8.198e-10
520.72,2.674e-4,,2.674e-4,5.714e-10
520.77,1.184e-4,,1.184e-4,3.910e-10
520.82,5.146e-5,,5.146e-5,2.626e-10
520.87,2.196e-5,,2.196e-5,1.731e-10
520.92,9.195e-6,,9.195e-6,1.121e-10
520.97,3.780e-6,,3.780e-6,7.121e-11
521.02,1.525e-6,,1.525e-6,4.442e-11
521.07,6.041e-7,,6.040e-7,2.720e-11
521.12,2.349e-7,,2.348e-7,1.635e-11
521.17,8.963e-8,,8.962e-8,9.645e-12
521.22,3.357e-8,,3.357e-8,5.587e-12
521.27,1.235e-8,,1.234e-8,3.177e-12
521.32,4.456e-9,,4.455e-9,1.773e-12
521.37,1.579e-9,,1.578e-9,9.715e-13
521.42,5.493e-10,,5.488e-10,5.226e-13
521.47,1.876e-10,,1.873e-10,2.759e-13
521.52,6.290e-11,,6.276e-11,1.430e-13
521.57,2.071e-11,,2.064e-11,7.277e-14
521.62,6.699e-12,,6.663e-12,3.635e-14
521.67,2.129e-12,,2.111e-12,1.782e-14
521.72,8.579e-15,,,8.579e-15
521.77,4.054e-15,,,4.054e-15
521.82,1.880e-15,,,1.880e-15
521.87,8.562e-16,,,8.562e-16
521.92,3.827e-16,,,3.827e-16
521.97,1.679e-16,,,1.679e-16
522.02,7.234e-17,,,7.234e-17
522.07,3.059e-17,,,3.059e-17
522.12,1.270e-17,,,1.270e-17
522.17,5.173e-18,,,5.173e-18
522.22,2.069e-18,,,2.069e-18
522.27,8.126e-19,,,8.126e-19
522.32,3.132e-19,,,3.132e-19
522.37,1.185e-19,,,1.185e-19
522.42,4.402e-20,,,4.402e-20
522.47,1.605e-20,,,1.605e-20
522.52,5.746e-21,,,5.746e-21
522.57,2.019e-21,,,2.019e-21
522.62,6.965e-22,,,6.965e-22
522.67,2.359e-22,,,2.359e-22
522.72,7.840e-23,,,7.840e-23
522.77,2.558e-23,,,2.558e-23
522.82,8.195e-24,,,8.195e-24
522.87,2.577e-24,,,2.577e-24
528.12,7.692e-25,,,7.692e-25
528.17,2.369e-24,,,2.369e-24
528.22,7.165e-24,,,7.165e-24
528.27,2.130e-23,,,2.130e-23
528.32,6.218e-23,,,6.218e-23
528.37,1.784e-22,,,1.784e-22
528.42,5.027e-22,,,5.027e-22
528.47,1.392e-21,,,1.392e-21
528.52,3.786e-21,,,3.786e-21
528.57,1.012e-20,,,1.012e-20
528.62,2.656e-20,,,2.656e-20
528.67,6.852e-20,,,6.852e-20
528.72,1.736e-19,,,1.736e-19
528.77,4.323e-19,,,4.323e-19
528.82,1.057e-18,,,1.057e-18
528.87,2.541e-18,,,2.541e-18
528.92,5.998e-18,,,5.998e-18
528.97,1.391e-17,,,1.391e-17
529.02,3.170e-17,,,3.170e-17
529.07,7.096e-17,,,7.096e-17
529.12,1.561e-16,,,1.561e-16
529.17,3.372e-16,,,3.372e-16
529.22,7.159e-16,,,7.159e-16
529.27,1.493e-15,,,1.493e-15
529.32,3.059e-15,,,3.059e-15
529.37,6.158e-15,,,6.158e-15
529.42,1.218e-14,,,1.218e-14
529.47,2.366e-14,,,2.366e-14
529.52,4.516e-14,,,4.516e-14
529.57,8.469e-14,,,8.469e-14
529.62,1.560e-13,,,1.560e-13
529.67,2.824e-13,,,2.824e-13
529.72,5.022e-13,,,5.022e-13
529.77,8.773e-13,,,8.773e-13
529.82,1.506e-12,,,1.506e-12
529.87,2.539e-12,,,2.539e-12
529.92,4.206e-12,,,4.206e-12
529.97,6.846e-12,,,6.846e-12
530.02,1.095e-11,,,1.095e-11
530.07,1.719e-11,,,1.719e-11
530.12,2.654e-11,,,2.654e-11
530.17,4.023e-11,,,4.023e-11
530.22,5.993e-11,,,5.993e-11
530.27,8.771e-11,,,8.771e-11
530.32,1.261e-10,,,1.261e-10
530.37,1.781e-10,,,1.781e-10
530.42,2.472e-10,,,2.472e-10
530.47,3.370e-10,,,3.370e-10
530.52,4.514e-10,,,4.514e-10
530.57,5.940e-10,,,5.940e-10
530.62,7.679e-10,,,7.679e-10
530.67,9.753e-10,,,9.753e-10
530.72,1.217e-9,,,1.217e-9
530.77,1.492e-9,,,1.492e-9
530.82,1.797e-9,,,1.797e-9
530.87,2.126e-9,,,2.126e-9
530.92,2.472e-9,,,2.472e-9
530.97,2.823e-9,,,2.823e-9
531.02,3.167e-9,,,3.167e-9
531.07,3.491e-9,,,3.491e-9
531.12,3.781e-9,,,3.781e-9
531.17,4.023e-9,,,4.023e-9
531.22,4.205e-9,,,4.205e-9
531.27,4.318e-9,,,4.318e-9
531.32,4.356e-9,,,4.356e-9
531.37,4.318e-9,,,4.318e-9
531.42,4.205e-9,,,4.205e-9
531.47,4.023e-9,,,4.023e-9
531.52,3.781e-9,,,3.781e-9
531.57,3.491e-9,,,3.491e-9
531.62,3.167e-9,,,3.167e-9
531.67,2.823e-9,,,2.823e-9
531.72,2.472e-9,,,2.472e-9
531.77,2.126e-9,,,2.126e-9
531.82,1.797e-9,,,1.797e-9
531.87,1.492e-9,,,1.492e-9
531.92,1.217e-9,,,1.217e-9
531.97,9.753e-10,,,9.753e-10
532.02,7.679e-10,,,7.679e-10
532.07,5.940e-10,,,5.940e-10
532.12,4.514e-10,,,4.514e-10
532.17,3.370e-10,,,3.370e-10
532.22,2.472e-10,,,2.472e-10
532.27,1.781e-10,,,1.781e-10
532.32,1.261e-10,,,1.261e-10
532.37,8.771e-11,,,8.771e-11
532.42,5.993e-11,,,5.993e-11
532.47,4.023e-11,,,4.023e-11
532.52,2.654e-11,,,2.654e-11
532.57,1.719e-11,,,1.719e-11
532.62,1.095e-11,,,1.095e-11
532.67,6.846e-12,,,6.846e-12
532.72,4.206e-12,,,4.206e-12
532.77,2.539e-12,,,2.539e-12
532.82,1.506e-12,,,1.506e-12
532.87,8.773e-13,,,8.773e-13
532.92,5.022e-13,,,5.022e-13
532.97,2.824e-13,,,2.824e-13
533.02,1.560e-13,,,1.560e-13
533.07,8.469e-14,,,8.469e-14
533.12,4.516e-14,,,4.516e-14
533.17,2.366e-14,,,2.366e-14
533.22,1.218e-14,,,1.218e-14
533.27,6.158e-15,,,6.158e-15
533.32,3.059e-15,,,3.059e-15
533.37,1.493e-15,,,1.493e-15
533.42,7.159e-16,,,7.159e-16
533.47,3.372e-16,,,3.372e-16
533.52,1.561e-16,,,1.561e-16
533.57,7.096e-17,,,7.096e-17
533.62,3.170e-17,,,3.170e-17
533.67,1.391e-17,,,1.391e-17
533.72,5.998e-18,,,5.998e-18
533.77,2.541e-18,,,2.541e-18
533.82,1.057e-18,,,1.057e-18
533.87,4.323e-19,,,4.323e-19
533.92,1.736e-19,,,1.736e-19
533.97,6.852e-20,,,6.852e-20
534.02,2.656e-20,,,2.656e-20
534.07,1.012e-20,,,1.012e-20
534.12,3.786e-21,,,3.786e-21
534.17,1.392e-21,,,1.392e-21
534.22,5.027e-22,,,5.027e-22
534.27,1.784e-22,,,1.784e-22
534.32,6.218e-23,,,6.218e-23
534.37,2.130e-23,,,2.130e-23
534.42,7.165e-24,,,7.165e-24
534.47,2.369e-24,,,2.369e-24
534.52,7.692e-25,,,7.692e-25
541.88,1.443e-23,,,1.443e-23
541.93,4.958e-23,,,4.958e-23
541.98,1.456e-22,,,1.456e-22
542.03,4.205e-22,,,4.205e-22
542.08,1.194e-21,,,1.194e-21
542.13,3.335e-21,,,3.335e-21
542.18,9.157e-21,,,9.157e-21
542.23,2.473e-20,,,2.473e-20
542.28,6.566e-20,,,6.566e-20
542.33,1.714e-19,,,1.714e-19
542.38,4.402e-19,,,4.402e-19
542.43,1.111e-18,,,1.111e-18
542.48,2.760e-18,,,2.760e-18
542.53,6.738e-18,,,6.738e-18
542.58,1.618e-17,,,1.618e-17
542.63,3.819e-17,,,3.819e-17
542.68,8.867e-17,,,8.867e-17
542.73,2.024e-16,,,2.024e-16
542.78,4.544e-16,,,4.544e-16
542.83,1.003e-15,,,1.003e-15
542.88,2.178e-15,,,2.178e-15
542.93,2.269e-13,,2.223e-13,4.649e-15
542.98,6.716e-13,,6.618e-13,9.759e-15
543.03,1.958e-12,,1.938e-12,2.015e-14
543.08,5.620e-12,,5.579e-12,4.089e-14
543.13,1.588e-11,,1.579e-11,8.163e-14
543.18,4.414e-11,,4.398e-11,1.602e-13
543.23,1.207e-10,,1.204e-10,3.093e-13
543.28,3.248e-10,,3.242e-10,5.871e-13
543.33,8.594e-10,,8.583e-10,1.096e-12
543.38,2.241e-9,,2.239e-9,2.011e-12
543.43,5.738e-9,,5.735e-9,3.630e-12
543.48,1.445e-8,,1.444e-8,6.443e-12
543.53,3.579e-8,,3.578e-8,1.125e-11
543.58,8.718e-8,,8.716e-8,1.930e-11
543.63,2.088e-7,,2.088e-7,3.258e-11
543.68,4.921e-7,,4.920e-7,5.407e-11
543.73,1.140e-6,,1.140e-6,8.824e-11
543.78,2.598e-6,,2.598e-6,1.416e-10
543.83,5.824e-6,,5.824e-6,2.235e-10
543.88,1.284e-5,,1.284e-5,3.469e-10
543.93,2.784e-5,,2.784e-5,5.294e-10
543.98,5.938e-5,,5.938e-5,7.945e-10
544.03,1.246e-4,,1.246e-4,1.173e-9
544.08,2.571e-4,,2.571e-4,1.702e-9
544.13,5.219e-4,,5.219e-4,2.429e-9
544.18,1.042e-3,,1.042e-3,3.408e-9
544.23,2.048e-3,,2.048e-3,4.703e-9
544.28,3.960e-3,,3.960e-3,6.383e-9
544.33,7.533e-3,,7.533e-3,8.518e-9
544.38,1.410e-2,,1.410e-2,1.118e-8
544.43,2.599e-2,,2.599e-2,1.443e-8
544.48,4.714e-2,,4.714e-2,1.831e-8
544.53,8.417e-2,,8.417e-2,2.285e-8
544.58,1.480e-1,,1.480e-1,2.804e-8
544.63,2.562e-1,,2.562e-1,3.384e-8
544.68,4.370e-1,,4.370e-1,4.015e-8
544.73,7.344e-1,,7.344e-1,4.686e-8
544.78,1.216e+0,,1.216e+0,5.377e-8
544.83,1.986e+0,,1.986e+0,6.068e-8
544.88,3.197e+0,,3.197e+0,6.734e-8
544.93,5.076e+0,,5.076e+0,7.349e-8
544.98,7.953e+0,,7.953e+0,7.886e-8
545.03,1.230e+1,,1.230e+1,8.323e-8
545.08,1.878e+1,,1.878e+1,8.637e-8
545.13,2.833e+1,,2.833e+1,8.814e-8
545.18,4.222e+1,,4.222e+1,8.845e-8
545.23,6.219e+1,,6.219e+1,8.729e-8
545.28,9.058e+1,,9.058e+1,8.471e-8
545.33,1.305e+2,,1.305e+2,8.084e-8
545.38,1.859e+2,,1.859e+2,7.587e-8
545.43,2.619e+2,,2.619e+2,7.002e-8
545.48,3.652e+2,,3.652e+2,6.354e-8
545.53,5.036e+2,,5.036e+2,5.671e-8
545.58,6.871e+2,,6.871e+2,4.977e-8
545.63,9.273e+2,,9.273e+2,4.296e-8
545.68,1.237e+3,,1.237e+3,3.647e-8
545.73,1.632e+3,,1.632e+3,3.045e-8
545.78,2.129e+3,,2.129e+3,2.502e-8
545.83,2.742e+3,,2.742e+3,2.023e-8
545.88,3.489e+3,,3.489e+3,1.612e-8
545.93,4.384e+3,,4.384e+3,1.269e-8
545.98,5.437e+3,,5.437e+3,9.902e-9
546.03,6.653e+3,,6.653e+3,7.727e-9
546.08,8.031e+3,,8.031e+3,6.119e-9
546.13,9.560e+3,,9.560e+3,5.039e-9
546.18,1.122e+4,,1.122e+4,4.456e-9
546.23,1.298e+4,,1.298e+4,4.355e-9
546.28,1.479e+4,,1.479e+4,4.738e-9
546.33,1.661e+4,,1.661e+4,5.624e-9
546.38,1.837e+4,,1.837e+4,7.053e-9
546.43,2.001e+4,,2.001e+4,9.075e-9
546.48,2.147e+4,,2.147e+4,1.175e-8
546.53,2.268e+4,,2.268e+4,1.514e-8
546.58,2.360e+4,,2.360e+4,1.931e-8
546.63,2.416e+4,,2.416e+4,2.428e-8
546.68,2.436e+4,,2.436e+4,3.007e-8
546.73,2.418e+4,,2.418e+4,3.665e-8
546.78,2.363e+4,,2.363e+4,4.395e-8
546.83,2.274e+4,,2.274e+4,5.184e-8
546.88,2.154e+4,,2.154e+4,6.013e-8
546.93,2.010e+4,,2.010e+4,6.861e-8
546.98,1.847e+4,,1.847e+4,7.698e-8
547.03,1.672e+4,,1.672e+4,8.495e-8
547.08,1.492e+4,,1.492e+4,9.219e-8
547.13,1.313e+4,,1.313e+4,9.839e-8
547.18,1.140e+4,,1.140e+4,1.033e-7
547.23,9.776e+3,,9.776e+3,1.066e-7
547.28,8.297e+3,,8.297e+3,1.082e-7
547.33,6.979e+3,,6.979e+3,1.080e-7
547.38,5.832e+3,,5.832e+3,1.061e-7
547.43,4.858e+3,,4.858e+3,1.024e-7
547.48,4.048e+3,,4.048e+3,9.725e-8
547.53,3.387e+3,,3.387e+3,9.082e-8
547.58,2.859e+3,,2.859e+3,8.342e-8
547.63,2.443e+3,,2.443e+3,7.536e-8
547.68,2.118e+3,,2.118e+3,6.696e-8
547.73,1.864e+3,,1.864e+3,5.853e-8
547.78,1.664e+3,,1.664e+3,5.034e-8
547.83,1.502e+3,,1.502e+3,4.262e-8
547.88,1.365e+3,,1.365e+3,3.553e-8
547.93,1.245e+3,,1.245e+3,2.922e-8
547.98,1.134e+3,,1.134e+3,2.373e-8
548.03,1.028e+3,,1.028e+3,1.912e-8
548.08,9.247e+2,,9.247e+2,1.535e-8
548.13,8.236e+2,,8.236e+2,1.240e-8
548.18,7.250e+2,,7.250e+2,1.020e-8
548.23,6.298e+2,,6.298e+2,8.693e-9
548.28,5.395e+2,,5.395e+2,7.801e-9
548.33,4.553e+2,,4.553e+2,7.449e-9
548.38,3.784e+2,,3.784e+2,7.564e-9
548.43,3.096e+2,,3.096e+2,8.074e-9
548.48,2.493e+2,,2.493e+2,8.909e-9
548.53,1.975e+2,,1.975e+2,1.000e-8
548.58,1.539e+2,,1.539e+2,1.128e-8
548.63,1.180e+2,,1.180e+2,1.268e-8
548.68,8.903e+1,,8.903e+1,1.412e-8
548.73,6.605e+1,,6.605e+1,1.553e-8
548.78,4.819e+1,,4.819e+1,1.684e-8
548.83,3.459e+1,,3.459e+1,1.800e-8
548.88,2.441e+1,,2.441e+1,1.893e-8
548.93,1.695e+1,,1.695e+1,1.958e-8
548.98,1.157e+1,,1.157e+1,1.994e-8
549.03,7.770e+0,,7.770e+0,1.997e-8
549.08,5.131e+0,,5.131e+0,1.967e-8
549.13,3.333e+0,,3.333e+0,1.906e-8
549.18,2.129e+0,,2.129e+0,1.816e-8
549.23,1.337e+0,,1.337e+0,1.702e-8
549.28,8.263e-1,,8.263e-1,1.570e-8
549.33,5.021e-1,,5.021e-1,1.423e-8
549.38,3.000e-1,,3.000e-1,1.269e-8
549.43,1.763e-1,,1.763e-1,1.113e-8
549.48,1.019e-1,,1.019e-1,9.605e-9
549.53,5.794e-2,,5.794e-2,8.151e-9
549.58,3.239e-2,,3.239e-2,6.802e-9
549.63,1.781e-2,,1.781e-2,5.584e-9
549.68,9.631e-3,,9.631e-3,4.508e-9
549.73,5.122e-3,,5.122e-3,3.580e-9
549.78,2.679e-3,,2.679e-3,2.796e-9
549.83,1.378e-3,,1.378e-3,2.148e-9
549.88,6.971e-4,,6.971e-4,1.623e-9
549.93,3.468e-4,,3.468e-4,1.206e-9
549.98,1.697e-4,,1.697e-4,8.812e-10
550.03,8.166e-5,,8.166e-5,6.335e-10
550.08,3.865e-5,,3.865e-5,4.479e-10
550.13,1.799e-5,,1.799e-5,3.114e-10
550.18,8.235e-6,,8.234e-6,2.130e-10
550.23,3.707e-6,,3.707e-6,1.433e-10
550.28,1.641e-6,,1.641e-6,9.481e-11
550.33,7.148e-7,,7.147e-7,6.169e-11
550.38,3.061e-7,,3.061e-7,3.949e-11
550.43,1.289e-7,,1.289e-7,2.486e-11
550.48,5.341e-8,,5.339e-8,1.539e-11
550.53,2.176e-8,,2.175e-8,9.372e-12
550.58,8.719e-9,,8.714e-9,5.613e-12
550.63,3.437e-9,,3.433e-9,3.307e-12
550.68,1.332e-9,,1.330e-9,1.916e-12
550.73,5.081e-10,,5.070e-10,1.092e-12
550.78,1.906e-10,,1.900e-10,6.120e-13
550.83,7.039e-11,,7.005e-11,3.374e-13
550.88,2.558e-11,,2.539e-11,1.829e-13
550.93,9.151e-12,,9.054e-12,9.755e-14
550.98,3.226e-12,,3.175e-12,5.116e-14
551.03,1.121e-12,,1.095e-12,2.639e-14
551.08,3.847e-13,,3.713e-13,1.339e-14
551.13,6.683e-15,,,6.683e-15
551.18,3.281e-15,,,3.281e-15
551.23,1.584e-15,,,1.584e-15
551.28,7.527e-16,,,7.527e-16
551.33,3.530e-16,,,3.530e-16
551.38,1.656e-16,,,1.656e-16
551.43,8.285e-17,,,8.285e-17
551.48,5.519e-17,,,5.519e-17
551.53,6.540e-17,,,6.540e-17
551.58,1.194e-16,,,1.194e-16
551.63,2.491e-16,,,2.491e-16
551.68,5.285e-16,,,5.285e-16
551.73,1.111e-15,,,1.111e-15
551.78,2.301e-15,,,2.301e-15
551.83,4.688e-15,,,4.688e-15
551.88,9.400e-15,,,9.400e-15
551.93,1.854e-14,,,1.854e-14
551.98,3.599e-14,,,3.599e-14
552.03,6.871e-14,,,6.871e-14
552.08,1.291e-13,,,1.291e-13
552.13,2.385e-13,,,2.385e-13
552.18,4.337e-13,,,4.337e-13
552.23,7.759e-13,,,7.759e-13
552.28,1.366e-12,,,1.366e-12
552.33,2.365e-12,,,2.365e-12
552.38,4.028e-12,,,4.028e-12
552.43,6.752e-12,,,6.752e-12
552.48,1.113e-11,,,1.113e-11
552.53,1.806e-11,,,1.806e-11
552.58,2.883e-11,,,2.883e-11
552.63,4.527e-11,,,4.527e-11
552.68,6.994e-11,,,6.994e-11
552.73,1.063e-10,,,1.063e-10
552.78,1.590e-10,,,1.590e-10
552.83,2.339e-10,,,2.339e-10
552.88,3.386e-10,,,3.386e-10
552.93,4.821e-10,,,4.821e-10
552.98,6.755e-10,,,6.755e-10
553.03,9.311e-10,,,9.311e-10
553.08,1.263e-9,,,1.263e-9
553.13,1.685e-9,,,1.685e-9
553.18,2.212e-9,,,2.212e-9
553.23,2.856e-9,,,2.856e-9
553.28,3.629e-9,,,3.629e-9
553.33,4.537e-9,,,4.537e-9
553.38,5.579e-9,,,5.579e-9
553.43,6.751e-9,,,6.751e-9
553.48,8.037e-9,,,8.037e-9
553.53,9.412e-9,,,9.412e-9
553.58,1.085e-8,,,1.085e-8
553.63,1.230e-8,,,1.230e-8
553.68,1.371e-8,,,1.371e-8
553.73,1.505e-8,,,1.505e-8
553.78,1.625e-8,,,1.625e-8
553.83,1.725e-8,,,1.725e-8
553.88,1.803e-8,,,1.803e-8
553.93,1.854e-8,,,1.854e-8
553.98,1.875e-8,,,1.875e-8
554.03,1.866e-8,,,1.866e-8
554.08,1.827e-8,,,1.827e-8
554.13,1.760e-8,,,1.760e-8
554.18,1.667e-8,,,1.667e-8
554.23,1.555e-8,,,1.555e-8
554.28,1.426e-8,,,1.426e-8
554.33,1.287e-8,,,1.287e-8
554.38,1.143e-8,,,1.143e-8
554.43,9.981e-9,,,9.981e-9
554.48,8.578e-9,,,8.578e-9
554.53,7.253e-9,,,7.253e-9
554.58,6.033e-9,,,6.033e-9
554.63,4.938e-9,,,4.938e-9
554.68,3.976e-9,,,3.976e-9
554.73,3.149e-9,,,3.149e-9
554.78,2.455e-9,,,2.455e-9
554.83,1.882e-9,,,1.882e-9
554.88,1.420e-9,,,1.420e-9
554.93,1.054e-9,,,1.054e-9
554.98,7.695e-10,,,7.695e-10
555.03,5.528e-10,,,5.528e-10
555.08,3.907e-10,,,3.907e-10
555.13,2.717e-10,,,2.717e-10
555.18,1.859e-10,,,1.859e-10
555.23,1.251e-10,,,1.251e-10
555.28,8.286e-11,,,8.286e-11
555.33,5.398e-11,,,5.398e-11
555.38,3.460e-11,,,3.460e-11
555.43,2.182e-11,,,2.182e-11
555.48,1.354e-11,,,1.354e-11
555.53,8.263e-12,,,8.263e-12
555.58,4.963e-12,,,4.963e-12
555.63,2.932e-12,,,2.932e-12
555.68,1.704e-12,,,1.704e-12
555.73,9.747e-13,,,9.747e-13
555.78,5.484e-13,,,5.484e-13
555.83,3.036e-13,,,3.036e-13
555.88,1.653e-13,,,1.653e-13
555.93,8.859e-14,,,8.859e-14
555.98,4.670e-14,,,4.670e-14
