Wavelength (nm),Sum,Mg I (1.1e-01),Mg II (8.9e-01),Mg III (5.4e-04)
309.65,7.482e+8,7.482e+8,7.817e+3,
309.7,7.197e+8,7.197e+8,1.790e+4,
309.75,6.684e+8,6.684e+8,3.893e+4,
309.8,5.965e+8,5.964e+8,8.036e+4,
309.85,5.095e+8,5.093e+8,1.575e+5,
309.9,4.155e+8,4.152e+8,2.932e+5,
309.95,3.230e+8,3.225e+8,5.181e+5,
310,2.392e+8,2.384e+8,8.693e+5,
310.05,1.689e+8,1.675e+8,1.385e+6,
310.1,1.140e+8,1.119e+8,2.095e+6,
310.15,7.399e+7,7.098e+7,3.009e+6,
310.2,4.687e+7,4.277e+7,4.103e+6,
310.25,2.978e+7,2.447e+7,5.312e+6,
310.3,1.982e+7,1.329e+7,6.530e+6,
310.35,1.447e+7,6.852e+6,7.622e+6,
310.4,1.180e+7,3.354e+6,8.447e+6,
310.45,1.045e+7,1.558e+6,8.888e+6,
310.5,9.567e+6,6.873e+5,8.880e+6,
310.55,8.712e+6,2.877e+5,8.424e+6,
310.6,7.701e+6,1.143e+5,7.587e+6,
310.65,6.531e+6,4.313e+4,6.488e+6,
310.7,5.284e+6,1.544e+4,5.268e+6,
310.75,4.067e+6,5.249e+3,4.062e+6,
310.8,2.975e+6,1.693e+3,2.973e+6,
310.85,2.067e+6,5.186e+2,2.066e+6,
310.9,1.364e+6,1.507e+2,1.364e+6,
310.95,8.544e+5,4.159e+1,8.544e+5,
311,5.083e+5,1.089e+1,5.083e+5,
311.05,2.871e+5,2.708e+0,2.871e+5,
311.1,1.540e+5,6.389e-1,1.540e+5,
311.15,7.841e+4,1.431e-1,7.841e+4,
311.2,3.791e+4,3.042e-2,3.791e+4,
311.25,1.740e+4,6.138e-3,1.740e+4,
311.3,7.585e+3,1.176e-3,7.585e+3,
311.35,3.139e+3,2.138e-4,3.139e+3,
311.4,1.234e+3,3.689e-5,1.234e+3,
311.45,4.602e+2,6.043e-6,4.602e+2,
311.5,1.630e+2,9.397e-7,1.630e+2,
311.55,5.483e+1,1.387e-7,5.483e+1,
311.6,1.751e+1,,1.751e+1,
311.65,5.309e+0,,5.309e+0,
311.7,1.529e+0,,1.529e+0,
311.75,4.178e-1,,4.178e-1,
311.8,1.084e-1,,1.084e-1,
311.85,2.672e-2,,2.672e-2,
311.9,6.253e-3,,6.253e-3,
311.95,1.389e-3,,1.389e-3,
312,2.930e-4,,2.930e-4,
312.05,5.869e-5,,5.869e-5,
312.1,1.116e-5,,1.116e-5,
312.15,2.015e-6,,2.015e-6,
312.2,3.454e-7,,3.454e-7,
312.25,5.622e-8,,5.622e-8,
312.3,8.689e-9,,8.689e-9,
312.35,1.275e-9,,1.275e-9,
331.21,1.311e-8,1.311e-8,,
331.26,7.767e-8,7.767e-8,,
331.31,4.398e-7,4.398e-7,,
331.36,2.380e-6,2.380e-6,,
331.41,1.232e-5,1.232e-5,,
331.46,6.091e-5,6.091e-5,,
331.51,2.880e-4,2.880e-4,,
331.56,1.302e-3,1.302e-3,,
331.61,5.626e-3,5.626e-3,,
331.66,2.324e-2,2.324e-2,,
331.71,9.178e-2,9.178e-2,,
331.76,3.465e-1,3.465e-1,,
331.81,1.250e+0,1.250e+0,,
331.86,4.314e+0,4.314e+0,,
331.91,1.423e+1,1.423e+1,,
331.96,4.486e+1,4.486e+1,,
332.01,1.352e+2,1.352e+2,,
332.06,3.896e+2,3.896e+2,,
332.11,1.073e+3,1.073e+3,,
332.16,2.826e+3,2.826e+3,,
332.21,7.114e+3,7.114e+3,,
332.26,1.712e+4,1.712e+4,,
332.31,3.938e+4,3.938e+4,,
332.36,8.661e+4,8.661e+4,,
332.41,1.821e+5,1.821e+5,,
332.46,3.660e+5,3.660e+5,,
332.51,7.034e+5,7.034e+5,,
332.56,1.292e+6,1.292e+6,,
332.61,2.271e+6,2.271e+6,,
332.66,3.814e+6,3.814e+6,,
332.71,6.129e+6,6.129e+6,,
332.76,9.420e+6,9.420e+6,,
332.81,1.386e+7,1.386e+7,,
332.86,1.951e+7,1.951e+7,,
332.91,2.633e+7,2.633e+7,,
332.96,3.408e+7,3.408e+7,,
333.01,4.239e+7,4.239e+7,,
333.06,5.078e+7,5.078e+7,,
333.11,5.878e+7,5.878e+7,,
333.16,6.604e+7,6.604e+7,,
333.21,7.242e+7,7.242e+7,,
333.26,7.802e+7,7.802e+7,,
333.31,8.312e+7,8.312e+7,,
333.36,8.804e+7,8.804e+7,,
333.41,9.300e+7,9.300e+7,,
333.46,9.792e+7,9.792e+7,,
333.51,1.024e+8,1.024e+8,,
333.56,1.057e+8,1.057e+8,,
333.61,1.071e+8,1.071e+8,,
333.66,1.057e+8,1.057e+8,,
333.71,1.011e+8,1.011e+8,,
333.76,9.346e+7,9.346e+7,,
333.81,8.312e+7,8.312e+7,,
333.86,7.101e+7,7.101e+7,,
333.91,5.818e+7,5.818e+7,,
333.96,4.567e+7,4.567e+7,,
334.01,3.432e+7,3.432e+7,,
334.06,2.468e+7,2.468e+7,,
334.11,1.698e+7,1.698e+7,,
334.16,1.117e+7,1.117e+7,,
334.21,7.033e+6,7.033e+6,,
334.26,4.232e+6,4.232e+6,,
334.31,2.435e+6,2.435e+6,,
334.36,1.340e+6,1.340e+6,,
334.41,7.049e+5,7.049e+5,,
334.46,3.546e+5,3.546e+5,,
334.51,1.705e+5,1.705e+5,,
334.56,7.840e+4,7.840e+4,,
334.61,3.447e+4,3.447e+4,,
334.66,1.449e+4,1.449e+4,,
334.71,5.821e+3,5.821e+3,,
334.76,2.237e+3,2.237e+3,,
334.81,8.216e+2,8.216e+2,,
334.86,2.885e+2,2.885e+2,,
334.91,9.688e+1,9.688e+1,,
334.96,3.110e+1,3.110e+1,,
335.01,9.546e+0,9.546e+0,,
335.06,2.801e+0,2.801e+0,,
335.11,7.860e-1,7.860e-1,,
335.16,2.108e-1,2.108e-1,,
335.21,5.407e-2,5.407e-2,,
335.26,1.326e-2,1.326e-2,,
335.31,3.108e-3,3.108e-3,,
335.36,6.966e-4,6.966e-4,,
335.41,1.493e-4,1.493e-4,,
335.46,3.059e-5,3.059e-5,,
335.51,5.991e-6,5.991e-6,,
335.56,1.122e-6,1.122e-6,,
335.61,2.009e-7,2.009e-7,,
335.66,3.440e-8,3.440e-8,,
351.76,3.217e-11,,3.217e-11,
351.81,1.714e-10,,1.714e-10,
351.86,8.773e-10,,8.773e-10,
351.91,4.315e-9,,4.315e-9,
351.96,2.039e-8,,2.039e-8,
352.01,9.261e-8,,9.261e-8,
352.06,4.041e-7,,4.041e-7,
352.11,1.694e-6,,1.694e-6,
352.16,6.826e-6,,6.826e-6,
352.21,2.642e-5,,2.642e-5,
352.26,9.827e-5,,9.827e-5,
352.31,3.512e-4,,3.512e-4,
352.36,1.206e-3,,1.206e-3,
352.41,3.979e-3,,3.979e-3,
352.46,1.262e-2,,1.262e-2,
352.51,3.843e-2,,3.843e-2,
352.56,1.125e-1,,1.125e-1,
352.61,3.164e-1,,3.164e-1,
352.66,8.550e-1,,8.550e-1,
352.71,2.220e+0,,2.220e+0,
352.76,5.540e+0,,5.540e+0,
352.81,1.328e+1,,1.328e+1,
352.86,3.059e+1,,3.059e+1,
352.91,6.771e+1,,6.771e+1,
352.96,1.440e+2,,1.440e+2,
353.01,2.943e+2,,2.943e+2,
353.06,5.778e+2,,5.778e+2,
353.11,1.090e+3,,1.090e+3,
353.16,1.976e+3,,1.976e+3,
353.21,3.443e+3,,3.443e+3,
353.26,5.762e+3,,5.762e+3,
353.31,9.267e+3,,9.267e+3,
353.36,1.432e+4,,1.432e+4,
353.41,2.126e+4,,2.126e+4,
353.46,3.033e+4,,3.033e+4,
353.51,4.158e+4,,4.158e+4,
353.56,5.477e+4,,5.477e+4,
353.61,6.932e+4,,6.932e+4,
353.66,8.429e+4,,8.429e+4,
353.71,9.850e+4,,9.850e+4,
353.76,1.106e+5,,1.106e+5,
353.81,1.193e+5,,1.193e+5,
353.86,1.237e+5,,1.237e+5,
353.91,1.232e+5,,1.232e+5,
353.96,1.179e+5,,1.179e+5,
354.01,1.084e+5,,1.084e+5,
354.06,9.578e+4,,9.578e+4,
354.11,8.132e+4,,8.132e+4,
354.16,6.634e+4,,6.634e+4,
354.21,5.200e+4,,5.200e+4,
354.26,3.916e+4,,3.916e+4,
354.31,2.834e+4,,2.834e+4,
354.36,1.971e+4,,1.971e+4,
354.41,1.317e+4,,1.317e+4,
354.46,8.453e+3,,8.453e+3,
354.51,5.215e+3,,5.215e+3,
354.56,3.091e+3,,3.091e+3,
354.61,1.760e+3,,1.760e+3,
354.66,9.633e+2,,9.633e+2,
354.71,5.065e+2,,5.065e+2,
354.76,2.559e+2,,2.559e+2,
354.81,1.242e+2,,1.242e+2,
354.86,5.795e+1,,5.795e+1,
354.91,2.597e+1,,2.597e+1,
354.96,1.119e+1,,1.119e+1,
355.01,4.629e+0,,4.629e+0,
355.07,1.523e+0,,1.523e+0,
355.12,5.773e-1,,5.773e-1,
355.17,2.102e-1,,2.102e-1,
355.22,7.356e-2,,7.356e-2,
355.27,2.473e-2,,2.473e-2,
355.32,7.990e-3,,7.990e-3,
355.37,2.480e-3,,2.480e-3,
355.42,7.398e-4,,7.398e-4,
355.47,2.120e-4,,2.120e-4,
355.52,5.839e-5,,5.839e-5,
355.57,1.545e-5,,1.545e-5,
355.62,3.928e-6,,3.928e-6,
355.67,9.596e-7,,9.596e-7,
355.72,2.252e-7,,2.252e-7,
355.77,5.080e-8,,5.080e-8,
355.82,1.101e-8,,1.101e-8,
355.87,2.293e-9,,2.293e-9,
355.92,4.587e-10,,4.587e-10,
355.97,8.819e-11,,8.819e-11,
356.02,1.629e-11,,1.629e-11,
360.57,1.048e-10,1.048e-10,,
360.62,5.428e-10,5.428e-10,,
360.67,2.708e-9,2.708e-9,,
360.72,1.301e-8,1.301e-8,,
360.77,6.013e-8,6.013e-8,,
360.82,2.677e-7,2.677e-7,,
360.87,1.147e-6,1.147e-6,,
360.92,4.732e-6,4.732e-6,,
360.97,1.880e-5,1.880e-5,,
361.02,7.187e-5,7.187e-5,,
361.07,2.646e-4,2.646e-4,,
361.12,9.376e-4,9.376e-4,,
361.17,3.199e-3,3.199e-3,,
361.22,1.051e-2,1.051e-2,,
361.27,3.322e-2,3.322e-2,,
361.32,1.011e-1,1.011e-1,,
361.37,2.964e-1,2.964e-1,,
361.42,8.363e-1,8.363e-1,,
361.47,2.272e+0,2.272e+0,,
361.52,5.941e+0,5.941e+0,,
361.57,1.496e+1,1.496e+1,,
361.62,3.625e+1,3.625e+1,,
361.67,8.457e+1,8.457e+1,,
361.72,1.900e+2,1.900e+2,,
361.77,4.108e+2,4.108e+2,,
361.82,8.554e+2,8.554e+2,,
361.87,1.714e+3,1.714e+3,,
361.92,3.308e+3,3.308e+3,,
361.97,6.145e+3,6.145e+3,,
362.02,1.099e+4,1.099e+4,,
362.07,1.892e+4,1.892e+4,,
362.12,3.136e+4,3.136e+4,,
362.17,5.005e+4,5.005e+4,,
362.22,7.689e+4,7.689e+4,,
362.27,1.137e+5,1.137e+5,,
362.32,1.619e+5,1.619e+5,,
362.37,2.219e+5,2.219e+5,,
362.42,2.929e+5,2.929e+5,,
362.47,3.721e+5,3.721e+5,,
362.52,4.551e+5,4.551e+5,,
362.57,5.359e+5,5.359e+5,,
362.62,6.075e+5,6.075e+5,,
362.67,6.629e+5,6.629e+5,,
362.72,6.965e+5,6.965e+5,,
362.77,7.045e+5,7.045e+5,,
362.82,6.860e+5,6.860e+5,,
362.87,6.431e+5,6.431e+5,,
362.92,5.804e+5,5.804e+5,,
362.97,5.043e+5,5.043e+5,,
363.02,4.218e+5,4.218e+5,,
363.07,3.397e+5,3.397e+5,,
363.12,2.633e+5,2.633e+5,,
363.17,1.965e+5,1.965e+5,,
363.22,1.412e+5,1.412e+5,,
363.27,9.768e+4,9.768e+4,,
363.32,6.505e+4,6.505e+4,,
363.37,4.171e+4,4.171e+4,,
363.42,2.574e+4,2.574e+4,,
363.47,1.530e+4,1.530e+4,,
363.52,8.750e+3,8.750e+3,,
363.57,4.819e+3,4.819e+3,,
363.62,2.555e+3,2.555e+3,,
363.67,1.304e+3,1.304e+3,,
363.72,6.408e+2,6.408e+2,,
363.77,3.032e+2,3.032e+2,,
363.82,1.381e+2,1.381e+2,,
363.87,6.054e+1,6.054e+1,,
363.92,2.555e+1,2.555e+1,,
363.97,1.038e+1,1.038e+1,,
364.02,4.063e+0,4.063e+0,,
364.07,1.530e+0,1.530e+0,,
364.12,5.548e-1,5.548e-1,,
364.17,1.937e-1,1.937e-1,,
364.22,6.509e-2,6.509e-2,,
364.27,2.106e-2,2.106e-2,,
364.32,6.559e-3,6.559e-3,,
364.37,1.967e-3,1.967e-3,,
364.42,5.678e-4,5.678e-4,,
364.47,1.578e-4,1.578e-4,,
364.52,4.222e-5,4.222e-5,,
364.57,1.088e-5,1.088e-5,,
364.62,2.697e-6,2.697e-6,,
364.67,6.438e-7,6.438e-7,,
364.72,1.480e-7,1.480e-7,,
364.77,3.274e-8,3.274e-8,,
364.82,6.975e-9,6.975e-9,,
364.87,1.430e-9,1.430e-9,,
364.92,2.824e-10,2.824e-10,,
380.62,7.803e-8,7.803e-8,,
380.67,3.732e-7,3.732e-7,,
380.72,1.725e-6,1.725e-6,,
380.77,7.707e-6,7.707e-6,,
380.82,3.328e-5,3.328e-5,,
380.87,1.389e-4,1.389e-4,,
380.92,5.605e-4,5.605e-4,,
380.97,2.185e-3,2.185e-3,,
381.02,8.233e-3,8.233e-3,,
381.07,2.998e-2,2.998e-2,,
381.12,1.055e-1,1.055e-1,,
381.17,3.591e-1,3.591e-1,,
381.22,1.181e+0,1.181e+0,,
381.27,3.752e+0,3.752e+0,,
381.32,1.153e+1,1.153e+1,,
381.37,3.423e+1,3.423e+1,,
381.42,9.824e+1,9.824e+1,,
381.47,2.725e+2,2.725e+2,,
381.52,7.309e+2,7.309e+2,,
381.57,1.895e+3,1.895e+3,,
381.62,4.750e+3,4.750e+3,,
381.67,1.151e+4,1.151e+4,,
381.72,2.697e+4,2.697e+4,,
381.77,6.110e+4,6.110e+4,,
381.82,1.339e+5,1.339e+5,,
381.87,2.837e+5,2.837e+5,,
381.92,5.817e+5,5.817e+5,,
381.97,1.154e+6,1.154e+6,,
382.02,2.215e+6,2.215e+6,,
382.07,4.116e+6,4.116e+6,,
382.12,7.406e+6,7.406e+6,,
382.17,1.291e+7,1.291e+7,,
382.22,2.181e+7,2.181e+7,,
382.27,3.571e+7,3.571e+7,,
382.32,5.673e+7,5.673e+7,,
382.37,8.749e+7,8.749e+7,,
382.42,1.310e+8,1.310e+8,,
382.47,1.908e+8,1.908e+8,,
382.52,2.702e+8,2.702e+8,,
382.57,3.725e+8,3.725e+8,,
382.62,5.003e+8,5.003e+8,,
382.67,6.549e+8,6.549e+8,,
382.72,8.364e+8,8.364e+8,,
382.77,1.042e+9,1.042e+9,,
382.82,1.268e+9,1.268e+9,,
382.87,1.507e+9,1.507e+9,,
382.92,1.748e+9,1.748e+9,,
382.97,1.983e+9,1.983e+9,,
383.02,2.197e+9,2.197e+9,,
383.07,2.382e+9,2.382e+9,,
383.12,2.528e+9,2.528e+9,,
383.17,2.633e+9,2.633e+9,,
383.22,2.699e+9,2.699e+9,,
383.27,2.734e+9,2.734e+9,,
383.32,2.751e+9,2.751e+9,,
383.37,2.767e+9,2.767e+9,,
383.42,2.799e+9,2.799e+9,,
383.47,2.860e+9,2.860e+9,,
383.52,2.955e+9,2.955e+9,,
383.57,3.081e+9,3.081e+9,,
383.62,3.226e+9,3.226e+9,,
383.67,3.368e+9,3.368e+9,,
383.72,3.482e+9,3.482e+9,,
383.77,3.543e+9,3.543e+9,,
383.82,3.529e+9,3.529e+9,,
383.87,3.429e+9,3.429e+9,,
383.92,3.240e+9,3.240e+9,,
383.97,2.971e+9,2.971e+9,,
384.02,2.642e+9,2.642e+9,,
384.07,2.274e+9,2.274e+9,,
384.12,1.895e+9,1.895e+9,,
384.17,1.528e+9,1.528e+9,,
384.22,1.191e+9,1.191e+9,,
384.27,8.982e+8,8.982e+8,,
384.32,6.548e+8,6.548e+8,,
384.37,4.615e+8,4.615e+8,,
384.42,3.144e+8,3.144e+8,,
384.47,2.071e+8,2.071e+8,,
384.52,1.318e+8,1.318e+8,,
384.57,8.114e+7,8.114e+7,,
384.62,4.828e+7,4.828e+7,,
384.67,2.776e+7,2.776e+7,,
384.72,1.543e+7,1.543e+7,,
384.77,8.293e+6,8.293e+6,,
384.82,4.308e+6,4.308e+6,,
384.87,2.163e+6,2.163e+6,,
384.92,1.050e+6,1.050e+6,,
384.97,4.925e+5,4.925e+5,,
385.02,2.233e+5,2.233e+5,,
385.07,9.791e+4,9.791e+4,,
385.12,4.149e+4,4.149e+4,,
385.17,1.699e+4,1.699e+4,,
385.22,6.728e+3,6.728e+3,,
385.27,2.575e+3,2.575e+3,,
385.32,9.526e+2,9.526e+2,,
385.37,3.406e+2,3.406e+2,,
385.42,1.177e+2,1.177e+2,,
385.47,3.934e+1,3.934e+1,,
385.52,1.271e+1,1.271e+1,,
385.57,3.967e+0,3.967e+0,,
385.62,1.197e+0,1.197e+0,,
385.67,3.493e-1,3.493e-1,,
385.72,9.849e-2,9.849e-2,,
385.77,2.684e-2,2.684e-2,,
385.82,7.073e-3,7.073e-3,,
385.87,1.801e-3,1.801e-3,,
385.93,3.337e-4,3.337e-4,,
385.98,7.887e-5,7.887e-5,,
386.03,1.802e-5,1.802e-5,,
386.08,3.980e-6,3.980e-6,,
386.13,8.496e-7,8.496e-7,,
386.68,1.104e-9,1.104e-9,,
386.73,5.098e-9,5.098e-9,,
386.78,2.277e-8,2.277e-8,,
386.83,9.980e-8,9.980e-8,,
386.88,4.180e-7,4.180e-7,,
386.93,1.694e-6,1.694e-6,,
386.98,6.643e-6,6.643e-6,,
387.03,2.521e-5,2.521e-5,,
387.08,9.261e-5,9.261e-5,,
387.13,3.292e-4,3.292e-4,,
387.18,1.132e-3,1.132e-3,,
387.23,3.770e-3,3.770e-3,,
387.28,1.215e-2,1.215e-2,,
387.33,3.790e-2,3.790e-2,,
387.38,1.144e-1,1.144e-1,,
387.43,3.345e-1,3.345e-1,,
387.48,9.466e-1,9.466e-1,,
387.53,2.593e+0,2.593e+0,,
387.58,6.879e+0,6.879e+0,,
387.63,1.767e+1,1.767e+1,,
387.68,4.395e+1,4.395e+1,,
387.73,1.059e+2,1.059e+2,,
387.78,2.471e+2,2.471e+2,,
387.83,5.585e+2,5.585e+2,,
387.88,1.223e+3,1.223e+3,,
387.93,2.595e+3,2.595e+3,,
387.98,5.337e+3,5.337e+3,,
388.03,1.064e+4,1.064e+4,,
388.08,2.055e+4,2.055e+4,,
388.13,3.851e+4,3.851e+4,,
388.18,6.997e+4,6.997e+4,,
388.23,1.233e+5,1.233e+5,,
388.28,2.108e+5,2.108e+5,,
388.33,3.499e+5,3.499e+5,,
388.38,5.636e+5,5.636e+5,,
388.43,8.815e+5,8.815e+5,,
388.48,1.339e+6,1.339e+6,,
388.53,1.977e+6,1.977e+6,,
388.58,2.836e+6,2.836e+6,,
388.63,3.958e+6,3.958e+6,,
388.68,5.373e+6,5.373e+6,,
388.73,7.103e+6,7.103e+6,,
388.78,9.149e+6,9.149e+6,,
388.83,1.149e+7,1.149e+7,,
388.88,1.409e+7,1.409e+7,,
388.93,1.688e+7,1.688e+7,,
388.98,1.978e+7,1.978e+7,,
389.03,2.271e+7,2.271e+7,,
389.08,2.558e+7,2.558e+7,,
389.13,2.831e+7,2.831e+7,,
389.18,3.081e+7,3.081e+7,,
389.23,3.302e+7,3.302e+7,,
389.28,3.486e+7,3.486e+7,,
389.33,3.627e+7,3.627e+7,,
389.38,3.718e+7,3.718e+7,,
389.43,3.754e+7,3.754e+7,,
389.48,3.730e+7,3.730e+7,,
389.53,3.643e+7,3.643e+7,,
389.58,3.494e+7,3.494e+7,,
389.63,3.285e+7,3.285e+7,,
389.68,3.026e+7,3.026e+7,,
389.73,2.727e+7,2.727e+7,,
389.78,2.403e+7,2.403e+7,,
389.83,2.068e+7,2.068e+7,,
389.88,1.739e+7,1.739e+7,,
389.93,1.427e+7,1.427e+7,,
389.98,1.143e+7,1.143e+7,,
390.03,8.928e+6,8.928e+6,,
390.08,6.805e+6,6.805e+6,,
390.13,5.060e+6,5.060e+6,,
390.18,3.669e+6,3.669e+6,,
390.23,2.595e+6,2.595e+6,,
390.28,1.789e+6,1.789e+6,,
390.33,1.203e+6,1.203e+6,,
390.38,7.878e+5,7.878e+5,,
390.43,5.026e+5,5.026e+5,,
390.48,3.122e+5,3.122e+5,,
390.53,1.888e+5,1.888e+5,,
390.58,1.111e+5,1.111e+5,,
390.63,6.352e+4,6.352e+4,,
390.68,3.531e+4,3.531e+4,,
390.73,1.907e+4,1.907e+4,,
390.78,1.000e+4,1.000e+4,,
390.83,5.093e+3,5.093e+3,,
390.88,2.516e+3,2.516e+3,,
390.93,1.205e+3,1.205e+3,,
390.98,5.601e+2,5.601e+2,,
391.03,2.523e+2,2.523e+2,,
391.08,1.101e+2,1.101e+2,,
391.13,4.659e+1,4.659e+1,,
391.18,1.909e+1,1.909e+1,,
391.23,7.579e+0,7.579e+0,,
391.28,2.914e+0,2.914e+0,,
391.33,1.085e+0,1.085e+0,,
391.38,3.909e-1,3.909e-1,,
391.43,1.364e-1,1.364e-1,,
391.48,4.609e-2,4.609e-2,,
391.53,1.507e-2,1.507e-2,,
391.58,4.771e-3,4.771e-3,,
391.63,1.462e-3,1.462e-3,,
391.68,4.344e-4,4.344e-4,,
391.73,1.281e-4,1.281e-4,,
391.78,4.873e-5,4.873e-5,,
391.83,6.195e-5,6.195e-5,,
391.88,1.918e-4,1.918e-4,,
391.93,6.599e-4,6.599e-4,,
391.98,2.223e-3,2.223e-3,,
392.03,7.255e-3,7.255e-3,,
392.08,2.293e-2,2.293e-2,,
392.13,7.018e-2,7.018e-2,,
392.18,2.080e-1,2.080e-1,,
392.23,5.967e-1,5.967e-1,,
392.28,1.658e+0,1.658e+0,,
392.33,4.460e+0,4.460e+0,,
392.38,1.162e+1,1.162e+1,,
392.43,2.930e+1,2.930e+1,,
392.48,7.157e+1,7.157e+1,,
392.53,1.692e+2,1.692e+2,,
392.58,3.875e+2,3.875e+2,,
392.63,8.592e+2,8.592e+2,,
392.68,1.844e+3,1.844e+3,,
392.73,3.834e+3,3.834e+3,,
392.78,7.717e+3,7.717e+3,,
392.83,1.504e+4,1.504e+4,,
392.88,2.838e+4,2.838e+4,,
392.93,5.186e+4,5.186e+4,,
392.98,9.175e+4,9.175e+4,,
393.03,1.572e+5,1.572e+5,,
393.08,2.607e+5,2.607e+5,,
393.13,4.188e+5,4.188e+5,,
393.18,6.513e+5,6.513e+5,,
393.23,9.808e+5,9.808e+5,,
393.28,1.430e+6,1.430e+6,,
393.33,2.019e+6,2.019e+6,,
393.38,2.760e+6,2.760e+6,,
393.43,3.654e+6,3.654e+6,,
393.48,4.683e+6,4.683e+6,,
393.53,5.812e+6,5.812e+6,,
393.58,6.985e+6,6.985e+6,,
393.63,8.127e+6,8.127e+6,,
393.68,9.157e+6,9.157e+6,,
393.73,9.990e+6,9.990e+6,,
393.78,1.055e+7,1.055e+7,,
393.83,1.079e+7,1.079e+7,,
393.88,1.069e+7,1.069e+7,,
393.93,1.025e+7,1.025e+7,,
393.98,9.518e+6,9.518e+6,,
394.03,8.558e+6,8.558e+6,,
394.08,7.450e+6,7.450e+6,,
394.13,6.280e+6,6.280e+6,,
394.18,5.126e+6,5.126e+6,,
394.23,4.051e+6,4.051e+6,,
394.28,3.100e+6,3.100e+6,,
394.33,2.297e+6,2.297e+6,,
394.38,1.648e+6,1.648e+6,,
394.43,1.145e+6,1.145e+6,,
394.48,7.702e+5,7.702e+5,,
394.53,5.016e+5,5.016e+5,,
394.58,3.164e+5,3.164e+5,,
394.63,1.932e+5,1.932e+5,,
394.68,1.142e+5,1.142e+5,,
394.73,6.541e+4,6.541e+4,,
394.78,3.626e+4,3.626e+4,,
394.83,1.946e+4,1.946e+4,,
394.88,1.012e+4,1.012e+4,,
394.93,5.092e+3,5.092e+3,,
394.98,2.481e+3,2.481e+3,,
395.03,1.171e+3,1.171e+3,,
395.08,5.349e+2,5.349e+2,,
395.13,2.366e+2,2.366e+2,,
395.18,1.014e+2,1.014e+2,,
395.23,4.204e+1,4.204e+1,,
395.28,1.689e+1,1.689e+1,,
395.33,6.567e+0,6.567e+0,,
395.38,2.473e+0,2.473e+0,,
395.43,9.015e-1,9.015e-1,,
395.48,3.183e-1,3.183e-1,,
395.53,1.088e-1,1.088e-1,,
395.58,3.601e-2,3.601e-2,,
395.63,1.154e-2,1.154e-2,,
395.68,3.581e-3,3.581e-3,,
395.73,1.076e-3,1.076e-3,,
395.78,3.131e-4,3.131e-4,,
395.83,8.820e-5,8.820e-5,,
395.88,2.406e-5,2.406e-5,,
395.93,6.355e-6,6.355e-6,,
395.98,1.625e-6,1.625e-6,,
396.03,4.025e-7,4.025e-7,,
396.08,9.651e-8,9.651e-8,,
396.13,2.241e-8,2.241e-8,,
396.18,5.038e-9,5.038e-9,,
396.23,1.097e-9,1.097e-9,,
396.28,2.684e-9,2.684e-9,,
396.33,1.196e-8,1.196e-8,,
396.38,5.164e-8,5.164e-8,,
396.43,2.161e-7,2.161e-7,,
396.48,8.762e-7,8.762e-7,,
396.53,3.443e-6,3.443e-6,,
396.58,1.311e-5,1.311e-5,,
396.63,4.836e-5,4.836e-5,,
396.68,1.729e-4,1.729e-4,,
396.73,5.990e-4,5.990e-4,,
396.78,2.011e-3,2.011e-3,,
396.83,6.543e-3,6.543e-3,,
396.88,2.063e-2,2.063e-2,,
396.93,6.301e-2,6.301e-2,,
396.98,1.865e-1,1.865e-1,,
397.03,5.351e-1,5.351e-1,,
397.08,1.488e+0,1.488e+0,,
397.13,4.007e+0,4.007e+0,,
397.18,1.046e+1,1.046e+1,,
397.23,2.646e+1,2.646e+1,,
397.28,6.485e+1,6.485e+1,,
397.33,1.540e+2,1.540e+2,,
397.38,3.545e+2,3.545e+2,,
397.43,7.908e+2,7.908e+2,,
397.48,1.709e+3,1.709e+3,,
397.53,3.580e+3,3.580e+3,,
397.58,7.265e+3,7.265e+3,,
397.63,1.429e+4,1.429e+4,,
397.68,2.723e+4,2.723e+4,,
397.73,5.029e+4,5.029e+4,,
397.78,8.999e+4,8.999e+4,,
397.83,1.561e+5,1.561e+5,,
397.88,2.622e+5,2.622e+5,,
397.93,4.270e+5,4.270e+5,,
397.98,6.738e+5,6.738e+5,,
398.03,1.030e+6,1.030e+6,,
398.08,1.527e+6,1.527e+6,,
398.13,2.192e+6,2.192e+6,,
398.18,3.050e+6,3.050e+6,,
398.23,4.113e+6,4.113e+6,,
398.28,5.373e+6,5.373e+6,,
398.33,6.803e+6,6.803e+6,,
398.38,8.347e+6,8.347e+6,,
398.43,9.923e+6,9.923e+6,,
398.48,1.143e+7,1.143e+7,,
398.53,1.276e+7,1.276e+7,,
398.58,1.381e+7,1.381e+7,,
398.63,1.447e+7,1.447e+7,,
398.68,1.470e+7,1.470e+7,,
398.73,1.447e+7,1.447e+7,,
398.78,1.381e+7,1.381e+7,,
398.83,1.276e+7,1.276e+7,,
398.88,1.143e+7,1.143e+7,,
398.93,9.923e+6,9.923e+6,,
398.98,8.347e+6,8.347e+6,,
399.03,6.803e+6,6.803e+6,,
399.08,5.373e+6,5.373e+6,,
399.13,4.113e+6,4.113e+6,,
399.18,3.050e+6,3.050e+6,,
399.23,2.192e+6,2.192e+6,,
399.28,1.527e+6,1.527e+6,,
399.33,1.030e+6,1.030e+6,,
399.38,6.738e+5,6.738e+5,,
399.43,4.270e+5,4.270e+5,,
