Wavelength (nm),Sum,K I (3.1e-02),K II (9.7e-01),K III (2.7e-11)
372.62,1.114e-1,,1.114e-1,
372.67,7.739e-2,,7.739e-2,
372.72,5.184e-2,,5.184e-2,
372.77,3.349e-2,,3.349e-2,
372.82,2.087e-2,,2.087e-2,
372.87,1.254e-2,,1.254e-2,
372.92,7.272e-3,,7.272e-3,
372.97,4.066e-3,,4.066e-3,
373.02,2.193e-3,,2.193e-3,
373.07,1.141e-3,,1.141e-3,
373.12,5.725e-4,,5.725e-4,
373.17,2.771e-4,,2.771e-4,
373.22,1.293e-4,,1.293e-4,
373.27,5.823e-5,,5.823e-5,
373.32,2.529e-5,,2.529e-5,
373.37,1.059e-5,,1.059e-5,
373.42,4.281e-6,,4.281e-6,
373.47,1.668e-6,,1.668e-6,
373.52,6.271e-7,,6.271e-7,
373.57,2.274e-7,,2.274e-7,
373.62,7.951e-8,,7.951e-8,
373.67,2.682e-8,,2.682e-8,
373.72,8.725e-9,,8.725e-9,
373.77,2.738e-9,,2.738e-9,
373.82,8.287e-10,,8.287e-10,
373.87,2.420e-10,,2.420e-10,
373.92,6.813e-11,,6.813e-11,
373.97,1.851e-11,,1.851e-11,
374.02,4.848e-12,,4.848e-12,
374.07,1.225e-12,,1.225e-12,
374.12,2.986e-13,,2.986e-13,
374.17,7.019e-14,,7.019e-14,
374.22,1.592e-14,,1.592e-14,
374.27,3.481e-15,,3.481e-15,
374.32,7.343e-16,,7.343e-16,
374.37,1.494e-16,,1.494e-16,
374.47,8.740e-16,,8.740e-16,
374.52,4.251e-15,,4.251e-15,
374.57,1.996e-14,,1.996e-14,
374.62,9.045e-14,,9.045e-14,
374.67,3.958e-13,,3.958e-13,
374.72,1.672e-12,,1.672e-12,
374.77,6.817e-12,,6.817e-12,
374.82,2.684e-11,,2.684e-11,
374.87,1.020e-10,,1.020e-10,
374.92,3.742e-10,,3.742e-10,
374.97,1.325e-9,,1.325e-9,
375.02,4.532e-9,,4.532e-9,
375.07,1.496e-8,,1.496e-8,
375.12,4.767e-8,,4.767e-8,
375.17,1.467e-7,,1.467e-7,
375.22,4.356e-7,,4.356e-7,
375.27,1.249e-6,,1.249e-6,
375.32,3.457e-6,,3.457e-6,
375.37,9.236e-6,,9.236e-6,
375.42,2.383e-5,,2.383e-5,
375.47,5.933e-5,,5.933e-5,
375.52,1.426e-4,,1.426e-4,
375.57,3.310e-4,,3.310e-4,
375.62,7.417e-4,,7.417e-4,
375.67,1.604e-3,,1.604e-3,
375.72,3.350e-3,,3.350e-3,
375.77,6.753e-3,,6.753e-3,
375.82,1.314e-2,,1.314e-2,
375.87,2.469e-2,,2.469e-2,
375.92,4.478e-2,,4.478e-2,
375.97,7.840e-2,,7.840e-2,
376.02,1.325e-1,,1.325e-1,
376.07,2.162e-1,,2.162e-1,
376.12,3.406e-1,,3.406e-1,
376.17,5.180e-1,,5.180e-1,
376.22,7.605e-1,,7.605e-1,
376.27,1.078e+0,,1.078e+0,
376.32,1.475e+0,,1.475e+0,
376.37,1.948e+0,,1.948e+0,
376.42,2.484e+0,,2.484e+0,
376.47,3.058e+0,,3.058e+0,
376.52,3.634e+0,,3.634e+0,
376.57,4.169e+0,,4.169e+0,
376.62,4.617e+0,,4.617e+0,
376.67,4.937e+0,,4.937e+0,
376.72,5.096e+0,,5.096e+0,
376.77,5.078e+0,,5.078e+0,
376.82,4.885e+0,,4.885e+0,
376.87,4.537e+0,,4.537e+0,
376.92,4.068e+0,,4.068e+0,
376.97,3.521e+0,,3.521e+0,
377.02,2.942e+0,,2.942e+0,
377.07,2.373e+0,,2.373e+0,
377.12,1.849e+0,,1.849e+0,
377.17,1.393e+0,,1.393e+0,
377.22,1.016e+0,,1.016e+0,
377.27,7.234e-1,,7.234e-1,
377.32,5.128e-1,,5.128e-1,
377.37,3.813e-1,,3.813e-1,
377.42,3.290e-1,,3.290e-1,
377.47,3.636e-1,,3.636e-1,
377.52,5.044e-1,,5.044e-1,
377.57,7.859e-1,,7.859e-1,
377.62,1.260e+0,,1.260e+0,
377.67,1.996e+0,,1.996e+0,
377.72,3.077e+0,,3.077e+0,
377.77,4.592e+0,,4.592e+0,
377.82,6.624e+0,,6.624e+0,
377.87,9.229e+0,,9.229e+0,
377.92,1.242e+1,,1.242e+1,
377.97,1.614e+1,,1.614e+1,
378.02,2.025e+1,,2.025e+1,
378.07,2.454e+1,,2.454e+1,
378.12,2.872e+1,,2.872e+1,
378.17,3.246e+1,,3.246e+1,
378.22,3.542e+1,,3.542e+1,
378.27,3.733e+1,,3.733e+1,
378.32,3.798e+1,,3.798e+1,
378.37,3.733e+1,,3.733e+1,
378.42,3.542e+1,,3.542e+1,
378.47,3.246e+1,,3.246e+1,
378.52,2.872e+1,,2.872e+1,
378.57,2.454e+1,,2.454e+1,
378.62,2.025e+1,,2.025e+1,
378.67,1.614e+1,,1.614e+1,
378.72,1.242e+1,,1.242e+1,
378.77,9.229e+0,,9.229e+0,
378.82,6.622e+0,,6.622e+0,
378.87,4.589e+0,,4.589e+0,
378.92,3.071e+0,,3.071e+0,
378.97,1.985e+0,,1.985e+0,
379.02,1.240e+0,,1.240e+0,
379.07,7.488e-1,,7.488e-1,
379.12,4.394e-1,,4.394e-1,
379.17,2.536e-1,,2.536e-1,
379.22,1.495e-1,,1.495e-1,
379.27,9.871e-2,,9.871e-2,
379.32,8.358e-2,,8.358e-2,
379.37,9.453e-2,,9.453e-2,
379.42,1.274e-1,,1.274e-1,
379.47,1.813e-1,,1.813e-1,
379.52,2.571e-1,,2.571e-1,
379.57,3.557e-1,,3.557e-1,
379.62,4.768e-1,,4.768e-1,
379.67,6.179e-1,,6.179e-1,
379.72,7.737e-1,,7.737e-1,
379.77,9.360e-1,,9.360e-1,
379.82,1.094e+0,,1.094e+0,
379.87,1.235e+0,,1.235e+0,
379.92,1.346e+0,,1.346e+0,
379.97,1.418e+0,,1.418e+0,
380.02,1.443e+0,,1.443e+0,
380.07,1.418e+0,,1.418e+0,
380.12,1.346e+0,,1.346e+0,
380.17,1.235e+0,,1.235e+0,
380.22,1.094e+0,,1.094e+0,
380.27,9.360e-1,,9.360e-1,
380.32,7.737e-1,,7.737e-1,
380.37,6.178e-1,,6.178e-1,
380.42,4.765e-1,,4.765e-1,
380.47,3.552e-1,,3.552e-1,
380.52,2.558e-1,,2.558e-1,
380.57,1.784e-1,,1.784e-1,
380.62,1.209e-1,,1.209e-1,
380.67,8.080e-2,,8.080e-2,
380.72,5.534e-2,,5.534e-2,
380.77,4.263e-2,,4.263e-2,
380.82,4.205e-2,,4.205e-2,
380.87,5.479e-2,,5.479e-2,
380.92,8.432e-2,,8.432e-2,
380.97,1.367e-1,,1.367e-1,
381.02,2.210e-1,,2.210e-1,
381.07,3.488e-1,,3.488e-1,
381.12,5.341e-1,,5.341e-1,
381.17,7.916e-1,,7.916e-1,
381.22,1.135e+0,,1.135e+0,
381.27,1.574e+0,,1.574e+0,
381.32,2.111e+0,,2.111e+0,
381.37,2.737e+0,,2.737e+0,
381.42,3.433e+0,,3.433e+0,
381.47,4.163e+0,,4.163e+0,
381.52,4.882e+0,,4.882e+0,
381.57,5.535e+0,,5.535e+0,
381.62,6.069e+0,,6.069e+0,
381.67,6.434e+0,,6.434e+0,
381.72,6.595e+0,,6.595e+0,
381.77,6.536e+0,,6.536e+0,
381.82,6.263e+0,,6.263e+0,
381.87,5.803e+0,,5.803e+0,
381.92,5.197e+0,,5.197e+0,
381.97,4.501e+0,,4.501e+0,
382.02,3.768e+0,,3.768e+0,
382.07,3.049e+0,,3.049e+0,
382.12,2.386e+0,,2.386e+0,
382.17,1.805e+0,,1.805e+0,
382.22,1.319e+0,,1.319e+0,
382.27,9.326e-1,,9.326e-1,
382.32,6.371e-1,,6.371e-1,
382.37,4.208e-1,,4.208e-1,
382.42,2.686e-1,,2.686e-1,
382.47,1.658e-1,,1.658e-1,
382.52,9.886e-2,,9.886e-2,
382.57,5.699e-2,,5.699e-2,
382.62,3.176e-2,,3.176e-2,
382.67,1.710e-2,,1.710e-2,
382.72,8.903e-3,,8.903e-3,
382.77,4.479e-3,,4.479e-3,
382.82,2.178e-3,,2.178e-3,
382.87,1.024e-3,,1.024e-3,
382.92,4.649e-4,,4.649e-4,
382.97,2.041e-4,,2.041e-4,
383.02,8.659e-5,,8.659e-5,
383.07,3.550e-5,,3.550e-5,
383.12,1.407e-5,,1.407e-5,
383.17,5.387e-6,,5.387e-6,
383.22,1.994e-6,,1.994e-6,
383.27,7.131e-7,,7.131e-7,
383.32,2.465e-7,,2.465e-7,
383.37,8.234e-8,,8.234e-8,
383.42,2.658e-8,,2.658e-8,
383.47,8.292e-9,,8.292e-9,
383.52,2.500e-9,,2.500e-9,
383.57,7.282e-10,,7.282e-10,
383.62,2.050e-10,,2.050e-10,
383.67,5.578e-11,,5.578e-11,
383.72,1.466e-11,,1.466e-11,
383.77,3.725e-12,,3.725e-12,
383.82,9.149e-13,,9.149e-13,
383.87,2.181e-13,,2.181e-13,
383.92,5.476e-14,,5.476e-14,
383.97,3.285e-14,,3.285e-14,
384.02,9.431e-14,,9.431e-14,
384.07,3.754e-13,,3.754e-13,
384.12,1.478e-12,,1.478e-12,
384.17,5.632e-12,,5.632e-12,
384.22,2.076e-11,,2.076e-11,
384.27,7.398e-11,,7.398e-11,
384.32,2.550e-10,,2.550e-10,
384.37,8.498e-10,,8.498e-10,
384.42,2.739e-9,,2.739e-9,
384.47,8.536e-9,,8.536e-9,
384.52,2.573e-8,,2.573e-8,
384.57,7.498e-8,,7.498e-8,
384.62,2.113e-7,,2.113e-7,
384.67,5.760e-7,,5.760e-7,
384.72,1.518e-6,,1.518e-6,
384.77,3.869e-6,,3.869e-6,
384.82,9.536e-6,,9.536e-6,
384.87,2.273e-5,,2.273e-5,
384.92,5.238e-5,,5.238e-5,
384.97,1.167e-4,,1.167e-4,
385.02,2.516e-4,,2.516e-4,
385.07,5.244e-4,,5.244e-4,
385.12,1.057e-3,,1.057e-3,
385.17,2.060e-3,,2.060e-3,
385.22,3.882e-3,,3.882e-3,
385.27,7.076e-3,,7.076e-3,
385.32,1.247e-2,,1.247e-2,
385.37,2.125e-2,,2.125e-2,
385.42,3.503e-2,,3.503e-2,
385.47,5.583e-2,,5.583e-2,
385.52,8.604e-2,,8.604e-2,
385.57,1.282e-1,,1.282e-1,
385.62,1.848e-1,,1.848e-1,
385.67,2.576e-1,,2.576e-1,
385.72,3.472e-1,,3.472e-1,
385.77,4.525e-1,,4.525e-1,
385.82,5.703e-1,,5.703e-1,
385.87,6.950e-1,,6.950e-1,
385.93,8.431e-1,,8.431e-1,
385.98,9.545e-1,,9.545e-1,
386.03,1.045e+0,,1.045e+0,
386.08,1.106e+0,,1.106e+0,
386.13,1.133e+0,,1.133e+0,
386.18,1.121e+0,,1.121e+0,
386.23,1.073e+0,,1.073e+0,
386.28,9.937e-1,,9.937e-1,
386.33,8.896e-1,,8.896e-1,
386.38,7.701e-1,,7.701e-1,
386.43,6.447e-1,,6.447e-1,
386.48,5.220e-1,,5.220e-1,
386.53,4.086e-1,,4.086e-1,
386.58,3.094e-1,,3.094e-1,
386.63,2.265e-1,,2.265e-1,
386.68,1.604e-1,,1.604e-1,
386.73,1.098e-1,,1.098e-1,
386.78,7.282e-2,,7.282e-2,
386.83,4.684e-2,,4.684e-2,
386.88,2.943e-2,,2.943e-2,
386.93,1.843e-2,,1.843e-2,
386.98,1.214e-2,,1.214e-2,
387.03,9.408e-3,,9.408e-3,
387.08,9.552e-3,,9.552e-3,
387.13,1.238e-2,,1.238e-2,
387.18,1.807e-2,,1.807e-2,
387.23,2.712e-2,,2.712e-2,
387.28,4.025e-2,,4.025e-2,
387.33,5.821e-2,,5.821e-2,
387.38,8.172e-2,,8.172e-2,
387.43,1.112e-1,,1.112e-1,
387.48,1.468e-1,,1.468e-1,
387.53,1.880e-1,,1.880e-1,
387.58,2.338e-1,,2.338e-1,
387.63,2.829e-1,,2.829e-1,
387.68,3.333e-1,,3.333e-1,
387.73,3.835e-1,,3.835e-1,
387.78,4.319e-1,,4.319e-1,
387.83,4.775e-1,,4.775e-1,
387.88,5.197e-1,,5.197e-1,
387.93,5.587e-1,,5.587e-1,
387.98,5.946e-1,,5.946e-1,
388.03,6.275e-1,,6.275e-1,
388.08,6.569e-1,,6.569e-1,
388.13,6.818e-1,,6.818e-1,
388.18,7.002e-1,,7.002e-1,
388.23,7.096e-1,,7.096e-1,
388.28,7.075e-1,,7.075e-1,
388.33,6.920e-1,,6.920e-1,
388.38,6.622e-1,,6.622e-1,
388.43,6.185e-1,,6.185e-1,
388.48,5.630e-1,,5.630e-1,
388.53,4.995e-1,,4.995e-1,
388.58,4.331e-1,,4.331e-1,
388.63,3.701e-1,,3.701e-1,
388.68,3.187e-1,,3.187e-1,
388.73,2.903e-1,,2.903e-1,
388.78,3.009e-1,,3.009e-1,
388.83,3.756e-1,,3.756e-1,
388.88,5.534e-1,,5.534e-1,
388.93,8.935e-1,,8.935e-1,
388.98,1.483e+0,,1.483e+0,
389.03,2.445e+0,,2.445e+0,
389.08,3.941e+0,,3.941e+0,
389.13,6.170e+0,,6.170e+0,
389.18,9.362e+0,,9.362e+0,
389.23,1.375e+1,,1.375e+1,
389.28,1.956e+1,,1.956e+1,
389.33,2.691e+1,,2.691e+1,
389.38,3.583e+1,,3.583e+1,
389.43,4.616e+1,,4.616e+1,
389.48,5.755e+1,,5.755e+1,
389.53,6.942e+1,,6.942e+1,
389.58,8.104e+1,,8.104e+1,
389.63,9.153e+1,,9.153e+1,
389.68,1.000e+2,,1.000e+2,
389.73,1.058e+2,,1.058e+2,
389.78,1.083e+2,,1.083e+2,
389.83,1.072e+2,,1.072e+2,
389.88,1.027e+2,,1.027e+2,
389.93,9.522e+1,,9.522e+1,
389.98,8.542e+1,,8.542e+1,
390.03,7.415e+1,,7.415e+1,
390.08,6.228e+1,,6.228e+1,
390.13,5.062e+1,,5.062e+1,
390.18,3.981e+1,,3.981e+1,
390.23,3.029e+1,,3.029e+1,
390.28,2.231e+1,,2.231e+1,
390.33,1.589e+1,,1.589e+1,
390.38,1.096e+1,,1.096e+1,
390.43,7.310e+0,,7.310e+0,
390.48,4.719e+0,,4.719e+0,
390.53,2.948e+0,,2.948e+0,
390.58,1.782e+0,,1.782e+0,
390.63,1.042e+0,,1.042e+0,
390.68,5.897e-1,,5.897e-1,
390.73,3.229e-1,,3.229e-1,
390.78,1.711e-1,,1.711e-1,
390.83,8.772e-2,,8.772e-2,
390.88,4.352e-2,,4.352e-2,
390.93,2.089e-2,,2.089e-2,
390.98,9.704e-3,,9.704e-3,
391.03,4.362e-3,,4.362e-3,
391.08,1.897e-3,,1.897e-3,
391.13,7.986e-4,,7.986e-4,
391.18,3.258e-4,,3.258e-4,
391.23,1.298e-4,,1.298e-4,
391.28,5.296e-5,,5.296e-5,
391.33,2.781e-5,,2.781e-5,
391.38,2.896e-5,,2.896e-5,
391.43,5.240e-5,,5.240e-5,
391.48,1.090e-4,,1.090e-4,
391.53,2.262e-4,,2.262e-4,
391.58,4.569e-4,,4.569e-4,
391.63,8.940e-4,,8.940e-4,
391.68,1.694e-3,,1.694e-3,
391.73,3.106e-3,,3.106e-3,
391.78,5.515e-3,,5.515e-3,
391.83,9.479e-3,,9.479e-3,
391.88,1.577e-2,,1.577e-2,
391.93,2.541e-2,,2.541e-2,
391.98,3.962e-2,,3.962e-2,
392.03,5.982e-2,,5.982e-2,
392.08,8.742e-2,,8.742e-2,
392.13,1.237e-1,,1.237e-1,
392.18,1.694e-1,,1.694e-1,
392.23,2.247e-1,,2.247e-1,
392.28,2.885e-1,,2.885e-1,
392.33,3.586e-1,,3.586e-1,
392.38,4.316e-1,,4.316e-1,
392.43,5.031e-1,,5.031e-1,
392.48,5.680e-1,,5.680e-1,
392.53,6.214e-1,,6.214e-1,
392.58,6.591e-1,,6.591e-1,
392.63,6.785e-1,,6.785e-1,
392.68,6.790e-1,,6.790e-1,
392.73,6.623e-1,,6.623e-1,
392.78,6.323e-1,,6.323e-1,
392.83,5.947e-1,,5.947e-1,
392.88,5.561e-1,,5.561e-1,
392.93,5.232e-1,,5.232e-1,
392.98,5.015e-1,,5.015e-1,
393.03,4.953e-1,,4.953e-1,
393.08,5.060e-1,,5.060e-1,
393.13,5.327e-1,,5.327e-1,
393.18,5.721e-1,,5.721e-1,
393.23,6.188e-1,,6.188e-1,
393.28,6.662e-1,,6.662e-1,
393.33,7.073e-1,,7.073e-1,
393.38,7.363e-1,,7.363e-1,
393.43,7.489e-1,,7.489e-1,
393.48,7.431e-1,,7.431e-1,
393.53,7.196e-1,,7.196e-1,
393.58,6.819e-1,,6.819e-1,
393.63,6.354e-1,,6.354e-1,
393.68,5.866e-1,,5.866e-1,
393.73,5.425e-1,,5.425e-1,
393.78,5.089e-1,,5.089e-1,
393.83,4.905e-1,,4.905e-1,
393.88,4.893e-1,,4.893e-1,
393.93,5.049e-1,,5.049e-1,
393.98,5.343e-1,,5.343e-1,
394.03,5.728e-1,,5.728e-1,
394.08,6.138e-1,,6.138e-1,
394.13,6.507e-1,,6.507e-1,
394.18,6.772e-1,,6.772e-1,
394.23,6.882e-1,,6.882e-1,
394.28,6.807e-1,,6.807e-1,
394.33,6.541e-1,,6.541e-1,
394.38,6.097e-1,,6.097e-1,
394.43,5.510e-1,,5.510e-1,
394.48,4.825e-1,,4.825e-1,
394.53,4.094e-1,,4.094e-1,
394.58,3.365e-1,,3.365e-1,
394.63,2.681e-1,,2.681e-1,
394.68,2.073e-1,,2.073e-1,
394.73,1.560e-1,,1.560e-1,
394.78,1.149e-1,,1.149e-1,
394.83,8.411e-2,,8.411e-2,
394.88,6.298e-2,,6.298e-2,
394.93,5.072e-2,,5.072e-2,
394.98,4.652e-2,,4.652e-2,
395.03,4.966e-2,,4.966e-2,
395.08,5.958e-2,,5.958e-2,
395.13,7.580e-2,,7.580e-2,
395.18,9.776e-2,,9.776e-2,
395.23,1.247e-1,,1.247e-1,
395.28,1.554e-1,,1.554e-1,
395.33,1.884e-1,,1.884e-1,
395.38,2.215e-1,,2.215e-1,
395.43,2.526e-1,,2.526e-1,
395.48,2.792e-1,,2.792e-1,
395.53,2.993e-1,,2.993e-1,
395.58,3.116e-1,,3.116e-1,
395.63,3.157e-1,,3.157e-1,
395.68,3.126e-1,,3.126e-1,
395.73,3.051e-1,,3.051e-1,
395.78,2.977e-1,,2.977e-1,
395.83,2.967e-1,,2.967e-1,
395.88,3.106e-1,,3.106e-1,
395.93,3.499e-1,,3.499e-1,
395.98,4.266e-1,,4.266e-1,
396.03,5.544e-1,,5.544e-1,
396.08,7.471e-1,,7.471e-1,
396.13,1.018e+0,,1.018e+0,
396.18,1.376e+0,,1.376e+0,
396.23,1.828e+0,,1.828e+0,
396.28,2.371e+0,,2.371e+0,
396.33,2.993e+0,,2.993e+0,
396.38,3.674e+0,,3.674e+0,
396.43,4.388e+0,,4.388e+0,
396.48,5.100e+0,,5.100e+0,
396.53,5.778e+0,,5.778e+0,
396.58,6.397e+0,,6.397e+0,
396.63,6.941e+0,,6.941e+0,
396.68,7.411e+0,,7.411e+0,
396.73,7.820e+0,,7.820e+0,
396.78,8.198e+0,,8.198e+0,
396.83,8.576e+0,,8.576e+0,
396.88,8.984e+0,,8.984e+0,
396.93,9.441e+0,,9.441e+0,
396.98,9.942e+0,,9.942e+0,
397.03,1.046e+1,,1.046e+1,
397.08,1.095e+1,,1.095e+1,
397.13,1.136e+1,,1.136e+1,
397.18,1.160e+1,,1.160e+1,
397.23,1.163e+1,,1.163e+1,
397.28,1.140e+1,,1.140e+1,
397.33,1.090e+1,,1.090e+1,
397.38,1.015e+1,,1.015e+1,
397.43,9.183e+0,,9.183e+0,
397.48,8.070e+0,,8.070e+0,
397.53,6.882e+0,,6.882e+0,
397.58,5.692e+0,,5.692e+0,
397.63,4.565e+0,,4.565e+0,
397.68,3.549e+0,,3.549e+0,
397.73,2.674e+0,,2.674e+0,
397.78,1.952e+0,,1.952e+0,
397.83,1.381e+0,,1.381e+0,
397.88,9.466e-1,,9.466e-1,
397.93,6.287e-1,,6.287e-1,
397.98,4.046e-1,,4.046e-1,
398.03,2.522e-1,,2.522e-1,
398.08,1.524e-1,,1.524e-1,
398.13,8.922e-2,,8.922e-2,
398.18,5.070e-2,,5.070e-2,
398.23,2.812e-2,,2.812e-2,
398.28,1.554e-2,,1.554e-2,
398.33,9.237e-3,,9.237e-3,
398.38,7.123e-3,,7.123e-3,
398.43,8.432e-3,,8.432e-3,
398.48,1.355e-2,,1.355e-2,
398.53,2.405e-2,,2.405e-2,
398.58,4.295e-2,,4.295e-2,
398.63,7.503e-2,,7.503e-2,
398.68,1.273e-1,,1.273e-1,
398.73,2.095e-1,,2.095e-1,
398.78,3.342e-1,,3.342e-1,
398.83,5.168e-1,,5.168e-1,
398.88,7.746e-1,,7.746e-1,
398.93,1.125e+0,,1.125e+0,
398.98,1.585e+0,,1.585e+0,
399.03,2.165e+0,,2.165e+0,
399.08,2.869e+0,,2.869e+0,
399.13,3.688e+0,,3.688e+0,
399.18,4.603e+0,,4.603e+0,
399.23,5.581e+0,,5.581e+0,
399.28,6.581e+0,,6.581e+0,
399.33,7.561e+0,,7.561e+0,
399.38,8.482e+0,,8.482e+0,
399.43,9.316e+0,,9.316e+0,
399.48,1.006e+1,,1.006e+1,
399.53,1.073e+1,,1.073e+1,
399.58,1.136e+1,,1.136e+1,
399.63,1.201e+1,,1.201e+1,
399.68,1.273e+1,,1.273e+1,
399.73,1.358e+1,,1.358e+1,
399.78,1.457e+1,,1.457e+1,
399.83,1.567e+1,,1.567e+1,
399.88,1.685e+1,,1.685e+1,
399.93,1.799e+1,,1.799e+1,
399.98,1.898e+1,,1.898e+1,
400.03,1.969e+1,,1.969e+1,
400.08,2.002e+1,,2.002e+1,
400.13,1.987e+1,,1.987e+1,
400.18,1.923e+1,,1.923e+1,
400.23,1.810e+1,,1.810e+1,
400.28,1.658e+1,,1.658e+1,
400.33,1.477e+1,,1.477e+1,
400.38,1.282e+1,,1.282e+1,
400.43,1.086e+1,,1.086e+1,
400.48,9.039e+0,,9.039e+0,
400.53,7.472e+0,,7.472e+0,
400.58,6.245e+0,,6.245e+0,
400.63,5.412e+0,,5.412e+0,
400.68,4.998e+0,,4.998e+0,
400.73,4.996e+0,,4.996e+0,
400.78,5.376e+0,,5.376e+0,
400.83,6.081e+0,,6.081e+0,
400.88,7.035e+0,,7.035e+0,
400.93,8.144e+0,,8.144e+0,
400.98,9.302e+0,,9.302e+0,
401.03,1.040e+1,,1.040e+1,
401.08,1.132e+1,,1.132e+1,
401.13,1.197e+1,,1.197e+1,
401.18,1.230e+1,,1.230e+1,
401.23,1.225e+1,,1.225e+1,
401.28,1.183e+1,,1.183e+1,
401.33,1.109e+1,,1.109e+1,
401.38,1.007e+1,,1.007e+1,
401.43,8.863e+0,,8.863e+0,
401.48,7.565e+0,,7.565e+0,
401.53,6.260e+0,,6.260e+0,
401.58,5.022e+0,,5.022e+0,
401.63,3.908e+0,,3.908e+0,
401.68,2.951e+0,,2.951e+0,
401.73,2.164e+0,,2.164e+0,
401.78,1.546e+0,,1.546e+0,
401.83,1.081e+0,,1.081e+0,
401.88,7.478e-1,,7.478e-1,
401.93,5.234e-1,,5.234e-1,
401.98,3.843e-1,2.939e-9,3.843e-1,
402.03,3.098e-1,1.279e-8,3.098e-1,
402.08,2.825e-1,5.398e-8,2.825e-1,
402.13,2.883e-1,2.210e-7,2.883e-1,
402.18,3.158e-1,8.772e-7,3.158e-1,
402.23,3.559e-1,3.378e-6,3.559e-1,
402.28,4.007e-1,1.262e-5,4.006e-1,
402.33,4.437e-1,4.570e-5,4.437e-1,
402.38,4.798e-1,1.605e-4,4.796e-1,
402.43,5.047e-1,5.470e-4,5.042e-1,
402.48,5.164e-1,1.808e-3,5.146e-1,
402.53,5.154e-1,5.794e-3,5.096e-1,
402.58,5.075e-1,1.801e-2,4.895e-1,
402.63,5.103e-1,5.432e-2,4.560e-1,
402.68,5.708e-1,1.589e-1,4.119e-1,
402.73,8.116e-1,4.506e-1,3.610e-1,
402.78,1.547e+0,1.240e+0,3.072e-1,
402.83,3.562e+0,3.308e+0,2.541e-1,
402.88,8.766e+0,8.561e+0,2.054e-1,
402.93,2.165e+1,2.149e+1,1.638e-1,
402.98,5.245e+1,5.232e+1,1.321e-1,
403.03,1.237e+2,1.236e+2,1.129e-1,
403.08,2.831e+2,2.830e+2,1.095e-1,
403.13,6.289e+2,6.287e+2,1.265e-1,
403.18,1.355e+3,1.355e+3,1.706e-1,
403.23,2.832e+3,2.832e+3,2.518e-1,
403.28,5.743e+3,5.742e+3,3.835e-1,
403.33,1.129e+4,1.129e+4,5.835e-1,
403.38,2.155e+4,2.155e+4,8.743e-1,
403.43,3.988e+4,3.988e+4,1.282e+0,
403.48,7.160e+4,7.159e+4,1.838e+0,
403.53,1.247e+5,1.247e+5,2.572e+0,
403.58,2.107e+5,2.107e+5,3.515e+0,
403.63,3.456e+5,3.456e+5,4.693e+0,
403.68,5.498e+5,5.498e+5,6.123e+0,
403.73,8.489e+5,8.489e+5,7.807e+0,
403.78,1.272e+6,1.272e+6,9.730e+0,
403.83,1.851e+6,1.851e+6,1.185e+1,
403.88,2.613e+6,2.613e+6,1.411e+1,
403.93,3.584e+6,3.584e+6,1.642e+1,
403.98,4.773e+6,4.773e+6,1.866e+1,
404.03,6.176e+6,6.176e+6,2.071e+1,
404.08,7.766e+6,7.766e+6,2.243e+1,
404.13,9.492e+6,9.492e+6,2.369e+1,
404.18,1.128e+7,1.128e+7,2.440e+1,
404.23,1.305e+7,1.305e+7,2.449e+1,
404.28,1.470e+7,1.470e+7,2.394e+1,
404.33,1.612e+7,1.612e+7,2.278e+1,
404.38,1.722e+7,1.722e+7,2.109e+1,
404.43,1.795e+7,1.795e+7,1.899e+1,
404.48,1.826e+7,1.826e+7,1.662e+1,
404.53,1.814e+7,1.814e+7,1.414e+1,
404.58,1.760e+7,1.760e+7,1.169e+1,
404.63,1.670e+7,1.670e+7,9.387e+0,
404.68,1.550e+7,1.550e+7,7.320e+0,
404.73,1.407e+7,1.407e+7,5.542e+0,
404.78,1.250e+7,1.250e+7,4.074e+0,
404.83,1.087e+7,1.087e+7,2.906e+0,
404.88,9.248e+6,9.248e+6,2.012e+0,
404.93,7.698e+6,7.698e+6,1.352e+0,
404.98,6.266e+6,6.266e+6,8.815e-1,
405.03,4.985e+6,4.985e+6,5.576e-1,
405.08,3.874e+6,3.874e+6,3.422e-1,
405.13,2.939e+6,2.939e+6,2.038e-1,
405.18,2.175e+6,2.175e+6,1.177e-1,
405.23,1.569e+6,1.569e+6,6.595e-2,
405.28,1.103e+6,1.103e+6,3.584e-2,
405.33,7.553e+5,7.553e+5,1.890e-2,
405.38,5.032e+5,5.032e+5,9.664e-3,
405.43,3.262e+5,3.262e+5,4.794e-3,
405.48,2.055e+5,2.055e+5,2.306e-3,
405.53,1.259e+5,1.259e+5,1.076e-3,
405.58,7.494e+4,7.494e+4,4.871e-4,
405.63,4.333e+4,4.333e+4,2.139e-4,
405.68,2.433e+4,2.433e+4,9.106e-5,
405.73,1.327e+4,1.327e+4,3.761e-5,
405.78,7.021e+3,7.021e+3,1.506e-5,
405.83,3.607e+3,3.607e+3,5.852e-6,
405.88,1.799e+3,1.799e+3,2.205e-6,
405.93,8.703e+2,8.703e+2,8.057e-7,
405.98,4.086e+2,4.086e+2,2.856e-7,
406.03,1.862e+2,1.862e+2,9.817e-8,
406.08,8.228e+1,8.228e+1,3.273e-8,
406.13,3.528e+1,3.528e+1,1.058e-8,
406.18,1.468e+1,1.468e+1,3.319e-9,
406.23,5.924e+0,5.924e+0,1.010e-9,
