Wavelength (nm),Sum(calc),Cr I (8.9e-2),Cr II (9.1e-1)
238.919,2.335e+8,2.335e+8,7.816e-16
238.924,2.355e+8,2.355e+8,7.817e-16
238.929,2.177e+8,2.177e+8,7.818e-16
238.934,1.843e+8,1.843e+8,7.819e-16
238.940,1.345e+8,1.345e+8,7.820e-16
238.945,9.389e+7,9.389e+7,7.821e-16
238.950,6.007e+7,6.007e+7,7.823e-16
238.955,3.520e+7,3.520e+7,7.824e-16
238.960,1.890e+7,1.890e+7,7.825e-16
238.965,9.298e+6,9.298e+6,7.826e-16
238.970,4.190e+6,4.190e+6,7.827e-16
238.975,1.730e+6,1.730e+6,7.828e-16
238.980,6.543e+5,6.543e+5,7.829e-16
238.985,2.267e+5,2.267e+5,7.830e-16
238.991,5.661e+4,5.661e+4,7.832e-16
238.996,1.618e+4,1.618e+4,7.833e-16
239.001,4.236e+3,4.236e+3,7.834e-16
239.006,1.016e+3,1.016e+3,7.835e-16
239.011,2.232e+2,2.232e+2,7.836e-16
239.016,4.494e+1,4.494e+1,7.837e-16
239.021,8.288e+0,8.288e+0,7.839e-16
239.026,1.400e+0,1.400e+0,7.840e-16
239.031,2.168e-1,2.168e-1,7.841e-16
239.036,3.074e-2,3.074e-2,7.842e-16
239.041,3.993e-3,3.993e-3,7.843e-16
239.047,3.073e-4,3.073e-4,7.844e-16
239.052,3.292e-5,3.292e-5,7.845e-16
239.057,3.232e-6,3.232e-6,7.847e-16
239.062,2.906e-7,2.906e-7,7.848e-16
239.067,2.394e-8,2.394e-8,7.849e-16
239.072,1.807e-9,1.807e-9,7.850e-16
239.077,1.250e-10,1.250e-10,7.851e-16
239.082,7.916e-12,7.916e-12,7.852e-16
239.087,4.594e-13,4.594e-13,7.853e-16
239.092,2.443e-14,2.443e-14,7.855e-16
239.098,6.433e-16,6.433e-16,7.856e-16
239.103,2.821e-17,2.821e-17,7.857e-16
240.678,4.209e-17,4.209e-17,8.212e-16
240.683,9.613e-16,9.613e-16,8.213e-16
240.688,2.014e-14,2.014e-14,8.214e-16
240.693,3.873e-13,3.873e-13,8.215e-16
240.698,6.830e-12,6.830e-12,8.216e-16
240.703,1.105e-10,1.105e-10,8.217e-16
240.708,1.641e-9,1.641e-9,8.218e-16
240.713,2.234e-8,2.234e-8,8.219e-16
240.718,2.792e-7,2.792e-7,8.221e-16
240.723,3.200e-6,3.200e-6,8.222e-16
240.729,5.333e-5,5.333e-5,8.223e-16
240.734,5.057e-4,5.057e-4,8.224e-16
240.739,4.400e-3,4.400e-3,8.225e-16
240.744,3.513e-2,3.513e-2,8.226e-16
240.749,2.573e-1,2.573e-1,8.228e-16
240.754,1.729e+0,1.729e+0,8.229e-16
240.759,1.066e+1,1.066e+1,8.230e-16
240.764,6.030e+1,6.030e+1,8.231e-16
240.769,3.130e+2,3.130e+2,8.232e-16
240.774,1.491e+3,1.491e+3,8.233e-16
240.780,8.662e+3,8.662e+3,8.235e-16
240.785,3.415e+4,3.415e+4,8.236e-16
240.790,1.236e+5,1.236e+5,8.237e-16
240.795,4.104e+5,4.104e+5,8.238e-16
240.800,1.251e+6,1.251e+6,8.239e-16
240.805,3.502e+6,3.502e+6,8.240e-16
240.810,9.001e+6,9.001e+6,8.241e-16
240.815,2.125e+7,2.125e+7,8.242e-16
240.820,4.608e+7,4.608e+7,8.244e-16
240.825,9.183e+7,9.183e+7,8.245e-16
240.830,1.683e+8,1.683e+8,8.246e-16
240.836,3.116e+8,3.116e+8,8.247e-16
240.841,4.754e+8,4.754e+8,8.248e-16
240.846,6.679e+8,6.679e+8,8.249e-16
240.851,8.649e+8,8.649e+8,8.251e-16
240.856,1.033e+9,1.033e+9,8.252e-16
240.861,1.140e+9,1.140e+9,8.253e-16
240.866,1.163e+9,1.163e+9,8.254e-16
240.871,1.097e+9,1.097e+9,8.255e-16
240.876,9.595e+8,9.595e+8,8.256e-16
240.881,7.780e+8,7.780e+8,8.257e-16
240.887,5.481e+8,5.481e+8,8.259e-16
240.892,3.774e+8,3.774e+8,8.260e-16
240.897,2.414e+8,2.414e+8,8.261e-16
240.902,1.434e+8,1.434e+8,8.262e-16
240.907,7.913e+7,7.913e+7,8.263e-16
240.912,4.052e+7,4.052e+7,8.264e-16
240.917,1.924e+7,1.924e+7,8.265e-16
240.922,8.464e+6,8.464e+6,8.267e-16
240.927,3.446e+6,3.446e+6,8.268e-16
240.932,1.297e+6,1.297e+6,8.269e-16
240.938,3.613e+5,3.613e+5,8.270e-16
240.943,1.140e+5,1.140e+5,8.271e-16
240.948,3.313e+4,3.313e+4,8.272e-16
240.953,8.871e+3,8.871e+3,8.274e-16
240.958,2.186e+3,2.186e+3,8.275e-16
240.963,4.953e+2,4.953e+2,8.276e-16
240.968,1.032e+2,1.032e+2,8.277e-16
240.973,1.976e+1,1.976e+1,8.278e-16
240.978,3.476e+0,3.476e+0,8.279e-16
240.983,5.616e-1,5.616e-1,8.280e-16
240.988,8.331e-2,8.331e-2,8.281e-16
240.994,7.538e-3,7.538e-3,8.283e-16
240.999,9.265e-4,9.265e-4,8.284e-16
241.004,1.045e-4,1.045e-4,8.285e-16
241.009,1.082e-5,1.082e-5,8.286e-16
241.014,1.028e-6,1.028e-6,8.287e-16
241.019,8.964e-8,8.964e-8,8.288e-16
241.024,7.172e-9,7.172e-9,8.290e-16
241.029,5.265e-10,5.265e-10,8.291e-16
241.034,3.546e-11,3.546e-11,8.292e-16
241.039,2.191e-12,2.191e-12,8.293e-16
241.045,6.927e-14,6.927e-14,8.294e-16
241.050,3.539e-15,3.539e-15,8.295e-16
241.055,1.660e-16,1.660e-16,8.296e-16
247.726,3.138e-17,3.138e-17,9.799e-16
247.732,1.140e-15,1.140e-15,9.800e-16
247.737,2.080e-14,2.080e-14,9.801e-16
247.742,3.501e-13,3.501e-13,9.802e-16
247.747,5.430e-12,5.430e-12,9.803e-16
247.752,7.764e-11,7.764e-11,9.804e-16
247.757,1.024e-9,1.024e-9,9.806e-16
247.762,1.244e-8,1.244e-8,9.807e-16
247.767,1.393e-7,1.393e-7,9.808e-16
247.772,1.439e-6,1.439e-6,9.809e-16
247.777,1.370e-5,1.370e-5,9.810e-16
247.783,1.839e-4,1.839e-4,9.811e-16
247.788,1.464e-3,1.464e-3,9.813e-16
247.793,1.074e-2,1.074e-2,9.814e-16
247.798,7.266e-2,7.266e-2,9.815e-16
247.803,4.532e-1,4.532e-1,9.816e-16
247.808,2.605e+0,2.605e+0,9.817e-16
247.813,1.381e+1,1.381e+1,9.818e-16
247.818,6.747e+1,6.747e+1,9.819e-16
247.823,3.039e+2,3.039e+2,9.820e-16
247.828,1.262e+3,1.262e+3,9.822e-16
247.834,6.257e+3,6.257e+3,9.823e-16
247.839,2.172e+4,2.172e+4,9.824e-16
247.844,6.952e+4,6.952e+4,9.825e-16
247.849,2.051e+5,2.051e+5,9.826e-16
247.854,5.580e+5,5.580e+5,9.827e-16
247.859,1.399e+6,1.399e+6,9.828e-16
247.864,3.234e+6,3.234e+6,9.830e-16
247.869,6.892e+6,6.892e+6,9.831e-16
247.874,1.354e+7,1.354e+7,9.832e-16
247.879,2.452e+7,2.452e+7,9.833e-16
247.884,4.093e+7,4.093e+7,9.834e-16
247.890,6.800e+7,6.800e+7,9.835e-16
247.895,9.493e+7,9.493e+7,9.837e-16
247.900,1.222e+8,1.222e+8,9.838e-16
247.905,1.449e+8,1.449e+8,9.839e-16
247.910,1.585e+8,1.585e+8,9.840e-16
247.915,1.598e+8,1.598e+8,9.841e-16
247.920,1.485e+8,1.485e+8,9.842e-16
247.925,1.272e+8,1.272e+8,9.843e-16
247.930,1.005e+8,1.005e+8,9.844e-16
247.935,7.317e+7,7.317e+7,9.846e-16
247.941,4.491e+7,4.491e+7,9.847e-16
247.946,2.734e+7,2.734e+7,9.848e-16
247.951,1.535e+7,1.535e+7,9.849e-16
247.956,7.940e+6,7.940e+6,9.850e-16
247.961,3.787e+6,3.787e+6,9.851e-16
247.966,1.665e+6,1.665e+6,9.853e-16
247.971,6.750e+5,6.750e+5,9.854e-16
247.976,2.522e+5,2.522e+5,9.855e-16
247.981,8.688e+4,8.688e+4,9.856e-16
247.986,2.759e+4,2.759e+4,9.857e-16
247.992,6.257e+3,6.257e+3,9.858e-16
247.997,1.661e+3,1.661e+3,9.860e-16
248.002,4.066e+2,4.066e+2,9.861e-16
248.007,9.176e+1,9.176e+1,9.862e-16
248.012,1.909e+1,1.909e+1,9.863e-16
248.017,3.661e+0,3.661e+0,9.864e-16
248.022,6.472e-1,6.472e-1,9.865e-16
248.027,1.055e-1,1.055e-1,9.866e-16
248.032,1.585e-2,1.585e-2,9.867e-16
248.037,2.195e-3,2.195e-3,9.869e-16
248.042,2.802e-4,2.802e-4,9.870e-16
248.048,2.129e-5,2.129e-5,9.871e-16
248.053,2.273e-6,2.273e-6,9.872e-16
248.058,2.237e-7,2.237e-7,9.873e-16
248.063,2.030e-8,2.030e-8,9.874e-16
248.068,1.698e-9,1.698e-9,9.876e-16
248.073,1.309e-10,1.309e-10,9.877e-16
248.078,9.304e-12,9.304e-12,9.878e-16
248.083,6.097e-13,6.097e-13,9.879e-16
248.088,3.683e-14,3.683e-14,9.880e-16
248.093,2.051e-15,2.051e-15,9.881e-16
248.099,5.757e-17,5.757e-17,9.883e-16
248.104,2.681e-18,2.681e-18,9.884e-16
249.067,3.190e-17,3.190e-17,1.010e-15
249.072,6.523e-16,6.523e-16,1.010e-15
249.077,1.231e-14,1.231e-14,1.010e-15
249.082,2.143e-13,2.143e-13,1.010e-15
249.087,3.441e-12,3.441e-12,1.010e-15
249.092,5.100e-11,5.100e-11,1.011e-15
249.098,1.165e-9,1.165e-9,1.011e-15
249.103,1.447e-8,1.447e-8,1.011e-15
249.108,1.658e-7,1.658e-7,1.011e-15
249.113,1.752e-6,1.752e-6,1.011e-15
249.118,1.709e-5,1.709e-5,1.011e-15
249.123,1.537e-4,1.537e-4,1.011e-15
249.128,1.276e-3,1.276e-3,1.011e-15
249.133,9.779e-3,9.779e-3,1.012e-15
249.138,6.912e-2,6.912e-2,1.012e-15
249.143,4.508e-1,4.508e-1,1.012e-15
249.149,3.846e+0,3.846e+0,1.012e-15
249.154,2.101e+1,2.101e+1,1.012e-15
249.159,1.059e+2,1.059e+2,1.012e-15
249.164,4.927e+2,4.927e+2,1.012e-15
249.169,2.114e+3,2.114e+3,1.012e-15
249.174,8.373e+3,8.373e+3,1.012e-15
249.179,3.059e+4,3.059e+4,1.013e-15
249.184,1.031e+5,1.031e+5,1.013e-15
249.189,3.207e+5,3.207e+5,1.013e-15
249.194,9.205e+5,9.205e+5,1.013e-15
249.199,2.437e+6,2.437e+6,1.013e-15
249.205,7.051e+6,7.051e+6,1.013e-15
249.210,1.564e+7,1.564e+7,1.013e-15
249.215,3.201e+7,3.201e+7,1.013e-15
249.220,6.046e+7,6.046e+7,1.013e-15
249.225,1.053e+8,1.053e+8,1.014e-15
249.230,1.694e+8,1.694e+8,1.014e-15
249.235,2.512e+8,2.512e+8,1.014e-15
249.240,3.439e+8,3.439e+8,1.014e-15
249.245,4.343e+8,4.343e+8,1.014e-15
249.250,5.060e+8,5.060e+8,1.014e-15
249.256,5.467e+8,5.467e+8,1.014e-15
249.261,5.336e+8,5.336e+8,1.014e-15
249.266,4.806e+8,4.806e+8,1.015e-15
249.271,3.994e+8,3.994e+8,1.015e-15
249.276,3.062e+8,3.062e+8,1.015e-15
249.281,2.167e+8,2.167e+8,1.015e-15
249.286,1.414e+8,1.414e+8,1.015e-15
249.291,8.518e+7,8.518e+7,1.015e-15
249.296,4.734e+7,4.734e+7,1.015e-15
249.301,2.427e+7,2.427e+7,1.015e-15
249.307,9.792e+6,9.792e+6,1.015e-15
249.312,4.206e+6,4.206e+6,1.016e-15
249.317,1.667e+6,1.667e+6,1.016e-15
249.322,6.096e+5,6.096e+5,1.016e-15
249.327,2.057e+5,2.057e+5,1.016e-15
249.332,6.404e+4,6.404e+4,1.016e-15
249.337,1.839e+4,1.839e+4,1.016e-15
249.342,4.875e+3,4.875e+3,1.016e-15
249.347,1.192e+3,1.192e+3,1.016e-15
249.352,2.690e+2,2.690e+2,1.016e-15
249.357,5.600e+1,5.600e+1,1.017e-15
249.363,7.660e+0,7.660e+0,1.017e-15
249.368,1.336e+0,1.336e+0,1.017e-15
249.373,2.150e-1,2.150e-1,1.017e-15
249.378,3.224e-2,3.224e-2,1.017e-15
249.383,6.863e-3,6.863e-3,1.017e-15
249.388,1.836e-2,1.836e-2,1.017e-15
249.393,1.177e-1,1.177e-1,1.017e-15
249.398,7.165e-1,7.165e-1,1.018e-15
249.403,4.029e+0,4.029e+0,1.018e-15
249.408,2.090e+1,2.090e+1,1.018e-15
249.414,1.356e+2,1.356e+2,1.018e-15
249.419,5.896e+2,5.896e+2,1.018e-15
249.424,2.366e+3,2.366e+3,1.018e-15
249.429,8.761e+3,8.761e+3,1.018e-15
249.434,2.994e+4,2.994e+4,1.018e-15
249.439,9.441e+4,9.441e+4,1.018e-15
249.444,2.747e+5,2.747e+5,1.019e-15
249.449,7.379e+5,7.379e+5,1.019e-15
249.454,1.829e+6,1.829e+6,1.019e-15
249.459,4.182e+6,4.182e+6,1.019e-15
249.465,1.015e+7,1.015e+7,1.019e-15
249.470,1.945e+7,1.945e+7,1.019e-15
249.475,3.441e+7,3.441e+7,1.019e-15
249.480,5.616e+7,5.616e+7,1.019e-15
249.485,8.459e+7,8.459e+7,1.019e-15
249.490,1.176e+8,1.176e+8,1.020e-15
249.495,1.508e+8,1.508e+8,1.020e-15
249.500,1.785e+8,1.785e+8,1.020e-15
249.505,1.950e+8,1.950e+8,1.020e-15
249.510,1.966e+8,1.966e+8,1.020e-15
249.515,1.829e+8,1.829e+8,1.020e-15
249.521,1.508e+8,1.508e+8,1.020e-15
249.526,1.176e+8,1.176e+8,1.020e-15
249.531,8.459e+7,8.459e+7,1.020e-15
249.536,5.616e+7,5.616e+7,1.021e-15
249.541,3.441e+7,3.441e+7,1.021e-15
249.546,1.946e+7,1.946e+7,1.021e-15
249.551,1.018e+7,1.018e+7,1.021e-15
249.556,5.001e+6,5.001e+6,1.021e-15
249.561,2.534e+6,2.534e+6,1.021e-15
249.566,1.962e+6,1.962e+6,1.021e-15
249.572,3.812e+6,3.812e+6,1.021e-15
249.577,8.853e+6,8.853e+6,1.022e-15
249.582,2.004e+7,2.004e+7,1.022e-15
249.587,4.222e+7,4.222e+7,1.022e-15
249.592,8.216e+7,8.216e+7,1.022e-15
249.597,1.476e+8,1.476e+8,1.022e-15
249.602,2.447e+8,2.447e+8,1.022e-15
249.607,3.743e+8,3.743e+8,1.022e-15
249.612,5.285e+8,5.285e+8,1.022e-15
249.617,6.888e+8,6.888e+8,1.022e-15
249.623,8.513e+8,8.513e+8,1.023e-15
249.628,9.298e+8,9.298e+8,1.023e-15
249.633,9.373e+8,9.373e+8,1.023e-15
249.638,8.720e+8,8.720e+8,1.023e-15
249.643,7.487e+8,7.487e+8,1.023e-15
249.648,5.933e+8,5.933e+8,1.023e-15
249.653,4.339e+8,4.339e+8,1.023e-15
249.658,2.928e+8,2.928e+8,1.023e-15
249.663,1.824e+8,1.824e+8,1.023e-15
249.668,1.049e+8,1.049e+8,1.024e-15
249.673,5.563e+7,5.563e+7,1.024e-15
249.679,2.339e+7,2.339e+7,1.024e-15
249.684,1.040e+7,1.040e+7,1.024e-15
249.689,4.268e+6,4.268e+6,1.024e-15
249.694,1.616e+6,1.616e+6,1.024e-15
249.699,5.650e+5,5.650e+5,1.024e-15
249.704,1.823e+5,1.823e+5,1.024e-15
249.709,5.427e+4,5.427e+4,1.025e-15
249.714,1.491e+4,1.491e+4,1.025e-15
249.719,3.781e+3,3.781e+3,1.025e-15
249.724,8.850e+2,8.850e+2,1.025e-15
249.730,1.393e+2,1.393e+2,1.025e-15
249.735,2.733e+1,2.733e+1,1.025e-15
249.740,4.948e+0,4.948e+0,1.025e-15
249.745,8.268e-1,8.268e-1,1.025e-15
249.750,1.275e-1,1.275e-1,1.025e-15
249.755,1.814e-2,1.814e-2,1.026e-15
249.760,2.383e-3,2.383e-3,1.026e-15
249.765,2.888e-4,2.888e-4,1.026e-15
249.770,3.231e-5,3.231e-5,1.026e-15
249.775,3.335e-6,3.335e-6,1.026e-15
249.781,1.967e-7,1.967e-7,1.026e-15
249.786,1.702e-8,1.702e-8,1.026e-15
249.791,1.359e-9,1.359e-9,1.026e-15
249.796,1.002e-10,1.002e-10,1.026e-15
249.801,6.815e-12,6.815e-12,1.027e-15
249.806,4.463e-13,4.463e-13,1.027e-15
249.811,3.319e-13,3.319e-13,1.027e-15
249.816,4.703e-12,4.703e-12,1.027e-15
249.821,6.644e-11,6.644e-11,1.027e-15
249.826,8.666e-10,8.666e-10,1.027e-15
249.831,1.043e-8,1.043e-8,1.027e-15
249.837,1.860e-7,1.860e-7,1.027e-15
249.842,1.878e-6,1.878e-6,1.027e-15
249.847,1.750e-5,1.750e-5,1.028e-15
249.852,1.506e-4,1.506e-4,1.028e-15
249.857,1.196e-3,1.196e-3,1.028e-15
249.862,8.770e-3,8.770e-3,1.028e-15
249.867,5.936e-2,5.936e-2,1.028e-15
249.872,3.709e-1,3.709e-1,1.028e-15
249.877,2.139e+0,2.139e+0,1.028e-15
249.882,1.139e+1,1.139e+1,1.028e-15
249.888,7.622e+1,7.622e+1,1.029e-15
249.893,3.403e+2,3.403e+2,1.029e-15
249.898,1.402e+3,1.402e+3,1.029e-15
249.903,5.335e+3,5.335e+3,1.029e-15
249.908,1.874e+4,1.874e+4,1.029e-15
249.913,6.074e+4,6.074e+4,1.029e-15
249.918,1.818e+5,1.818e+5,1.029e-15
249.923,5.022e+5,5.022e+5,1.029e-15
249.928,1.281e+6,1.281e+6,1.029e-15
249.933,3.014e+6,3.014e+6,1.030e-15
249.939,7.577e+6,7.577e+6,1.030e-15
249.944,1.496e+7,1.496e+7,1.030e-15
249.949,2.726e+7,2.726e+7,1.030e-15
249.954,4.585e+7,4.585e+7,1.030e-15
249.959,7.119e+7,7.119e+7,1.030e-15
249.964,1.020e+8,1.020e+8,1.030e-15
249.969,1.350e+8,1.350e+8,1.030e-15
249.974,1.649e+8,1.649e+8,1.030e-15
249.979,1.860e+8,1.860e+8,1.031e-15
249.984,1.935e+8,1.935e+8,1.031e-15
249.989,1.860e+8,1.860e+8,1.031e-15
249.995,1.595e+8,1.595e+8,1.031e-15
250.000,1.285e+8,1.285e+8,1.031e-15
250.005,9.557e+7,9.557e+7,1.031e-15
250.010,6.561e+7,6.561e+7,1.031e-15
250.015,4.158e+7,4.158e+7,1.031e-15
250.020,2.433e+7,2.433e+7,1.032e-15
250.025,1.314e+7,1.314e+7,1.032e-15
250.030,6.550e+6,6.550e+6,1.032e-15
250.035,3.014e+6,3.014e+6,1.032e-15
250.040,1.281e+6,1.281e+6,1.032e-15
250.046,4.124e+5,4.124e+5,1.032e-15
250.051,1.469e+5,1.469e+5,1.032e-15
250.056,4.832e+4,4.832e+4,1.032e-15
250.061,1.467e+4,1.467e+4,1.032e-15
250.066,4.110e+3,4.110e+3,1.033e-15
250.071,1.063e+3,1.063e+3,1.033e-15
250.076,2.539e+2,2.539e+2,1.033e-15
250.081,5.597e+1,5.597e+1,1.033e-15
250.086,1.139e+1,1.139e+1,1.033e-15
250.091,2.139e+0,2.139e+0,1.033e-15
250.097,2.587e-1,2.587e-1,1.033e-15
250.102,4.075e-2,4.075e-2,1.033e-15
250.107,5.927e-3,5.927e-3,1.033e-15
250.112,8.031e-4,8.031e-4,1.034e-15
250.117,1.686e-4,1.686e-4,1.034e-15
250.122,6.015e-4,6.015e-4,1.034e-15
250.127,4.595e-3,4.595e-3,1.034e-15
250.132,3.300e-2,3.300e-2,1.034e-15
250.137,2.189e-1,2.189e-1,1.034e-15
250.142,1.341e+0,1.341e+0,1.034e-15
250.147,7.583e+0,7.583e+0,1.034e-15
250.153,5.457e+1,5.457e+1,1.035e-15
250.158,2.589e+2,2.589e+2,1.035e-15
250.163,1.134e+3,1.134e+3,1.035e-15
250.168,4.585e+3,4.585e+3,1.035e-15
250.173,1.712e+4,1.712e+4,1.035e-15
250.178,5.900e+4,5.900e+4,1.035e-15
250.183,1.878e+5,1.878e+5,1.035e-15
250.188,5.517e+5,5.517e+5,1.035e-15
250.193,1.497e+6,1.497e+6,1.035e-15
250.198,3.749e+6,3.749e+6,1.036e-15
250.204,1.015e+7,1.015e+7,1.036e-15
250.209,2.133e+7,2.133e+7,1.036e-15
250.214,4.139e+7,4.139e+7,1.036e-15
250.219,7.413e+7,7.413e+7,1.036e-15
250.224,1.226e+8,1.226e+8,1.036e-15
250.229,1.871e+8,1.871e+8,1.036e-15
250.234,2.638e+8,2.638e+8,1.036e-15
250.239,3.433e+8,3.433e+8,1.036e-15
250.244,4.125e+8,4.125e+8,1.037e-15
250.249,4.576e+8,4.576e+8,1.037e-15
250.255,4.665e+8,4.665e+8,1.037e-15
250.260,4.341e+8,4.341e+8,1.037e-15
250.265,3.730e+8,3.730e+8,1.037e-15
250.270,2.959e+8,2.959e+8,1.037e-15
250.275,2.168e+8,2.168e+8,1.037e-15
250.280,1.466e+8,1.466e+8,1.037e-15
250.285,9.152e+7,9.152e+7,1.037e-15
250.290,5.275e+7,5.275e+7,1.038e-15
250.295,2.808e+7,2.808e+7,1.038e-15
250.300,1.380e+7,1.380e+7,1.038e-15
250.305,6.259e+6,6.259e+6,1.038e-15
250.311,2.182e+6,2.182e+6,1.038e-15
250.316,8.303e+5,8.303e+5,1.038e-15
250.321,2.918e+5,2.918e+5,1.038e-15
250.326,9.467e+4,9.467e+4,1.038e-15
250.331,2.847e+4,2.847e+4,1.039e-15
250.336,8.382e+3,8.382e+3,1.039e-15
250.341,4.370e+3,4.370e+3,1.039e-15
250.346,1.003e+4,1.003e+4,1.039e-15
250.351,3.572e+4,3.572e+4,1.039e-15
250.356,1.226e+5,1.226e+5,1.039e-15
250.362,4.860e+5,4.860e+5,1.039e-15
250.367,1.403e+6,1.403e+6,1.039e-15
250.372,3.741e+6,3.741e+6,1.039e-15
250.377,9.211e+6,9.211e+6,1.040e-15
250.382,2.094e+7,2.094e+7,1.040e-15
250.387,4.395e+7,4.395e+7,1.040e-15
250.392,8.517e+7,8.517e+7,1.040e-15
250.397,1.524e+8,1.524e+8,1.040e-15
250.402,2.519e+8,2.519e+8,1.040e-15
250.407,3.843e+8,3.843e+8,1.040e-15
250.413,5.744e+8,5.744e+8,1.040e-15
250.418,7.354e+8,7.354e+8,1.040e-15
250.423,8.695e+8,8.695e+8,1.041e-15
250.428,9.492e+8,9.492e+8,1.041e-15
250.433,9.567e+8,9.567e+8,1.041e-15
250.438,8.905e+8,8.905e+8,1.041e-15
250.443,7.653e+8,7.653e+8,1.041e-15
250.448,6.074e+8,6.074e+8,1.041e-15
250.453,4.450e+8,4.450e+8,1.041e-15
250.458,3.011e+8,3.011e+8,1.041e-15
250.463,1.881e+8,1.881e+8,1.041e-15
250.469,9.630e+7,9.630e+7,1.042e-15
250.474,5.049e+7,5.049e+7,1.042e-15
250.479,2.444e+7,2.444e+7,1.042e-15
250.484,1.092e+7,1.092e+7,1.042e-15
250.489,4.509e+6,4.509e+6,1.042e-15
250.494,1.718e+6,1.718e+6,1.042e-15
250.499,6.047e+5,6.047e+5,1.042e-15
250.504,1.965e+5,1.965e+5,1.042e-15
250.509,5.895e+4,5.895e+4,1.043e-15
250.514,1.633e+4,1.633e+4,1.043e-15
250.520,3.151e+3,3.151e+3,1.043e-15
250.525,7.325e+2,7.325e+2,1.043e-15
250.530,1.572e+2,1.572e+2,1.043e-15
250.535,3.116e+1,3.116e+1,1.043e-15
250.540,5.704e+0,5.704e+0,1.043e-15
250.545,9.639e-1,9.639e-1,1.043e-15
250.550,1.504e-1,1.504e-1,1.043e-15
250.555,2.167e-2,2.167e-2,1.044e-15
250.560,2.884e-3,2.884e-3,1.044e-15
250.565,3.543e-4,3.543e-4,1.044e-15
250.571,2.576e-5,2.576e-5,1.044e-15
250.576,2.655e-6,2.655e-6,1.044e-15
250.581,2.527e-7,2.527e-7,1.044e-15
250.586,2.222e-8,2.222e-8,1.044e-15
250.591,1.803e-9,1.803e-9,1.044e-15
250.596,1.351e-10,1.351e-10,1.044e-15
250.601,9.350e-12,9.350e-12,1.045e-15
250.606,5.974e-13,5.974e-13,1.045e-15
250.611,3.525e-14,3.525e-14,1.045e-15
250.616,1.920e-15,1.920e-15,1.045e-15
250.621,3.072e-17,3.072e-17,1.045e-15
250.627,1.088e-15,1.088e-15,1.045e-15
250.632,1.948e-14,1.948e-14,1.045e-15
250.637,3.222e-13,3.222e-13,1.045e-15
250.642,4.923e-12,4.923e-12,1.046e-15
250.647,6.945e-11,6.945e-11,1.046e-15
250.652,9.050e-10,9.050e-10,1.046e-15
250.657,1.089e-8,1.089e-8,1.046e-15
250.662,1.211e-7,1.211e-7,1.046e-15
250.667,1.243e-6,1.243e-6,1.046e-15
250.672,1.179e-5,1.179e-5,1.046e-15
250.678,1.578e-4,1.578e-4,1.046e-15
250.683,1.256e-3,1.256e-3,1.046e-15
250.688,9.235e-3,9.235e-3,1.047e-15
250.693,6.271e-2,6.271e-2,1.047e-15
250.698,3.933e-1,3.933e-1,1.047e-15
250.703,2.278e+0,2.278e+0,1.047e-15
250.708,1.219e+1,1.219e+1,1.047e-15
250.713,6.023e+1,6.023e+1,1.047e-15
250.718,2.749e+2,2.749e+2,1.047e-15
250.723,1.159e+3,1.159e+3,1.047e-15
250.729,5.863e+3,5.863e+3,1.047e-15
250.734,2.075e+4,2.075e+4,1.048e-15
250.739,6.781e+4,6.781e+4,1.048e-15
250.744,2.047e+5,2.047e+5,1.048e-15
250.749,5.707e+5,5.707e+5,1.048e-15
250.754,1.470e+6,1.470e+6,1.048e-15
250.759,3.495e+6,3.495e+6,1.048e-15
250.764,7.677e+6,7.677e+6,1.048e-15
250.769,1.558e+7,1.558e+7,1.048e-15
250.774,2.918e+7,2.918e+7,1.048e-15
250.779,5.050e+7,5.050e+7,1.049e-15
250.785,8.782e+7,8.782e+7,1.049e-15
250.790,1.276e+8,1.276e+8,1.049e-15
250.795,1.712e+8,1.712e+8,1.049e-15
250.800,2.122e+8,2.122e+8,1.049e-15
250.805,2.429e+8,2.429e+8,1.049e-15
250.810,2.568e+8,2.568e+8,1.049e-15
250.815,2.507e+8,2.507e+8,1.049e-15
250.820,2.261e+8,2.261e+8,1.050e-15
250.825,1.884e+8,1.884e+8,1.050e-15
250.830,1.451e+8,1.451e+8,1.050e-15
250.836,9.586e+7,9.586e+7,1.050e-15
250.841,6.311e+7,6.311e+7,1.050e-15
250.846,4.050e+7,4.050e+7,1.050e-15
250.851,2.858e+7,2.858e+7,1.050e-15
250.856,2.725e+7,2.725e+7,1.050e-15
250.861,3.661e+7,3.661e+7,1.050e-15
250.866,5.706e+7,5.706e+7,1.051e-15
250.871,8.867e+7,8.867e+7,1.051e-15
250.876,1.299e+8,1.299e+8,1.051e-15
250.881,1.768e+8,1.768e+8,1.051e-15
250.887,2.307e+8,2.307e+8,1.051e-15
250.892,2.641e+8,2.641e+8,1.051e-15
250.897,2.792e+8,2.792e+8,1.051e-15
250.902,2.726e+8,2.726e+8,1.051e-15
250.907,2.459e+8,2.459e+8,1.051e-15
250.912,2.048e+8,2.048e+8,1.052e-15
250.917,1.576e+8,1.576e+8,1.052e-15
250.922,1.120e+8,1.120e+8,1.052e-15
250.927,7.351e+7,7.351e+7,1.052e-15
250.932,4.457e+7,4.457e+7,1.052e-15
250.937,2.496e+7,2.496e+7,1.052e-15
250.943,1.121e+7,1.121e+7,1.052e-15
250.948,5.270e+6,5.270e+6,1.052e-15
250.953,2.289e+6,2.289e+6,1.053e-15
