Wavelength (nm),Sum,Fe I (1.5e-01),Fe II (8.5e-01),Fe III (1.1e-04)
200.1,2.124e+7,,2.124e+7,2.190e+1
200.2,2.131e+7,,2.131e+7,2.492e+1
200.4,2.080e+7,,2.080e+7,2.949e+1
200.6,2.060e+7,,2.060e+7,3.104e+1
200.8,2.167e+7,,2.167e+7,2.921e+1
201,2.402e+7,,2.402e+7,2.478e+1
201.1,2.546e+7,,2.546e+7,2.204e+1
201.3,2.829e+7,,2.829e+7,1.644e+1
201.5,3.035e+7,,3.035e+7,1.162e+1
201.7,3.091e+7,,3.091e+7,8.136e+0
201.9,2.954e+7,,2.954e+7,5.998e+0
202,2.812e+7,,2.812e+7,5.355e+0
202.2,2.426e+7,,2.426e+7,4.703e+0
202.4,2.009e+7,,2.009e+7,4.641e+0
202.6,1.708e+7,,1.708e+7,4.995e+0
202.7,1.634e+7,,1.634e+7,5.328e+0
202.9,1.651e+7,,1.651e+7,6.379e+0
203.1,1.846e+7,,1.846e+7,8.034e+0
203.3,2.130e+7,,2.130e+7,1.022e+1
203.5,2.418e+7,,2.418e+7,1.256e+1
203.6,2.541e+7,,2.541e+7,1.364e+1
203.8,2.709e+7,,2.709e+7,1.531e+1
204,2.733e+7,,2.733e+7,1.612e+1
204.2,2.608e+7,,2.608e+7,1.623e+1
204.4,2.392e+7,,2.392e+7,1.654e+1
204.5,2.280e+7,,2.280e+7,1.741e+1
204.7,2.101e+7,,2.101e+7,2.321e+1
204.9,2.003e+7,,2.003e+7,4.081e+1
205.1,1.939e+7,,1.939e+7,8.220e+1
205.2,1.898e+7,,1.898e+7,1.167e+2
205.4,1.773e+7,,1.773e+7,2.229e+2
205.6,1.611e+7,,1.611e+7,3.860e+2
205.8,1.476e+7,,1.476e+7,6.012e+2
206,1.429e+7,,1.429e+7,8.445e+2
206.1,1.441e+7,,1.441e+7,9.647e+2
206.3,1.503e+7,,1.502e+7,1.175e+3
206.5,1.542e+7,,1.542e+7,1.313e+3
206.7,1.486e+7,,1.486e+7,1.364e+3
206.9,1.320e+7,,1.320e+7,1.346e+3
207,1.209e+7,,1.209e+7,1.327e+3
207.2,9.814e+6,,9.813e+6,1.305e+3
207.4,8.085e+6,,8.084e+6,1.334e+3
207.6,7.339e+6,,7.337e+6,1.397e+3
207.7,7.346e+6,,7.345e+6,1.421e+3
207.9,7.960e+6,,7.958e+6,1.405e+3
208.1,9.060e+6,,9.059e+6,1.265e+3
208.3,1.027e+7,,1.027e+7,1.017e+3
208.5,1.119e+7,2.014e-10,1.119e+7,7.257e+2
208.6,1.143e+7,1.002e-9,1.143e+7,5.886e+2
208.8,1.125e+7,2.234e-8,1.125e+7,3.635e+2
209,1.011e+7,4.340e-7,1.011e+7,2.174e+2
209.2,8.235e+6,7.344e-6,8.234e+6,1.388e+2
209.4,6.101e+6,1.083e-4,6.101e+6,1.024e+2
209.5,5.113e+6,3.947e-4,5.113e+6,9.278e+1
209.7,3.581e+6,4.731e-3,3.581e+6,8.013e+1
209.9,2.868e+6,4.939e-2,2.868e+6,6.915e+1
210.1,3.061e+6,4.492e-1,3.061e+6,5.695e+1
210.2,3.472e+6,1.286e+0,3.472e+6,5.062e+1
210.4,4.767e+6,9.512e+0,4.767e+6,3.868e+1
210.6,6.358e+6,6.127e+1,6.357e+6,2.881e+1
210.8,7.753e+6,3.438e+2,7.753e+6,2.132e+1
211,8.521e+6,1.681e+3,8.520e+6,1.573e+1
211.1,8.595e+6,3.528e+3,8.592e+6,1.348e+1
211.3,8.141e+6,1.402e+4,8.127e+6,9.860e+0
211.5,7.098e+6,4.855e+4,7.049e+6,7.243e+0
211.7,5.846e+6,1.464e+5,5.699e+6,5.434e+0
211.9,4.789e+6,3.846e+5,4.404e+6,4.163e+0
212,4.447e+6,5.920e+5,3.855e+6,3.649e+0
212.2,4.315e+6,1.264e+6,3.050e+6,2.771e+0
212.4,5.025e+6,2.353e+6,2.672e+6,2.071e+0
212.6,6.475e+6,3.813e+6,2.662e+6,1.607e+0
212.7,7.360e+6,4.610e+6,2.750e+6,1.488e+0
212.9,9.071e+6,6.075e+6,2.997e+6,1.504e+0
213.1,1.017e+7,6.974e+6,3.198e+6,1.852e+0
213.3,1.023e+7,6.974e+6,3.253e+6,2.476e+0
213.5,9.241e+6,6.075e+6,3.166e+6,3.286e+0
213.6,8.483e+6,5.384e+6,3.099e+6,3.729e+0
213.8,6.836e+6,3.813e+6,3.023e+6,4.615e+0
214,5.549e+6,2.354e+6,3.195e+6,5.389e+0
214.2,5.060e+6,1.271e+6,3.790e+6,5.896e+0
214.4,5.472e+6,6.228e+5,4.849e+6,5.999e+0
214.5,5.964e+6,4.500e+5,5.514e+6,5.878e+0
214.7,7.366e+6,4.122e+5,6.954e+6,5.320e+0
214.9,9.320e+6,9.940e+5,8.326e+6,4.464e+0
215.1,1.251e+7,2.957e+6,9.556e+6,3.499e+0
215.2,1.512e+7,4.946e+6,1.018e+7,3.031e+0
215.4,2.422e+7,1.258e+7,1.164e+7,2.191e+0
215.6,4.166e+7,2.805e+7,1.361e+7,1.523e+0
215.8,7.066e+7,5.470e+7,1.596e+7,1.040e+0
216,1.114e+8,9.333e+7,1.808e+7,7.513e-1
216.1,1.348e+8,1.160e+8,1.881e+7,6.880e-1
216.3,1.812e+8,1.619e+8,1.931e+7,7.560e-1
216.5,2.164e+8,1.979e+8,1.855e+7,1.137e+0
216.7,2.287e+8,2.115e+8,1.713e+7,1.866e+0
216.9,2.137e+8,1.979e+8,1.580e+7,2.884e+0
217,1.974e+8,1.820e+8,1.532e+7,3.442e+0
217.2,1.541e+8,1.394e+8,1.467e+7,4.468e+0
217.4,1.077e+8,9.367e+7,1.406e+7,5.094e+0
217.6,6.870e+7,5.574e+7,1.297e+7,5.092e+0
217.7,5.372e+7,4.157e+7,1.215e+7,4.845e+0
217.9,3.359e+7,2.353e+7,1.006e+7,3.971e+0
218.1,2.570e+7,1.797e+7,7.726e+6,2.850e+0
218.3,2.840e+7,2.276e+7,5.644e+6,1.792e+0
218.5,4.008e+7,3.594e+7,4.141e+6,9.865e-1
218.6,4.868e+7,4.504e+7,3.638e+6,6.965e-1
218.8,6.949e+7,6.640e+7,3.086e+6,3.146e-1
219,9.162e+7,8.858e+7,3.037e+6,1.255e-1
219.2,1.103e+8,1.069e+8,3.400e+6,4.702e-2
219.4,1.217e+8,1.175e+8,4.159e+6,2.431e-2
219.5,1.239e+8,1.192e+8,4.701e+6,2.481e-2
219.7,1.213e+8,1.152e+8,6.153e+6,4.316e-2
219.9,1.108e+8,1.026e+8,8.153e+6,8.446e-2
220.1,9.516e+7,8.440e+7,1.076e+7,1.500e-1
220.2,8.651e+7,7.420e+7,1.231e+7,1.909e-1
220.4,6.969e+7,5.373e+7,1.596e+7,2.807e-1
220.6,5.594e+7,3.546e+7,2.047e+7,3.629e-1
220.8,4.717e+7,2.119e+7,2.598e+7,4.127e-1
221,4.392e+7,1.139e+7,3.253e+7,4.128e-1
221.1,4.415e+7,8.010e+6,3.614e+7,3.935e-1
221.3,4.726e+7,3.636e+6,4.362e+7,3.250e-1
221.5,5.205e+7,1.467e+6,5.059e+7,2.369e-1
221.7,5.617e+7,5.248e+5,5.565e+7,1.540e-1
221.9,5.768e+7,1.661e+5,5.751e+7,9.221e-2
222,5.711e+7,8.918e+4,5.702e+7,7.110e-2
222.2,5.336e+7,2.341e+4,5.334e+7,4.681e-2
222.4,4.712e+7,5.421e+3,4.711e+7,4.103e-2
222.6,4.018e+7,1.106e+3,4.018e+7,4.705e-2
222.8,3.424e+7,2.000e+2,3.424e+7,6.056e-2
222.9,3.197e+7,8.359e+1,3.197e+7,6.966e-2
223.1,2.891e+7,3.265e+1,2.891e+7,9.305e-2
223.3,2.741e+7,1.173e+2,2.741e+7,1.242e-1
223.5,2.685e+7,5.717e+2,2.685e+7,1.619e-1
223.6,2.680e+7,1.213e+3,2.680e+7,1.815e-1
223.8,2.721e+7,4.982e+3,2.721e+7,2.166e-1
224,2.858e+7,1.810e+4,2.856e+7,2.371e-1
224.2,3.121e+7,5.814e+4,3.115e+7,2.350e-1
224.4,3.503e+7,1.652e+5,3.486e+7,2.091e-1
224.5,3.722e+7,2.659e+5,3.695e+7,1.891e-1
224.7,4.166e+7,6.284e+5,4.103e+7,1.419e-1
224.9,4.541e+7,1.313e+6,4.410e+7,9.477e-2
225.1,4.778e+7,2.428e+6,4.535e+7,5.621e-2
225.3,4.840e+7,3.971e+6,4.443e+7,2.957e-2
225.4,4.804e+7,4.852e+6,4.319e+7,2.050e-2
225.6,4.608e+7,6.614e+6,3.946e+7,8.995e-3
225.8,4.266e+7,8.009e+6,3.465e+7,3.497e-3
226,3.814e+7,8.675e+6,2.947e+7,1.207e-3
226.1,3.562e+7,8.700e+6,2.692e+7,6.796e-4
226.3,3.046e+7,8.292e+6,2.217e+7,2.013e-4
226.5,2.590e+7,7.736e+6,1.817e+7,5.842e-5
226.7,2.299e+7,7.686e+6,1.530e+7,2.149e-5
226.9,2.272e+7,8.606e+6,1.411e+7,1.699e-5
227,2.379e+7,9.463e+6,1.432e+7,2.224e-5
227.2,2.833e+7,1.180e+7,1.653e+7,6.169e-5
227.4,3.537e+7,1.452e+7,2.085e+7,2.076e-4
227.6,4.329e+7,1.712e+7,2.617e+7,6.735e-4
227.8,5.003e+7,1.927e+7,3.076e+7,1.986e-3
227.9,5.238e+7,2.016e+7,3.222e+7,3.273e-3
228.1,5.441e+7,2.167e+7,3.275e+7,8.178e-3
228.3,5.302e+7,2.301e+7,3.001e+7,1.823e-2
228.5,4.957e+7,2.460e+7,2.497e+7,3.625e-2
228.6,4.776e+7,2.569e+7,2.208e+7,4.895e-2
228.8,4.552e+7,2.894e+7,1.657e+7,8.185e-2
229,4.652e+7,3.417e+7,1.236e+7,1.219e-1
229.2,5.111e+7,4.129e+7,9.815e+6,1.616e-1
229.4,5.770e+7,4.900e+7,8.701e+6,1.907e-1
229.5,6.085e+7,5.234e+7,8.513e+6,1.983e-1
229.7,6.492e+7,5.637e+7,8.556e+6,1.965e-1
229.9,6.430e+7,5.543e+7,8.872e+6,1.739e-1
230.1,5.880e+7,4.951e+7,9.297e+6,1.389e-1
230.3,5.030e+7,4.052e+7,9.778e+6,1.041e-1
230.4,4.582e+7,3.578e+7,1.003e+7,9.098e-2
230.6,3.812e+7,2.752e+7,1.060e+7,7.997e-2
230.8,3.374e+7,2.228e+7,1.146e+7,9.589e-2
231,3.386e+7,2.041e+7,1.345e+7,1.423e-1
231.1,3.593e+7,2.052e+7,1.542e+7,1.764e-1
231.3,4.531e+7,2.196e+7,2.335e+7,2.606e-1
231.5,6.478e+7,2.386e+7,4.092e+7,3.531e-1
231.7,1.004e+8,2.498e+7,7.538e+7,4.346e-1
231.9,1.602e+8,2.452e+7,1.357e+8,4.894e-1
232,2.019e+8,2.360e+7,1.783e+8,5.048e-1
232.2,3.130e+8,2.051e+7,2.925e+8,5.157e-1
232.4,4.628e+8,1.625e+7,4.466e+8,5.135e-1
232.6,6.469e+8,1.166e+7,6.353e+8,5.179e-1
232.8,8.542e+8,7.547e+6,8.466e+8,5.449e-1
232.9,9.623e+8,5.832e+6,9.565e+8,5.697e-1
233.1,1.182e+9,3.208e+6,1.178e+9,6.412e-1
233.3,1.404e+9,1.578e+6,1.403e+9,7.320e-1
233.5,1.636e+9,6.935e+5,1.635e+9,8.195e-1
233.6,1.756e+9,4.404e+5,1.756e+9,8.524e-1
233.8,2.004e+9,1.630e+5,2.003e+9,8.777e-1
234,2.234e+9,5.377e+4,2.234e+9,8.333e-1
234.2,2.401e+9,1.580e+4,2.401e+9,7.203e-1
234.4,2.455e+9,4.134e+3,2.455e+9,5.622e-1
234.5,2.430e+9,2.024e+3,2.430e+9,4.772e-1
234.7,2.279e+9,4.450e+2,2.279e+9,3.168e-1
234.9,2.033e+9,8.708e+1,2.033e+9,1.882e-1
235.1,1.762e+9,1.517e+1,1.762e+9,9.988e-2
235.3,1.533e+9,2.352e+0,1.533e+9,4.735e-2
235.4,1.450e+9,8.864e-1,1.450e+9,3.126e-2
235.6,1.349e+9,1.154e-1,1.349e+9,1.263e-2
235.8,1.321e+9,1.337e-2,1.321e+9,4.948e-3
236,1.326e+9,1.379e-3,1.326e+9,2.793e-3
236.1,1.331e+9,4.241e-4,1.331e+9,2.947e-3
236.3,1.330e+9,3.673e-5,1.330e+9,5.234e-3
236.5,1.326e+9,2.831e-6,1.326e+9,1.042e-2
236.7,1.351e+9,1.943e-7,1.351e+9,1.918e-2
236.9,1.459e+9,1.186e-8,1.459e+9,3.181e-2
237,1.561e+9,2.806e-9,1.561e+9,3.940e-2
237.2,1.889e+9,,1.889e+9,5.608e-2
237.4,2.384e+9,,2.384e+9,7.285e-2
237.6,3.003e+9,,3.003e+9,8.785e-2
237.8,3.637e+9,,3.637e+9,1.010e-1
237.9,3.917e+9,,3.917e+9,1.076e-1
238.1,4.322e+9,,4.322e+9,1.224e-1
238.3,4.465e+9,,4.465e+9,1.416e-1
238.5,4.365e+9,3.551e-10,4.365e+9,1.643e-1
238.6,4.258e+9,1.418e-9,4.258e+9,1.755e-1
238.8,4.018e+9,3.831e-8,4.018e+9,1.933e-1
239,3.848e+9,5.363e-7,3.848e+9,1.997e-1
239.2,3.810e+9,6.742e-6,3.810e+9,1.920e-1
239.4,3.878e+9,7.649e-5,3.878e+9,1.732e-1
239.5,3.931e+9,2.479e-4,3.931e+9,1.618e-1
239.7,4.023e+9,2.412e-3,4.023e+9,1.398e-1
239.9,4.058e+9,2.118e-2,4.058e+9,1.229e-1
240.1,4.021e+9,1.680e-1,4.021e+9,1.120e-1
240.3,3.923e+9,1.202e+0,3.923e+9,1.039e-1
240.4,3.852e+9,3.096e+0,3.852e+9,9.952e-2
240.6,3.665e+9,1.901e+1,3.665e+9,8.806e-2
240.8,3.399e+9,1.054e+2,3.399e+9,7.251e-2
241,3.039e+9,5.280e+2,3.039e+9,5.457e-2
241.1,2.824e+9,1.137e+3,2.824e+9,4.562e-2
241.3,2.345e+9,4.889e+3,2.345e+9,2.952e-2
241.5,1.841e+9,1.899e+4,1.841e+9,1.719e-2
241.7,1.372e+9,6.663e+4,1.372e+9,8.996e-3
241.9,9.865e+8,2.113e+5,9.863e+8,4.230e-3
242,8.336e+8,3.623e+5,8.332e+8,2.788e-3
242.2,6.099e+8,9.875e+5,6.089e+8,1.127e-3
242.4,4.821e+8,2.434e+6,4.796e+8,4.472e-4
242.6,4.238e+8,5.428e+6,4.183e+8,2.787e-4
242.8,4.073e+8,1.095e+7,3.964e+8,4.642e-4
242.9,4.078e+8,1.499e+7,3.928e+8,7.121e-4
243.1,4.166e+8,2.606e+7,3.905e+8,1.692e-3
243.3,4.292e+8,4.106e+7,3.881e+8,3.701e-3
243.5,4.418e+8,5.865e+7,3.831e+8,7.308e-3
243.7,4.527e+8,7.607e+7,3.766e+8,1.300e-2
243.8,4.570e+8,8.360e+7,3.734e+8,1.667e-2
244,4.616e+8,9.423e+7,3.673e+8,2.534e-2
244.2,4.579e+8,9.740e+7,3.605e+8,3.470e-2
244.4,4.434e+8,9.355e+7,3.499e+8,4.278e-2
244.5,4.323e+8,8.987e+7,3.424e+8,4.567e-2
244.7,4.053e+8,8.188e+7,3.234e+8,4.813e-2
244.9,3.793e+8,7.726e+7,3.021e+8,4.567e-2
245.1,3.655e+8,8.031e+7,2.852e+8,3.903e-2
245.3,3.732e+8,9.331e+7,2.799e+8,3.004e-2
245.4,3.864e+8,1.036e+8,2.829e+8,2.534e-2
245.6,4.302e+8,1.305e+8,2.997e+8,1.667e-2
245.8,4.897e+8,1.633e+8,3.264e+8,9.875e-3
246,5.531e+8,1.986e+8,3.545e+8,5.269e-3
246.2,6.102e+8,2.350e+8,3.752e+8,2.531e-3
246.3,6.348e+8,2.539e+8,3.808e+8,1.687e-3
246.5,6.781e+8,2.966e+8,3.815e+8,6.928e-4
246.7,7.230e+8,3.534e+8,3.695e+8,2.562e-4
246.9,7.875e+8,4.375e+8,3.500e+8,8.532e-5
247,8.341e+8,4.946e+8,3.394e+8,4.734e-5
247.2,9.702e+8,6.494e+8,3.208e+8,1.347e-5
247.4,1.178e+9,8.683e+8,3.100e+8,3.454e-6
247.6,1.465e+9,1.154e+9,3.109e+8,7.974e-7
247.8,1.819e+9,1.493e+9,3.258e+8,1.658e-7
247.9,2.011e+9,1.672e+9,3.388e+8,7.267e-8
248.1,2.396e+9,2.020e+9,3.764e+8,1.291e-8
248.3,2.733e+9,2.304e+9,4.289e+8,2.066e-9
248.5,2.968e+9,2.474e+9,4.936e+8,2.977e-10
248.7,3.057e+9,2.493e+9,5.636e+8,3.864e-11
248.8,3.040e+9,2.443e+9,5.973e+8,1.338e-11
249,2.886e+9,2.232e+9,6.537e+8,1.485e-12
249.2,2.596e+9,1.911e+9,6.850e+8,1.483e-13
249.4,2.216e+9,1.533e+9,6.832e+8,1.334e-14
249.5,2.011e+9,1.342e+9,6.696e+8,3.847e-15
249.7,1.609e+9,9.875e+8,6.211e+8,2.958e-16
249.9,1.253e+9,6.989e+8,5.538e+8,2.048e-17
250.1,9.720e+8,4.912e+8,4.807e+8,1.277e-18
250.3,7.739e+8,3.607e+8,4.132e+8,
250.4,7.041e+8,3.201e+8,3.840e+8,
250.6,6.150e+8,2.781e+8,3.370e+8,
250.8,5.823e+8,2.765e+8,3.058e+8,
251,5.953e+8,3.060e+8,2.893e+8,
251.2,6.489e+8,3.627e+8,2.862e+8,
251.3,6.902e+8,4.008e+8,2.895e+8,
251.5,8.017e+8,4.954e+8,3.063e+8,
251.7,9.475e+8,6.095e+8,3.380e+8,
251.9,1.116e+9,7.308e+8,3.853e+8,
252,1.203e+9,7.883e+8,4.145e+8,
252.2,1.365e+9,8.835e+8,4.816e+8,
252.4,1.492e+9,9.362e+8,5.559e+8,
252.6,1.568e+9,9.360e+8,6.317e+8,
252.8,1.590e+9,8.860e+8,7.040e+8,
252.9,1.585e+9,8.470e+8,7.377e+8,
253.1,1.553e+9,7.548e+8,7.980e+8,
253.3,1.507e+9,6.625e+8,8.447e+8,
253.5,1.459e+9,5.872e+8,8.721e+8,
253.7,1.409e+9,5.349e+8,8.745e+8,
253.8,1.382e+9,5.163e+8,8.653e+8,
254,1.315e+9,4.880e+8,8.267e+8,
254.2,1.227e+9,4.612e+8,7.661e+8,
254.4,1.119e+9,4.258e+8,6.928e+8,
254.5,1.058e+9,4.033e+8,6.550e+8,
254.7,9.321e+8,3.482e+8,5.839e+8,
254.9,8.115e+8,2.839e+8,5.276e+8,
255.1,7.129e+8,2.174e+8,4.956e+8,
255.3,6.509e+8,1.557e+8,4.952e+8,9.525e-18
255.4,6.363e+8,1.284e+8,5.078e+8,3.421e-17
255.6,6.395e+8,8.294e+7,5.565e+8,4.120e-16
255.8,6.757e+8,4.995e+7,6.257e+8,4.525e-15
256,7.233e+8,2.816e+7,6.952e+8,4.532e-14
256.2,7.570e+8,1.518e+7,7.418e+8,4.140e-13
256.3,7.621e+8,1.120e+7,7.509e+8,1.209e-12
256.5,7.435e+8,6.851e+6,7.366e+8,9.614e-12
256.7,6.914e+8,5.946e+6,6.854e+8,6.974e-11
256.9,6.246e+8,7.394e+6,6.173e+8,4.614e-10
257,5.941e+8,8.797e+6,5.853e+8,1.147e-9
257.2,5.553e+8,1.271e+7,5.426e+8,6.607e-9
257.4,5.640e+8,1.784e+7,5.461e+8,3.472e-8
257.6,6.319e+8,2.378e+7,6.081e+8,1.665e-7
257.8,7.595e+8,2.992e+7,7.295e+8,7.278e-7
257.9,8.430e+8,3.281e+7,8.102e+8,1.470e-6
258.1,1.042e+9,3.763e+7,1.005e+9,5.602e-6
258.3,1.278e+9,4.040e+7,1.238e+9,1.948e-5
258.5,1.552e+9,4.055e+7,1.511e+9,6.179e-5
258.7,1.881e+9,3.812e+7,1.842e+9,1.790e-4
258.8,2.073e+9,3.616e+7,2.036e+9,2.944e-4
259,2.521e+9,3.154e+7,2.489e+9,7.446e-4
259.2,3.044e+9,2.716e+7,3.017e+9,1.722e-3
259.4,3.591e+9,2.423e+7,3.566e+9,3.644e-3
259.5,3.846e+9,2.353e+7,3.822e+9,5.131e-3
259.7,4.259e+9,2.376e+7,4.235e+9,9.540e-3
259.9,4.478e+9,2.575e+7,4.452e+9,1.631e-2
260.1,4.475e+9,2.866e+7,4.446e+9,2.574e-2
260.3,4.285e+9,3.148e+7,4.253e+9,3.760e-2
260.4,4.143e+9,3.257e+7,4.111e+9,4.422e-2
260.6,3.820e+9,3.374e+7,3.787e+9,5.805e-2
260.8,3.497e+9,3.342e+7,3.463e+9,7.138e-2
261,3.204e+9,3.189e+7,3.172e+9,8.254e-2
261.2,2.942e+9,2.981e+7,2.912e+9,8.999e-2
261.3,2.819e+9,2.879e+7,2.791e+9,9.192e-2
261.5,2.588e+9,2.716e+7,2.561e+9,9.175e-2
261.7,2.386e+9,2.632e+7,2.359e+9,8.610e-2
261.9,2.236e+9,2.618e+7,2.210e+9,7.567e-2
262,2.187e+9,2.626e+7,2.161e+9,6.911e-2
262.2,2.146e+9,2.647e+7,2.120e+9,5.456e-2
262.4,2.164e+9,2.648e+7,2.137e+9,3.989e-2
262.6,2.197e+9,2.617e+7,2.171e+9,2.691e-2
262.8,2.191e+9,2.562e+7,2.166e+9,1.669e-2
262.9,2.158e+9,2.531e+7,2.133e+9,1.273e-2
263.1,2.013e+9,2.471e+7,1.988e+9,6.943e-3
263.3,1.765e+9,2.413e+7,1.741e+9,3.466e-3
263.5,1.444e+9,2.348e+7,1.420e+9,1.583e-3
263.7,1.097e+9,2.259e+7,1.075e+9,6.606e-4
263.8,9.301e+8,2.201e+7,9.081e+8,4.126e-4
264,6.317e+8,2.053e+7,6.111e+8,1.503e-4
264.2,3.992e+8,1.866e+7,3.805e+8,5.003e-5
264.4,2.366e+8,1.650e+7,2.201e+8,1.520e-5
264.5,1.787e+8,1.538e+7,1.633e+8,8.095e-6
264.7,1.003e+8,1.318e+7,8.712e+7,2.144e-6
264.9,5.838e+7,1.123e+7,4.714e+7,5.185e-7
265.1,3.972e+7,9.752e+6,2.997e+7,1.144e-7
265.3,3.542e+7,8.883e+6,2.654e+7,2.306e-8
265.4,3.691e+7,8.704e+6,2.821e+7,1.004e-8
265.6,4.507e+7,8.869e+6,3.620e+7,2.048e-9
265.8,5.803e+7,9.694e+6,4.833e+7,1.811e-9
266,7.325e+7,1.107e+7,6.217e+7,7.338e-9
266.2,8.778e+7,1.283e+7,7.495e+7,3.194e-8
266.3,9.381e+7,1.378e+7,8.004e+7,6.470e-8
266.5,1.018e+8,1.569e+7,8.611e+7,2.491e-7
266.7,1.031e+8,1.747e+7,8.567e+7,8.807e-7
266.9,9.808e+7,1.907e+7,7.901e+7,2.860e-6
267.1,8.861e+7,2.051e+7,6.810e+7,8.528e-6
267.2,8.315e+7,2.119e+7,6.196e+7,1.427e-5
267.4,7.266e+7,2.246e+7,5.020e+7,3.747e-5
267.6,6.465e+7,2.353e+7,4.113e+7,9.045e-5
267.8,6.026e+7,2.419e+7,3.607e+7,2.007e-4
267.9,5.941e+7,2.431e+7,3.510e+7,2.897e-4
268.1,5.983e+7,2.405e+7,3.578e+7,5.671e-4
268.3,6.197e+7,2.311e+7,3.886e+7,1.022e-3
268.5,6.454e+7,2.159e+7,4.294e+7,1.695e-3
268.7,6.658e+7,1.969e+7,4.688e+7,2.591e-3
268.8,6.726e+7,1.868e+7,4.858e+7,3.107e-3
269,6.800e+7,1.671e+7,5.129e+7,4.211e-3
269.2,6.851e+7,1.516e+7,5.334e+7,5.275e-3
269.4,7.009e+7,1.457e+7,5.552e+7,6.120e-3
269.6,7.474e+7,1.565e+7,5.909e+7,6.592e-3
269.7,7.898e+7,1.710e+7,6.188e+7,6.660e-3
269.9,9.303e+7,2.248e+7,7.055e+7,6.456e-3
270.1,1.170e+8,3.246e+7,8.452e+7,5.863e-3
270.3,1.537e+8,4.907e+7,1.046e+8,5.015e-3
270.4,1.776e+8,6.070e+7,1.169e+8,4.544e-3
270.6,2.374e+8,9.249e+7,1.450e+8,3.590e-3
270.8,3.130e+8,1.379e+8,1.751e+8,2.710e-3
271,4.014e+8,1.978e+8,2.036e+8,1.961e-3
271.2,4.964e+8,2.697e+8,2.267e+8,1.364e-3
271.3,5.436e+8,3.080e+8,2.356e+8,1.120e-3
271.5,6.308e+8,3.827e+8,2.482e+8,7.325e-4
271.7,7.009e+8,4.442e+8,2.566e+8,4.576e-4
271.9,7.481e+8,4.813e+8,2.668e+8,2.717e-4
272.1,7.737e+8,4.878e+8,2.858e+8,1.525e-4
272.2,7.810e+8,4.799e+8,3.011e+8,1.116e-4
272.4,7.943e+8,4.462e+8,3.481e+8,5.703e-5
272.6,8.231e+8,3.990e+8,4.241e+8,2.722e-5
272.8,8.899e+8,3.511e+8,5.388e+8,1.210e-5
272.9,9.444e+8,3.302e+8,6.142e+8,7.848e-6
273.1,1.105e+9,2.978e+8,8.073e+8,3.119e-6
273.3,1.341e+9,2.785e+8,1.063e+9,1.148e-6
273.5,1.648e+9,2.685e+8,1.379e+9,3.905e-7
273.7,2.006e+9,2.623e+8,1.743e+9,1.227e-7
273.8,2.195e+9,2.589e+8,1.936e+9,6.672e-8
274,2.568e+9,2.496e+8,2.318e+9,1.856e-8
274.2,2.899e+9,2.355e+8,2.663e+9,4.760e-9
274.4,3.149e+9,2.169e+8,2.932e+9,1.124e-9
274.6,3.287e+9,1.954e+8,3.091e+9,2.443e-10
274.7,3.308e+9,1.841e+8,3.124e+9,1.104e-10
274.9,3.251e+9,1.616e+8,3.090e+9,2.118e-11
275.1,3.071e+9,1.404e+8,2.931e+9,3.738e-12
275.3,2.790e+9,1.214e+8,2.668e+9,6.065e-13
275.4,2.620e+9,1.128e+8,2.507e+9,2.368e-13
275.6,2.244e+9,9.767e+7,2.146e+9,3.386e-14
275.8,1.847e+9,8.495e+7,1.762e+9,4.452e-15
276,1.462e+9,7.431e+7,1.388e+9,5.380e-16
276.2,1.115e+9,6.533e+7,1.050e+9,5.974e-17
276.3,9.612e+8,6.134e+7,8.999e+8,1.929e-17
276.5,6.998e+8,5.418e+7,6.456e+8,1.878e-18
276.7,5.009e+8,4.808e+7,4.528e+8,1.684e-19
276.9,3.590e+8,4.323e+7,3.158e+8,8.879e-21
277.1,2.640e+8,4.010e+7,2.239e+8,
277.2,2.306e+8,3.940e+7,1.912e+8,
277.4,1.855e+8,4.014e+7,1.453e+8,
277.6,1.619e+8,4.420e+7,1.177e+8,
277.8,1.528e+8,5.169e+7,1.011e+8,
277.9,1.519e+8,5.656e+7,9.531e+7,
278.1,1.540e+8,6.773e+7,8.622e+7,
278.3,1.574e+8,7.912e+7,7.824e+7,
278.5,1.581e+8,8.829e+7,6.979e+7,
278.7,1.535e+8,9.303e+7,6.043e+7,
278.8,1.488e+8,9.328e+7,5.551e+7,
279,1.351e+8,8.945e+7,4.566e+7,
279.2,1.173e+8,8.088e+7,3.647e+7,
279.4,9.840e+7,6.987e+7,2.854e+7,
279.6,8.130e+7,5.919e+7,2.211e+7,
279.7,7.420e+7,5.476e+7,1.944e+7,6.269e-22
279.9,6.375e+7,4.874e+7,1.501e+7,6.506e-21
280.1,5.849e+7,4.693e+7,1.156e+7,6.254e-20
280.3,5.765e+7,4.880e+7,8.843e+6,5.568e-19
280.4,5.842e+7,5.071e+7,7.702e+6,1.614e-18
280.6,6.123e+7,5.542e+7,5.802e+6,1.281e-17
280.8,6.431e+7,5.994e+7,4.373e+6,9.412e-17
281,6.633e+7,6.293e+7,3.399e+6,6.406e-16
281.2,6.662e+7,6.373e+7,2.891e+6,4.038e-15
281.3,6.610e+7,6.328e+7,2.825e+6,9.851e-15
281.5,6.412e+7,6.099e+7,3.136e+6,5.535e-14
