Wavelength (nm),Sum(calc),Li I (4.0e-2),Li II (9.6e-1),Li III (5.9e-34)
366.979,6.995e-9,6.995e-9,1.270e-53,4.804e-108
366.984,2.843e-8,2.843e-8,1.270e-53,4.804e-108
366.989,1.114e-7,1.114e-7,1.270e-53,4.805e-108
366.994,4.204e-7,4.204e-7,1.270e-53,4.805e-108
366.999,1.530e-6,1.530e-6,1.271e-53,4.805e-108
367.005,6.867e-6,6.867e-6,1.271e-53,4.806e-108
367.01,2.305e-5,2.305e-5,1.271e-53,4.806e-108
367.015,7.457e-5,7.457e-5,1.271e-53,4.806e-108
367.02,2.325e-4,2.325e-4,1.271e-53,4.807e-108
367.025,6.989e-4,6.989e-4,1.272e-53,4.807e-108
367.03,2.025e-3,2.025e-3,1.272e-53,4.807e-108
367.036,6.914e-3,6.914e-3,1.272e-53,4.808e-108
367.041,1.848e-2,1.848e-2,1.272e-53,4.808e-108
367.046,4.759e-2,4.759e-2,1.272e-53,4.808e-108
367.051,1.181e-1,1.181e-1,1.272e-53,4.809e-108
367.056,2.827e-1,2.827e-1,1.273e-53,4.809e-108
367.061,6.523e-1,6.523e-1,1.273e-53,4.809e-108
367.066,1.450e+0,1.450e+0,1.273e-53,4.810e-108
367.072,3.605e+0,3.605e+0,1.273e-53,4.810e-108
367.077,7.393e+0,7.393e+0,1.273e-53,4.810e-108
367.082,1.462e+1,1.462e+1,1.274e-53,4.811e-108
367.087,2.785e+1,2.785e+1,1.274e-53,4.811e-108
367.092,5.116e+1,5.116e+1,1.274e-53,4.811e-108
367.097,9.058e+1,9.058e+1,1.274e-53,4.811e-108
367.103,1.713e+2,1.713e+2,1.274e-53,4.812e-108
367.108,2.797e+2,2.797e+2,1.274e-53,4.812e-108
367.113,4.403e+2,4.403e+2,1.275e-53,4.813e-108
367.118,6.681e+2,6.681e+2,1.275e-53,4.813e-108
367.123,9.772e+2,9.772e+2,1.275e-53,4.813e-108
367.128,1.378e+3,1.378e+3,1.275e-53,4.813e-108
367.134,1.982e+3,1.982e+3,1.275e-53,4.814e-108
367.139,2.577e+3,2.577e+3,1.276e-53,4.814e-108
367.144,3.230e+3,3.230e+3,1.276e-53,4.814e-108
367.149,3.903e+3,3.903e+3,1.276e-53,4.815e-108
367.154,4.545e+3,4.545e+3,1.276e-53,4.815e-108
367.159,5.102e+3,5.102e+3,1.276e-53,4.815e-108
367.165,5.583e+3,5.583e+3,1.276e-53,4.816e-108
367.17,5.781e+3,5.781e+3,1.277e-53,4.816e-108
367.175,5.769e+3,5.769e+3,1.277e-53,4.816e-108
367.18,5.549e+3,5.549e+3,1.277e-53,4.817e-108
367.185,5.145e+3,5.145e+3,1.277e-53,4.817e-108
367.19,4.598e+3,4.598e+3,1.277e-53,4.817e-108
367.195,3.961e+3,3.961e+3,1.277e-53,4.818e-108
367.201,3.155e+3,3.155e+3,1.278e-53,4.818e-108
367.206,2.506e+3,2.506e+3,1.278e-53,4.818e-108
367.211,1.919e+3,1.919e+3,1.278e-53,4.819e-108
367.216,1.416e+3,1.416e+3,1.278e-53,4.819e-108
367.221,1.008e+3,1.008e+3,1.278e-53,4.819e-108
367.226,6.909e+2,6.909e+2,1.279e-53,4.820e-108
367.232,4.185e+2,4.185e+2,1.279e-53,4.820e-108
367.237,2.646e+2,2.646e+2,1.279e-53,4.820e-108
367.242,1.613e+2,1.613e+2,1.279e-53,4.821e-108
367.247,9.473e+1,9.473e+1,1.279e-53,4.821e-108
367.252,5.364e+1,5.364e+1,1.279e-53,4.821e-108
367.257,2.927e+1,2.927e+1,1.280e-53,4.822e-108
367.263,1.348e+1,1.348e+1,1.280e-53,4.822e-108
367.268,6.783e+0,6.783e+0,1.280e-53,4.822e-108
367.273,3.290e+0,3.290e+0,1.280e-53,4.823e-108
367.278,1.538e+0,1.538e+0,1.280e-53,4.823e-108
367.283,6.928e-1,6.928e-1,1.281e-53,4.823e-108
367.288,3.008e-1,3.008e-1,1.281e-53,4.824e-108
367.294,1.053e-1,1.053e-1,1.281e-53,4.824e-108
367.299,4.216e-2,4.216e-2,1.281e-53,4.824e-108
367.304,1.627e-2,1.627e-2,1.281e-53,4.825e-108
367.309,6.051e-3,6.051e-3,1.281e-53,4.825e-108
367.314,2.169e-3,2.169e-3,1.282e-53,4.825e-108
367.319,7.492e-4,7.492e-4,1.282e-53,4.826e-108
367.325,1.993e-4,1.993e-4,1.282e-53,4.826e-108
367.33,6.348e-5,6.348e-5,1.282e-53,4.826e-108
367.335,1.949e-5,1.949e-5,1.282e-53,4.827e-108
367.34,5.765e-6,5.765e-6,1.283e-53,4.827e-108
367.345,1.644e-6,1.644e-6,1.283e-53,4.827e-108
367.35,4.516e-7,4.516e-7,1.283e-53,4.828e-108
367.355,1.196e-7,1.196e-7,1.283e-53,4.828e-108
367.361,2.313e-8,2.313e-8,1.283e-53,4.828e-108
367.366,5.646e-9,5.646e-9,1.283e-53,4.829e-108
367.371,1.328e-9,1.328e-9,1.284e-53,4.829e-108
367.376,3.012e-10,3.012e-10,1.284e-53,4.829e-108
367.381,6.583e-11,6.583e-11,1.284e-53,4.830e-108
367.386,1.386e-11,1.386e-11,1.284e-53,4.830e-108
367.392,2.036e-12,2.036e-12,1.284e-53,4.830e-108
367.397,3.953e-13,3.953e-13,1.284e-53,4.831e-108
367.402,7.397e-14,7.397e-14,1.285e-53,4.831e-108
367.407,1.334e-14,1.334e-14,1.285e-53,4.831e-108
367.412,2.318e-15,2.318e-15,1.285e-53,4.832e-108
367.417,3.881e-16,3.881e-16,1.285e-53,4.832e-108
367.423,4.329e-17,4.329e-17,1.285e-53,4.832e-108
367.428,6.683e-18,6.683e-18,1.286e-53,4.833e-108
367.433,9.943e-19,9.943e-19,1.286e-53,4.833e-108
367.438,1.425e-19,1.425e-19,1.286e-53,4.833e-108
367.443,1.969e-20,1.969e-20,1.286e-53,4.834e-108
367.448,2.622e-21,2.622e-21,1.286e-53,4.834e-108
367.454,2.221e-22,2.221e-22,1.286e-53,4.834e-108
367.459,2.558e-23,2.558e-23,1.287e-53,4.835e-108
368.176,1.312e-53,2.349e-23,1.312e-53,4.880e-108
368.181,1.043e-52,2.348e-23,1.043e-52,4.881e-108
368.186,8.074e-52,2.346e-23,8.074e-52,4.881e-108
368.191,5.972e-51,2.345e-23,5.972e-51,4.881e-108
368.197,6.275e-50,2.343e-23,6.275e-50,4.882e-108
368.202,4.279e-49,2.341e-23,4.279e-49,4.882e-108
368.207,2.813e-48,2.340e-23,2.813e-48,4.882e-108
368.212,1.782e-47,2.339e-23,1.782e-47,4.883e-108
368.217,1.088e-46,2.337e-23,1.088e-46,4.883e-108
368.222,6.407e-46,2.336e-23,6.407e-46,4.883e-108
368.228,5.122e-45,2.334e-23,5.122e-45,4.884e-108
368.233,2.781e-44,2.332e-23,2.781e-44,4.884e-108
368.238,1.456e-43,2.331e-23,1.456e-43,4.884e-108
368.243,7.346e-43,2.330e-23,7.346e-43,4.885e-108
368.248,3.573e-42,2.328e-23,3.573e-42,4.885e-108
368.253,1.675e-41,2.327e-23,1.675e-41,4.885e-108
368.259,1.019e-40,2.325e-23,1.019e-40,4.886e-108
368.264,4.408e-40,2.323e-23,4.408e-40,4.886e-108
368.269,1.838e-39,2.322e-23,1.838e-39,4.886e-108
368.274,7.389e-39,2.321e-23,7.389e-39,4.887e-108
368.279,2.863e-38,2.319e-23,2.863e-38,4.887e-108
368.284,1.070e-37,2.318e-23,1.070e-37,4.887e-108
368.29,4.956e-37,2.316e-23,4.956e-37,4.888e-108
368.295,1.708e-36,2.314e-23,1.708e-36,4.888e-108
368.3,5.678e-36,2.313e-23,5.678e-36,4.888e-108
368.305,1.819e-35,2.311e-23,1.819e-35,4.889e-108
368.31,5.620e-35,2.310e-23,5.620e-35,4.889e-108
368.315,1.674e-34,2.309e-23,1.674e-34,4.889e-108
368.32,4.808e-34,2.307e-23,4.808e-34,4.890e-108
368.326,1.625e-33,2.305e-23,1.625e-33,4.890e-108
368.331,4.309e-33,2.304e-23,4.309e-33,4.890e-108
368.336,1.102e-32,2.302e-23,1.102e-32,4.891e-108
368.341,2.716e-32,2.301e-23,2.716e-32,4.891e-108
368.346,6.457e-32,2.300e-23,6.457e-32,4.891e-108
368.351,1.480e-31,2.298e-23,1.480e-31,4.892e-108
368.357,3.820e-31,2.296e-23,3.820e-31,4.892e-108
368.362,8.088e-31,2.295e-23,8.088e-31,4.892e-108
368.367,1.652e-30,2.293e-23,1.652e-30,4.893e-108
368.372,3.254e-30,2.292e-23,3.254e-30,4.893e-108
368.377,6.184e-30,2.291e-23,6.184e-30,4.893e-108
368.382,1.134e-29,2.289e-23,1.134e-29,4.894e-108
368.388,2.237e-29,2.287e-23,2.237e-29,4.894e-108
368.393,3.790e-29,2.286e-23,3.790e-29,4.894e-108
368.398,6.195e-29,2.284e-23,6.195e-29,4.895e-108
368.403,9.769e-29,2.283e-23,9.769e-29,4.895e-108
368.408,1.487e-28,2.281e-23,1.487e-28,4.895e-108
368.413,2.183e-28,2.280e-23,2.183e-28,4.896e-108
368.419,3.304e-28,2.278e-23,3.304e-28,4.896e-108
368.424,4.487e-28,2.277e-23,4.487e-28,4.896e-108
368.429,5.881e-28,2.275e-23,5.881e-28,4.897e-108
368.434,7.442e-28,2.274e-23,7.442e-28,4.897e-108
368.439,9.089e-28,2.272e-23,9.089e-28,4.897e-108
368.444,1.072e-27,2.271e-23,1.072e-27,4.898e-108
368.45,1.246e-27,2.269e-23,1.246e-27,4.898e-108
368.455,1.360e-27,2.268e-23,1.360e-27,4.898e-108
368.46,1.433e-27,2.266e-23,1.433e-27,4.899e-108
368.465,1.458e-27,2.265e-23,1.458e-27,4.899e-108
368.47,1.432e-27,2.263e-23,1.432e-27,4.899e-108
368.475,1.358e-27,2.262e-23,1.358e-27,4.900e-108
368.48,1.244e-27,2.261e-23,1.244e-27,4.900e-108
368.486,1.068e-27,2.259e-23,1.068e-27,4.900e-108
368.491,9.061e-28,2.257e-23,9.061e-28,4.901e-108
368.496,7.420e-28,2.256e-23,7.420e-28,4.901e-108
368.501,5.868e-28,2.254e-23,5.868e-28,4.901e-108
368.506,4.481e-28,2.253e-23,4.481e-28,4.901e-108
368.511,3.304e-28,2.252e-23,3.304e-28,4.902e-108
368.517,2.189e-28,2.250e-23,2.189e-28,4.902e-108
368.522,1.495e-28,2.248e-23,1.495e-28,4.903e-108
368.527,9.854e-29,2.247e-23,9.854e-29,4.903e-108
368.532,6.273e-29,2.245e-23,6.273e-29,4.903e-108
368.537,3.856e-29,2.244e-23,3.856e-29,4.903e-108
368.542,2.288e-29,2.242e-23,2.288e-29,4.904e-108
368.548,1.168e-29,2.241e-23,1.168e-29,4.904e-108
368.553,6.414e-30,2.239e-23,6.414e-30,4.904e-108
368.558,3.401e-30,2.238e-23,3.401e-30,4.905e-108
368.563,1.741e-30,2.236e-23,1.741e-30,4.905e-108
368.568,8.599e-31,2.235e-23,8.599e-31,4.905e-108
368.573,4.100e-31,2.233e-23,4.100e-31,4.906e-108
368.579,1.609e-31,2.232e-23,1.609e-31,4.906e-108
368.584,7.096e-32,2.230e-23,7.096e-32,4.906e-108
368.589,3.020e-32,2.229e-23,3.020e-32,4.907e-108
368.594,1.241e-32,2.227e-23,1.241e-32,4.907e-108
368.599,4.917e-33,2.226e-23,4.917e-33,4.907e-108
368.604,1.880e-33,2.224e-23,1.880e-33,4.908e-108
368.609,6.939e-34,2.223e-23,6.939e-34,4.908e-108
368.615,2.001e-34,2.221e-23,2.001e-34,4.908e-108
368.62,6.823e-35,2.220e-23,6.823e-35,4.909e-108
368.625,2.245e-35,2.218e-23,2.245e-35,4.909e-108
368.63,7.125e-36,2.217e-23,7.125e-36,4.909e-108
368.635,2.181e-36,2.215e-23,2.181e-36,4.910e-108
368.64,6.443e-37,2.214e-23,6.443e-37,4.910e-108
368.646,1.422e-37,2.212e-23,1.422e-37,4.910e-108
368.651,3.879e-38,2.211e-23,3.879e-38,4.911e-108
368.656,1.021e-38,2.209e-23,1.021e-38,4.911e-108
368.661,2.590e-39,2.208e-23,2.590e-39,4.911e-108
368.666,6.340e-40,2.206e-23,6.340e-40,4.912e-108
368.671,1.497e-40,2.205e-23,1.497e-40,4.912e-108
368.677,2.524e-41,2.203e-23,2.524e-41,4.912e-108
368.682,5.501e-42,2.202e-23,5.501e-42,4.913e-108
368.687,1.156e-42,2.200e-23,1.156e-42,4.913e-108
368.692,2.344e-43,2.199e-23,2.344e-43,4.913e-108
368.697,4.583e-44,2.197e-23,4.583e-44,4.914e-108
368.702,8.640e-45,2.196e-23,8.640e-45,4.914e-108
368.708,1.112e-45,2.194e-23,1.112e-45,4.914e-108
368.713,1.935e-46,2.193e-23,1.935e-46,4.915e-108
368.718,3.247e-47,2.191e-23,3.247e-47,4.915e-108
368.723,5.254e-48,2.190e-23,5.254e-48,4.915e-108
368.728,8.197e-49,2.188e-23,8.197e-49,4.916e-108
368.733,1.233e-49,2.187e-23,1.233e-49,4.916e-108
368.738,1.789e-50,2.185e-23,1.789e-50,4.916e-108
368.744,1.680e-51,2.184e-23,1.680e-51,4.917e-108
368.749,2.234e-52,2.182e-23,2.234e-52,4.917e-108
368.754,2.885e-53,2.181e-23,2.885e-53,4.917e-108
368.759,2.636e-54,2.179e-23,2.636e-54,4.918e-108
371.799,1.294e-23,1.294e-23,5.553e-54,5.112e-108
371.804,1.266e-22,1.266e-22,5.557e-54,5.112e-108
371.809,9.804e-22,9.804e-22,5.562e-54,5.112e-108
371.814,7.327e-21,7.327e-21,5.567e-54,5.113e-108
371.819,5.282e-20,5.282e-20,5.572e-54,5.113e-108
371.824,3.674e-19,3.674e-19,5.577e-54,5.113e-108
371.83,3.591e-18,3.591e-18,5.582e-54,5.114e-108
371.835,2.308e-17,2.308e-17,5.587e-54,5.114e-108
371.84,1.431e-16,1.431e-16,5.592e-54,5.114e-108
371.845,8.561e-16,8.561e-16,5.597e-54,5.115e-108
371.85,4.940e-15,4.940e-15,5.602e-54,5.115e-108
371.855,2.751e-14,2.751e-14,5.606e-54,5.115e-108
371.861,2.059e-13,2.059e-13,5.612e-54,5.116e-108
371.866,1.059e-12,1.059e-12,5.617e-54,5.116e-108
371.871,5.258e-12,5.258e-12,5.622e-54,5.116e-108
371.876,2.518e-11,2.518e-11,5.626e-54,5.117e-108
371.881,1.164e-10,1.164e-10,5.631e-54,5.117e-108
371.886,5.186e-10,5.186e-10,5.636e-54,5.117e-108
371.892,2.973e-9,2.973e-9,5.642e-54,5.118e-108
371.897,1.225e-8,1.225e-8,5.647e-54,5.118e-108
371.902,4.868e-8,4.868e-8,5.651e-54,5.118e-108
371.907,1.867e-7,1.867e-7,5.656e-54,5.119e-108
371.912,6.907e-7,6.907e-7,5.661e-54,5.119e-108
371.917,2.465e-6,2.465e-6,5.666e-54,5.119e-108
371.923,1.083e-5,1.083e-5,5.672e-54,5.120e-108
371.928,3.572e-5,3.572e-5,5.676e-54,5.120e-108
371.933,1.137e-4,1.137e-4,5.681e-54,5.120e-108
371.938,3.491e-4,3.491e-4,5.686e-54,5.121e-108
371.943,1.034e-3,1.034e-3,5.691e-54,5.121e-108
371.948,2.957e-3,2.957e-3,5.696e-54,5.121e-108
371.953,8.157e-3,8.157e-3,5.700e-54,5.122e-108
371.959,2.629e-2,2.629e-2,5.706e-54,5.122e-108
371.964,6.701e-2,6.701e-2,5.711e-54,5.122e-108
371.969,1.648e-1,1.648e-1,5.716e-54,5.123e-108
371.974,3.912e-1,3.912e-1,5.720e-54,5.123e-108
371.979,8.957e-1,8.957e-1,5.725e-54,5.123e-108
371.984,1.979e+0,1.979e+0,5.730e-54,5.124e-108
371.99,4.886e+0,4.886e+0,5.736e-54,5.124e-108
371.995,9.977e+0,9.977e+0,5.741e-54,5.124e-108
372,1.966e+1,1.966e+1,5.745e-54,5.125e-108
372.005,3.737e+1,3.737e+1,5.750e-54,5.125e-108
372.01,6.853e+1,6.853e+1,5.755e-54,5.125e-108
372.015,1.213e+2,1.213e+2,5.760e-54,5.126e-108
372.021,2.295e+2,2.295e+2,5.766e-54,5.126e-108
372.026,3.753e+2,3.753e+2,5.770e-54,5.126e-108
372.031,5.923e+2,5.923e+2,5.775e-54,5.127e-108
372.036,9.018e+2,9.018e+2,5.780e-54,5.127e-108
372.041,1.325e+3,1.325e+3,5.785e-54,5.127e-108
372.046,1.878e+3,1.878e+3,5.790e-54,5.128e-108
372.052,2.722e+3,2.722e+3,5.795e-54,5.128e-108
372.057,3.567e+3,3.567e+3,5.800e-54,5.128e-108
372.062,4.508e+3,4.508e+3,5.805e-54,5.129e-108
372.067,5.498e+3,5.498e+3,5.810e-54,5.129e-108
372.072,6.470e+3,6.470e+3,5.815e-54,5.129e-108
372.077,7.345e+3,7.345e+3,5.819e-54,5.130e-108
372.082,8.046e+3,8.046e+3,5.824e-54,5.130e-108
372.088,8.561e+3,8.561e+3,5.830e-54,5.130e-108
372.093,8.667e+3,8.667e+3,5.835e-54,5.131e-108
372.098,8.466e+3,8.466e+3,5.839e-54,5.131e-108
372.103,7.978e+3,7.978e+3,5.844e-54,5.131e-108
372.108,7.254e+3,7.254e+3,5.849e-54,5.132e-108
372.113,6.364e+3,6.364e+3,5.854e-54,5.132e-108
372.119,5.187e+3,5.187e+3,5.860e-54,5.132e-108
372.124,4.206e+3,4.206e+3,5.864e-54,5.133e-108
372.129,3.290e+3,3.290e+3,5.869e-54,5.133e-108
372.134,2.483e+3,2.483e+3,5.874e-54,5.133e-108
372.139,1.808e+3,1.808e+3,5.879e-54,5.134e-108
372.144,1.270e+3,1.270e+3,5.884e-54,5.134e-108
372.15,7.927e+2,7.927e+2,5.889e-54,5.134e-108
372.155,5.146e+2,5.146e+2,5.894e-54,5.135e-108
372.16,3.223e+2,3.223e+2,5.899e-54,5.135e-108
372.165,1.948e+2,1.948e+2,5.904e-54,5.135e-108
372.17,1.135e+2,1.135e+2,5.909e-54,5.136e-108
372.175,6.386e+1,6.386e+1,5.913e-54,5.136e-108
372.181,3.053e+1,3.053e+1,5.919e-54,5.136e-108
372.186,1.587e+1,1.587e+1,5.924e-54,5.137e-108
372.191,7.955e+0,7.955e+0,5.929e-54,5.137e-108
372.196,3.848e+0,3.848e+0,5.933e-54,5.137e-108
372.201,1.796e+0,1.796e+0,5.938e-54,5.138e-108
372.206,8.085e-1,8.085e-1,5.943e-54,5.138e-108
372.212,2.959e-1,2.959e-1,5.949e-54,5.138e-108
372.217,1.231e-1,1.231e-1,5.954e-54,5.139e-108
372.222,4.941e-2,4.941e-2,5.958e-54,5.139e-108
372.227,1.913e-2,1.913e-2,5.963e-54,5.139e-108
372.232,7.145e-3,7.145e-3,5.968e-54,5.139e-108
372.237,2.575e-3,2.575e-3,5.973e-54,5.140e-108
372.242,8.949e-4,8.949e-4,5.978e-54,5.140e-108
372.248,2.402e-4,2.402e-4,5.983e-54,5.141e-108
372.253,7.713e-5,7.713e-5,5.988e-54,5.141e-108
372.258,2.390e-5,2.390e-5,5.993e-54,5.141e-108
372.263,7.143e-6,7.143e-6,5.998e-54,5.141e-108
372.268,2.060e-6,2.060e-6,6.003e-54,5.142e-108
372.273,5.729e-7,5.729e-7,6.007e-54,5.142e-108
372.279,1.177e-7,1.177e-7,6.013e-54,5.142e-108
372.284,3.024e-8,3.024e-8,6.018e-54,5.143e-108
372.289,7.496e-9,7.496e-9,6.023e-54,5.143e-108
372.294,1.793e-9,1.793e-9,6.028e-54,5.143e-108
372.299,4.136e-10,4.136e-10,6.032e-54,5.144e-108
372.304,9.204e-11,9.204e-11,6.037e-54,5.144e-108
372.31,1.446e-11,1.446e-11,6.043e-54,5.144e-108
372.315,2.974e-12,2.974e-12,6.048e-54,5.145e-108
372.32,5.898e-13,5.898e-13,6.052e-54,5.145e-108
372.325,1.128e-13,1.128e-13,6.057e-54,5.145e-108
372.33,2.083e-14,2.083e-14,6.062e-54,5.146e-108
372.335,3.708e-15,3.708e-15,6.067e-54,5.146e-108
372.341,4.457e-16,4.457e-16,6.073e-54,5.146e-108
372.346,7.330e-17,7.330e-17,6.077e-54,5.147e-108
372.351,1.163e-17,1.163e-17,6.082e-54,5.147e-108
372.356,1.780e-18,1.780e-18,6.087e-54,5.147e-108
372.361,2.627e-19,2.627e-19,6.092e-54,5.148e-108
372.366,3.742e-20,3.742e-20,6.097e-54,5.148e-108
372.371,5.139e-21,5.139e-21,6.101e-54,5.148e-108
372.377,4.526e-22,4.526e-22,6.107e-54,5.149e-108
372.382,5.377e-23,5.377e-23,6.112e-54,5.149e-108
379.209,6.442e-23,6.442e-23,1.266e-53,5.585e-108
379.214,6.004e-22,6.004e-22,1.267e-53,5.585e-108
379.219,4.388e-21,4.388e-21,1.267e-53,5.586e-108
379.225,4.562e-20,4.562e-20,1.268e-53,5.586e-108
379.23,3.090e-19,3.090e-19,1.268e-53,5.586e-108
379.235,2.023e-18,2.023e-18,1.269e-53,5.587e-108
379.24,1.279e-17,1.279e-17,1.269e-53,5.587e-108
379.245,7.812e-17,7.812e-17,1.270e-53,5.587e-108
379.25,4.610e-16,4.610e-16,1.270e-53,5.588e-108
379.256,3.707e-15,3.707e-15,1.271e-53,5.588e-108
379.261,2.028e-14,2.028e-14,1.271e-53,5.588e-108
379.266,1.072e-13,1.072e-13,1.272e-53,5.589e-108
379.271,5.470e-13,5.470e-13,1.272e-53,5.589e-108
379.276,2.698e-12,2.698e-12,1.273e-53,5.589e-108
379.281,1.286e-11,1.286e-11,1.273e-53,5.590e-108
379.287,7.999e-11,7.999e-11,1.274e-53,5.590e-108
379.292,3.533e-10,3.533e-10,1.274e-53,5.590e-108
379.297,1.508e-9,1.508e-9,1.275e-53,5.591e-108
379.302,6.216e-9,6.216e-9,1.275e-53,5.591e-108
379.307,2.476e-8,2.476e-8,1.276e-53,5.591e-108
379.312,9.528e-8,9.528e-8,1.276e-53,5.592e-108
379.318,4.588e-7,4.588e-7,1.277e-53,5.592e-108
379.323,1.637e-6,1.637e-6,1.277e-53,5.592e-108
379.328,5.640e-6,5.640e-6,1.278e-53,5.593e-108
379.333,1.878e-5,1.878e-5,1.278e-53,5.593e-108
379.338,6.042e-5,6.042e-5,1.279e-53,5.593e-108
379.343,1.878e-4,1.878e-4,1.279e-53,5.594e-108
379.348,5.640e-4,5.640e-4,1.280e-53,5.594e-108
379.354,2.016e-3,2.016e-3,1.280e-53,5.594e-108
379.359,5.614e-3,5.614e-3,1.281e-53,5.595e-108
379.364,1.510e-2,1.510e-2,1.281e-53,5.595e-108
379.369,3.924e-2,3.924e-2,1.282e-53,5.595e-108
379.374,9.851e-2,9.851e-2,1.282e-53,5.596e-108
379.379,2.390e-1,2.390e-1,1.283e-53,5.596e-108
379.385,6.614e-1,6.614e-1,1.283e-53,5.596e-108
379.39,1.487e+0,1.487e+0,1.284e-53,5.597e-108
379.395,3.232e+0,3.232e+0,1.284e-53,5.597e-108
379.4,6.784e+0,6.784e+0,1.285e-53,5.597e-108
379.405,1.376e+1,1.376e+1,1.285e-53,5.598e-108
379.41,2.696e+1,2.696e+1,1.285e-53,5.598e-108
379.416,5.777e+1,5.777e+1,1.286e-53,5.598e-108
379.421,1.049e+2,1.049e+2,1.287e-53,5.599e-108
379.426,1.842e+2,1.842e+2,1.287e-53,5.599e-108
379.431,3.124e+2,3.124e+2,1.288e-53,5.599e-108
379.436,5.119e+2,5.119e+2,1.288e-53,5.600e-108
379.441,8.103e+2,8.103e+2,1.288e-53,5.600e-108
379.447,1.344e+3,1.344e+3,1.289e-53,5.600e-108
379.452,1.972e+3,1.972e+3,1.290e-53,5.601e-108
379.457,2.797e+3,2.797e+3,1.290e-53,5.601e-108
379.462,3.831e+3,3.831e+3,1.290e-53,5.601e-108
379.467,5.072e+3,5.072e+3,1.291e-53,5.602e-108
379.472,6.486e+3,6.486e+3,1.291e-53,5.602e-108
379.477,8.014e+3,8.014e+3,1.292e-53,5.602e-108
379.483,9.871e+3,9.871e+3,1.293e-53,5.603e-108
379.488,1.131e+4,1.131e+4,1.293e-53,5.603e-108
379.493,1.251e+4,1.251e+4,1.293e-53,5.603e-108
379.498,1.338e+4,1.338e+4,1.294e-53,5.604e-108
379.503,1.382e+4,1.382e+4,1.294e-53,5.604e-108
379.508,1.380e+4,1.380e+4,1.295e-53,5.604e-108
379.514,1.315e+4,1.315e+4,1.295e-53,5.605e-108
379.519,1.217e+4,1.217e+4,1.296e-53,5.605e-108
379.524,1.088e+4,1.088e+4,1.296e-53,5.605e-108
379.529,9.394e+3,9.394e+3,1.297e-53,5.606e-108
379.534,7.838e+3,7.838e+3,1.297e-53,5.606e-108
379.539,6.319e+3,6.319e+3,1.298e-53,5.606e-108
379.545,4.662e+3,4.662e+3,1.298e-53,5.607e-108
379.55,3.484e+3,3.484e+3,1.299e-53,5.607e-108
379.555,2.515e+3,2.515e+3,1.299e-53,5.607e-108
379.56,1.754e+3,1.754e+3,1.300e-53,5.608e-108
379.565,1.182e+3,1.182e+3,1.300e-53,5.608e-108
379.57,7.695e+2,7.695e+2,1.301e-53,5.608e-108
379.576,4.393e+2,4.393e+2,1.301e-53,5.609e-108
379.581,2.651e+2,2.651e+2,1.302e-53,5.609e-108
379.586,1.545e+2,1.545e+2,1.302e-53,5.609e-108
379.591,8.704e+1,8.704e+1,1.303e-53,5.610e-108
379.596,4.736e+1,4.736e+1,1.303e-53,5.610e-108
379.601,2.489e+1,2.489e+1,1.304e-53,5.610e-108
379.607,1.099e+1,1.099e+1,1.304e-53,5.611e-108
379.612,5.357e+0,5.357e+0,1.305e-53,5.611e-108
379.617,2.521e+0,2.521e+0,1.305e-53,5.611e-108
379.622,1.147e+0,1.147e+0,1.306e-53,5.612e-108
379.627,5.037e-1,5.037e-1,1.306e-53,5.612e-108
379.632,2.138e-1,2.138e-1,1.307e-53,5.612e-108
379.637,8.764e-2,8.764e-2,1.307e-53,5.612e-108
379.643,2.872e-2,2.872e-2,1.308e-53,5.613e-108
379.648,1.091e-2,1.091e-2,1.308e-53,5.613e-108
379.653,4.006e-3,4.006e-3,1.309e-53,5.614e-108
379.658,1.421e-3,1.421e-3,1.309e-53,5.614e-108
379.663,4.867e-4,4.867e-4,1.310e-53,5.614e-108
379.668,1.611e-4,1.611e-4,1.310e-53,5.614e-108
379.674,4.082e-5,4.082e-5,1.311e-53,5.615e-108
379.679,1.252e-5,1.252e-5,1.311e-53,5.615e-108
379.684,3.709e-6,3.709e-6,1.312e-53,5.615e-108
379.689,1.062e-6,1.062e-6,1.312e-53,5.616e-108
379.694,2.935e-7,2.935e-7,1.313e-53,5.616e-108
379.699,7.839e-8,7.839e-8,1.313e-53,5.616e-108
379.705,1.536e-8,1.536e-8,1.314e-53,5.617e-108
379.71,3.802e-9,3.802e-9,1.314e-53,5.617e-108
379.715,9.091e-10,9.091e-10,1.315e-53,5.617e-108
379.72,2.100e-10,2.100e-10,1.315e-53,5.618e-108
379.725,4.685e-11,4.685e-11,1.316e-53,5.618e-108
379.73,1.010e-11,1.010e-11,1.316e-53,5.618e-108
379.736,1.530e-12,1.530e-12,1.317e-53,5.619e-108
379.741,3.055e-13,3.055e-13,1.317e-53,5.619e-108
379.746,5.895e-14,5.895e-14,1.318e-53,5.619e-108
379.751,1.099e-14,1.099e-14,1.318e-53,5.620e-108
379.756,1.978e-15,1.978e-15,1.319e-53,5.620e-108
379.761,3.440e-16,3.440e-16,1.319e-53,5.620e-108
379.766,5.779e-17,5.779e-17,1.320e-53,5.621e-108
379.772,6.491e-18,6.491e-18,1.320e-53,5.621e-108
379.777,1.010e-18,1.010e-18,1.321e-53,5.621e-108
379.782,1.519e-19,1.519e-19,1.321e-53,5.622e-108
379.787,2.207e-20,2.207e-20,1.322e-53,5.622e-108
379.792,3.096e-21,3.096e-21,1.322e-53,5.622e-108
