Wavelength (nm),Sum,Al I (1.3e-01),Al II (8.7e-01),Al III (2.5e-05)
236.98,7.208e+8,7.208e+8,,
237.03,8.447e+8,8.447e+8,,
237.08,1.113e+9,1.113e+9,,
237.13,1.493e+9,1.493e+9,,
237.18,1.916e+9,1.916e+9,,
237.23,2.287e+9,2.287e+9,,
237.28,2.514e+9,2.514e+9,,
237.33,2.536e+9,2.536e+9,,
237.38,2.345e+9,2.345e+9,,
237.43,1.987e+9,1.987e+9,,
237.48,1.545e+9,1.545e+9,,
237.53,1.106e+9,1.106e+9,,
237.58,7.356e+8,7.356e+8,,
237.63,4.638e+8,4.638e+8,,
237.68,2.892e+8,2.892e+8,,
237.73,1.909e+8,1.909e+8,,
237.78,1.415e+8,1.415e+8,,
237.83,1.170e+8,1.170e+8,,
237.88,1.012e+8,1.012e+8,,
237.93,8.572e+7,8.572e+7,,
237.98,6.852e+7,6.852e+7,,
238.03,5.077e+7,5.077e+7,,
238.08,3.460e+7,3.460e+7,,
238.13,2.163e+7,2.163e+7,,
238.18,1.239e+7,1.239e+7,,
238.23,6.497e+6,6.497e+6,,
238.28,3.120e+6,3.120e+6,,
238.33,1.371e+6,1.371e+6,,
238.38,5.517e+5,5.517e+5,,
238.43,2.032e+5,2.032e+5,,
238.48,6.851e+4,6.851e+4,,
238.53,2.114e+4,2.114e+4,,
238.58,5.974e+3,5.974e+3,,
238.63,1.545e+3,1.545e+3,,
238.68,3.658e+2,3.658e+2,,
238.73,7.927e+1,7.927e+1,,
238.78,1.573e+1,1.573e+1,,
238.83,2.856e+0,2.856e+0,,
238.88,4.748e-1,4.748e-1,,
238.93,7.225e-2,7.225e-2,,
238.98,1.007e-2,1.007e-2,,
239.03,1.284e-3,1.284e-3,,
239.08,1.498e-4,1.498e-4,,
239.13,1.601e-5,1.601e-5,,
239.18,1.566e-6,1.566e-6,,
239.23,1.402e-7,1.402e-7,,
239.28,1.149e-8,1.149e-8,,
246.03,1.574e-11,,1.574e-11,
246.08,1.748e-10,,1.748e-10,
246.13,1.789e-9,,1.789e-9,
246.18,1.688e-8,,1.688e-8,
246.23,1.467e-7,,1.467e-7,
246.28,1.176e-6,,1.176e-6,
246.33,8.682e-6,,8.682e-6,
246.38,5.909e-5,,5.909e-5,
246.43,3.706e-4,,3.706e-4,
246.48,2.143e-3,,2.143e-3,
246.53,1.142e-2,,1.142e-2,
246.58,5.605e-2,,5.605e-2,
246.63,2.537e-1,,2.537e-1,
246.68,1.058e+0,,1.058e+0,
246.73,4.067e+0,,4.067e+0,
246.78,1.441e+1,,1.441e+1,
246.83,4.705e+1,,4.705e+1,
246.88,1.416e+2,,1.416e+2,
246.93,3.927e+2,,3.927e+2,
246.98,1.004e+3,,1.004e+3,
247.03,2.365e+3,,2.365e+3,
247.08,5.134e+3,,5.134e+3,
247.13,1.027e+4,,1.027e+4,
247.18,1.895e+4,,1.895e+4,
247.23,3.220e+4,,3.220e+4,
247.28,5.044e+4,,5.044e+4,
247.33,7.283e+4,,7.283e+4,
247.38,9.690e+4,,9.690e+4,
247.43,1.188e+5,,1.188e+5,
247.48,1.343e+5,,1.343e+5,
247.53,1.399e+5,,1.399e+5,
247.58,1.343e+5,,1.343e+5,
247.63,1.188e+5,,1.188e+5,
247.68,9.690e+4,,9.690e+4,
247.73,7.283e+4,,7.283e+4,
247.78,5.044e+4,,5.044e+4,
247.83,3.220e+4,,3.220e+4,
247.88,1.895e+4,,1.895e+4,
247.93,1.027e+4,,1.027e+4,
247.98,5.134e+3,,5.134e+3,
248.03,2.365e+3,,2.365e+3,
248.08,1.004e+3,,1.004e+3,
248.13,3.927e+2,,3.927e+2,
248.18,1.416e+2,,1.416e+2,
248.23,4.705e+1,,4.705e+1,
248.28,1.441e+1,,1.441e+1,
248.33,4.067e+0,,4.067e+0,
248.38,1.058e+0,,1.058e+0,
248.43,2.537e-1,,2.537e-1,
248.48,5.605e-2,,5.605e-2,
248.53,1.142e-2,,1.142e-2,
248.58,2.143e-3,,2.143e-3,
248.63,3.706e-4,,3.706e-4,
248.68,5.909e-5,,5.909e-5,
248.73,8.682e-6,,8.682e-6,
248.78,1.176e-6,,1.176e-6,
248.83,1.467e-7,,1.467e-7,
248.88,1.688e-8,,1.688e-8,
248.93,1.789e-9,,1.789e-9,
248.98,1.748e-10,,1.748e-10,
249.03,1.574e-11,,1.574e-11,
250.93,1.788e-21,,,1.788e-21
250.98,1.862e-20,,,1.862e-20
251.03,1.773e-19,,,1.773e-19
251.08,1.561e-18,,,1.561e-18
251.13,2.930e-12,,2.930e-12,1.271e-17
251.18,3.049e-11,,3.049e-11,9.571e-17
251.23,2.933e-10,,2.933e-10,6.665e-16
251.28,2.608e-9,,2.608e-9,4.293e-15
251.33,2.145e-8,,2.145e-8,2.558e-14
251.38,1.631e-7,,1.631e-7,1.409e-13
251.43,1.147e-6,,1.147e-6,7.183e-13
251.48,7.459e-6,,7.459e-6,3.387e-12
251.53,4.485e-5,,4.485e-5,1.478e-11
251.58,2.493e-4,,2.493e-4,5.963e-11
251.63,1.282e-3,,1.282e-3,2.227e-10
251.68,6.092e-3,,6.092e-3,7.696e-10
251.73,2.677e-2,,2.677e-2,2.461e-9
251.78,1.088e-1,,1.088e-1,7.286e-9
251.83,4.088e-1,,4.088e-1,1.997e-8
251.88,1.421e+0,,1.421e+0,5.065e-8
251.93,4.564e+0,,4.564e+0,1.190e-7
251.98,1.356e+1,,1.356e+1,2.589e-7
252.03,3.724e+1,,3.724e+1,5.217e-7
252.08,9.460e+1,,9.460e+1,9.738e-7
252.13,2.222e+2,,2.222e+2,1.685e-6
252.18,4.825e+2,,4.825e+2,2.700e-6
252.23,9.688e+2,,9.688e+2,4.013e-6
252.28,1.799e+3,,1.799e+3,5.528e-6
252.33,3.088e+3,,3.088e+3,7.062e-6
252.38,4.903e+3,,4.903e+3,8.367e-6
252.43,7.196e+3,,7.196e+3,9.196e-6
252.48,9.768e+3,,9.768e+3,9.376e-6
252.53,1.226e+4,,1.226e+4,8.871e-6
252.58,1.423e+4,,1.423e+4,7.789e-6
252.63,1.527e+4,,1.527e+4,6.348e-6
252.68,1.515e+4,,1.515e+4,4.801e-6
252.73,1.390e+4,,1.390e+4,3.371e-6
252.78,1.179e+4,,1.179e+4,2.197e-6
252.83,9.247e+3,,9.247e+3,1.329e-6
252.88,6.707e+3,,6.707e+3,7.460e-7
252.93,4.498e+3,,4.498e+3,3.887e-7
252.98,2.789e+3,,2.789e+3,1.880e-7
253.03,1.599e+3,,1.599e+3,8.433e-8
253.08,8.480e+2,,8.480e+2,3.510e-8
253.13,4.157e+2,,4.157e+2,1.355e-8
253.18,1.885e+2,,1.885e+2,4.852e-9
253.23,7.900e+1,,7.900e+1,1.611e-9
253.28,3.062e+1,,3.062e+1,4.958e-10
253.33,1.097e+1,,1.097e+1,1.414e-10
253.38,3.636e+0,,3.636e+0,3.739e-11
253.43,1.114e+0,,1.114e+0,9.160e-12
253.48,3.157e-1,,3.157e-1,2.079e-12
253.53,8.271e-2,,8.271e-2,4.369e-13
253.58,2.004e-2,,2.004e-2,8.503e-14
253.63,4.488e-3,,4.488e-3,1.532e-14
253.68,9.296e-4,,9.296e-4,2.557e-15
253.73,1.780e-4,,1.780e-4,3.949e-16
253.78,3.153e-5,,3.153e-5,5.645e-17
253.83,5.162e-6,,5.162e-6,7.468e-18
253.88,7.816e-7,,7.816e-7,9.143e-19
253.93,1.094e-7,,1.094e-7,1.036e-19
253.98,1.416e-8,,1.416e-8,1.086e-20
254.03,1.695e-9,,1.695e-9,1.016e-21
254.08,1.876e-10,,1.876e-10,
254.13,1.920e-11,,1.920e-11,
254.18,1.817e-12,,1.817e-12,
255.23,2.567e-8,2.567e-8,,
255.28,2.673e-7,2.673e-7,,
255.33,2.580e-6,2.580e-6,,
255.38,2.308e-5,2.308e-5,,
255.43,1.914e-4,1.914e-4,,
255.48,1.471e-3,1.471e-3,,
255.53,1.048e-2,1.048e-2,,
255.58,6.925e-2,6.925e-2,,
255.63,4.240e-1,4.240e-1,,
255.68,2.407e+0,2.407e+0,,
255.73,1.266e+1,1.266e+1,,
255.78,6.177e+1,6.177e+1,,
255.83,2.793e+2,2.793e+2,,
255.88,1.171e+3,1.171e+3,,
255.93,4.548e+3,4.548e+3,,
255.98,1.638e+4,1.638e+4,,
256.03,5.469e+4,5.469e+4,,
256.08,1.692e+5,1.692e+5,,
256.13,4.855e+5,4.855e+5,,
256.18,1.291e+6,1.291e+6,,
256.23,3.183e+6,3.183e+6,,
256.28,7.274e+6,7.274e+6,,
256.33,1.541e+7,1.541e+7,,
256.38,3.026e+7,3.026e+7,,
256.43,5.508e+7,5.508e+7,,
256.48,9.293e+7,9.293e+7,,
256.53,1.454e+8,1.454e+8,,
256.58,2.108e+8,2.108e+8,,
256.63,2.833e+8,2.833e+8,,
256.68,3.530e+8,3.530e+8,,
256.73,4.078e+8,4.078e+8,,
256.78,4.368e+8,4.368e+8,,
256.83,4.343e+8,4.343e+8,,
256.88,4.017e+8,4.017e+8,,
256.93,3.480e+8,3.480e+8,,
256.98,2.876e+8,2.876e+8,,
257.03,2.376e+8,2.376e+8,,
257.08,2.148e+8,2.148e+8,,
257.13,2.341e+8,2.341e+8,,
257.18,3.060e+8,3.060e+8,,
257.23,4.348e+8,4.348e+8,,
257.28,6.152e+8,6.152e+8,,
257.33,8.292e+8,8.292e+8,,
257.38,1.046e+9,1.046e+9,,
257.43,1.229e+9,1.229e+9,,
257.48,1.340e+9,1.340e+9,,
257.53,1.356e+9,1.356e+9,,
257.58,1.273e+9,1.273e+9,,
257.63,1.108e+9,1.108e+9,,
257.68,8.951e+8,8.951e+8,,
257.73,6.705e+8,6.705e+8,,
257.78,4.659e+8,4.659e+8,,
257.83,3.003e+8,3.003e+8,,
257.88,1.796e+8,1.796e+8,,
257.93,9.958e+7,9.958e+7,,
257.98,5.123e+7,5.123e+7,,
258.03,2.444e+7,2.444e+7,,
258.08,1.082e+7,1.082e+7,,
258.13,4.443e+6,4.443e+6,,
258.18,1.692e+6,1.692e+6,,
258.23,5.980e+5,5.980e+5,,
258.28,1.960e+5,1.960e+5,,
258.33,5.960e+4,5.960e+4,,
258.38,1.681e+4,1.681e+4,,
258.43,4.399e+3,4.399e+3,,
258.48,1.068e+3,1.068e+3,,
258.53,2.404e+2,2.404e+2,,
258.58,5.023e+1,5.023e+1,,
258.63,9.735e+0,9.735e+0,,
258.68,1.750e+0,1.750e+0,,
258.73,2.920e-1,2.920e-1,,
258.78,4.518e-2,4.518e-2,,
258.83,6.487e-3,6.487e-3,,
258.88,8.640e-4,8.640e-4,,
258.93,1.068e-4,1.068e-4,,
258.98,1.224e-5,1.224e-5,,
259.03,1.302e-6,1.302e-6,,
259.08,1.285e-7,1.285e-7,,
261.58,7.659e-10,,7.659e-10,
261.63,7.131e-9,,7.131e-9,
261.68,6.176e-8,,6.176e-8,
261.73,4.976e-7,,4.976e-7,
261.78,3.730e-6,,3.730e-6,
261.83,2.602e-5,,2.602e-5,
261.88,1.688e-4,,1.688e-4,
261.93,1.019e-3,,1.019e-3,
261.98,5.723e-3,,5.723e-3,
262.03,2.990e-2,,2.990e-2,
262.08,1.453e-1,,1.453e-1,
262.13,6.573e-1,,6.573e-1,
262.18,2.765e+0,,2.765e+0,
262.23,1.082e+1,,1.082e+1,
262.28,3.942e+1,,3.942e+1,
262.33,1.335e+2,,1.335e+2,
262.38,4.209e+2,,4.209e+2,
262.44,1.517e+3,,1.517e+3,
262.49,4.080e+3,,4.080e+3,
262.54,1.021e+4,,1.021e+4,
262.59,2.376e+4,,2.376e+4,
262.64,5.144e+4,,5.144e+4,
262.69,1.036e+5,,1.036e+5,
262.74,1.942e+5,,1.942e+5,
262.79,3.386e+5,,3.386e+5,
262.84,5.493e+5,,5.493e+5,
262.89,8.290e+5,,8.290e+5,
262.94,1.164e+6,,1.164e+6,
262.99,1.520e+6,,1.520e+6,
263.04,1.848e+6,,1.848e+6,
263.09,2.089e+6,,2.089e+6,
263.14,2.198e+6,,2.198e+6,
263.19,2.151e+6,,2.151e+6,
263.24,1.959e+6,,1.959e+6,
263.29,1.662e+6,,1.662e+6,
263.34,1.314e+6,,1.314e+6,
263.39,9.720e+5,,9.720e+5,
263.44,6.778e+5,,6.778e+5,
263.49,4.540e+5,,4.540e+5,
263.54,3.039e+5,,3.039e+5,
263.59,2.174e+5,,2.174e+5,
263.64,1.773e+5,1.818e-8,1.773e+5,
263.69,1.653e+5,1.729e-7,1.653e+5,
263.74,1.656e+5,1.533e-6,1.656e+5,
263.79,1.669e+5,1.265e-5,1.669e+5,
263.84,1.623e+5,9.725e-5,1.623e+5,
263.89,1.493e+5,6.963e-4,1.493e+5,
263.94,1.290e+5,4.644e-3,1.290e+5,
263.99,1.043e+5,2.885e-2,1.043e+5,
264.04,7.883e+4,1.669e-1,7.883e+4,
264.09,5.565e+4,8.993e-1,5.564e+4,
264.14,3.669e+4,4.514e+0,3.668e+4,
264.19,2.260e+4,2.110e+1,2.258e+4,
264.24,1.307e+4,9.187e+1,1.298e+4,
264.29,7.338e+3,3.725e+2,6.966e+3,
264.34,4.897e+3,1.407e+3,3.489e+3,
264.39,6.582e+3,4.950e+3,1.632e+3,
264.44,1.693e+4,1.622e+4,7.121e+2,
264.49,4.979e+4,4.950e+4,2.900e+2,
264.54,1.408e+5,1.407e+5,1.102e+2,
264.59,3.726e+5,3.725e+5,3.908e+1,
264.64,9.186e+5,9.186e+5,1.292e+1,
264.69,2.110e+6,2.110e+6,3.987e+0,
264.74,4.513e+6,4.513e+6,1.147e+0,
264.79,8.992e+6,8.992e+6,3.078e-1,
264.84,1.669e+7,1.669e+7,7.699e-2,
264.89,2.884e+7,2.884e+7,1.796e-2,
264.94,4.643e+7,4.643e+7,3.904e-3,
264.99,6.962e+7,6.962e+7,7.913e-4,
265.04,9.723e+7,9.723e+7,1.495e-4,
265.09,1.265e+8,1.265e+8,2.631e-5,
265.14,1.532e+8,1.532e+8,4.316e-6,
265.19,1.729e+8,1.729e+8,6.597e-7,
265.24,1.818e+8,1.818e+8,9.395e-8,
265.29,1.780e+8,1.780e+8,1.247e-8,
265.34,1.625e+8,1.625e+8,1.541e-9,
265.39,1.387e+8,1.387e+8,1.742e-10,
265.44,1.112e+8,1.112e+8,1.517e-11,
265.49,8.529e+7,8.529e+7,,
265.54,6.564e+7,6.564e+7,,
265.59,5.589e+7,5.589e+7,,
265.64,5.868e+7,5.868e+7,,
265.69,7.570e+7,7.570e+7,,
265.74,1.074e+8,1.074e+8,,
265.79,1.525e+8,1.525e+8,,
265.84,2.069e+8,2.069e+8,,
265.89,2.638e+8,2.638e+8,,
265.94,3.143e+8,3.143e+8,,
265.99,3.493e+8,3.493e+8,,
266.04,3.618e+8,3.618e+8,,
266.09,3.492e+8,3.492e+8,,
266.14,3.141e+8,3.141e+8,,
266.19,2.633e+8,2.633e+8,,
266.24,2.056e+8,2.056e+8,,
266.29,1.496e+8,1.496e+8,,
266.34,1.014e+8,1.014e+8,,
266.39,6.409e+7,6.409e+7,,
266.44,3.773e+7,3.773e+7,,
266.49,2.070e+7,2.070e+7,,
266.54,1.058e+7,1.058e+7,,
266.59,5.038e+6,5.038e+6,,
266.64,2.236e+6,2.236e+6,,
266.69,9.246e+5,9.246e+5,,
266.74,3.562e+5,3.562e+5,,
266.79,1.279e+5,1.279e+5,,
266.84,4.279e+4,4.279e+4,,
266.89,1.334e+4,1.334e+4,,
266.94,3.874e+3,3.874e+3,,
266.99,1.049e+3,1.049e+3,,
267.04,2.644e+2,2.644e+2,,
267.09,6.214e+1,6.214e+1,,
267.14,1.361e+1,1.361e+1,,
267.19,2.776e+0,2.776e+0,,
267.24,5.277e-1,5.277e-1,,
267.29,9.349e-2,9.349e-2,,
267.34,1.543e-2,1.543e-2,,
267.39,2.373e-3,2.373e-3,,
267.44,3.401e-4,3.401e-4,,
267.49,4.542e-5,4.542e-5,,
267.54,5.651e-6,5.651e-6,,
267.59,6.552e-7,6.552e-7,,
267.64,7.079e-8,7.079e-8,,
274.59,1.105e-20,,,1.105e-20
274.64,1.406e-19,,,1.406e-19
274.69,1.171e-18,,,1.171e-18
274.74,9.134e-18,,,9.134e-18
274.79,6.674e-17,,,6.674e-17
274.84,4.568e-16,,,4.568e-16
274.89,2.928e-15,,,2.928e-15
274.94,1.758e-14,,,1.758e-14
274.99,9.888e-14,,,9.888e-14
275.04,5.208e-13,,,5.208e-13
275.09,2.569e-12,,,2.569e-12
275.14,1.187e-11,,,1.187e-11
275.19,5.139e-11,,,5.139e-11
275.24,2.083e-10,,,2.083e-10
275.29,7.909e-10,,,7.909e-10
275.34,2.813e-9,,,2.813e-9
275.39,9.369e-9,,,9.369e-9
275.44,2.923e-8,,,2.923e-8
275.49,8.541e-8,,,8.541e-8
275.54,2.338e-7,,,2.338e-7
275.59,5.993e-7,,,5.993e-7
275.64,1.439e-6,,,1.439e-6
275.69,3.236e-6,,,3.236e-6
275.74,6.816e-6,,,6.816e-6
275.79,1.345e-5,,,1.345e-5
275.84,2.485e-5,,,2.485e-5
275.89,4.301e-5,,,4.301e-5
275.94,6.973e-5,,,6.973e-5
275.99,1.059e-4,,,1.059e-4
276.04,1.506e-4,,,1.506e-4
276.09,2.006e-4,,,2.006e-4
276.14,2.503e-4,,,2.503e-4
276.19,2.925e-4,,,2.925e-4
276.24,3.201e-4,,,3.201e-4
276.29,3.282e-4,,,3.282e-4
276.34,3.151e-4,,,3.151e-4
276.39,2.834e-4,,,2.834e-4
276.44,2.388e-4,,,2.388e-4
276.49,1.884e-4,,,1.884e-4
276.54,1.392e-4,,,1.392e-4
276.59,9.637e-5,,,9.637e-5
276.64,6.248e-5,,,6.248e-5
276.69,3.794e-5,,,3.794e-5
276.74,2.158e-5,,,2.158e-5
276.79,1.150e-5,,,1.150e-5
276.84,5.737e-6,,,5.737e-6
276.89,2.681e-6,,,2.681e-6
276.94,1.174e-6,,,1.174e-6
276.99,4.812e-7,,,4.812e-7
277.04,1.848e-7,,,1.848e-7
277.09,6.647e-8,,,6.647e-8
277.14,2.239e-8,,,2.239e-8
277.19,7.066e-9,,,7.066e-9
277.24,2.089e-9,,,2.089e-9
277.29,5.782e-10,,,5.782e-10
277.34,1.499e-10,,,1.499e-10
277.39,3.641e-11,,,3.641e-11
277.44,8.282e-12,,,8.282e-12
277.49,1.765e-12,,,1.765e-12
277.54,3.521e-13,,,3.521e-13
277.59,6.582e-14,,,6.582e-14
277.64,1.152e-14,,,1.152e-14
277.69,1.889e-15,,,1.889e-15
277.74,2.902e-16,,,2.902e-16
277.79,4.175e-17,,,4.175e-17
277.84,5.625e-18,,,5.625e-18
277.89,7.099e-19,,,7.099e-19
277.94,8.391e-20,,,8.391e-20
279.94,7.979e-9,,7.979e-9,
279.99,6.430e-8,,6.430e-8,
280.04,4.865e-7,,4.865e-7,
280.09,3.456e-6,,3.456e-6,
280.14,2.305e-5,,2.305e-5,
280.19,1.444e-4,,1.444e-4,
280.24,8.489e-4,,8.489e-4,
280.29,4.687e-3,,4.687e-3,
280.34,2.429e-2,,2.429e-2,
280.39,1.182e-1,,1.182e-1,
280.44,5.402e-1,,5.402e-1,
280.49,2.318e+0,,2.318e+0,
280.54,9.336e+0,,9.336e+0,
280.59,3.531e+1,,3.531e+1,
280.64,1.254e+2,,1.254e+2,
280.69,4.180e+2,,4.180e+2,
280.74,1.308e+3,,1.308e+3,
280.79,3.845e+3,,3.845e+3,
280.84,1.061e+4,,1.061e+4,
280.89,2.749e+4,,2.749e+4,
280.94,6.687e+4,,6.687e+4,
280.99,1.527e+5,,1.527e+5,
281.04,3.275e+5,,3.275e+5,
281.09,6.594e+5,,6.594e+5,
281.14,1.246e+6,,1.246e+6,
281.19,2.212e+6,,2.212e+6,
281.24,3.686e+6,,3.686e+6,
281.29,5.768e+6,,5.768e+6,
281.34,8.473e+6,,8.473e+6,
281.39,1.169e+7,,1.169e+7,
281.44,1.513e+7,,1.513e+7,
281.49,1.840e+7,,1.840e+7,
281.54,2.100e+7,,2.100e+7,
281.59,2.251e+7,,2.251e+7,
281.64,2.265e+7,,2.265e+7,
281.69,2.140e+7,,2.140e+7,
281.74,1.899e+7,,1.899e+7,
281.79,1.582e+7,,1.582e+7,
281.84,1.237e+7,,1.237e+7,
281.89,9.081e+6,,9.081e+6,
281.94,6.260e+6,,6.260e+6,
281.99,4.052e+6,,4.052e+6,
282.04,2.462e+6,,2.462e+6,
282.09,1.405e+6,,1.405e+6,
282.14,7.527e+5,,7.527e+5,
282.19,3.786e+5,,3.786e+5,
282.24,1.788e+5,,1.788e+5,
282.29,7.928e+4,,7.928e+4,
282.34,3.301e+4,,3.301e+4,
282.39,1.290e+4,,1.290e+4,
282.44,4.735e+3,,4.735e+3,
282.49,1.631e+3,,1.631e+3,
282.54,5.278e+2,,5.278e+2,
282.59,1.603e+2,,1.603e+2,
282.64,4.572e+1,,4.572e+1,
282.69,1.224e+1,,1.224e+1,
282.74,3.078e+0,,3.078e+0,
282.79,7.265e-1,,7.265e-1,
282.84,1.610e-1,,1.610e-1,
282.89,3.351e-2,,3.351e-2,
282.94,6.546e-3,,6.546e-3,
282.99,1.201e-3,,1.201e-3,
283.04,2.068e-4,,2.068e-4,
283.09,3.344e-5,,3.344e-5,
283.14,5.077e-6,,5.077e-6,
283.19,7.237e-7,,7.237e-7,
283.24,9.687e-8,,9.687e-8,
283.29,1.217e-8,,1.217e-8,
294.3,2.235e-22,,,2.235e-22
294.35,1.712e-21,,,1.712e-21
294.4,1.238e-20,,,1.238e-20
294.45,8.463e-20,,,8.463e-20
294.5,5.462e-19,,,5.462e-19
294.55,3.330e-18,,,3.330e-18
294.6,1.918e-17,,,1.918e-17
294.65,1.043e-16,,,1.043e-16
294.7,5.360e-16,,,5.360e-16
294.75,2.601e-15,,,2.601e-15
294.8,1.192e-14,,,1.192e-14
294.85,5.163e-14,,,5.163e-14
294.9,2.112e-13,,,2.112e-13
294.95,8.158e-13,,,8.158e-13
295,2.977e-12,,,2.977e-12
295.05,1.026e-11,,,1.026e-11
295.1,3.341e-11,,,3.341e-11
295.15,1.027e-10,,,1.027e-10
295.2,2.985e-10,,,2.985e-10
295.25,8.190e-10,,,8.190e-10
295.3,2.123e-9,,,2.123e-9
295.35,5.196e-9,,,5.196e-9
295.4,1.202e-8,,,1.202e-8
295.45,2.624e-8,,,2.624e-8
295.5,5.415e-8,,,5.415e-8
295.55,1.055e-7,,,1.055e-7
295.6,1.942e-7,,,1.942e-7
295.65,3.377e-7,,,3.377e-7
295.7,5.547e-7,,,5.547e-7
295.75,8.605e-7,,,8.605e-7
295.8,1.261e-6,,,1.261e-6
295.85,1.745e-6,,,1.745e-6
295.9,2.282e-6,,,2.282e-6
295.95,2.818e-6,,,2.818e-6
296,3.287e-6,,,3.287e-6
296.05,3.621e-6,,,3.621e-6
296.1,3.769e-6,,,3.769e-6
296.15,3.705e-6,,,3.705e-6
296.2,3.440e-6,,,3.440e-6
296.25,3.017e-6,,,3.017e-6
296.3,2.500e-6,,,2.500e-6
296.35,1.956e-6,,,1.956e-6
296.4,1.446e-6,,,1.446e-6
296.45,1.009e-6,,,1.009e-6
296.5,6.657e-7,,,6.657e-7
296.55,4.147e-7,,,4.147e-7
296.6,2.440e-7,,,2.440e-7
296.65,1.356e-7,,,1.356e-7
296.7,7.120e-8,,,7.120e-8
296.75,3.530e-8,,,3.530e-8
296.8,1.654e-8,,,1.654e-8
296.85,7.316e-9,,,7.316e-9
296.9,3.057e-9,,,3.057e-9
296.95,1.207e-9,,,1.207e-9
297,4.500e-10,,,4.500e-10
297.05,1.585e-10,,,1.585e-10
297.1,5.272e-11,,,5.272e-11
297.15,1.657e-11,,,1.657e-11
297.2,4.917e-12,,,4.917e-12
297.25,1.379e-12,,,1.379e-12
297.3,3.651e-13,,,3.651e-13
297.35,9.132e-14,,,9.132e-14
297.4,2.158e-14,,,2.158e-14
297.45,4.815e-15,,,4.815e-15
297.5,1.015e-15,,,1.015e-15
297.55,2.021e-16,,,2.021e-16
297.6,3.802e-17,,,3.802e-17
297.65,6.754e-18,,,6.754e-18
297.7,1.133e-18,,,1.133e-18
297.75,6.067e-13,,6.067e-13,1.797e-19
297.8,4.386e-12,,4.386e-12,2.690e-20
297.85,2.999e-11,,2.999e-11,3.804e-21
297.9,1.939e-10,,1.939e-10,5.081e-22
297.95,1.186e-9,,1.186e-9,
298,6.862e-9,,6.862e-9,
298.05,3.754e-8,,3.754e-8,
298.1,1.943e-7,,1.943e-7,
298.15,9.509e-7,,9.509e-7,
298.2,4.402e-6,,4.402e-6,
298.25,1.928e-5,,1.928e-5,
298.3,7.983e-5,,7.983e-5,
298.35,3.127e-4,,3.127e-4,
298.4,1.159e-3,,1.159e-3,
298.45,4.061e-3,,4.061e-3,
298.5,1.346e-2,,1.346e-2,
298.55,4.222e-2,,4.222e-2,
298.6,1.253e-1,,1.253e-1,
298.65,3.516e-1,,3.516e-1,
298.7,9.338e-1,,9.338e-1,
298.75,2.347e+0,,2.347e+0,
298.8,5.582e+0,,5.582e+0,
298.85,1.257e+1,,1.257e+1,
298.9,2.681e+1,,2.681e+1,
298.95,5.416e+1,,5.416e+1,
299,1.037e+2,,1.037e+2,
299.05,1.884e+2,,1.884e+2,
299.1,3.248e+2,,3.248e+2,
299.15,5.323e+2,,5.323e+2,
299.2,8.302e+2,,8.302e+2,
299.25,1.234e+3,,1.234e+3,
299.3,1.752e+3,,1.752e+3,
299.35,2.381e+3,,2.381e+3,
299.4,3.104e+3,,3.104e+3,
299.45,3.890e+3,,3.890e+3,
299.5,4.697e+3,,4.697e+3,
299.55,5.473e+3,,5.473e+3,
299.6,6.158e+3,,6.158e+3,
299.65,6.691e+3,,6.691e+3,
299.7,7.014e+3,,7.014e+3,
299.75,7.084e+3,,7.084e+3,
299.8,6.877e+3,,6.877e+3,
299.85,6.404e+3,,6.404e+3,
299.9,5.707e+3,,5.707e+3,
299.95,4.857e+3,,4.857e+3,
300,3.940e+3,,3.940e+3,
300.05,3.042e+3,,3.042e+3,
300.1,2.231e+3,,2.231e+3,
300.15,1.554e+3,,1.554e+3,
300.2,1.026e+3,,1.026e+3,
300.25,6.427e+2,,6.427e+2,
300.3,3.813e+2,,3.813e+2,
300.35,2.142e+2,,2.142e+2,
300.4,1.139e+2,,1.139e+2,
300.45,5.736e+1,,5.736e+1,
300.5,2.733e+1,,2.733e+1,
300.55,1.232e+1,,1.232e+1,
300.6,5.257e+0,,5.257e+0,
300.65,2.122e+0,,2.122e+0,
300.7,8.102e-1,,8.102e-1,
300.75,2.926e-1,,2.926e-1,
300.8,1.000e-1,,1.000e-1,
300.85,3.232e-2,,3.232e-2,
300.9,9.883e-3,,9.883e-3,
300.95,2.859e-3,,2.859e-3,
301,7.830e-4,,7.830e-4,
301.05,2.067e-4,,2.067e-4,
301.1,6.829e-5,,6.829e-5,
301.15,8.789e-5,,8.789e-5,
301.2,2.975e-4,,2.975e-4,
301.25,1.078e-3,,1.078e-3,
301.3,3.730e-3,,3.730e-3,
301.35,1.222e-2,,1.222e-2,
301.4,3.792e-2,,3.792e-2,
301.45,1.114e-1,,1.114e-1,
301.5,3.100e-1,,3.100e-1,
301.55,8.169e-1,,8.169e-1,
301.6,2.039e+0,,2.039e+0,
301.65,4.821e+0,,4.821e+0,
301.7,1.080e+1,,1.080e+1,
301.75,2.293e+1,,2.293e+1,
301.8,4.616e+1,,4.616e+1,
301.85,8.812e+1,,8.812e+1,
301.9,1.596e+2,,1.596e+2,
301.95,2.746e+2,,2.746e+2,
302,4.490e+2,,4.490e+2,
302.05,6.987e+2,,6.987e+2,
302.1,1.036e+3,,1.036e+3,
302.15,1.467e+3,,1.467e+3,
