Wavelength (nm),Sum,Cu I (2.9e-01),Cu II (7.1e-01)
496.31,2.034e+3,,2.034e+3
496.36,1.372e+3,,1.372e+3
496.41,9.075e+2,,9.075e+2
496.46,5.880e+2,,5.880e+2
496.51,3.733e+2,,3.733e+2
496.56,2.322e+2,,2.322e+2
496.61,1.415e+2,,1.415e+2
496.66,8.453e+1,,8.453e+1
496.71,4.949e+1,,4.949e+1
496.76,2.842e+1,,2.842e+1
496.81,1.606e+1,,1.606e+1
496.86,9.023e+0,,9.023e+0
496.91,5.227e+0,,5.227e+0
496.96,3.451e+0,,3.451e+0
497.01,3.080e+0,,3.080e+0
497.06,3.942e+0,,3.942e+0
497.11,6.249e+0,,6.249e+0
497.16,1.062e+1,,1.062e+1
497.21,1.820e+1,,1.820e+1
497.26,3.080e+1,,3.080e+1
497.31,5.119e+1,,5.119e+1
497.36,8.344e+1,,8.344e+1
497.41,1.333e+2,,1.333e+2
497.46,2.088e+2,,2.088e+2
497.51,3.205e+2,,3.205e+2
497.56,4.821e+2,,4.821e+2
497.61,7.109e+2,,7.109e+2
497.66,1.027e+3,,1.027e+3
497.71,1.455e+3,,1.455e+3
497.76,2.019e+3,,2.019e+3
497.81,2.747e+3,,2.747e+3
497.86,3.663e+3,,3.663e+3
497.91,4.786e+3,,4.786e+3
497.96,6.130e+3,,6.130e+3
498.01,7.695e+3,,7.695e+3
498.06,9.466e+3,,9.466e+3
498.11,1.141e+4,,1.141e+4
498.16,1.349e+4,,1.349e+4
498.21,1.562e+4,,1.562e+4
498.26,1.773e+4,,1.773e+4
498.31,1.973e+4,,1.973e+4
498.36,2.151e+4,,2.151e+4
498.41,2.299e+4,,2.299e+4
498.46,2.407e+4,,2.407e+4
498.51,2.471e+4,,2.471e+4
498.56,2.486e+4,,2.486e+4
498.61,2.451e+4,,2.451e+4
498.66,2.369e+4,,2.369e+4
498.71,2.244e+4,,2.244e+4
498.76,2.083e+4,,2.083e+4
498.81,1.895e+4,,1.895e+4
498.86,1.690e+4,,1.690e+4
498.91,1.477e+4,,1.477e+4
498.96,1.265e+4,,1.265e+4
499.01,1.062e+4,,1.062e+4
499.06,8.735e+3,,8.735e+3
499.11,7.044e+3,,7.044e+3
499.16,5.568e+3,,5.568e+3
499.21,4.314e+3,,4.314e+3
499.26,3.278e+3,,3.278e+3
499.31,2.445e+3,,2.445e+3
499.36,1.793e+3,,1.793e+3
499.41,1.298e+3,,1.298e+3
499.46,9.367e+2,,9.367e+2
499.51,6.876e+2,,6.876e+2
499.56,5.332e+2,,5.332e+2
499.61,4.614e+2,,4.614e+2
499.66,4.656e+2,,4.656e+2
499.71,5.453e+2,,5.453e+2
499.76,7.058e+2,,7.058e+2
499.81,9.583e+2,,9.583e+2
499.86,1.318e+3,,1.318e+3
499.91,1.806e+3,,1.806e+3
499.96,2.444e+3,,2.444e+3
500.01,3.256e+3,,3.256e+3
500.06,4.264e+3,,4.264e+3
500.11,5.487e+3,,5.487e+3
500.16,6.939e+3,,6.939e+3
500.21,8.625e+3,,8.625e+3
500.26,1.054e+4,,1.054e+4
500.31,1.268e+4,,1.268e+4
500.36,1.500e+4,,1.500e+4
500.41,1.748e+4,,1.748e+4
500.46,2.007e+4,,2.007e+4
500.51,2.272e+4,,2.272e+4
500.56,2.537e+4,,2.537e+4
500.61,2.797e+4,,2.797e+4
500.66,3.047e+4,,3.047e+4
500.71,3.280e+4,,3.280e+4
500.76,3.493e+4,,3.493e+4
500.81,3.681e+4,,3.681e+4
500.86,3.838e+4,,3.838e+4
500.91,3.963e+4,,3.963e+4
500.96,4.050e+4,,4.050e+4
501.01,4.098e+4,,4.098e+4
501.06,4.103e+4,,4.103e+4
501.11,4.065e+4,,4.065e+4
501.16,3.983e+4,,3.983e+4
501.21,3.858e+4,,3.858e+4
501.26,3.693e+4,,3.693e+4
501.31,3.493e+4,,3.493e+4
501.36,3.263e+4,,3.263e+4
501.41,3.013e+4,,3.013e+4
501.46,2.750e+4,,2.750e+4
501.51,2.484e+4,,2.484e+4
501.56,2.223e+4,,2.223e+4
501.61,1.976e+4,,1.976e+4
501.66,1.750e+4,,1.750e+4
501.71,1.548e+4,,1.548e+4
501.76,1.375e+4,,1.375e+4
501.81,1.229e+4,,1.229e+4
501.86,1.111e+4,,1.111e+4
501.91,1.016e+4,,1.016e+4
501.96,9.403e+3,,9.403e+3
502.01,8.797e+3,,8.797e+3
502.06,8.290e+3,,8.290e+3
502.11,7.836e+3,,7.836e+3
502.16,7.398e+3,,7.398e+3
502.21,6.949e+3,,6.949e+3
502.26,6.470e+3,,6.470e+3
502.31,5.955e+3,,5.955e+3
502.36,5.406e+3,,5.406e+3
502.41,4.833e+3,,4.833e+3
502.46,4.249e+3,,4.249e+3
502.51,3.671e+3,,3.671e+3
502.56,3.114e+3,,3.114e+3
502.61,2.592e+3,,2.592e+3
502.66,2.118e+3,,2.118e+3
502.71,1.697e+3,,1.697e+3
502.76,1.334e+3,,1.334e+3
502.81,1.028e+3,,1.028e+3
502.86,7.767e+2,,7.767e+2
502.91,5.755e+2,,5.755e+2
502.96,4.181e+2,,4.181e+2
503.01,2.978e+2,,2.978e+2
503.06,2.080e+2,,2.080e+2
503.11,1.424e+2,,1.424e+2
503.16,9.558e+1,,9.558e+1
503.21,6.290e+1,,6.290e+1
503.26,4.060e+1,,4.060e+1
503.31,2.572e+1,,2.572e+1
503.36,1.602e+1,,1.602e+1
503.41,9.893e+0,,9.893e+0
503.46,6.200e+0,,6.200e+0
503.51,4.214e+0,,4.214e+0
503.56,3.540e+0,,3.540e+0
503.61,4.093e+0,,4.093e+0
503.66,6.111e+0,,6.111e+0
503.71,1.023e+1,,1.023e+1
503.76,1.762e+1,,1.762e+1
503.81,3.023e+1,,3.023e+1
503.86,5.111e+1,,5.111e+1
503.91,8.484e+1,,8.484e+1
503.96,1.382e+2,,1.382e+2
504.01,2.207e+2,,2.207e+2
504.06,3.456e+2,,3.456e+2
504.11,5.308e+2,,5.308e+2
504.16,7.994e+2,,7.994e+2
504.21,1.181e+3,,1.181e+3
504.26,1.710e+3,,1.710e+3
504.31,2.428e+3,,2.428e+3
504.36,3.381e+3,,3.381e+3
504.41,4.618e+3,,4.618e+3
504.46,6.184e+3,,6.184e+3
504.51,8.122e+3,,8.122e+3
504.56,1.046e+4,,1.046e+4
504.61,1.321e+4,,1.321e+4
504.66,1.636e+4,,1.636e+4
504.71,1.988e+4,,1.988e+4
504.76,2.369e+4,,2.369e+4
504.81,2.768e+4,,2.768e+4
504.86,3.174e+4,,3.174e+4
504.91,3.569e+4,,3.569e+4
504.96,3.939e+4,,3.939e+4
505.01,4.266e+4,,4.266e+4
505.06,4.535e+4,,4.535e+4
505.11,4.734e+4,,4.734e+4
505.16,4.855e+4,,4.855e+4
505.21,4.894e+4,,4.894e+4
505.26,4.854e+4,,4.854e+4
505.31,4.739e+4,,4.739e+4
505.36,4.562e+4,,4.562e+4
505.41,4.337e+4,,4.337e+4
505.46,4.079e+4,,4.079e+4
505.51,3.805e+4,,3.805e+4
505.56,3.532e+4,,3.532e+4
505.61,3.273e+4,,3.273e+4
505.66,3.041e+4,,3.041e+4
505.71,2.845e+4,,2.845e+4
505.76,2.692e+4,,2.692e+4
505.81,2.585e+4,,2.585e+4
505.86,2.528e+4,,2.528e+4
505.91,2.522e+4,,2.522e+4
505.96,2.565e+4,,2.565e+4
506.01,2.656e+4,,2.656e+4
506.06,2.792e+4,,2.792e+4
506.11,2.970e+4,,2.970e+4
506.16,3.182e+4,,3.182e+4
506.21,3.421e+4,,3.421e+4
506.26,3.675e+4,,3.675e+4
506.31,3.933e+4,,3.933e+4
506.36,4.180e+4,,4.180e+4
506.41,4.401e+4,,4.401e+4
506.46,4.581e+4,,4.581e+4
506.51,4.707e+4,,4.707e+4
506.56,4.769e+4,,4.769e+4
506.61,4.758e+4,,4.758e+4
506.66,4.672e+4,,4.672e+4
506.71,4.513e+4,,4.513e+4
506.76,4.285e+4,,4.285e+4
506.81,3.998e+4,,3.998e+4
506.86,3.666e+4,,3.666e+4
506.91,3.302e+4,,3.302e+4
506.96,2.920e+4,,2.920e+4
507.01,2.537e+4,,2.537e+4
507.06,2.164e+4,,2.164e+4
507.11,1.812e+4,,1.812e+4
507.16,1.490e+4,,1.490e+4
507.21,1.203e+4,,1.203e+4
507.26,9.536e+3,,9.536e+3
507.31,7.421e+3,,7.421e+3
507.36,5.670e+3,,5.670e+3
507.41,4.253e+3,,4.253e+3
507.46,3.134e+3,,3.134e+3
507.51,2.271e+3,5.682e-8,2.271e+3
507.56,1.620e+3,1.807e-7,1.620e+3
507.61,1.144e+3,5.635e-7,1.144e+3
507.66,8.074e+2,1.724e-6,8.074e+2
507.71,5.819e+2,5.174e-6,5.819e+2
507.76,4.455e+2,1.524e-5,4.455e+2
507.81,3.825e+2,4.401e-5,3.825e+2
507.86,3.835e+2,1.247e-4,3.835e+2
507.91,4.445e+2,3.467e-4,4.445e+2
507.96,5.664e+2,9.453e-4,5.664e+2
508.01,7.541e+2,2.529e-3,7.541e+2
508.06,1.016e+3,6.637e-3,1.016e+3
508.11,1.361e+3,1.709e-2,1.361e+3
508.16,1.800e+3,4.315e-2,1.800e+3
508.21,2.343e+3,1.069e-1,2.342e+3
508.26,2.996e+3,2.599e-1,2.995e+3
508.31,3.763e+3,6.196e-1,3.762e+3
508.36,4.641e+3,1.449e+0,4.639e+3
508.41,5.621e+3,3.326e+0,5.618e+3
508.46,6.690e+3,7.486e+0,6.682e+3
508.51,7.825e+3,1.653e+1,7.808e+3
508.56,9.001e+3,3.581e+1,8.965e+3
508.61,1.020e+4,7.610e+1,1.012e+4
508.66,1.139e+4,1.587e+2,1.123e+4
508.71,1.259e+4,3.245e+2,1.226e+4
508.76,1.383e+4,6.510e+2,1.318e+4
508.81,1.524e+4,1.281e+3,1.396e+4
508.86,1.704e+4,2.474e+3,1.456e+4
508.91,1.967e+4,4.686e+3,1.498e+4
508.96,2.392e+4,8.707e+3,1.522e+4
509.01,3.113e+4,1.587e+4,1.526e+4
509.06,4.351e+4,2.838e+4,1.513e+4
509.11,6.462e+4,4.979e+4,1.483e+4
509.16,1.001e+5,8.567e+4,1.439e+4
509.21,1.585e+5,1.446e+5,1.383e+4
509.26,2.527e+5,2.395e+5,1.315e+4
509.31,4.016e+5,3.892e+5,1.240e+4
509.36,6.318e+5,6.202e+5,1.157e+4
509.42,1.068e+6,1.058e+6,1.051e+4
509.47,1.626e+6,1.617e+6,9.598e+3
509.52,2.432e+6,2.423e+6,8.667e+3
509.57,3.571e+6,3.563e+6,7.737e+3
509.62,5.146e+6,5.139e+6,6.822e+3
509.67,7.279e+6,7.273e+6,5.937e+3
509.72,1.010e+7,1.010e+7,5.097e+3
509.77,1.375e+7,1.375e+7,4.313e+3
509.82,1.837e+7,1.837e+7,3.595e+3
509.87,2.407e+7,2.407e+7,2.950e+3
509.92,3.095e+7,3.095e+7,2.382e+3
509.97,3.904e+7,3.903e+7,1.891e+3
510.02,4.830e+7,4.830e+7,1.476e+3
510.07,5.862e+7,5.862e+7,1.132e+3
510.12,6.980e+7,6.980e+7,8.532e+2
510.17,8.153e+7,8.153e+7,6.315e+2
510.22,9.343e+7,9.343e+7,4.590e+2
510.27,1.050e+8,1.050e+8,3.275e+2
510.32,1.158e+8,1.158e+8,2.294e+2
510.37,1.253e+8,1.253e+8,1.577e+2
510.42,1.330e+8,1.330e+8,1.064e+2
510.47,1.384e+8,1.384e+8,7.044e+1
510.52,1.414e+8,1.414e+8,4.576e+1
510.57,1.417e+8,1.417e+8,2.917e+1
510.62,1.392e+8,1.392e+8,1.824e+1
510.67,1.343e+8,1.343e+8,1.120e+1
510.72,1.270e+8,1.270e+8,6.739e+0
510.77,1.178e+8,1.178e+8,3.980e+0
510.82,1.073e+8,1.073e+8,2.306e+0
510.87,9.579e+7,9.579e+7,1.311e+0
510.92,8.391e+7,8.391e+7,7.307e-1
510.97,7.211e+7,7.211e+7,3.996e-1
511.02,6.080e+7,6.080e+7,2.144e-1
511.07,5.028e+7,5.028e+7,1.129e-1
511.12,4.079e+7,4.079e+7,5.826e-2
511.17,3.247e+7,3.247e+7,2.951e-2
511.22,2.535e+7,2.535e+7,1.466e-2
511.27,1.942e+7,1.942e+7,7.143e-3
511.32,1.459e+7,1.459e+7,3.414e-3
511.37,1.076e+7,1.076e+7,1.601e-3
511.42,7.778e+6,7.778e+6,7.364e-4
511.47,5.517e+6,5.517e+6,3.323e-4
511.52,3.840e+6,3.840e+6,1.470e-4
511.57,2.621e+6,2.621e+6,6.384e-5
511.62,1.756e+6,1.756e+6,2.718e-5
511.67,1.153e+6,1.153e+6,1.136e-5
511.72,7.434e+5,7.434e+5,4.653e-6
511.77,4.700e+5,4.700e+5,1.870e-6
511.82,2.915e+5,2.915e+5,7.373e-7
511.87,1.774e+5,1.774e+5,2.851e-7
511.92,1.059e+5,1.059e+5,1.082e-7
511.97,6.200e+4,6.200e+4,4.025e-8
512.02,3.562e+4,3.562e+4,1.469e-8
512.07,2.007e+4,2.007e+4,5.260e-9
512.12,1.110e+4,1.110e+4,1.847e-9
512.17,6.018e+3,6.018e+3,6.364e-10
512.22,3.201e+3,3.201e+3,2.151e-10
512.27,1.671e+3,1.671e+3,7.129e-11
512.32,8.555e+2,8.555e+2,2.318e-11
512.37,4.297e+2,4.297e+2,7.394e-12
512.42,2.117e+2,2.117e+2,2.313e-12
512.47,1.023e+2,1.023e+2,
512.52,4.853e+1,4.853e+1,
512.57,2.257e+1,2.257e+1,
512.62,1.030e+1,1.030e+1,
512.67,4.612e+0,4.612e+0,
512.72,2.027e+0,2.027e+0,
512.77,8.786e-1,8.786e-1,
512.82,3.846e-1,3.846e-1,
512.87,1.932e-1,1.932e-1,
512.92,1.626e-1,1.626e-1,
512.97,2.705e-1,2.705e-1,
513.02,5.994e-1,5.994e-1,
513.07,1.393e+0,1.393e+0,
513.12,3.212e+0,3.212e+0,
513.17,7.282e+0,7.282e+0,
513.22,1.621e+1,1.621e+1,
513.27,3.541e+1,3.541e+1,
513.32,7.590e+1,7.590e+1,
513.37,1.597e+2,1.597e+2,
513.42,3.297e+2,3.297e+2,
513.47,6.679e+2,6.679e+2,
513.52,1.328e+3,1.328e+3,
513.57,2.591e+3,2.591e+3,
513.62,4.961e+3,4.961e+3,
513.67,9.322e+3,9.322e+3,
513.72,1.719e+4,1.719e+4,
513.77,3.110e+4,3.110e+4,
513.82,5.523e+4,5.523e+4,
513.87,9.626e+4,9.626e+4,
513.92,1.646e+5,1.646e+5,
513.97,2.763e+5,2.763e+5,
514.02,4.550e+5,4.550e+5,
514.07,7.354e+5,7.354e+5,
514.12,1.167e+6,1.167e+6,
514.17,1.816e+6,1.816e+6,
514.22,2.773e+6,2.773e+6,
514.27,4.158e+6,4.158e+6,
514.32,6.116e+6,6.116e+6,
514.37,8.829e+6,8.829e+6,
514.42,1.251e+7,1.251e+7,
514.47,1.739e+7,1.739e+7,
514.52,2.372e+7,2.372e+7,
514.57,3.177e+7,3.177e+7,
514.62,4.174e+7,4.174e+7,
514.67,5.382e+7,5.382e+7,
514.72,6.810e+7,6.810e+7,
514.77,8.456e+7,8.456e+7,
514.82,1.030e+8,1.030e+8,
514.87,1.232e+8,1.232e+8,
514.92,1.446e+8,1.446e+8,
514.97,1.665e+8,1.665e+8,
515.02,1.882e+8,1.882e+8,
515.07,2.088e+8,2.088e+8,
515.12,2.272e+8,2.272e+8,
515.17,2.427e+8,2.427e+8,
515.22,2.544e+8,2.544e+8,
515.27,2.617e+8,2.617e+8,
515.32,2.642e+8,2.642e+8,
515.37,2.617e+8,2.617e+8,
515.42,2.544e+8,2.544e+8,
515.47,2.427e+8,2.427e+8,
515.52,2.272e+8,2.272e+8,
515.57,2.088e+8,2.088e+8,
515.62,1.882e+8,1.882e+8,
515.67,1.665e+8,1.665e+8,
515.72,1.446e+8,1.446e+8,
515.77,1.232e+8,1.232e+8,
515.82,1.030e+8,1.030e+8,
515.87,8.456e+7,8.456e+7,
515.92,6.810e+7,6.810e+7,
515.97,5.382e+7,5.382e+7,
516.02,4.174e+7,4.174e+7,
516.07,3.177e+7,3.177e+7,
516.12,2.372e+7,2.372e+7,
516.17,1.739e+7,1.739e+7,
516.22,1.251e+7,1.251e+7,
516.27,8.829e+6,8.829e+6,
516.32,6.116e+6,6.116e+6,
516.37,4.158e+6,4.158e+6,
516.42,2.773e+6,2.773e+6,
516.47,1.816e+6,1.816e+6,
516.52,1.167e+6,1.167e+6,
516.57,7.354e+5,7.354e+5,
516.62,4.550e+5,4.550e+5,
516.67,2.763e+5,2.763e+5,
516.72,1.646e+5,1.646e+5,
516.77,9.626e+4,9.626e+4,
516.82,5.523e+4,5.523e+4,
516.87,3.110e+4,3.110e+4,
516.92,1.719e+4,1.719e+4,
516.97,9.322e+3,9.322e+3,
517.02,4.961e+3,4.961e+3,
517.07,2.591e+3,2.591e+3,
517.12,1.328e+3,1.328e+3,
517.17,6.679e+2,6.679e+2,
517.22,3.297e+2,3.297e+2,
517.27,1.597e+2,1.597e+2,
517.32,7.590e+1,7.590e+1,
517.37,3.541e+1,3.541e+1,
517.42,1.621e+1,1.621e+1,
517.47,7.282e+0,7.282e+0,
517.52,3.210e+0,3.210e+0,
517.57,1.389e+0,1.389e+0,
517.62,5.897e-1,5.897e-1,
517.67,2.457e-1,2.457e-1,
517.72,1.005e-1,1.005e-1,
517.77,4.031e-2,4.031e-2,
517.82,1.587e-2,1.587e-2,
517.87,6.133e-3,6.133e-3,
517.92,2.326e-3,2.326e-3,
517.97,8.655e-4,8.655e-4,
518.02,3.161e-4,3.161e-4,
518.07,1.133e-4,1.133e-4,
518.12,3.984e-5,3.984e-5,
518.17,1.375e-5,1.375e-5,
518.22,4.657e-6,4.657e-6,
518.27,1.548e-6,1.548e-6,
518.32,5.050e-7,5.050e-7,
518.37,1.616e-7,1.616e-7,
518.42,5.078e-8,5.078e-8,
518.67,7.208e-8,7.208e-8,
518.72,2.271e-7,2.271e-7,
518.77,7.026e-7,7.026e-7,
518.82,2.134e-6,2.134e-6,
518.87,6.375e-6,6.375e-6,
518.92,1.867e-5,1.867e-5,
518.97,5.366e-5,5.366e-5,
519.02,1.515e-4,1.515e-4,
519.07,4.197e-4,4.197e-4,
519.12,1.142e-3,1.142e-3,
519.17,3.051e-3,3.051e-3,
519.22,8.002e-3,8.002e-3,
519.27,2.060e-2,2.060e-2,
519.32,5.209e-2,5.209e-2,
519.37,1.293e-1,1.293e-1,
519.42,3.152e-1,3.152e-1,
519.47,7.542e-1,7.542e-1,
519.52,1.772e+0,1.772e+0,
519.57,4.087e+0,4.087e+0,
519.62,9.257e+0,9.257e+0,
519.67,2.058e+1,2.058e+1,
519.72,4.494e+1,4.494e+1,
519.77,9.633e+1,9.633e+1,
519.82,2.027e+2,2.027e+2,
519.87,4.190e+2,4.190e+2,
519.92,8.501e+2,8.501e+2,
519.97,1.693e+3,1.693e+3,
520.02,3.312e+3,3.312e+3,
520.07,6.361e+3,6.361e+3,
520.12,1.199e+4,1.199e+4,
520.17,2.220e+4,2.220e+4,
520.22,4.036e+4,4.036e+4,
520.27,7.204e+4,7.204e+4,
520.32,1.262e+5,1.262e+5,
520.37,2.172e+5,2.172e+5,
520.42,3.670e+5,3.670e+5,
520.47,6.088e+5,6.088e+5,
520.52,9.916e+5,9.916e+5,
520.57,1.586e+6,1.586e+6,
520.62,2.491e+6,2.491e+6,
520.67,3.840e+6,3.840e+6,
520.72,5.815e+6,5.815e+6,
520.77,8.645e+6,8.645e+6,
520.82,1.262e+7,1.262e+7,
520.87,1.809e+7,1.809e+7,
520.92,2.546e+7,2.546e+7,
520.97,3.519e+7,3.519e+7,
521.02,4.777e+7,4.777e+7,
521.07,6.366e+7,6.366e+7,
521.12,8.332e+7,8.332e+7,
521.17,1.071e+8,1.071e+8,
521.22,1.352e+8,1.352e+8,
521.27,1.675e+8,1.675e+8,
521.32,2.039e+8,2.039e+8,
521.37,2.437e+8,2.437e+8,
521.42,2.861e+8,2.861e+8,
521.47,3.298e+8,3.298e+8,
521.52,3.734e+8,3.734e+8,
521.57,4.152e+8,4.152e+8,
521.62,4.535e+8,4.535e+8,
521.67,4.864e+8,4.864e+8,
521.72,5.124e+8,5.124e+8,
521.77,5.302e+8,5.302e+8,
521.82,5.389e+8,5.389e+8,
521.87,5.380e+8,5.380e+8,
521.92,5.276e+8,5.276e+8,
521.97,5.083e+8,5.083e+8,
522.02,4.810e+8,4.810e+8,
522.07,4.471e+8,4.471e+8,
522.12,4.083e+8,4.083e+8,
522.17,3.663e+8,3.663e+8,
522.22,3.229e+8,3.229e+8,
522.27,2.796e+8,2.796e+8,
522.32,2.379e+8,2.379e+8,
522.37,1.989e+8,1.989e+8,
522.42,1.634e+8,1.634e+8,
522.47,1.319e+8,1.319e+8,
522.52,1.046e+8,1.046e+8,
522.57,8.151e+7,8.151e+7,
522.62,6.243e+7,6.243e+7,
522.67,4.699e+7,4.699e+7,
522.72,3.476e+7,3.476e+7,
522.77,2.527e+7,2.527e+7,
522.82,1.806e+7,1.806e+7,
522.87,1.268e+7,1.268e+7,
522.92,8.753e+6,8.753e+6,
522.97,5.939e+6,5.939e+6,
523.02,3.960e+6,3.960e+6,
523.07,2.596e+6,2.596e+6,
523.12,1.673e+6,1.673e+6,
523.17,1.059e+6,1.059e+6,
523.22,6.596e+5,6.596e+5,
523.27,4.037e+5,4.037e+5,
523.32,2.429e+5,2.429e+5,
523.37,1.436e+5,1.436e+5,
523.42,8.351e+4,8.351e+4,
523.47,4.773e+4,4.773e+4,
523.52,2.681e+4,2.681e+4,
523.57,1.481e+4,1.481e+4,
523.62,8.038e+3,8.038e+3,
523.67,4.289e+3,4.289e+3,
523.72,2.250e+3,2.250e+3,
523.77,1.160e+3,1.160e+3,
523.82,5.878e+2,5.878e+2,
523.87,2.928e+2,2.928e+2,
523.92,1.434e+2,1.434e+2,
523.97,6.898e+1,6.898e+1,
524.02,3.262e+1,3.262e+1,
524.07,1.516e+1,1.516e+1,
524.12,6.926e+0,6.926e+0,
524.17,3.109e+0,3.109e+0,
524.22,1.372e+0,1.372e+0,
524.27,5.946e-1,5.946e-1,
524.32,2.533e-1,2.533e-1,
524.37,1.060e-1,1.060e-1,
524.42,4.360e-2,4.360e-2,
524.47,1.762e-2,1.762e-2,
524.52,6.994e-3,6.994e-3,
524.57,2.728e-3,2.728e-3,
524.62,1.046e-3,1.046e-3,
524.67,3.936e-4,3.936e-4,
524.72,1.456e-4,1.456e-4,
524.77,5.289e-5,5.289e-5,
524.82,1.888e-5,1.888e-5,
524.87,6.619e-6,6.619e-6,
524.92,2.279e-6,2.279e-6,
524.97,7.710e-7,7.710e-7,
525.02,2.337e-7,2.337e-7,
525.07,7.673e-8,7.673e-8,
525.12,2.473e-8,2.473e-8,
526.07,3.159e-9,3.159e-9,
526.12,9.744e-9,9.744e-9,
526.17,2.952e-8,2.952e-8,
526.22,8.786e-8,8.786e-8,
526.27,2.569e-7,2.569e-7,
526.32,7.377e-7,7.377e-7,
526.37,2.081e-6,2.081e-6,
526.42,5.767e-6,5.767e-6,
526.47,1.570e-5,1.570e-5,
526.52,4.197e-5,4.197e-5,
526.57,1.103e-4,1.103e-4,
526.62,2.845e-4,2.845e-4,
526.67,7.210e-4,7.210e-4,
526.72,1.795e-3,1.795e-3,
526.77,4.390e-3,4.390e-3,
526.82,1.055e-2,1.055e-2,
526.87,2.489e-2,2.489e-2,
526.92,5.769e-2,5.769e-2,
526.97,1.314e-1,1.314e-1,
527.02,2.938e-1,2.938e-1,
527.07,6.456e-1,6.456e-1,
527.12,1.393e+0,1.393e+0,
527.17,2.954e+0,2.954e+0,
527.22,6.153e+0,6.153e+0,
527.27,1.259e+1,1.259e+1,
527.32,2.530e+1,2.530e+1,
527.37,4.994e+1,4.994e+1,
527.42,9.684e+1,9.684e+1,
527.47,1.845e+2,1.845e+2,
527.52,3.451e+2,3.451e+2,
527.57,6.344e+2,6.344e+2,
527.62,1.145e+3,1.145e+3,
527.67,2.031e+3,2.031e+3,
527.72,3.539e+3,3.539e+3,
527.77,6.057e+3,6.057e+3,
527.82,1.018e+4,1.018e+4,
527.87,1.681e+4,1.681e+4,
527.92,2.727e+4,2.727e+4,
527.97,4.346e+4,4.346e+4,
528.02,6.803e+4,6.803e+4,
528.07,1.046e+5,1.046e+5,
528.12,1.580e+5,1.580e+5,
528.17,2.344e+5,2.344e+5,
528.22,3.416e+5,3.416e+5,
528.27,4.890e+5,4.890e+5,
528.32,6.877e+5,6.877e+5,
528.37,9.499e+5,9.499e+5,
528.42,1.289e+6,1.289e+6,
528.47,1.718e+6,1.718e+6,
528.52,2.250e+6,2.250e+6,
528.57,2.894e+6,2.894e+6,
528.62,3.656e+6,3.656e+6,
528.67,4.537e+6,4.537e+6,
528.72,5.531e+6,5.531e+6,
528.77,6.624e+6,6.624e+6,
528.82,7.793e+6,7.793e+6,
528.87,9.005e+6,9.005e+6,
528.92,1.022e+7,1.022e+7,
528.97,1.140e+7,1.140e+7,
529.02,1.248e+7,1.248e+7,
529.07,1.343e+7,1.343e+7,
529.12,1.420e+7,1.420e+7,
529.17,1.474e+7,1.474e+7,
529.22,1.503e+7,1.503e+7,
529.27,1.506e+7,1.506e+7,
529.32,1.482e+7,1.482e+7,
529.37,1.432e+7,1.432e+7,
529.42,1.360e+7,1.360e+7,
529.47,1.269e+7,1.269e+7,
529.52,1.162e+7,1.162e+7,
529.57,1.046e+7,1.046e+7,
529.62,9.249e+6,9.249e+6,
529.67,8.033e+6,8.033e+6,
529.72,6.853e+6,6.853e+6,
529.77,5.743e+6,5.743e+6,
529.82,4.727e+6,4.727e+6,
529.87,3.823e+6,3.823e+6,
529.92,3.036e+6,3.036e+6,
529.97,2.369e+6,2.369e+6,
530.02,1.816e+6,1.816e+6,
530.07,1.367e+6,1.367e+6,
530.12,1.011e+6,1.011e+6,
530.17,7.346e+5,7.346e+5,
530.22,5.242e+5,5.242e+5,
530.27,3.675e+5,3.675e+5,
530.32,2.531e+5,2.531e+5,
530.37,1.712e+5,1.712e+5,
530.42,1.137e+5,1.137e+5,
530.47,7.424e+4,7.424e+4,
530.52,4.760e+4,4.760e+4,
530.57,2.998e+4,2.998e+4,
530.62,1.855e+4,1.855e+4,
530.67,1.127e+4,1.127e+4,
530.72,6.729e+3,6.729e+3,
530.77,3.946e+3,3.946e+3,
530.82,2.273e+3,2.273e+3,
530.87,1.286e+3,1.286e+3,
530.92,7.150e+2,7.150e+2,
530.97,3.904e+2,3.904e+2,
531.02,2.094e+2,2.094e+2,
531.07,1.103e+2,1.103e+2,
531.12,5.709e+1,5.709e+1,
531.17,2.902e+1,2.902e+1,
531.22,1.449e+1,1.449e+1,
531.27,7.110e+0,7.110e+0,
531.32,3.426e+0,3.426e+0,
531.37,1.622e+0,1.622e+0,
531.42,7.541e-1,7.541e-1,
531.47,3.444e-1,3.444e-1,
531.52,1.545e-1,1.545e-1,
531.57,6.811e-2,6.811e-2,
531.62,2.949e-2,2.949e-2,
531.67,1.254e-2,1.254e-2,
531.72,5.238e-3,5.238e-3,
531.77,2.150e-3,2.150e-3,
531.82,8.665e-4,8.665e-4,
531.87,3.431e-4,3.431e-4,
531.92,1.335e-4,1.335e-4,
531.97,5.099e-5,5.099e-5,
532.02,1.914e-5,1.914e-5,
532.07,7.056e-6,7.056e-6,
532.12,2.555e-6,2.555e-6,
532.17,9.090e-7,9.090e-7,
532.22,3.177e-7,3.177e-7,
532.27,1.090e-7,1.090e-7,
532.32,3.677e-8,3.677e-8,
532.37,1.218e-8,1.218e-8,
532.42,3.963e-9,3.963e-9,
590.54,7.683e-13,,7.683e-13
590.59,2.104e-12,,2.104e-12
