Wavelength (nm),Sum,Cu I (2.9e-01),Cu II (7.1e-01)
325.41,3.933e+8,3.933e+8,
325.46,2.054e+8,2.054e+8,
325.51,1.023e+8,1.023e+8,
325.56,4.860e+7,4.860e+7,
325.61,2.202e+7,2.202e+7,
325.66,9.515e+6,9.515e+6,
325.71,3.921e+6,3.921e+6,
325.76,1.541e+6,1.541e+6,
325.81,5.775e+5,5.775e+5,
325.86,2.064e+5,2.064e+5,
325.91,7.038e+4,7.038e+4,
325.96,2.293e+4,2.293e+4,
326.01,7.276e+3,7.276e+3,
326.06,2.750e+3,2.750e+3,
326.11,2.817e+3,2.817e+3,
326.16,7.404e+3,7.404e+3,
326.21,2.255e+4,2.255e+4,
326.26,6.674e+4,6.674e+4,
326.31,1.888e+5,1.888e+5,
326.36,5.101e+5,5.101e+5,
326.41,1.315e+6,1.315e+6,
326.46,3.235e+6,3.235e+6,
326.51,7.596e+6,7.596e+6,
326.56,1.702e+7,1.702e+7,
326.61,3.641e+7,3.641e+7,
326.66,7.434e+7,7.434e+7,
326.71,1.449e+8,1.449e+8,
326.76,2.694e+8,2.694e+8,
326.81,4.781e+8,4.781e+8,
326.86,8.100e+8,8.100e+8,
326.91,1.310e+9,1.310e+9,
326.96,2.021e+9,2.021e+9,
327.01,2.976e+9,2.976e+9,
327.06,4.184e+9,4.184e+9,2.290e-12
327.11,5.613e+9,5.613e+9,1.393e-11
327.16,7.188e+9,7.188e+9,8.094e-11
327.21,8.784e+9,8.784e+9,4.490e-10
327.26,1.025e+10,1.025e+10,2.378e-9
327.31,1.141e+10,1.141e+10,1.203e-8
327.36,1.212e+10,1.212e+10,5.810e-8
327.41,1.229e+10,1.229e+10,2.680e-7
327.46,1.190e+10,1.190e+10,1.180e-6
327.51,1.099e+10,1.099e+10,4.962e-6
327.56,9.688e+9,9.688e+9,1.992e-5
327.61,8.152e+9,8.152e+9,7.638e-5
327.66,6.547e+9,6.547e+9,2.796e-4
327.71,5.019e+9,5.019e+9,9.774e-4
327.76,3.672e+9,3.672e+9,3.263e-3
327.81,2.564e+9,2.564e+9,1.040e-2
327.86,1.709e+9,1.709e+9,3.165e-2
327.91,1.087e+9,1.087e+9,9.197e-2
327.96,6.597e+8,6.597e+8,2.552e-1
328.01,3.822e+8,3.822e+8,6.762e-1
328.06,2.114e+8,2.114e+8,1.711e+0
328.11,1.116e+8,1.116e+8,4.133e+0
328.16,5.619e+7,5.619e+7,9.534e+0
328.21,2.702e+7,2.702e+7,2.100e+1
328.26,1.240e+7,1.240e+7,4.417e+1
328.31,5.429e+6,5.429e+6,8.872e+1
328.36,2.269e+6,2.269e+6,1.701e+2
328.41,9.056e+5,9.053e+5,3.116e+2
328.46,3.452e+5,3.447e+5,5.448e+2
328.51,1.262e+5,1.253e+5,9.096e+2
328.56,4.490e+4,4.345e+4,1.450e+3
328.61,1.659e+4,1.438e+4,2.208e+3
328.66,7.753e+3,4.544e+3,3.209e+3
328.71,5.825e+3,1.370e+3,4.455e+3
328.76,6.298e+3,3.944e+2,5.904e+3
328.81,7.580e+3,1.083e+2,7.472e+3
328.86,9.058e+3,2.840e+1,9.029e+3
328.91,1.043e+4,7.106e+0,1.042e+4
328.96,1.148e+4,1.697e+0,1.148e+4
329.01,1.208e+4,3.868e-1,1.208e+4
329.06,1.214e+4,8.415e-2,1.214e+4
329.11,1.164e+4,1.747e-2,1.164e+4
329.16,1.067e+4,3.462e-3,1.067e+4
329.21,9.336e+3,6.548e-4,9.336e+3
329.26,7.810e+3,1.182e-4,7.810e+3
329.31,6.257e+3,2.036e-5,6.257e+3
329.36,4.821e+3,3.349e-6,4.821e+3
329.41,3.616e+3,,3.616e+3
329.46,2.715e+3,,2.715e+3
329.51,2.162e+3,,2.162e+3
329.56,1.981e+3,,1.981e+3
329.61,2.186e+3,,2.186e+3
329.66,2.786e+3,,2.786e+3
329.71,3.782e+3,,3.782e+3
329.76,5.153e+3,,5.153e+3
329.81,6.844e+3,,6.844e+3
329.86,8.750e+3,,8.750e+3
329.91,1.072e+4,,1.072e+4
329.96,1.256e+4,,1.256e+4
330.01,1.406e+4,,1.406e+4
330.06,1.504e+4,,1.504e+4
330.11,1.538e+4,,1.538e+4
330.16,1.501e+4,,1.501e+4
330.21,1.401e+4,,1.401e+4
330.26,1.248e+4,,1.248e+4
330.31,1.063e+4,,1.063e+4
330.36,8.642e+3,,8.642e+3
330.41,6.715e+3,,6.715e+3
330.46,4.984e+3,,4.984e+3
330.51,3.534e+3,,3.534e+3
330.56,2.394e+3,,2.394e+3
330.61,1.550e+3,,1.550e+3
330.66,9.591e+2,,9.591e+2
330.71,5.688e+2,,5.688e+2
330.76,3.264e+2,,3.264e+2
330.81,1.878e+2,,1.878e+2
330.86,1.211e+2,,1.211e+2
330.91,1.076e+2,,1.076e+2
330.96,1.409e+2,,1.409e+2
331.01,2.257e+2,,2.257e+2
331.06,3.759e+2,,3.759e+2
331.11,6.122e+2,,6.122e+2
331.16,9.583e+2,,9.583e+2
331.21,1.436e+3,,1.436e+3
331.26,2.056e+3,,2.056e+3
331.31,2.813e+3,,2.813e+3
331.36,3.679e+3,,3.679e+3
331.41,4.597e+3,,4.597e+3
331.46,5.488e+3,,5.488e+3
331.51,6.262e+3,,6.262e+3
331.56,6.827e+3,,6.827e+3
331.61,7.112e+3,,7.112e+3
331.66,7.080e+3,,7.080e+3
331.71,6.734e+3,,6.734e+3
331.76,6.121e+3,,6.121e+3
331.81,5.316e+3,,5.316e+3
331.86,4.412e+3,,4.412e+3
331.91,3.499e+3,,3.499e+3
331.96,2.652e+3,,2.652e+3
332.01,1.920e+3,,1.920e+3
332.06,1.329e+3,,1.329e+3
332.11,8.784e+2,,8.784e+2
332.16,5.550e+2,,5.550e+2
332.21,3.351e+2,,3.351e+2
332.26,1.933e+2,,1.933e+2
332.31,1.066e+2,,1.066e+2
332.36,5.612e+1,,5.612e+1
332.41,2.825e+1,,2.825e+1
332.46,1.359e+1,,1.359e+1
332.51,6.245e+0,,6.245e+0
332.56,2.743e+0,,2.743e+0
332.61,1.154e+0,,1.154e+0
332.66,4.705e-1,,4.705e-1
332.71,2.029e-1,,2.029e-1
332.76,1.363e-1,,1.363e-1
332.81,2.104e-1,,2.104e-1
332.86,4.786e-1,,4.786e-1
332.91,1.132e+0,,1.132e+0
332.96,2.591e+0,,2.591e+0
333.01,5.679e+0,,5.679e+0
333.06,1.190e+1,,1.190e+1
333.11,2.386e+1,,2.386e+1
333.16,4.572e+1,,4.572e+1
333.21,8.378e+1,,8.378e+1
333.26,1.468e+2,,1.468e+2
333.31,2.458e+2,,2.458e+2
333.36,3.937e+2,,3.937e+2
333.41,6.030e+2,,6.030e+2
333.46,8.828e+2,,8.828e+2
333.51,1.236e+3,,1.236e+3
333.56,1.654e+3,,1.654e+3
333.61,2.117e+3,,2.117e+3
333.66,2.591e+3,,2.591e+3
333.71,3.031e+3,,3.031e+3
333.76,3.391e+3,,3.391e+3
333.81,3.627e+3,,3.627e+3
333.86,3.709e+3,,3.709e+3
333.91,3.627e+3,,3.627e+3
333.96,3.391e+3,,3.391e+3
334.01,3.031e+3,,3.031e+3
334.06,2.591e+3,,2.591e+3
334.11,2.117e+3,,2.117e+3
334.16,1.654e+3,,1.654e+3
334.21,1.236e+3,,1.236e+3
334.26,8.828e+2,,8.828e+2
334.31,6.030e+2,,6.030e+2
334.36,3.937e+2,,3.937e+2
334.41,2.458e+2,,2.458e+2
334.46,1.468e+2,,1.468e+2
334.51,8.378e+1,,8.378e+1
334.56,4.572e+1,,4.572e+1
334.61,2.386e+1,,2.386e+1
334.66,1.190e+1,,1.190e+1
334.71,5.679e+0,,5.679e+0
334.76,2.590e+0,,2.590e+0
334.81,1.130e+0,,1.130e+0
334.86,4.710e-1,,4.710e-1
334.91,1.878e-1,,1.878e-1
334.96,7.159e-2,,7.159e-2
335.01,2.610e-2,,2.610e-2
335.06,9.102e-3,,9.102e-3
335.11,3.064e-3,,3.064e-3
335.16,1.085e-3,,1.085e-3
335.21,6.973e-4,,6.973e-4
335.26,1.385e-3,,1.385e-3
335.31,4.027e-3,,4.027e-3
335.36,1.181e-2,,1.181e-2
335.41,3.331e-2,,3.331e-2
335.46,8.993e-2,,8.993e-2
335.51,2.323e-1,,2.323e-1
335.56,5.742e-1,,5.742e-1
335.61,1.358e+0,,1.358e+0
335.66,3.073e+0,,3.073e+0
335.71,6.653e+0,,6.653e+0
335.76,1.378e+1,,1.378e+1
335.81,2.732e+1,,2.732e+1
335.86,5.183e+1,,5.183e+1
335.91,9.407e+1,,9.407e+1
335.96,1.634e+2,,1.634e+2
336.01,2.717e+2,,2.717e+2
336.06,4.323e+2,,4.323e+2
336.11,6.585e+2,,6.585e+2
336.16,9.606e+2,,9.606e+2
336.21,1.343e+3,,1.343e+3
336.26,1.799e+3,,1.799e+3
336.31,2.313e+3,,2.313e+3
336.36,2.859e+3,,2.859e+3
336.41,3.404e+3,,3.404e+3
336.46,3.917e+3,,3.917e+3
336.51,4.376e+3,,4.376e+3
336.56,4.774e+3,,4.774e+3
336.61,5.123e+3,,5.123e+3
336.66,5.450e+3,,5.450e+3
336.71,5.788e+3,,5.788e+3
336.76,6.164e+3,,6.164e+3
336.81,6.588e+3,,6.588e+3
336.86,7.045e+3,,7.045e+3
336.91,7.498e+3,,7.498e+3
336.96,7.897e+3,,7.897e+3
337.01,8.189e+3,,8.189e+3
337.06,8.338e+3,,8.338e+3
337.11,8.332e+3,,8.332e+3
337.16,8.186e+3,,8.186e+3
337.21,7.935e+3,,7.935e+3
337.26,7.622e+3,,7.622e+3
337.31,7.283e+3,,7.283e+3
337.36,6.939e+3,,6.939e+3
337.41,6.592e+3,,6.592e+3
337.46,6.232e+3,,6.232e+3
337.51,5.846e+3,,5.846e+3
337.56,5.425e+3,,5.425e+3
337.61,4.979e+3,,4.979e+3
337.66,4.529e+3,,4.529e+3
337.71,4.108e+3,,4.108e+3
337.76,3.747e+3,,3.747e+3
337.81,3.467e+3,,3.467e+3
337.86,3.275e+3,,3.275e+3
337.91,3.156e+3,,3.156e+3
337.96,3.081e+3,,3.081e+3
338.01,3.013e+3,,3.013e+3
338.06,2.916e+3,,2.916e+3
338.11,2.764e+3,,2.764e+3
338.16,2.546e+3,,2.546e+3
338.21,2.266e+3,,2.266e+3
338.26,1.943e+3,,1.943e+3
338.31,1.600e+3,,1.600e+3
338.36,1.265e+3,,1.265e+3
338.41,9.580e+2,,9.580e+2
338.46,6.952e+2,,6.952e+2
338.51,4.831e+2,,4.831e+2
338.56,3.215e+2,,3.215e+2
338.61,2.048e+2,,2.048e+2
338.66,1.249e+2,,1.249e+2
338.71,7.292e+1,,7.292e+1
338.76,4.075e+1,,4.075e+1
338.81,2.180e+1,,2.180e+1
338.86,1.116e+1,,1.116e+1
338.91,5.470e+0,,5.470e+0
338.96,2.566e+0,,2.566e+0
339.01,1.152e+0,,1.152e+0
339.06,4.954e-1,,4.954e-1
339.11,2.038e-1,,2.038e-1
339.16,8.027e-2,,8.027e-2
339.21,3.026e-2,,3.026e-2
339.26,1.092e-2,,1.092e-2
339.31,3.772e-3,,3.772e-3
339.36,1.247e-3,,1.247e-3
339.41,3.946e-4,,3.946e-4
339.46,1.195e-4,,1.195e-4
339.51,3.466e-5,,3.466e-5
339.56,9.619e-6,,9.619e-6
339.61,2.555e-6,,2.555e-6
339.66,6.498e-7,,6.498e-7
339.71,1.582e-7,,1.582e-7
339.76,3.685e-8,,3.685e-8
339.81,8.217e-9,,8.217e-9
339.86,1.754e-9,,1.754e-9
339.91,3.584e-10,,3.584e-10
339.96,7.010e-11,,7.010e-11
340.01,1.312e-11,,1.312e-11
340.06,2.352e-12,,2.352e-12
340.11,4.033e-13,,4.033e-13
386.08,6.993e-13,,6.993e-13
386.13,3.222e-12,,3.222e-12
386.18,1.437e-11,,1.437e-11
386.23,6.196e-11,,6.196e-11
386.28,2.585e-10,,2.585e-10
386.33,1.043e-9,,1.043e-9
386.38,4.074e-9,,4.074e-9
386.43,1.539e-8,,1.539e-8
386.48,5.623e-8,,5.623e-8
386.53,1.988e-7,,1.988e-7
386.58,6.797e-7,,6.797e-7
386.63,2.249e-6,,2.249e-6
386.68,7.197e-6,,7.197e-6
386.73,2.228e-5,,2.228e-5
386.78,6.674e-5,,6.674e-5
386.83,1.934e-4,,1.934e-4
386.88,5.421e-4,,5.421e-4
386.93,1.470e-3,,1.470e-3
386.98,3.856e-3,,3.856e-3
387.03,9.786e-3,,9.786e-3
387.08,2.403e-2,,2.403e-2
387.13,5.706e-2,,5.706e-2
387.18,1.311e-1,,1.311e-1
387.23,2.914e-1,,2.914e-1
387.28,6.266e-1,,6.266e-1
387.33,1.303e+0,,1.303e+0
387.38,2.623e+0,,2.623e+0
387.43,5.106e+0,,5.106e+0
387.48,9.617e+0,,9.617e+0
387.53,1.752e+1,,1.752e+1
387.58,3.088e+1,,3.088e+1
387.63,5.265e+1,,5.265e+1
387.68,8.685e+1,,8.685e+1
387.73,1.386e+2,,1.386e+2
387.78,2.139e+2,,2.139e+2
387.83,3.195e+2,,3.195e+2
387.88,4.615e+2,,4.615e+2
387.93,6.450e+2,,6.450e+2
387.98,8.721e+2,,8.721e+2
388.03,1.141e+3,,1.141e+3
388.08,1.443e+3,,1.443e+3
388.13,1.767e+3,,1.767e+3
388.18,2.092e+3,,2.092e+3
388.23,2.396e+3,,2.396e+3
388.28,2.656e+3,,2.656e+3
388.33,2.847e+3,,2.847e+3
388.38,2.953e+3,,2.953e+3
388.43,2.963e+3,,2.963e+3
388.48,2.876e+3,,2.876e+3
388.53,2.700e+3,,2.700e+3
388.58,2.453e+3,,2.453e+3
388.63,2.155e+3,,2.155e+3
388.68,1.832e+3,,1.832e+3
388.73,1.507e+3,,1.507e+3
388.78,1.199e+3,,1.199e+3
388.83,9.226e+2,,9.226e+2
388.88,6.869e+2,,6.869e+2
388.93,4.948e+2,,4.948e+2
388.98,3.448e+2,,3.448e+2
389.03,2.325e+2,,2.325e+2
389.08,1.517e+2,,1.517e+2
389.13,9.598e+1,,9.598e+1
389.18,5.915e+1,,5.915e+1
389.23,3.612e+1,,3.612e+1
389.28,2.304e+1,,2.304e+1
389.33,1.741e+1,,1.741e+1
389.38,1.814e+1,,1.814e+1
389.43,2.548e+1,,2.548e+1
389.48,4.116e+1,,4.116e+1
389.53,6.843e+1,,6.843e+1
389.58,1.122e+2,,1.122e+2
389.63,1.790e+2,,1.790e+2
389.68,2.768e+2,,2.768e+2
389.73,4.144e+2,,4.144e+2
389.78,6.004e+2,,6.004e+2
389.83,8.419e+2,,8.419e+2
389.88,1.142e+3,,1.142e+3
389.93,1.500e+3,,1.500e+3
389.98,1.906e+3,,1.906e+3
390.03,2.344e+3,,2.344e+3
390.08,2.789e+3,,2.789e+3
390.13,3.212e+3,,3.212e+3
390.18,3.580e+3,,3.580e+3
390.23,3.860e+3,,3.860e+3
390.28,4.029e+3,,4.029e+3
390.33,4.068e+3,,4.068e+3
390.38,3.976e+3,,3.976e+3
390.43,3.760e+3,,3.760e+3
390.48,3.441e+3,,3.441e+3
390.53,3.048e+3,,3.048e+3
390.58,2.612e+3,,2.612e+3
390.63,2.167e+3,,2.167e+3
390.68,1.739e+3,,1.739e+3
390.73,1.351e+3,,1.351e+3
390.78,1.015e+3,,1.015e+3
390.83,7.384e+2,,7.384e+2
390.88,5.199e+2,,5.199e+2
390.93,3.545e+2,,3.545e+2
390.98,2.343e+2,,2.343e+2
391.03,1.508e+2,,1.508e+2
391.08,9.577e+1,,9.577e+1
391.13,6.219e+1,,6.219e+1
391.18,4.499e+1,,4.499e+1
391.23,4.104e+1,,4.104e+1
391.28,4.919e+1,,4.919e+1
391.33,7.015e+1,,7.015e+1
391.38,1.062e+2,,1.062e+2
391.43,1.611e+2,,1.611e+2
391.48,2.390e+2,,2.390e+2
391.53,3.446e+2,,3.446e+2
391.58,4.815e+2,,4.815e+2
391.63,6.515e+2,,6.515e+2
391.68,8.533e+2,,8.533e+2
391.73,1.082e+3,,1.082e+3
391.78,1.328e+3,,1.328e+3
391.83,1.578e+3,,1.578e+3
391.88,1.815e+3,,1.815e+3
391.93,2.021e+3,,2.021e+3
391.98,2.177e+3,,2.177e+3
392.03,2.272e+3,,2.272e+3
392.08,2.294e+3,,2.294e+3
392.13,2.242e+3,,2.242e+3
392.18,2.122e+3,,2.122e+3
392.23,1.943e+3,,1.943e+3
392.28,1.723e+3,,1.723e+3
392.33,1.479e+3,,1.479e+3
392.38,1.228e+3,,1.228e+3
392.43,9.878e+2,,9.878e+2
392.48,7.690e+2,,7.690e+2
392.53,5.794e+2,,5.794e+2
392.58,4.226e+2,,4.226e+2
392.63,2.984e+2,,2.984e+2
392.68,2.040e+2,,2.040e+2
392.73,1.349e+2,,1.349e+2
392.78,8.642e+1,,8.642e+1
392.83,5.357e+1,,5.357e+1
392.88,3.215e+1,,3.215e+1
392.93,1.867e+1,,1.867e+1
392.98,1.050e+1,,1.050e+1
393.03,5.715e+0,,5.715e+0
393.08,3.011e+0,,3.011e+0
393.13,1.536e+0,,1.536e+0
393.18,7.582e-1,,7.582e-1
393.23,3.623e-1,,3.623e-1
393.28,1.676e-1,,1.676e-1
393.33,7.505e-2,,7.505e-2
393.38,3.253e-2,,3.253e-2
393.43,1.365e-2,,1.365e-2
393.48,5.544e-3,,5.544e-3
393.53,2.180e-3,,2.180e-3
393.58,8.295e-4,,8.295e-4
393.63,3.056e-4,,3.056e-4
393.68,1.090e-4,,1.090e-4
393.73,3.762e-5,,3.762e-5
393.78,1.257e-5,,1.257e-5
393.83,4.066e-6,,4.066e-6
393.88,1.273e-6,,1.273e-6
393.93,3.858e-7,,3.858e-7
393.98,1.132e-7,,1.132e-7
394.03,3.214e-8,,3.214e-8
394.08,8.837e-9,,8.837e-9
394.13,2.351e-9,,2.351e-9
394.18,6.057e-10,,6.057e-10
394.23,1.510e-10,,1.510e-10
394.28,3.645e-11,,3.645e-11
394.33,8.517e-12,,8.517e-12
394.38,1.926e-12,,1.926e-12
394.43,4.217e-13,,4.217e-13
399.83,8.874e-9,8.874e-9,
399.88,3.923e-8,3.923e-8,
399.93,1.681e-7,1.681e-7,
399.98,6.987e-7,6.987e-7,
400.03,2.815e-6,2.815e-6,
400.08,1.100e-5,1.100e-5,
400.13,4.166e-5,4.166e-5,
400.18,1.530e-4,1.530e-4,
400.23,5.447e-4,5.447e-4,
400.28,1.881e-3,1.881e-3,
400.33,6.295e-3,6.295e-3,
400.38,2.043e-2,2.043e-2,
400.43,6.429e-2,6.429e-2,
400.48,1.961e-1,1.961e-1,
400.53,5.802e-1,5.802e-1,
400.58,1.664e+0,1.664e+0,
400.63,4.628e+0,4.628e+0,
400.68,1.248e+1,1.248e+1,
400.73,3.262e+1,3.262e+1,
400.78,8.269e+1,8.269e+1,
400.83,2.032e+2,2.032e+2,
400.88,4.842e+2,4.842e+2,
400.93,1.119e+3,1.119e+3,
400.98,2.506e+3,2.506e+3,
401.03,5.442e+3,5.442e+3,
401.08,1.146e+4,1.146e+4,
401.13,2.340e+4,2.340e+4,
401.18,4.632e+4,4.632e+4,
401.23,8.890e+4,8.890e+4,
401.28,1.654e+5,1.654e+5,
401.33,2.985e+5,2.985e+5,
401.38,5.222e+5,5.222e+5,
401.43,8.857e+5,8.857e+5,
401.48,1.457e+6,1.457e+6,
401.53,2.323e+6,2.323e+6,
401.58,3.591e+6,3.591e+6,
401.63,5.382e+6,5.382e+6,
401.68,7.823e+6,7.823e+6,
401.73,1.102e+7,1.102e+7,
401.78,1.506e+7,1.506e+7,
401.83,1.995e+7,1.995e+7,
401.88,2.562e+7,2.562e+7,
401.93,3.191e+7,3.191e+7,
401.98,3.853e+7,3.853e+7,
402.03,4.511e+7,4.511e+7,
402.08,5.120e+7,5.120e+7,
402.13,5.635e+7,5.635e+7,
402.18,6.012e+7,6.012e+7,
402.23,6.220e+7,6.220e+7,
402.28,6.239e+7,6.239e+7,
402.33,6.068e+7,6.068e+7,
402.38,5.722e+7,5.722e+7,
402.43,5.232e+7,5.232e+7,
402.48,4.638e+7,4.638e+7,
402.53,3.986e+7,3.986e+7,
402.58,3.322e+7,3.322e+7,
402.63,2.684e+7,2.684e+7,
402.68,2.103e+7,2.103e+7,
402.73,1.597e+7,1.597e+7,
402.78,1.176e+7,1.176e+7,
402.83,8.399e+6,8.399e+6,
402.88,5.815e+6,5.815e+6,
402.93,3.903e+6,3.903e+6,
402.98,2.540e+6,2.540e+6,
403.03,1.603e+6,1.603e+6,
403.08,9.808e+5,9.808e+5,
403.13,5.818e+5,5.818e+5,
403.18,3.346e+5,3.346e+5,
403.23,1.866e+5,1.866e+5,
403.28,1.009e+5,1.009e+5,
403.33,5.290e+4,5.290e+4,
403.38,2.689e+4,2.689e+4,
403.43,1.325e+4,1.325e+4,
403.48,6.332e+3,6.332e+3,
403.53,2.933e+3,2.933e+3,
403.58,1.318e+3,1.318e+3,
403.63,5.739e+2,5.739e+2,
403.68,2.423e+2,2.423e+2,
403.73,9.922e+1,9.922e+1,
403.78,3.939e+1,3.939e+1,
403.83,1.516e+1,1.516e+1,
403.88,5.657e+0,5.657e+0,
403.93,2.047e+0,2.047e+0,
403.98,7.181e-1,7.181e-1,
404.03,2.443e-1,2.443e-1,
404.08,8.059e-2,8.059e-2,
404.13,2.588e-2,2.588e-2,
404.18,8.406e-3,8.406e-3,
404.23,3.858e-3,3.858e-3,
404.28,5.612e-3,5.612e-3,
404.33,1.626e-2,1.626e-2,
404.38,5.098e-2,5.098e-2,
404.43,1.567e-1,1.567e-1,
404.48,4.677e-1,4.677e-1,
404.53,1.354e+0,1.354e+0,
404.58,3.805e+0,3.805e+0,
404.63,1.037e+1,1.037e+1,
404.68,2.743e+1,2.743e+1,
404.73,7.037e+1,7.037e+1,
404.78,1.751e+2,1.751e+2,
404.83,4.229e+2,4.229e+2,
404.88,9.907e+2,9.907e+2,
404.93,2.251e+3,2.251e+3,
404.98,4.964e+3,4.964e+3,
405.03,1.062e+4,1.062e+4,
405.08,2.204e+4,2.204e+4,
405.13,4.437e+4,4.437e+4,
405.18,8.666e+4,8.666e+4,
405.23,1.642e+5,1.642e+5,
405.28,3.019e+5,3.019e+5,
405.33,5.385e+5,5.385e+5,
405.38,9.317e+5,9.317e+5,
405.43,1.564e+6,1.564e+6,
405.48,2.547e+6,2.547e+6,
405.53,4.025e+6,4.025e+6,
405.58,6.169e+6,6.169e+6,
405.63,9.175e+6,9.175e+6,
405.68,1.324e+7,1.324e+7,
405.73,1.853e+7,1.853e+7,
405.78,2.516e+7,2.516e+7,
405.83,3.315e+7,3.315e+7,
405.88,4.236e+7,4.236e+7,
405.93,5.253e+7,5.253e+7,
405.98,6.319e+7,6.319e+7,
406.03,7.375e+7,7.375e+7,
406.08,8.350e+7,8.350e+7,
406.13,9.172e+7,9.172e+7,
406.18,9.775e+7,9.775e+7,
406.23,1.011e+8,1.011e+8,
406.28,1.014e+8,1.014e+8,
406.33,9.864e+7,9.864e+7,
406.38,9.312e+7,9.312e+7,
406.43,8.529e+7,8.529e+7,
406.48,7.579e+7,7.579e+7,
406.53,6.533e+7,6.533e+7,
406.58,5.464e+7,5.464e+7,
406.63,4.433e+7,4.433e+7,
406.68,3.490e+7,3.490e+7,
406.73,2.665e+7,2.665e+7,
406.78,1.974e+7,1.974e+7,
406.83,1.419e+7,1.419e+7,
406.88,9.897e+6,9.897e+6,
406.93,6.695e+6,6.695e+6,
406.98,4.394e+6,4.394e+6,
407.03,2.798e+6,2.798e+6,
407.08,1.729e+6,1.729e+6,
407.13,1.036e+6,1.036e+6,
407.18,6.023e+5,6.023e+5,
407.23,3.398e+5,3.398e+5,
407.28,1.859e+5,1.859e+5,
407.33,9.872e+4,9.872e+4,
407.38,5.085e+4,5.085e+4,
407.43,2.541e+4,2.541e+4,
407.48,1.232e+4,1.232e+4,
407.53,5.794e+3,5.794e+3,
407.58,2.644e+3,2.644e+3,
407.63,1.170e+3,1.170e+3,
407.68,5.026e+2,5.026e+2,
407.73,2.094e+2,2.094e+2,
407.78,8.465e+1,8.465e+1,
407.83,3.320e+1,3.320e+1,
407.88,1.263e+1,1.263e+1,
407.93,4.662e+0,4.662e+0,
407.98,1.669e+0,1.669e+0,
408.03,5.800e-1,5.800e-1,
408.08,1.955e-1,1.955e-1,
408.13,6.392e-2,6.392e-2,
408.18,2.028e-2,2.028e-2,
408.23,6.240e-3,6.240e-3,
408.28,1.863e-3,1.863e-3,
408.33,5.397e-4,5.397e-4,
408.38,1.517e-4,1.517e-4,
408.43,4.135e-5,4.135e-5,
408.48,1.094e-5,1.094e-5,
408.53,2.807e-6,2.807e-6,
408.58,6.987e-7,6.987e-7,
408.63,1.688e-7,1.688e-7,
408.68,3.954e-8,3.954e-8,
408.73,8.990e-9,8.990e-9,
422.34,1.333e-9,1.333e-9,
422.39,5.429e-9,5.429e-9,
422.44,2.150e-8,2.150e-8,
422.49,8.285e-8,8.285e-8,
422.54,3.105e-7,3.105e-7,
422.59,1.132e-6,1.132e-6,
422.64,4.012e-6,4.012e-6,
422.69,1.384e-5,1.384e-5,
422.74,4.641e-5,4.641e-5,
422.79,1.514e-4,1.514e-4,
422.84,4.806e-4,4.806e-4,
422.89,1.484e-3,1.484e-3,
422.94,4.455e-3,4.455e-3,
422.99,1.301e-2,1.301e-2,
423.04,3.696e-2,3.696e-2,
423.09,1.021e-1,1.021e-1,
423.14,2.745e-1,2.745e-1,
423.19,7.177e-1,7.177e-1,
423.24,1.825e+0,1.825e+0,
423.29,4.515e+0,4.515e+0,
423.34,1.086e+1,1.086e+1,
423.39,2.542e+1,2.542e+1,
423.44,5.786e+1,5.786e+1,
423.49,1.281e+2,1.281e+2,
423.54,2.759e+2,2.759e+2,
423.59,5.780e+2,5.780e+2,
423.64,1.178e+3,1.178e+3,
423.69,2.334e+3,2.334e+3,
423.74,4.500e+3,4.500e+3,
423.79,8.437e+3,8.437e+3,
423.84,1.539e+4,1.539e+4,
423.89,2.730e+4,2.730e+4,
423.94,4.711e+4,4.711e+4,
423.99,7.908e+4,7.908e+4,
424.04,1.291e+5,1.291e+5,
424.09,2.050e+5,2.050e+5,
424.14,3.167e+5,3.167e+5,
424.19,4.758e+5,4.758e+5,
424.24,6.954e+5,6.954e+5,
424.29,9.886e+5,9.886e+5,
424.34,1.367e+6,1.367e+6,
424.39,1.838e+6,1.838e+6,
424.44,2.405e+6,2.405e+6,
424.49,3.060e+6,3.060e+6,
424.54,3.788e+6,3.788e+6,
424.59,4.560e+6,4.560e+6,
424.64,5.340e+6,5.340e+6,
424.69,6.082e+6,6.082e+6,
424.74,6.738e+6,6.738e+6,
424.79,7.261e+6,7.261e+6,
424.84,7.611e+6,7.611e+6,
424.89,7.760e+6,7.760e+6,
424.94,7.696e+6,7.696e+6,
424.99,7.424e+6,7.424e+6,
425.04,6.966e+6,6.966e+6,
425.09,6.357e+6,6.357e+6,
425.14,5.644e+6,5.644e+6,
425.19,4.873e+6,4.873e+6,
425.24,4.093e+6,4.093e+6,
425.29,3.344e+6,3.344e+6,
425.34,2.657e+6,2.657e+6,
425.39,2.054e+6,2.054e+6,
425.44,1.544e+6,1.544e+6,
425.49,1.129e+6,1.129e+6,
425.54,8.031e+5,8.031e+5,
425.59,5.557e+5,5.557e+5,
425.64,3.740e+5,3.740e+5,
425.69,2.448e+5,2.448e+5,
425.74,1.559e+5,1.559e+5,
425.79,9.654e+4,9.654e+4,
425.84,5.817e+4,5.817e+4,
425.89,3.412e+4,3.412e+4,
425.94,1.952e+4,1.952e+4,
425.99,1.100e+4,1.100e+4,
426.04,6.342e+3,6.342e+3,
426.09,4.227e+3,4.227e+3,
426.14,4.090e+3,4.090e+3,
426.19,6.065e+3,6.065e+3,
