Wavelength (nm),Sum,Cr I (8.9e-02),Cr II (9.1e-01)
  581.19,4.44E-01,4.44E-01,
  581.24,2.15E-01,2.15E-01,
  581.29,1.03E-01,1.03E-01,
  581.34,4.83E-02,4.83E-02,
  581.39,2.24E-02,2.24E-02,
  581.44,1.02E-02,1.02E-02,
  581.49,4.60E-03,4.60E-03,
  581.54,2.04E-03,2.04E-03,
  581.59,8.90E-04,8.90E-04,
  581.64,3.83E-04,3.83E-04,
  581.69,1.62E-04,1.62E-04,
  581.74,6.78E-05,6.78E-05,
  581.79,2.79E-05,2.79E-05,
  581.84,1.13E-05,1.13E-05,
  581.89,4.51E-06,4.51E-06,
  581.94,1.77E-06,1.77E-06,
  581.99,6.87E-07,6.87E-07,
  582.04,2.62E-07,2.62E-07,
  582.09,9.86E-08,9.86E-08,
  582.14,3.65E-08,3.65E-08,
  582.19,1.33E-08,1.33E-08,
  582.24,4.80E-09,4.80E-09,
  582.29,1.70E-09,1.70E-09,
  662.11,6.46E-10,6.46E-10,
  662.16,1.58E-09,1.58E-09,
  662.21,3.84E-09,3.84E-09,
  662.26,9.18E-09,9.18E-09,
  662.31,2.18E-08,2.18E-08,
  662.36,5.09E-08,5.09E-08,
  662.41,1.18E-07,1.18E-07,
  662.46,2.70E-07,2.70E-07,
  662.51,6.11E-07,6.11E-07,
  662.56,1.37E-06,1.37E-06,
  662.61,3.03E-06,3.03E-06,
  662.66,6.62E-06,6.62E-06,
  662.71,1.43E-05,1.43E-05,
  662.76,3.07E-05,3.07E-05,
  662.81,6.49E-05,6.49E-05,
  662.86,1.36E-04,1.36E-04,
  662.91,2.81E-04,2.81E-04,
  662.96,5.74E-04,5.74E-04,
  663.01,1.16E-03,1.16E-03,
  663.06,2.32E-03,2.32E-03,
  663.11,4.59E-03,4.59E-03,
  663.16,8.98E-03,8.98E-03,
  663.21,1.74E-02,1.74E-02,
  663.26,3.32E-02,3.32E-02,
  663.31,6.27E-02,6.27E-02,
  663.36,1.17E-01,1.17E-01,
  663.41,2.17E-01,2.17E-01,
  663.46,3.96E-01,3.96E-01,
  663.51,7.16E-01,7.16E-01,
  663.56,1.28E+00,1.28E+00,
  663.61,2.26E+00,2.26E+00,
  663.66,3.95E+00,3.95E+00,
  663.71,6.81E+00,6.81E+00,
  663.76,1.16E+01,1.16E+01,
  663.82,2.18E+01,2.18E+01,
  663.87,3.63E+01,3.63E+01,
  663.92,5.98E+01,5.98E+01,
  663.97,9.75E+01,9.75E+01,
  664.02,1.57E+02,1.57E+02,
  664.07,2.50E+02,2.50E+02,
  664.12,3.94E+02,3.94E+02,
  664.17,6.13E+02,6.13E+02,
  664.22,9.44E+02,9.44E+02,
  664.27,1.44E+03,1.44E+03,
  664.32,2.16E+03,2.16E+03,
  664.37,3.22E+03,3.22E+03,
  664.42,4.74E+03,4.74E+03,
  664.47,6.90E+03,6.90E+03,
  664.52,9.93E+03,9.93E+03,
  664.57,1.41E+04,1.41E+04,
  664.62,1.99E+04,1.99E+04,
  664.67,2.77E+04,2.77E+04,
  664.72,3.81E+04,3.81E+04,
  664.77,5.18E+04,5.18E+04,
  664.82,6.96E+04,6.96E+04,
  664.87,9.26E+04,9.26E+04,
  664.92,1.22E+05,1.22E+05,
  664.97,1.58E+05,1.58E+05,
  665.02,2.04E+05,2.04E+05,
  665.07,2.59E+05,2.59E+05,
  665.12,3.26E+05,3.26E+05,
  665.17,4.05E+05,4.05E+05,
  665.22,4.98E+05,4.98E+05,
  665.27,6.06E+05,6.06E+05,
  665.32,7.29E+05,7.29E+05,
  665.37,8.67E+05,8.67E+05,
  665.42,1.02E+06,1.02E+06,
  665.47,1.19E+06,1.19E+06,
  665.52,1.37E+06,1.37E+06,
  665.57,1.55E+06,1.55E+06,
  665.62,1.75E+06,1.75E+06,
  665.67,1.95E+06,1.95E+06,
  665.72,2.15E+06,2.15E+06,
  665.77,2.34E+06,2.34E+06,
  665.82,2.53E+06,2.53E+06,
  665.87,2.70E+06,2.70E+06,
  665.92,2.86E+06,2.86E+06,
  665.97,2.99E+06,2.99E+06,
  666.02,3.10E+06,3.10E+06,
  666.07,3.19E+06,3.19E+06,
  666.12,3.25E+06,3.25E+06,
  666.17,3.28E+06,3.28E+06,
  666.22,3.29E+06,3.29E+06,
  666.27,3.27E+06,3.27E+06,
  666.32,3.23E+06,3.23E+06,
  666.37,3.17E+06,3.17E+06,
  666.42,3.09E+06,3.09E+06,
  666.47,2.99E+06,2.99E+06,
  666.52,2.89E+06,2.89E+06,
  666.57,2.78E+06,2.78E+06,
  666.62,2.66E+06,2.66E+06,
  666.67,2.54E+06,2.54E+06,
  666.72,2.42E+06,2.42E+06,
  666.77,2.30E+06,2.30E+06,
  666.82,2.18E+06,2.18E+06,
  666.87,2.06E+06,2.06E+06,
  666.92,1.94E+06,1.94E+06,
  666.97,1.82E+06,1.82E+06,
  667.02,1.70E+06,1.70E+06,
  667.07,1.58E+06,1.58E+06,
  667.12,1.46E+06,1.46E+06,
  667.17,1.34E+06,1.34E+06,
  667.22,1.23E+06,1.23E+06,
  667.27,1.12E+06,1.12E+06,
  667.32,1.01E+06,1.01E+06,
  667.37,8.99E+05,8.99E+05,
  667.42,7.97E+05,7.97E+05,
  667.47,7.01E+05,7.01E+05,
  667.52,6.10E+05,6.10E+05,
  667.57,5.26E+05,5.26E+05,
  667.62,4.50E+05,4.50E+05,
  667.67,3.81E+05,3.81E+05,
  667.72,3.19E+05,3.19E+05,
  667.77,2.64E+05,2.64E+05,
  667.82,2.17E+05,2.17E+05,
  667.87,1.76E+05,1.76E+05,
  667.92,1.41E+05,1.41E+05,
  667.97,1.12E+05,1.12E+05,
  668.02,8.80E+04,8.80E+04,
  668.07,6.84E+04,6.84E+04,
  668.12,5.26E+04,5.26E+04,
  668.17,4.00E+04,4.00E+04,
  668.22,3.01E+04,3.01E+04,
  668.27,2.23E+04,2.23E+04,
  668.32,1.64E+04,1.64E+04,
  668.37,1.20E+04,1.20E+04,
  668.42,8.59E+03,8.59E+03,
  668.47,6.11E+03,6.11E+03,
  668.52,4.30E+03,4.30E+03,
  668.57,2.99E+03,2.99E+03,
  668.62,2.05E+03,2.05E+03,
  668.67,1.40E+03,1.40E+03,
  668.72,9.39E+02,9.39E+02,
  668.77,6.24E+02,6.24E+02,
  668.82,4.10E+02,4.10E+02,
  668.87,2.67E+02,2.67E+02,
  668.92,1.72E+02,1.72E+02,
  668.97,1.09E+02,1.09E+02,
  669.02,6.85E+01,6.85E+01,
  669.07,4.26E+01,4.26E+01,
  669.12,2.62E+01,2.62E+01,
  669.17,1.59E+01,1.59E+01,
  669.22,9.56E+00,9.56E+00,
  669.27,5.68E+00,5.68E+00,
  669.32,3.34E+00,3.34E+00,
  669.37,1.94E+00,1.94E+00,
  669.42,1.11E+00,1.11E+00,
  669.47,6.33E-01,6.33E-01,
  669.52,3.56E-01,3.56E-01,
  669.57,1.98E-01,1.98E-01,
  669.62,1.09E-01,1.09E-01,
  669.67,5.89E-02,5.89E-02,
  669.72,3.17E-02,3.17E-02,
  669.77,1.68E-02,1.68E-02,
  669.82,8.83E-03,8.83E-03,
  669.87,4.58E-03,4.58E-03,
  669.92,2.35E-03,2.35E-03,
  669.97,1.20E-03,1.20E-03,
  670.02,6.00E-04,6.00E-04,
  670.07,2.98E-04,2.98E-04,
  670.12,1.46E-04,1.46E-04,
  670.17,7.10E-05,7.10E-05,
  670.22,3.41E-05,3.41E-05,
  670.27,1.62E-05,1.62E-05,
  670.32,7.58E-06,7.58E-06,
  670.37,3.52E-06,3.52E-06,
  670.42,1.62E-06,1.62E-06,
  670.47,7.33E-07,7.33E-07,
  670.52,3.29E-07,3.29E-07,
  670.57,1.46E-07,1.46E-07,
  670.62,6.40E-08,6.40E-08,
  670.67,2.78E-08,2.78E-08,
  670.72,1.19E-08,1.19E-08,
  670.77,5.05E-09,5.05E-09,
  670.82,2.12E-09,2.12E-09,
  670.87,8.78E-10,8.78E-10,
  670.92,3.60E-10,3.60E-10,
  684.12,9.88E-10,9.88E-10,
  684.17,3.10E-09,3.10E-09,
  684.22,7.32E-09,7.32E-09,
  684.27,1.71E-08,1.71E-08,
  684.32,3.95E-08,3.95E-08,
  684.37,9.04E-08,9.04E-08,
  684.42,2.05E-07,2.05E-07,
  684.47,4.59E-07,4.59E-07,
  684.52,1.02E-06,1.02E-06,
  684.57,2.23E-06,2.23E-06,
  684.62,4.84E-06,4.84E-06,
  684.67,1.04E-05,1.04E-05,
  684.72,2.21E-05,2.21E-05,
  684.77,4.64E-05,4.64E-05,
  684.82,9.66E-05,9.66E-05,
  684.87,1.99E-04,1.99E-04,
  684.92,4.05E-04,4.05E-04,
  684.97,8.17E-04,8.17E-04,
  685.02,1.63E-03,1.63E-03,
  685.07,3.22E-03,3.22E-03,
  685.12,6.29E-03,6.29E-03,
  685.17,1.22E-02,1.22E-02,
  685.22,2.33E-02,2.33E-02,
  685.27,4.40E-02,4.40E-02,
  685.32,8.24E-02,8.24E-02,
  685.37,1.53E-01,1.53E-01,
  685.42,2.80E-01,2.80E-01,
  685.47,5.09E-01,5.09E-01,
  685.52,9.13E-01,9.13E-01,
  685.57,1.62E+00,1.62E+00,
  685.62,2.85E+00,2.85E+00,
  685.67,4.97E+00,4.97E+00,
  685.72,8.55E+00,8.55E+00,
  685.77,1.46E+01,1.46E+01,
  685.82,2.46E+01,2.46E+01,
  685.87,4.10E+01,4.10E+01,
  685.92,6.77E+01,6.77E+01,
  685.97,1.11E+02,1.11E+02,
  686.02,1.79E+02,1.79E+02,
  686.07,2.86E+02,2.86E+02,
  686.12,4.52E+02,4.52E+02,
  686.17,7.09E+02,7.09E+02,
  686.22,1.10E+03,1.10E+03,
  686.27,1.68E+03,1.68E+03,
  686.32,2.56E+03,2.56E+03,
  686.37,3.84E+03,3.84E+03,
  686.42,5.70E+03,5.70E+03,
  686.47,8.39E+03,8.39E+03,
  686.52,1.22E+04,1.22E+04,
  686.57,1.76E+04,1.76E+04,
  686.62,2.50E+04,2.50E+04,
  686.67,3.53E+04,3.53E+04,
  686.72,4.93E+04,4.93E+04,
  686.77,6.80E+04,6.80E+04,
  686.82,9.29E+04,9.29E+04,
  686.87,1.26E+05,1.26E+05,
  686.92,1.68E+05,1.68E+05,
  686.97,2.22E+05,2.22E+05,
  687.02,2.91E+05,2.91E+05,
  687.07,3.78E+05,3.78E+05,
  687.12,4.84E+05,4.84E+05,
  687.17,6.15E+05,6.15E+05,
  687.22,7.72E+05,7.72E+05,
  687.27,9.59E+05,9.59E+05,
  687.32,1.18E+06,1.18E+06,
  687.37,1.44E+06,1.44E+06,
  687.42,1.73E+06,1.73E+06,
  687.47,2.06E+06,2.06E+06,
  687.52,2.43E+06,2.43E+06,
  687.57,2.83E+06,2.83E+06,
  687.62,3.27E+06,3.27E+06,
  687.67,3.74E+06,3.74E+06,
  687.72,4.22E+06,4.22E+06,
  687.77,4.73E+06,4.73E+06,
  687.82,5.23E+06,5.23E+06,
  687.87,5.73E+06,5.73E+06,
  687.92,6.21E+06,6.21E+06,
  687.97,6.66E+06,6.66E+06,
  688.02,7.07E+06,7.07E+06,
  688.07,7.43E+06,7.43E+06,
  688.12,7.72E+06,7.72E+06,
  688.17,7.94E+06,7.94E+06,
  688.22,8.08E+06,8.08E+06,
  688.27,8.14E+06,8.14E+06,
  688.32,8.11E+06,8.11E+06,
  688.37,8.00E+06,8.00E+06,
  688.42,7.80E+06,7.80E+06,
  688.47,7.53E+06,7.53E+06,
  688.52,7.20E+06,7.20E+06,
  688.57,6.81E+06,6.81E+06,
  688.62,6.37E+06,6.37E+06,
  688.67,5.89E+06,5.89E+06,
  688.72,5.40E+06,5.40E+06,
  688.77,4.90E+06,4.90E+06,
  688.82,4.39E+06,4.39E+06,
  688.87,3.90E+06,3.90E+06,
  688.92,3.42E+06,3.42E+06,
  688.97,2.98E+06,2.98E+06,
  689.02,2.56E+06,2.56E+06,
  689.07,2.18E+06,2.18E+06,
  689.12,1.84E+06,1.84E+06,
  689.17,1.53E+06,1.53E+06,
  689.22,1.26E+06,1.26E+06,
  689.27,1.03E+06,1.03E+06,
  689.32,8.31E+05,8.31E+05,
  689.37,6.64E+05,6.64E+05,
  689.42,5.25E+05,5.25E+05,
  689.47,4.11E+05,4.11E+05,
  689.52,3.18E+05,3.18E+05,
  689.57,2.44E+05,2.44E+05,
  689.62,1.85E+05,1.85E+05,
  689.67,1.39E+05,1.39E+05,
  689.72,1.03E+05,1.03E+05,
  689.77,7.56E+04,7.56E+04,
  689.82,5.50E+04,5.50E+04,
  689.87,3.95E+04,3.95E+04,
  689.92,2.81E+04,2.81E+04,
  689.97,1.98E+04,1.98E+04,
  690.02,1.38E+04,1.38E+04,
  690.07,9.54E+03,9.54E+03,
  690.12,6.53E+03,6.53E+03,
  690.17,4.43E+03,4.43E+03,
  690.22,3.00E+03,3.00E+03,
  690.27,2.05E+03,2.05E+03,
  690.32,1.45E+03,1.45E+03,
  690.37,1.10E+03,1.10E+03,
  690.42,9.59E+02,9.59E+02,
  690.47,1.00E+03,1.00E+03,
  690.52,1.23E+03,1.23E+03,
  690.57,1.67E+03,1.67E+03,
  690.62,2.39E+03,2.39E+03,
  690.67,3.47E+03,3.47E+03,
  690.72,5.04E+03,5.04E+03,
  690.77,7.29E+03,7.29E+03,
  690.82,1.05E+04,1.05E+04,
  690.87,1.49E+04,1.49E+04,
  690.92,2.09E+04,2.09E+04,
  690.97,2.90E+04,2.90E+04,
  691.02,4.00E+04,4.00E+04,
  691.07,5.45E+04,5.45E+04,
  691.12,7.35E+04,7.35E+04,
  691.17,9.81E+04,9.81E+04,
  691.22,1.30E+05,1.30E+05,
  691.27,1.70E+05,1.70E+05,
  691.32,2.19E+05,2.19E+05,
  691.37,2.81E+05,2.81E+05,
  691.42,3.56E+05,3.56E+05,
  691.47,4.46E+05,4.46E+05,
  691.52,5.53E+05,5.53E+05,
  691.57,6.80E+05,6.80E+05,
  691.62,8.26E+05,8.26E+05,
  691.67,9.93E+05,9.93E+05,
  691.72,1.18E+06,1.18E+06,
  691.77,1.39E+06,1.39E+06,
  691.82,1.62E+06,1.62E+06,
  691.87,1.87E+06,1.87E+06,
  691.92,2.14E+06,2.14E+06,
  691.97,2.41E+06,2.41E+06,
  692.02,2.70E+06,2.70E+06,
  692.07,2.99E+06,2.99E+06,
  692.12,3.27E+06,3.27E+06,
  692.17,3.54E+06,3.54E+06,
  692.22,3.80E+06,3.80E+06,
  692.27,4.03E+06,4.03E+06,
  692.32,4.24E+06,4.24E+06,
  692.37,4.40E+06,4.40E+06,
  692.42,4.53E+06,4.53E+06,
  692.47,4.61E+06,4.61E+06,
  692.52,4.64E+06,4.64E+06,
  692.57,4.63E+06,4.63E+06,
  692.62,4.57E+06,4.57E+06,
  692.67,4.46E+06,4.46E+06,
  692.72,4.31E+06,4.31E+06,
  692.77,4.12E+06,4.12E+06,
  692.82,3.90E+06,3.90E+06,
  692.87,3.65E+06,3.65E+06,
  692.92,3.38E+06,3.38E+06,
  692.97,3.10E+06,3.10E+06,
  693.02,2.81E+06,2.81E+06,
  693.07,2.53E+06,2.53E+06,
  693.12,2.25E+06,2.25E+06,
  693.17,1.98E+06,1.98E+06,
  693.22,1.72E+06,1.72E+06,
  693.27,1.48E+06,1.48E+06,
  693.32,1.26E+06,1.26E+06,
  693.37,1.07E+06,1.07E+06,
  693.42,8.90E+05,8.90E+05,
  693.47,7.36E+05,7.36E+05,
  693.52,6.02E+05,6.02E+05,
  693.57,4.87E+05,4.87E+05,
  693.62,3.90E+05,3.90E+05,
  693.67,3.09E+05,3.09E+05,
  693.72,2.42E+05,2.42E+05,
  693.77,1.88E+05,1.88E+05,
  693.82,1.45E+05,1.45E+05,
  693.87,1.10E+05,1.10E+05,
  693.92,8.26E+04,8.26E+04,
  693.97,6.15E+04,6.15E+04,
  694.02,4.53E+04,4.53E+04,
  694.07,3.31E+04,3.31E+04,
  694.12,2.39E+04,2.39E+04,
  694.17,1.70E+04,1.70E+04,
  694.22,1.20E+04,1.20E+04,
  694.27,8.42E+03,8.42E+03,
  694.32,5.83E+03,5.83E+03,
  694.37,3.99E+03,3.99E+03,
  694.42,2.70E+03,2.70E+03,
  694.47,1.81E+03,1.81E+03,
  694.52,1.20E+03,1.20E+03,
  694.57,7.91E+02,7.91E+02,
  694.62,5.14E+02,5.14E+02,
  694.68,3.03E+02,3.03E+02,
  694.73,1.92E+02,1.92E+02,
  694.78,1.21E+02,1.21E+02,
  694.83,7.54E+01,7.54E+01,
  694.88,4.65E+01,4.65E+01,
  694.93,2.86E+01,2.86E+01,
  694.98,1.77E+01,1.77E+01,
  695.03,1.14E+01,1.14E+01,
  695.08,8.27E+00,8.27E+00,
  695.13,7.49E+00,7.49E+00,
  695.18,8.95E+00,8.95E+00,
  695.23,1.31E+01,1.31E+01,
  695.28,2.09E+01,2.09E+01,
  695.33,3.46E+01,3.46E+01,
  695.38,5.73E+01,5.73E+01,
  695.43,9.44E+01,9.44E+01,
  695.48,1.54E+02,1.54E+02,
  695.53,2.49E+02,2.49E+02,
  695.58,3.99E+02,3.99E+02,
  695.63,6.33E+02,6.33E+02,
  695.68,9.94E+02,9.94E+02,
  695.73,1.54E+03,1.54E+03,
  695.78,2.37E+03,2.37E+03,
  695.83,3.61E+03,3.61E+03,
  695.88,5.44E+03,5.44E+03,
  695.93,8.12E+03,8.12E+03,
  695.98,1.20E+04,1.20E+04,
  696.03,1.75E+04,1.75E+04,
  696.08,2.53E+04,2.53E+04,
  696.13,3.63E+04,3.63E+04,
  696.18,5.14E+04,5.14E+04,
  696.23,7.21E+04,7.21E+04,
  696.28,1.00E+05,1.00E+05,
  696.33,1.38E+05,1.38E+05,
  696.38,1.87E+05,1.87E+05,
  696.43,2.52E+05,2.52E+05,
  696.48,3.36E+05,3.36E+05,
  696.53,4.44E+05,4.44E+05,
  696.58,5.79E+05,5.79E+05,
  696.63,7.49E+05,7.49E+05,
  696.68,9.59E+05,9.59E+05,
  696.73,1.22E+06,1.22E+06,
  696.78,1.52E+06,1.52E+06,
  696.83,1.89E+06,1.89E+06,
  696.88,2.32E+06,2.32E+06,
  696.93,2.83E+06,2.83E+06,
  696.98,3.40E+06,3.40E+06,
  697.03,4.06E+06,4.06E+06,
  697.08,4.79E+06,4.79E+06,
  697.13,5.59E+06,5.59E+06,
  697.18,6.46E+06,6.46E+06,
  697.23,7.40E+06,7.40E+06,
  697.28,8.38E+06,8.38E+06,
  697.33,9.39E+06,9.39E+06,
  697.38,1.04E+07,1.04E+07,
  697.43,1.15E+07,1.15E+07,
  697.48,1.25E+07,1.25E+07,
  697.53,1.34E+07,1.34E+07,
  697.58,1.43E+07,1.43E+07,
  697.63,1.51E+07,1.51E+07,
  697.68,1.58E+07,1.58E+07,
  697.73,1.63E+07,1.63E+07,
  697.78,1.67E+07,1.67E+07,
  697.83,1.69E+07,1.69E+07,
  697.88,1.70E+07,1.70E+07,
  697.93,1.68E+07,1.68E+07,
  697.98,1.66E+07,1.66E+07,
  698.03,1.61E+07,1.61E+07,
  698.08,1.55E+07,1.55E+07,
  698.13,1.48E+07,1.48E+07,
  698.18,1.40E+07,1.40E+07,
  698.23,1.31E+07,1.31E+07,
  698.28,1.21E+07,1.21E+07,
  698.33,1.11E+07,1.11E+07,
  698.38,1.00E+07,1.00E+07,
  698.43,8.99E+06,8.99E+06,
  698.48,7.99E+06,7.99E+06,
  698.53,7.03E+06,7.03E+06,
  698.58,6.12E+06,6.12E+06,
  698.63,5.27E+06,5.27E+06,
  698.68,4.50E+06,4.50E+06,
  698.73,3.80E+06,3.80E+06,
  698.78,3.18E+06,3.18E+06,
  698.83,2.63E+06,2.63E+06,
  698.88,2.16E+06,2.16E+06,
  698.93,1.75E+06,1.75E+06,
  698.98,1.41E+06,1.41E+06,
  699.03,1.12E+06,1.12E+06,
  699.08,8.79E+05,8.79E+05,
  699.13,6.85E+05,6.85E+05,
  699.18,5.28E+05,5.28E+05,
  699.23,4.04E+05,4.04E+05,
  699.28,3.05E+05,3.05E+05,
  699.33,2.28E+05,2.28E+05,
  699.38,1.69E+05,1.69E+05,
  699.43,1.24E+05,1.24E+05,
  699.48,9.01E+04,9.01E+04,
  699.53,6.48E+04,6.48E+04,
  699.58,4.61E+04,4.61E+04,
  699.63,3.25E+04,3.25E+04,
  699.68,2.27E+04,2.27E+04,
  699.73,1.57E+04,1.57E+04,
  699.78,1.07E+04,1.07E+04,
  699.83,7.24E+03,7.24E+03,
  699.88,4.85E+03,4.85E+03,
  699.93,3.22E+03,3.22E+03,
  699.98,2.11E+03,2.11E+03,
  700.03,1.37E+03,1.37E+03,
  700.08,8.84E+02,8.84E+02,
  700.13,5.63E+02,5.63E+02,
  700.18,3.55E+02,3.55E+02,
  700.23,2.22E+02,2.22E+02,
  700.28,1.37E+02,1.37E+02,
  700.33,8.40E+01,8.40E+01,
  700.38,5.09E+01,5.09E+01,
  700.43,3.05E+01,3.05E+01,
  700.48,1.81E+01,1.81E+01,
  700.53,1.07E+01,1.07E+01,
  700.58,6.20E+00,6.20E+00,
  700.63,3.57E+00,3.57E+00,
  700.68,2.04E+00,2.04E+00,
  700.73,1.15E+00,1.15E+00,
  700.78,6.44E-01,6.44E-01,
  700.83,3.56E-01,3.56E-01,
  700.88,1.95E-01,1.95E-01,
  700.93,1.06E-01,1.06E-01,
  700.98,5.69E-02,5.69E-02,
  701.03,3.02E-02,3.02E-02,
  701.08,1.59E-02,1.59E-02,
  701.13,8.29E-03,8.29E-03,
  701.18,4.28E-03,4.28E-03,
  701.23,2.18E-03,2.18E-03,
  701.28,1.10E-03,1.10E-03,
  701.33,5.52E-04,5.52E-04,
  701.38,2.74E-04,2.74E-04,
  701.43,1.34E-04,1.34E-04,
  701.48,6.52E-05,6.52E-05,
  701.53,3.13E-05,3.13E-05,
  701.58,1.49E-05,1.49E-05,
  701.63,7.02E-06,7.02E-06,
  701.68,3.27E-06,3.27E-06,
  701.73,1.51E-06,1.51E-06,
  701.78,6.91E-07,6.91E-07,
  701.83,3.13E-07,3.13E-07,
  701.88,1.40E-07,1.40E-07,
  701.93,6.21E-08,6.21E-08,
  701.98,2.73E-08,2.73E-08,
  702.03,1.18E-08,1.18E-08,
  702.08,3.85E-09,3.85E-09,
  702.13,1.65E-09,1.65E-09,
  702.18,7.02E-10,7.02E-10,
  731.19,2.53E-09,2.53E-09,
  731.24,5.69E-09,5.69E-09,
  731.29,1.26E-08,1.26E-08,
  731.34,2.79E-08,2.79E-08,
  731.39,6.08E-08,6.08E-08,
  731.44,1.32E-07,1.32E-07,
  731.49,2.82E-07,2.82E-07,
  731.54,5.99E-07,5.99E-07,
  731.59,1.26E-06,1.26E-06,
  731.64,2.63E-06,2.63E-06,
  731.69,5.43E-06,5.43E-06,
  731.74,1.11E-05,1.11E-05,
  731.79,2.25E-05,2.25E-05,
  731.84,4.52E-05,4.52E-05,
  731.89,9.00E-05,9.00E-05,
  731.94,1.78E-04,1.78E-04,
  731.99,3.47E-04,3.47E-04,
  732.04,6.72E-04,6.72E-04,
  732.09,1.29E-03,1.29E-03,
  732.14,2.45E-03,2.45E-03,
  732.19,4.61E-03,4.61E-03,
  732.24,8.61E-03,8.61E-03,
  732.29,1.59E-02,1.59E-02,
  732.34,2.92E-02,2.92E-02,
  732.39,5.29E-02,5.29E-02,
  732.44,9.51E-02,9.51E-02,
  732.49,1.70E-01,1.70E-01,
  732.54,2.99E-01,2.99E-01,
  732.59,5.23E-01,5.23E-01,
  732.64,9.07E-01,9.07E-01,
  732.69,1.56E+00,1.56E+00,
  732.74,2.65E+00,2.65E+00,
  732.79,4.47E+00,4.47E+00,
  732.84,7.46E+00,7.46E+00,
  732.89,1.23E+01,1.23E+01,
  732.94,2.02E+01,2.02E+01,
  732.99,3.29E+01,3.29E+01,
  733.04,5.29E+01,5.29E+01,
  733.09,8.43E+01,8.43E+01,
  733.14,1.33E+02,1.33E+02,
  733.19,2.09E+02,2.09E+02,
  733.24,3.24E+02,3.24E+02,
  733.29,4.97E+02,4.97E+02,
  733.34,7.57E+02,7.57E+02,
  733.39,1.14E+03,1.14E+03,
  733.44,1.71E+03,1.71E+03,
  733.49,2.53E+03,2.53E+03,
  733.54,3.71E+03,3.71E+03,
  733.59,5.39E+03,5.39E+03,
  733.64,7.77E+03,7.77E+03,
  733.69,1.11E+04,1.11E+04,
  733.74,1.57E+04,1.57E+04,
  733.79,2.20E+04,2.20E+04,
  733.84,3.05E+04,3.05E+04,
  733.89,4.20E+04,4.20E+04,
  733.94,5.72E+04,5.72E+04,
  733.99,7.72E+04,7.72E+04,
  734.04,1.03E+05,1.03E+05,
  734.09,1.37E+05,1.37E+05,
  734.14,1.80E+05,1.80E+05,
  734.19,2.34E+05,2.34E+05,
  734.24,3.02E+05,3.02E+05,
  734.29,3.86E+05,3.86E+05,
  734.34,4.88E+05,4.88E+05,
  734.39,6.12E+05,6.12E+05,
  734.44,7.60E+05,7.60E+05,
  734.49,9.36E+05,9.36E+05,
  734.54,1.14E+06,1.14E+06,
  734.59,1.38E+06,1.38E+06,
  734.64,1.65E+06,1.65E+06,
  734.69,1.96E+06,1.96E+06,
  734.74,2.30E+06,2.30E+06,
  734.79,2.68E+06,2.68E+06,
  734.84,3.10E+06,3.10E+06,
  734.89,3.54E+06,3.54E+06,
  734.94,4.01E+06,4.01E+06,
  734.99,4.50E+06,4.50E+06,
  735.04,5.01E+06,5.01E+06,
  735.09,5.52E+06,5.52E+06,
  735.14,6.02E+06,6.02E+06,
  735.19,6.52E+06,6.52E+06,
  735.24,6.98E+06,6.98E+06,
  735.29,7.42E+06,7.42E+06,
  735.34,7.80E+06,7.80E+06,
  735.39,8.13E+06,8.13E+06,
  735.44,8.40E+06,8.40E+06,
  735.49,8.60E+06,8.60E+06,
  735.54,8.72E+06,8.72E+06,
  735.59,8.76E+06,8.76E+06,
  735.64,8.72E+06,8.72E+06,
  735.69,8.60E+06,8.60E+06,
  735.74,8.40E+06,8.40E+06,
  735.79,8.13E+06,8.13E+06,
  735.84,7.80E+06,7.80E+06,
  735.89,7.42E+06,7.42E+06,
  735.94,6.98E+06,6.98E+06,
  735.99,6.52E+06,6.52E+06,
  736.04,6.02E+06,6.02E+06,
  736.09,5.52E+06,5.52E+06,
  736.14,5.01E+06,5.01E+06,
  736.19,4.50E+06,4.50E+06,
  736.24,4.01E+06,4.01E+06,
  736.29,3.54E+06,3.54E+06,
  736.34,3.10E+06,3.10E+06,
  736.39,2.68E+06,2.68E+06,
  736.44,2.30E+06,2.30E+06,
  736.49,1.96E+06,1.96E+06,
  736.54,1.65E+06,1.65E+06,
  736.59,1.38E+06,1.38E+06,
  736.64,1.14E+06,1.14E+06,
  736.69,9.36E+05,9.36E+05,
  736.74,7.60E+05,7.60E+05,
  736.79,6.12E+05,6.12E+05,
  736.84,4.88E+05,4.88E+05,
  736.89,3.86E+05,3.86E+05,
  736.94,3.02E+05,3.02E+05,
  736.99,2.34E+05,2.34E+05,
  737.04,1.80E+05,1.80E+05,
  737.09,1.37E+05,1.37E+05,
  737.14,1.03E+05,1.03E+05,
  737.19,7.72E+04,7.72E+04,
  737.24,5.72E+04,5.72E+04,
  737.29,4.20E+04,4.20E+04,
  737.34,3.05E+04,3.05E+04,
  737.39,2.20E+04,2.20E+04,
  737.44,1.58E+04,1.58E+04,
  737.49,1.12E+04,1.12E+04,
  737.54,7.94E+03,7.94E+03,
  737.59,5.66E+03,5.66E+03,
  737.64,4.12E+03,4.12E+03,
  737.69,3.16E+03,3.16E+03,
  737.74,2.67E+03,2.67E+03,
  737.79,2.60E+03,2.60E+03,
  737.84,2.93E+03,2.93E+03,
  737.89,3.72E+03,3.72E+03,
  737.94,5.06E+03,5.06E+03,
