Wavelength (nm),Sum,Cu I (2.9e-01),Cu II (7.1e-01)
325.11,2.325e+5,2.325e+5,
325.16,1.614e+5,1.614e+5,
325.21,1.068e+5,1.068e+5,
325.26,6.746e+4,6.746e+4,
325.31,4.062e+4,4.062e+4,
325.36,2.333e+4,2.333e+4,
325.41,1.277e+4,1.277e+4,
325.46,6.672e+3,6.672e+3,
325.51,3.324e+3,3.324e+3,
325.56,1.579e+3,1.579e+3,
325.61,7.153e+2,7.153e+2,
325.66,3.091e+2,3.091e+2,
325.71,1.274e+2,1.274e+2,
325.76,5.005e+1,5.005e+1,
325.81,1.876e+1,1.876e+1,
325.86,6.706e+0,6.706e+0,
325.91,2.286e+0,2.286e+0,
325.96,7.448e-1,7.448e-1,
326.01,2.364e-1,2.364e-1,
326.06,8.951e-2,8.951e-2,
326.11,9.211e-2,9.211e-2,
326.16,2.424e-1,2.424e-1,
326.21,7.384e-1,7.384e-1,
326.26,2.186e+0,2.186e+0,
326.31,6.185e+0,6.185e+0,
326.36,1.670e+1,1.670e+1,
326.41,4.306e+1,4.306e+1,
326.46,1.059e+2,1.059e+2,
326.51,2.488e+2,2.488e+2,
326.56,5.575e+2,5.575e+2,
326.61,1.193e+3,1.193e+3,
326.66,2.435e+3,2.435e+3,
326.71,4.744e+3,4.744e+3,
326.76,8.822e+3,8.822e+3,
326.81,1.566e+4,1.566e+4,
326.86,2.653e+4,2.653e+4,
326.91,4.289e+4,4.289e+4,
326.96,6.618e+4,6.618e+4,
327.01,9.747e+4,9.747e+4,
327.06,1.370e+5,1.370e+5,7.537e-17
327.11,1.838e+5,1.838e+5,4.586e-16
327.16,2.354e+5,2.354e+5,2.664e-15
327.21,2.877e+5,2.877e+5,1.478e-14
327.26,3.355e+5,3.355e+5,7.829e-14
327.31,3.735e+5,3.735e+5,3.960e-13
327.36,3.969e+5,3.969e+5,1.912e-12
327.41,4.025e+5,4.025e+5,8.820e-12
327.46,3.896e+5,3.896e+5,3.884e-11
327.51,3.599e+5,3.599e+5,1.633e-10
327.56,3.173e+5,3.173e+5,6.557e-10
327.61,2.670e+5,2.670e+5,2.514e-9
327.66,2.144e+5,2.144e+5,9.203e-9
327.71,1.644e+5,1.644e+5,3.217e-8
327.76,1.202e+5,1.202e+5,1.074e-7
327.81,8.396e+4,8.396e+4,3.423e-7
327.86,5.595e+4,5.595e+4,1.042e-6
327.91,3.559e+4,3.559e+4,3.027e-6
327.96,2.160e+4,2.160e+4,8.399e-6
328.01,1.252e+4,1.252e+4,2.226e-5
328.06,6.922e+3,6.922e+3,5.631e-5
328.11,3.653e+3,3.653e+3,1.360e-4
328.16,1.840e+3,1.840e+3,3.138e-4
328.21,8.848e+2,8.848e+2,6.913e-4
328.26,4.060e+2,4.060e+2,1.454e-3
328.31,1.778e+2,1.778e+2,2.920e-3
328.36,7.432e+1,7.432e+1,5.600e-3
328.41,2.966e+1,2.965e+1,1.025e-2
328.46,1.131e+1,1.129e+1,1.793e-2
328.51,4.132e+0,4.102e+0,2.994e-2
328.56,1.471e+0,1.423e+0,4.773e-2
328.61,5.437e-1,4.710e-1,7.266e-2
328.66,2.544e-1,1.488e-1,1.056e-1
328.71,1.915e-1,4.487e-2,1.466e-1
328.76,2.072e-1,1.291e-2,1.943e-1
328.81,2.495e-1,3.548e-3,2.459e-1
328.86,2.981e-1,9.300e-4,2.972e-1
328.91,3.432e-1,2.327e-4,3.429e-1
328.96,3.779e-1,5.558e-5,3.779e-1
329.01,3.976e-1,1.267e-5,3.976e-1
329.06,3.994e-1,2.756e-6,3.994e-1
329.11,3.832e-1,5.722e-7,3.832e-1
329.16,3.511e-1,1.134e-7,3.511e-1
329.21,3.073e-1,2.144e-8,3.073e-1
329.26,2.571e-1,3.871e-9,2.571e-1
329.31,2.059e-1,6.669e-10,2.059e-1
329.36,1.587e-1,1.097e-10,1.587e-1
329.41,1.190e-1,,1.190e-1
329.46,8.941e-2,,8.941e-2
329.51,7.123e-2,,7.123e-2
329.56,6.530e-2,,6.530e-2
329.61,7.210e-2,,7.210e-2
329.66,9.195e-2,,9.195e-2
329.71,1.249e-1,,1.249e-1
329.76,1.702e-1,,1.702e-1
329.81,2.260e-1,,2.260e-1
329.86,2.889e-1,,2.889e-1
329.91,3.540e-1,,3.540e-1
329.96,4.147e-1,,4.147e-1
330.01,4.643e-1,,4.643e-1
330.06,4.968e-1,,4.968e-1
330.11,5.077e-1,,5.077e-1
330.16,4.958e-1,,4.958e-1
330.21,4.625e-1,,4.625e-1
330.26,4.122e-1,,4.122e-1
330.31,3.509e-1,,3.509e-1
330.36,2.854e-1,,2.854e-1
330.41,2.217e-1,,2.217e-1
330.46,1.646e-1,,1.646e-1
330.51,1.167e-1,,1.167e-1
330.56,7.906e-2,,7.906e-2
330.61,5.117e-2,,5.117e-2
330.66,3.167e-2,,3.167e-2
330.71,1.878e-2,,1.878e-2
330.76,1.078e-2,,1.078e-2
330.81,6.202e-3,,6.202e-3
330.86,4.003e-3,,4.003e-3
330.91,3.562e-3,,3.562e-3
330.96,4.672e-3,,4.672e-3
331.01,7.487e-3,,7.487e-3
331.06,1.247e-2,,1.247e-2
331.11,2.031e-2,,2.031e-2
331.16,3.179e-2,,3.179e-2
331.21,4.762e-2,,4.762e-2
331.26,6.819e-2,,6.819e-2
331.31,9.332e-2,,9.332e-2
331.36,1.220e-1,,1.220e-1
331.41,1.525e-1,,1.525e-1
331.46,1.821e-1,,1.821e-1
331.51,2.077e-1,,2.077e-1
331.56,2.265e-1,,2.265e-1
331.61,2.359e-1,,2.359e-1
331.66,2.348e-1,,2.348e-1
331.71,2.234e-1,,2.234e-1
331.76,2.030e-1,,2.030e-1
331.81,1.764e-1,,1.764e-1
331.86,1.464e-1,,1.464e-1
331.91,1.161e-1,,1.161e-1
331.96,8.796e-2,,8.796e-2
332.01,6.369e-2,,6.369e-2
332.06,4.407e-2,,4.407e-2
332.11,2.914e-2,,2.914e-2
332.16,1.841e-2,,1.841e-2
332.21,1.111e-2,,1.111e-2
332.26,6.412e-3,,6.412e-3
332.31,3.535e-3,,3.535e-3
332.36,1.862e-3,,1.862e-3
332.41,9.371e-4,,9.371e-4
332.46,4.507e-4,,4.507e-4
332.51,2.071e-4,,2.071e-4
332.56,9.100e-5,,9.100e-5
332.61,3.827e-5,,3.827e-5
332.66,1.561e-5,,1.561e-5
332.71,6.736e-6,,6.736e-6
332.76,4.538e-6,,4.538e-6
332.81,7.023e-6,,7.023e-6
332.86,1.598e-5,,1.598e-5
332.91,3.781e-5,,3.781e-5
332.96,8.653e-5,,8.653e-5
333.01,1.897e-4,,1.897e-4
333.06,3.975e-4,,3.975e-4
333.11,7.968e-4,,7.968e-4
333.16,1.527e-3,,1.527e-3
333.21,2.798e-3,,2.798e-3
333.26,4.901e-3,,4.901e-3
333.31,8.210e-3,,8.210e-3
333.36,1.315e-2,,1.315e-2
333.41,2.014e-2,,2.014e-2
333.46,2.948e-2,,2.948e-2
333.51,4.127e-2,,4.127e-2
333.56,5.525e-2,,5.525e-2
333.61,7.071e-2,,7.071e-2
333.66,8.652e-2,,8.652e-2
333.71,1.012e-1,,1.012e-1
333.76,1.132e-1,,1.132e-1
333.81,1.211e-1,,1.211e-1
333.86,1.239e-1,,1.239e-1
333.91,1.211e-1,,1.211e-1
333.96,1.132e-1,,1.132e-1
334.01,1.012e-1,,1.012e-1
334.06,8.652e-2,,8.652e-2
334.11,7.071e-2,,7.071e-2
334.16,5.525e-2,,5.525e-2
334.21,4.127e-2,,4.127e-2
334.26,2.948e-2,,2.948e-2
334.31,2.014e-2,,2.014e-2
334.36,1.315e-2,,1.315e-2
334.41,8.210e-3,,8.210e-3
334.46,4.901e-3,,4.901e-3
334.51,2.798e-3,,2.798e-3
334.56,1.527e-3,,1.527e-3
334.61,7.968e-4,,7.968e-4
334.66,3.975e-4,,3.975e-4
334.71,1.896e-4,,1.896e-4
334.76,8.650e-5,,8.650e-5
334.81,3.773e-5,,3.773e-5
334.86,1.573e-5,,1.573e-5
334.91,6.272e-6,,6.272e-6
334.96,2.391e-6,,2.391e-6
335.01,8.715e-7,,8.715e-7
335.06,3.040e-7,,3.040e-7
335.11,1.023e-7,,1.023e-7
335.16,3.627e-8,,3.627e-8
335.21,2.340e-8,,2.340e-8
335.26,4.659e-8,,4.659e-8
335.31,1.356e-7,,1.356e-7
335.36,3.976e-7,,3.976e-7
335.41,1.121e-6,,1.121e-6
335.46,3.027e-6,,3.027e-6
335.51,7.820e-6,,7.820e-6
335.56,1.933e-5,,1.933e-5
335.61,4.571e-5,,4.571e-5
335.66,1.034e-4,,1.034e-4
335.71,2.240e-4,,2.240e-4
335.76,4.640e-4,,4.640e-4
335.81,9.198e-4,,9.198e-4
335.86,1.745e-3,,1.745e-3
335.91,3.167e-3,,3.167e-3
335.96,5.501e-3,,5.501e-3
336.01,9.146e-3,,9.146e-3
336.06,1.455e-2,,1.455e-2
336.11,2.217e-2,,2.217e-2
336.16,3.234e-2,,3.234e-2
336.21,4.520e-2,,4.520e-2
336.26,6.056e-2,,6.056e-2
336.31,7.788e-2,,7.788e-2
336.36,9.625e-2,,9.625e-2
336.41,1.146e-1,,1.146e-1
336.46,1.319e-1,,1.319e-1
336.51,1.473e-1,,1.473e-1
336.56,1.608e-1,,1.608e-1
336.61,1.725e-1,,1.725e-1
336.66,1.836e-1,,1.836e-1
336.71,1.950e-1,,1.950e-1
336.76,2.077e-1,,2.077e-1
336.81,2.220e-1,,2.220e-1
336.86,2.374e-1,,2.374e-1
336.91,2.527e-1,,2.527e-1
336.96,2.662e-1,,2.662e-1
337.01,2.761e-1,,2.761e-1
337.06,2.811e-1,,2.811e-1
337.11,2.809e-1,,2.809e-1
337.16,2.761e-1,,2.761e-1
337.21,2.676e-1,,2.676e-1
337.26,2.571e-1,,2.571e-1
337.31,2.457e-1,,2.457e-1
337.36,2.341e-1,,2.341e-1
337.41,2.224e-1,,2.224e-1
337.46,2.103e-1,,2.103e-1
337.51,1.973e-1,,1.973e-1
337.56,1.831e-1,,1.831e-1
337.61,1.681e-1,,1.681e-1
337.66,1.529e-1,,1.529e-1
337.71,1.387e-1,,1.387e-1
337.76,1.265e-1,,1.265e-1
337.81,1.171e-1,,1.171e-1
337.86,1.107e-1,,1.107e-1
337.91,1.067e-1,,1.067e-1
337.96,1.042e-1,,1.042e-1
338.01,1.019e-1,,1.019e-1
338.06,9.859e-2,,9.859e-2
338.11,9.346e-2,,9.346e-2
338.16,8.609e-2,,8.609e-2
338.21,7.664e-2,,7.664e-2
338.26,6.571e-2,,6.571e-2
338.31,5.412e-2,,5.412e-2
338.36,4.277e-2,,4.277e-2
338.41,3.240e-2,,3.240e-2
338.46,2.351e-2,,2.351e-2
338.51,1.634e-2,,1.634e-2
338.56,1.087e-2,,1.087e-2
338.61,6.926e-3,,6.926e-3
338.66,4.224e-3,,4.224e-3
338.71,2.466e-3,,2.466e-3
338.76,1.378e-3,,1.378e-3
338.81,7.371e-4,,7.371e-4
338.86,3.774e-4,,3.774e-4
338.91,1.850e-4,,1.850e-4
338.96,8.679e-5,,8.679e-5
339.01,3.897e-5,,3.897e-5
339.06,1.675e-5,,1.675e-5
339.11,6.893e-6,,6.893e-6
339.16,2.715e-6,,2.715e-6
339.21,1.023e-6,,1.023e-6
339.26,3.693e-7,,3.693e-7
339.31,1.275e-7,,1.275e-7
339.36,4.217e-8,,4.217e-8
339.41,1.334e-8,,1.334e-8
339.46,4.042e-9,,4.042e-9
339.51,1.172e-9,,1.172e-9
339.56,3.253e-10,,3.253e-10
339.61,8.641e-11,,8.641e-11
339.66,2.197e-11,,2.197e-11
339.71,5.348e-12,,5.348e-12
339.76,1.246e-12,,1.246e-12
339.81,2.779e-13,,2.779e-13
339.86,5.932e-14,,5.932e-14
339.91,1.212e-14,,1.212e-14
339.96,2.370e-15,,2.370e-15
340.01,4.438e-16,,4.438e-16
340.06,7.952e-17,,7.952e-17
340.11,1.364e-17,,1.364e-17
386.08,2.717e-17,,2.717e-17
386.13,1.252e-16,,1.252e-16
386.18,5.581e-16,,5.581e-16
386.23,2.407e-15,,2.407e-15
386.28,1.004e-14,,1.004e-14
386.33,4.053e-14,,4.053e-14
386.38,1.583e-13,,1.583e-13
386.43,5.978e-13,,5.978e-13
386.48,2.185e-12,,2.185e-12
386.53,7.722e-12,,7.722e-12
386.58,2.641e-11,,2.641e-11
386.63,8.737e-11,,8.737e-11
386.68,2.796e-10,,2.796e-10
386.73,8.658e-10,,8.658e-10
386.78,2.593e-9,,2.593e-9
386.83,7.514e-9,,7.514e-9
386.88,2.106e-8,,2.106e-8
386.93,5.711e-8,,5.711e-8
386.98,1.498e-7,,1.498e-7
387.03,3.802e-7,,3.802e-7
387.08,9.335e-7,,9.335e-7
387.13,2.217e-6,,2.217e-6
387.18,5.094e-6,,5.094e-6
387.23,1.132e-5,,1.132e-5
387.28,2.435e-5,,2.435e-5
387.33,5.064e-5,,5.064e-5
387.38,1.019e-4,,1.019e-4
387.43,1.984e-4,,1.984e-4
387.48,3.736e-4,,3.736e-4
387.53,6.807e-4,,6.807e-4
387.58,1.200e-3,,1.200e-3
387.63,2.046e-3,,2.046e-3
387.68,3.374e-3,,3.374e-3
387.73,5.384e-3,,5.384e-3
387.78,8.312e-3,,8.312e-3
387.83,1.241e-2,,1.241e-2
387.88,1.793e-2,,1.793e-2
387.93,2.506e-2,,2.506e-2
387.98,3.388e-2,,3.388e-2
388.03,4.432e-2,,4.432e-2
388.08,5.607e-2,,5.607e-2
388.13,6.864e-2,,6.864e-2
388.18,8.127e-2,,8.127e-2
388.23,9.310e-2,,9.310e-2
388.28,1.032e-1,,1.032e-1
388.33,1.106e-1,,1.106e-1
388.38,1.147e-1,,1.147e-1
388.43,1.151e-1,,1.151e-1
388.48,1.117e-1,,1.117e-1
388.53,1.049e-1,,1.049e-1
388.58,9.529e-2,,9.529e-2
388.63,8.374e-2,,8.374e-2
388.68,7.118e-2,,7.118e-2
388.73,5.854e-2,,5.854e-2
388.78,4.657e-2,,4.657e-2
388.83,3.585e-2,,3.585e-2
388.88,2.669e-2,,2.669e-2
388.93,1.922e-2,,1.922e-2
388.98,1.340e-2,,1.340e-2
389.03,9.032e-3,,9.032e-3
389.08,5.895e-3,,5.895e-3
389.13,3.729e-3,,3.729e-3
389.18,2.298e-3,,2.298e-3
389.23,1.404e-3,,1.404e-3
389.28,8.957e-4,,8.957e-4
389.33,6.778e-4,,6.778e-4
389.38,7.070e-4,,7.070e-4
389.43,9.942e-4,,9.942e-4
389.48,1.607e-3,,1.607e-3
389.53,2.672e-3,,2.672e-3
389.58,4.381e-3,,4.381e-3
389.63,6.989e-3,,6.989e-3
389.68,1.081e-2,,1.081e-2
389.73,1.618e-2,,1.618e-2
389.78,2.344e-2,,2.344e-2
389.83,3.287e-2,,3.287e-2
389.88,4.460e-2,,4.460e-2
389.93,5.857e-2,,5.857e-2
389.98,7.442e-2,,7.442e-2
390.03,9.152e-2,,9.152e-2
390.08,1.089e-1,,1.089e-1
390.13,1.254e-1,,1.254e-1
390.18,1.398e-1,,1.398e-1
390.23,1.507e-1,,1.507e-1
390.28,1.573e-1,,1.573e-1
390.33,1.588e-1,,1.588e-1
390.38,1.552e-1,,1.552e-1
390.43,1.468e-1,,1.468e-1
390.48,1.344e-1,,1.344e-1
390.53,1.190e-1,,1.190e-1
390.58,1.020e-1,,1.020e-1
390.63,8.459e-2,,8.459e-2
390.68,6.789e-2,,6.789e-2
390.73,5.273e-2,,5.273e-2
390.78,3.963e-2,,3.963e-2
390.83,2.883e-2,,2.883e-2
390.88,2.030e-2,,2.030e-2
390.93,1.384e-2,,1.384e-2
390.98,9.149e-3,,9.149e-3
391.03,5.890e-3,,5.890e-3
391.08,3.740e-3,,3.740e-3
391.13,2.430e-3,,2.430e-3
391.18,1.759e-3,,1.759e-3
391.23,1.606e-3,,1.606e-3
391.28,1.928e-3,,1.928e-3
391.33,2.750e-3,,2.750e-3
391.38,4.166e-3,,4.166e-3
391.43,6.316e-3,,6.316e-3
391.48,9.374e-3,,9.374e-3
391.53,1.351e-2,,1.351e-2
391.58,1.888e-2,,1.888e-2
391.63,2.555e-2,,2.555e-2
391.68,3.347e-2,,3.347e-2
391.73,4.243e-2,,4.243e-2
391.78,5.209e-2,,5.209e-2
391.83,6.188e-2,,6.188e-2
391.88,7.118e-2,,7.118e-2
391.93,7.924e-2,,7.924e-2
391.98,8.540e-2,,8.540e-2
392.03,8.908e-2,,8.908e-2
392.08,8.996e-2,,8.996e-2
392.13,8.793e-2,,8.793e-2
392.18,8.320e-2,,8.320e-2
392.23,7.621e-2,,7.621e-2
392.28,6.757e-2,,6.757e-2
392.33,5.799e-2,,5.799e-2
392.38,4.817e-2,,4.817e-2
392.43,3.874e-2,,3.874e-2
392.48,3.016e-2,,3.016e-2
392.53,2.272e-2,,2.272e-2
392.58,1.658e-2,,1.658e-2
392.63,1.170e-2,,1.170e-2
392.68,7.999e-3,,7.999e-3
392.73,5.292e-3,,5.292e-3
392.78,3.389e-3,,3.389e-3
392.83,2.101e-3,,2.101e-3
392.88,1.261e-3,,1.261e-3
392.93,7.324e-4,,7.324e-4
392.98,4.118e-4,,4.118e-4
393.03,2.241e-4,,2.241e-4
393.08,1.181e-4,,1.181e-4
393.13,6.023e-5,,6.023e-5
393.18,2.973e-5,,2.973e-5
393.23,1.421e-5,,1.421e-5
393.28,6.573e-6,,6.573e-6
393.33,2.943e-6,,2.943e-6
393.38,1.276e-6,,1.276e-6
393.43,5.353e-7,,5.353e-7
393.48,2.174e-7,,2.174e-7
393.53,8.548e-8,,8.548e-8
393.58,3.253e-8,,3.253e-8
393.63,1.198e-8,,1.198e-8
393.68,4.274e-9,,4.274e-9
393.73,1.475e-9,,1.475e-9
393.78,4.930e-10,,4.930e-10
393.83,1.595e-10,,1.595e-10
393.88,4.992e-11,,4.992e-11
393.93,1.513e-11,,1.513e-11
393.98,4.439e-12,,4.439e-12
394.03,1.261e-12,,1.261e-12
394.08,3.466e-13,,3.466e-13
394.13,9.222e-14,,9.222e-14
394.18,2.375e-14,,2.375e-14
394.23,5.923e-15,,5.923e-15
394.28,1.430e-15,,1.430e-15
394.33,3.340e-16,,3.340e-16
394.38,7.554e-17,,7.554e-17
394.43,1.654e-17,,1.654e-17
399.83,3.571e-13,3.571e-13,
399.88,1.578e-12,1.578e-12,
399.93,6.765e-12,6.765e-12,
399.98,2.811e-11,2.811e-11,
400.03,1.133e-10,1.133e-10,
400.08,4.425e-10,4.425e-10,
400.13,1.676e-9,1.676e-9,
400.18,6.156e-9,6.156e-9,
400.23,2.192e-8,2.192e-8,
400.28,7.567e-8,7.567e-8,
400.33,2.533e-7,2.533e-7,
400.38,8.221e-7,8.221e-7,
400.43,2.587e-6,2.587e-6,
400.48,7.893e-6,7.893e-6,
400.53,2.335e-5,2.335e-5,
400.58,6.696e-5,6.696e-5,
400.63,1.862e-4,1.862e-4,
400.68,5.021e-4,5.021e-4,
400.73,1.313e-3,1.313e-3,
400.78,3.327e-3,3.327e-3,
400.83,8.176e-3,8.176e-3,
400.88,1.948e-2,1.948e-2,
400.93,4.501e-2,4.501e-2,
400.98,1.008e-1,1.008e-1,
401.03,2.190e-1,2.190e-1,
401.08,4.611e-1,4.611e-1,
401.13,9.414e-1,9.414e-1,
401.18,1.864e+0,1.864e+0,
401.23,3.577e+0,3.577e+0,
401.28,6.656e+0,6.656e+0,
401.33,1.201e+1,1.201e+1,
401.38,2.101e+1,2.101e+1,
401.43,3.564e+1,3.564e+1,
401.48,5.861e+1,5.861e+1,
401.53,9.346e+1,9.346e+1,
401.58,1.445e+2,1.445e+2,
401.63,2.166e+2,2.166e+2,
401.68,3.148e+2,3.148e+2,
401.73,4.436e+2,4.436e+2,
401.78,6.060e+2,6.060e+2,
401.83,8.028e+2,8.028e+2,
401.88,1.031e+3,1.031e+3,
401.93,1.284e+3,1.284e+3,
401.98,1.550e+3,1.550e+3,
402.03,1.815e+3,1.815e+3,
402.08,2.060e+3,2.060e+3,
402.13,2.267e+3,2.267e+3,
402.18,2.419e+3,2.419e+3,
402.23,2.503e+3,2.503e+3,
402.28,2.511e+3,2.511e+3,
402.33,2.442e+3,2.442e+3,
402.38,2.303e+3,2.303e+3,
402.43,2.105e+3,2.105e+3,
402.48,1.866e+3,1.866e+3,
402.53,1.604e+3,1.604e+3,
402.58,1.337e+3,1.337e+3,
402.63,1.080e+3,1.080e+3,
402.68,8.461e+2,8.461e+2,
402.73,6.427e+2,6.427e+2,
402.78,4.733e+2,4.733e+2,
402.83,3.380e+2,3.380e+2,
402.88,2.340e+2,2.340e+2,
402.93,1.571e+2,1.571e+2,
402.98,1.022e+2,1.022e+2,
403.03,6.450e+1,6.450e+1,
403.08,3.946e+1,3.946e+1,
403.13,2.341e+1,2.341e+1,
403.18,1.346e+1,1.346e+1,
403.23,7.509e+0,7.509e+0,
403.28,4.060e+0,4.060e+0,
403.33,2.128e+0,2.128e+0,
403.38,1.082e+0,1.082e+0,
403.43,5.332e-1,5.332e-1,
403.48,2.548e-1,2.548e-1,
403.53,1.180e-1,1.180e-1,
403.58,5.302e-2,5.302e-2,
403.63,2.309e-2,2.309e-2,
403.68,9.751e-3,9.751e-3,
403.73,3.992e-3,3.992e-3,
403.78,1.585e-3,1.585e-3,
403.83,6.100e-4,6.100e-4,
403.88,2.276e-4,2.276e-4,
403.93,8.237e-5,8.237e-5,
403.98,2.890e-5,2.890e-5,
404.03,9.829e-6,9.829e-6,
404.08,3.243e-6,3.243e-6,
404.13,1.041e-6,1.041e-6,
404.18,3.384e-7,3.384e-7,
404.23,1.558e-7,1.558e-7,
404.28,2.278e-7,2.278e-7,
404.33,6.605e-7,6.605e-7,
404.38,2.072e-6,2.072e-6,
404.43,6.368e-6,6.368e-6,
404.48,1.901e-5,1.901e-5,
404.53,5.504e-5,5.504e-5,
404.58,1.546e-4,1.546e-4,
404.63,4.215e-4,4.215e-4,
404.68,1.115e-3,1.115e-3,
404.73,2.860e-3,2.860e-3,
404.78,7.117e-3,7.117e-3,
404.83,1.719e-2,1.719e-2,
404.88,4.026e-2,4.026e-2,
404.93,9.150e-2,9.150e-2,
404.98,2.017e-1,2.017e-1,
405.03,4.315e-1,4.315e-1,
405.08,8.955e-1,8.955e-1,
405.13,1.803e+0,1.803e+0,
405.18,3.522e+0,3.522e+0,
405.23,6.673e+0,6.673e+0,
405.28,1.227e+1,1.227e+1,
405.33,2.188e+1,2.188e+1,
405.38,3.786e+1,3.786e+1,
405.43,6.356e+1,6.356e+1,
405.48,1.035e+2,1.035e+2,
405.53,1.636e+2,1.636e+2,
405.58,2.507e+2,2.507e+2,
405.63,3.728e+2,3.728e+2,
405.68,5.379e+2,5.379e+2,
405.73,7.529e+2,7.529e+2,
405.78,1.022e+3,1.022e+3,
405.83,1.347e+3,1.347e+3,
405.88,1.722e+3,1.722e+3,
405.93,2.135e+3,2.135e+3,
405.98,2.568e+3,2.568e+3,
406.03,2.997e+3,2.997e+3,
406.08,3.393e+3,3.393e+3,
406.13,3.727e+3,3.727e+3,
406.18,3.972e+3,3.972e+3,
406.23,4.107e+3,4.107e+3,
406.28,4.119e+3,4.119e+3,
406.33,4.009e+3,4.009e+3,
406.38,3.784e+3,3.784e+3,
406.43,3.466e+3,3.466e+3,
406.48,3.080e+3,3.080e+3,
406.53,2.655e+3,2.655e+3,
406.58,2.220e+3,2.220e+3,
406.63,1.802e+3,1.802e+3,
406.68,1.418e+3,1.418e+3,
406.73,1.083e+3,1.083e+3,
406.78,8.024e+2,8.024e+2,
406.83,5.767e+2,5.767e+2,
406.88,4.022e+2,4.022e+2,
406.93,2.721e+2,2.721e+2,
406.98,1.786e+2,1.786e+2,
407.03,1.137e+2,1.137e+2,
407.08,7.024e+1,7.024e+1,
407.13,4.210e+1,4.210e+1,
407.18,2.448e+1,2.448e+1,
407.23,1.381e+1,1.381e+1,
407.28,7.556e+0,7.556e+0,
407.33,4.012e+0,4.012e+0,
407.38,2.066e+0,2.066e+0,
407.43,1.033e+0,1.033e+0,
407.48,5.006e-1,5.006e-1,
407.53,2.354e-1,2.354e-1,
407.58,1.074e-1,1.074e-1,
407.63,4.756e-2,4.756e-2,
407.68,2.042e-2,2.042e-2,
407.73,8.510e-3,8.510e-3,
407.78,3.440e-3,3.440e-3,
407.83,1.349e-3,1.349e-3,
407.88,5.133e-4,5.133e-4,
407.93,1.894e-4,1.894e-4,
407.98,6.784e-5,6.784e-5,
408.03,2.357e-5,2.357e-5,
408.08,7.943e-6,7.943e-6,
408.13,2.597e-6,2.597e-6,
408.18,8.240e-7,8.240e-7,
408.23,2.536e-7,2.536e-7,
408.28,7.571e-8,7.571e-8,
408.33,2.193e-8,2.193e-8,
408.38,6.164e-9,6.164e-9,
408.43,1.680e-9,1.680e-9,
408.48,4.445e-10,4.445e-10,
408.53,1.141e-10,1.141e-10,
408.58,2.840e-11,2.840e-11,
408.63,6.858e-12,6.858e-12,
408.68,1.607e-12,1.607e-12,
408.73,3.653e-13,3.653e-13,
422.34,5.666e-14,5.666e-14,
422.39,2.307e-13,2.307e-13,
422.44,9.139e-13,9.139e-13,
422.49,3.521e-12,3.521e-12,
422.54,1.319e-11,1.319e-11,
422.59,4.810e-11,4.810e-11,
422.64,1.705e-10,1.705e-10,
422.69,5.881e-10,5.881e-10,
422.74,1.973e-9,1.973e-9,
422.79,6.436e-9,6.436e-9,
422.84,2.043e-8,2.043e-8,
422.89,6.306e-8,6.306e-8,
422.94,1.893e-7,1.893e-7,
422.99,5.530e-7,5.530e-7,
423.04,1.571e-6,1.571e-6,
423.09,4.341e-6,4.341e-6,
423.14,1.167e-5,1.167e-5,
423.19,3.050e-5,3.050e-5,
423.24,7.757e-5,7.757e-5,
423.29,1.919e-4,1.919e-4,
423.34,4.616e-4,4.616e-4,
423.39,1.080e-3,1.080e-3,
423.44,2.459e-3,2.459e-3,
423.49,5.445e-3,5.445e-3,
423.54,1.173e-2,1.173e-2,
423.59,2.456e-2,2.456e-2,
423.64,5.005e-2,5.005e-2,
423.69,9.920e-2,9.920e-2,
423.74,1.912e-1,1.912e-1,
423.79,3.586e-1,3.586e-1,
423.84,6.541e-1,6.541e-1,
423.89,1.160e+0,1.160e+0,
423.94,2.002e+0,2.002e+0,
423.99,3.361e+0,3.361e+0,
424.04,5.487e+0,5.487e+0,
424.09,8.714e+0,8.714e+0,
424.14,1.346e+1,1.346e+1,
424.19,2.022e+1,2.022e+1,
424.24,2.956e+1,2.956e+1,
424.29,4.202e+1,4.202e+1,
424.34,5.809e+1,5.809e+1,
424.39,7.813e+1,7.813e+1,
424.44,1.022e+2,1.022e+2,
424.49,1.301e+2,1.301e+2,
424.54,1.610e+2,1.610e+2,
424.59,1.938e+2,1.938e+2,
424.64,2.269e+2,2.269e+2,
424.69,2.585e+2,2.585e+2,
424.74,2.864e+2,2.864e+2,
424.79,3.086e+2,3.086e+2,
424.84,3.235e+2,3.235e+2,
424.89,3.298e+2,3.298e+2,
424.94,3.271e+2,3.271e+2,
424.99,3.155e+2,3.155e+2,
425.04,2.961e+2,2.961e+2,
425.09,2.702e+2,2.702e+2,
425.14,2.399e+2,2.399e+2,
425.19,2.071e+2,2.071e+2,
425.24,1.740e+2,1.740e+2,
425.29,1.421e+2,1.421e+2,
425.34,1.129e+2,1.129e+2,
425.39,8.729e+1,8.729e+1,
425.44,6.562e+1,6.562e+1,
425.49,4.799e+1,4.799e+1,
425.54,3.413e+1,3.413e+1,
425.59,2.362e+1,2.362e+1,
425.64,1.589e+1,1.589e+1,
425.69,1.040e+1,1.040e+1,
425.74,6.625e+0,6.625e+0,
425.79,4.103e+0,4.103e+0,
425.84,2.472e+0,2.472e+0,
425.89,1.450e+0,1.450e+0,
