Wavelength (nm),Sum,Cu I (2.9e-01),Cu II (7.1e-01)
496.01,6.954e-1,,6.954e-1
496.06,5.303e-1,,5.303e-1
496.11,3.963e-1,,3.963e-1
496.16,2.901e-1,,2.901e-1
496.21,2.081e-1,,2.081e-1
496.26,1.463e-1,,1.463e-1
496.31,1.008e-1,,1.008e-1
496.36,6.801e-2,,6.801e-2
496.41,4.497e-2,,4.497e-2
496.46,2.914e-2,,2.914e-2
496.51,1.850e-2,,1.850e-2
496.56,1.151e-2,,1.151e-2
496.61,7.013e-3,,7.013e-3
496.66,4.189e-3,,4.189e-3
496.71,2.452e-3,,2.452e-3
496.76,1.408e-3,,1.408e-3
496.81,7.957e-4,,7.957e-4
496.86,4.472e-4,,4.472e-4
496.91,2.591e-4,,2.591e-4
496.96,1.713e-4,,1.713e-4
497.01,1.532e-4,,1.532e-4
497.06,1.964e-4,,1.964e-4
497.11,3.115e-4,,3.115e-4
497.16,5.298e-4,,5.298e-4
497.21,9.076e-4,,9.076e-4
497.26,1.536e-3,,1.536e-3
497.31,2.553e-3,,2.553e-3
497.36,4.161e-3,,4.161e-3
497.41,6.649e-3,,6.649e-3
497.46,1.041e-2,,1.041e-2
497.51,1.598e-2,,1.598e-2
497.56,2.404e-2,,2.404e-2
497.61,3.545e-2,,3.545e-2
497.66,5.123e-2,,5.123e-2
497.71,7.255e-2,,7.255e-2
497.76,1.007e-1,,1.007e-1
497.81,1.370e-1,,1.370e-1
497.86,1.827e-1,,1.827e-1
497.91,2.387e-1,,2.387e-1
497.96,3.057e-1,,3.057e-1
498.01,3.837e-1,,3.837e-1
498.06,4.721e-1,,4.721e-1
498.11,5.692e-1,,5.692e-1
498.16,6.726e-1,,6.726e-1
498.21,7.790e-1,,7.790e-1
498.26,8.843e-1,,8.843e-1
498.31,9.837e-1,,9.837e-1
498.36,1.073e+0,,1.073e+0
498.41,1.146e+0,,1.146e+0
498.46,1.201e+0,,1.201e+0
498.51,1.232e+0,,1.232e+0
498.56,1.240e+0,,1.240e+0
498.61,1.222e+0,,1.222e+0
498.66,1.181e+0,,1.181e+0
498.71,1.119e+0,,1.119e+0
498.76,1.039e+0,,1.039e+0
498.81,9.450e-1,,9.450e-1
498.86,8.426e-1,,8.426e-1
498.91,7.363e-1,,7.363e-1
498.96,6.307e-1,,6.307e-1
499.01,5.294e-1,,5.294e-1
499.06,4.356e-1,,4.356e-1
499.11,3.513e-1,,3.513e-1
499.16,2.777e-1,,2.777e-1
499.21,2.151e-1,,2.151e-1
499.26,1.635e-1,,1.635e-1
499.31,1.219e-1,,1.219e-1
499.36,8.941e-2,,8.941e-2
499.41,6.473e-2,,6.473e-2
499.46,4.672e-2,,4.672e-2
499.51,3.431e-2,,3.431e-2
499.56,2.662e-2,,2.662e-2
499.61,2.305e-2,,2.305e-2
499.66,2.328e-2,,2.328e-2
499.71,2.728e-2,,2.728e-2
499.76,3.534e-2,,3.534e-2
499.81,4.798e-2,,4.798e-2
499.86,6.603e-2,,6.603e-2
499.91,9.046e-2,,9.046e-2
499.96,1.224e-1,,1.224e-1
500.01,1.631e-1,,1.631e-1
500.06,2.136e-1,,2.136e-1
500.11,2.748e-1,,2.748e-1
500.16,3.475e-1,,3.475e-1
500.21,4.320e-1,,4.320e-1
500.26,5.280e-1,,5.280e-1
500.31,6.349e-1,,6.349e-1
500.36,7.513e-1,,7.513e-1
500.41,8.755e-1,,8.755e-1
500.46,1.005e+0,,1.005e+0
500.51,1.138e+0,,1.138e+0
500.56,1.271e+0,,1.271e+0
500.61,1.401e+0,,1.401e+0
500.66,1.526e+0,,1.526e+0
500.71,1.644e+0,,1.644e+0
500.76,1.750e+0,,1.750e+0
500.81,1.844e+0,,1.844e+0
500.86,1.923e+0,,1.923e+0
500.91,1.986e+0,,1.986e+0
500.96,2.030e+0,,2.030e+0
501.01,2.054e+0,,2.054e+0
501.06,2.057e+0,,2.057e+0
501.11,2.038e+0,,2.038e+0
501.16,1.996e+0,,1.996e+0
501.21,1.934e+0,,1.934e+0
501.26,1.851e+0,,1.851e+0
501.31,1.751e+0,,1.751e+0
501.36,1.636e+0,,1.636e+0
501.41,1.510e+0,,1.510e+0
501.46,1.379e+0,,1.379e+0
501.51,1.245e+0,,1.245e+0
501.56,1.115e+0,,1.115e+0
501.61,9.909e-1,,9.909e-1
501.66,8.774e-1,,8.774e-1
501.71,7.765e-1,,7.765e-1
501.76,6.895e-1,,6.895e-1
501.81,6.167e-1,,6.167e-1
501.86,5.572e-1,,5.572e-1
501.91,5.097e-1,,5.097e-1
501.96,4.719e-1,,4.719e-1
502.01,4.416e-1,,4.416e-1
502.06,4.162e-1,,4.162e-1
502.11,3.935e-1,,3.935e-1
502.16,3.715e-1,,3.715e-1
502.21,3.490e-1,,3.490e-1
502.26,3.249e-1,,3.249e-1
502.31,2.991e-1,,2.991e-1
502.36,2.715e-1,,2.715e-1
502.41,2.427e-1,,2.427e-1
502.46,2.134e-1,,2.134e-1
502.51,1.844e-1,,1.844e-1
502.56,1.564e-1,,1.564e-1
502.61,1.302e-1,,1.302e-1
502.66,1.064e-1,,1.064e-1
502.71,8.523e-2,,8.523e-2
502.76,6.698e-2,,6.698e-2
502.81,5.162e-2,,5.162e-2
502.86,3.901e-2,,3.901e-2
502.91,2.891e-2,,2.891e-2
502.96,2.100e-2,,2.100e-2
503.01,1.496e-2,,1.496e-2
503.06,1.045e-2,,1.045e-2
503.11,7.152e-3,,7.152e-3
503.16,4.801e-3,,4.801e-3
503.21,3.160e-3,,3.160e-3
503.26,2.039e-3,,2.039e-3
503.31,1.292e-3,,1.292e-3
503.36,8.047e-4,,8.047e-4
503.41,4.969e-4,,4.969e-4
503.46,3.115e-4,,3.115e-4
503.51,2.119e-4,,2.119e-4
503.56,1.783e-4,,1.783e-4
503.61,2.065e-4,,2.065e-4
503.66,3.086e-4,,3.086e-4
503.71,5.167e-4,,5.167e-4
503.76,8.904e-4,,8.904e-4
503.81,1.528e-3,,1.528e-3
503.86,2.582e-3,,2.582e-3
503.91,4.287e-3,,4.287e-3
503.96,6.981e-3,,6.981e-3
504.01,1.115e-2,,1.115e-2
504.06,1.746e-2,,1.746e-2
504.11,2.682e-2,,2.682e-2
504.16,4.039e-2,,4.039e-2
504.21,5.966e-2,,5.966e-2
504.26,8.640e-2,,8.640e-2
504.31,1.227e-1,,1.227e-1
504.36,1.709e-1,,1.709e-1
504.41,2.334e-1,,2.334e-1
504.46,3.125e-1,,3.125e-1
504.51,4.104e-1,,4.104e-1
504.56,5.286e-1,,5.286e-1
504.61,6.676e-1,,6.676e-1
504.66,8.269e-1,,8.269e-1
504.71,1.005e+0,,1.005e+0
504.76,1.197e+0,,1.197e+0
504.81,1.399e+0,,1.399e+0
504.86,1.604e+0,,1.604e+0
504.91,1.804e+0,,1.804e+0
504.96,1.990e+0,,1.990e+0
505.01,2.156e+0,,2.156e+0
505.06,2.292e+0,,2.292e+0
505.11,2.392e+0,,2.392e+0
505.16,2.454e+0,,2.454e+0
505.21,2.473e+0,,2.473e+0
505.26,2.453e+0,,2.453e+0
505.31,2.395e+0,,2.395e+0
505.36,2.306e+0,,2.306e+0
505.41,2.192e+0,,2.192e+0
505.46,2.062e+0,,2.062e+0
505.51,1.923e+0,,1.923e+0
505.56,1.785e+0,,1.785e+0
505.61,1.655e+0,,1.655e+0
505.66,1.538e+0,,1.538e+0
505.71,1.439e+0,,1.439e+0
505.76,1.361e+0,,1.361e+0
505.81,1.308e+0,,1.308e+0
505.86,1.279e+0,,1.279e+0
505.91,1.276e+0,,1.276e+0
505.96,1.298e+0,,1.298e+0
506.01,1.345e+0,,1.345e+0
506.06,1.414e+0,,1.414e+0
506.11,1.504e+0,,1.504e+0
506.16,1.612e+0,,1.612e+0
506.21,1.733e+0,,1.733e+0
506.26,1.862e+0,,1.862e+0
506.31,1.993e+0,,1.993e+0
506.36,2.118e+0,,2.118e+0
506.41,2.230e+0,,2.230e+0
506.46,2.321e+0,,2.321e+0
506.51,2.385e+0,,2.385e+0
506.56,2.416e+0,,2.416e+0
506.61,2.411e+0,,2.411e+0
506.66,2.368e+0,,2.368e+0
506.71,2.287e+0,,2.287e+0
506.76,2.171e+0,,2.171e+0
506.81,2.026e+0,,2.026e+0
506.86,1.858e+0,,1.858e+0
506.91,1.673e+0,,1.673e+0
506.96,1.480e+0,,1.480e+0
507.01,1.286e+0,,1.286e+0
507.06,1.097e+0,,1.097e+0
507.11,9.184e-1,,9.184e-1
507.16,7.552e-1,,7.552e-1
507.21,6.097e-1,,6.097e-1
507.26,4.833e-1,,4.833e-1
507.31,3.761e-1,,3.761e-1
507.36,2.873e-1,,2.873e-1
507.41,2.156e-1,,2.156e-1
507.46,1.588e-1,,1.588e-1
507.51,1.151e-1,2.902e-12,1.151e-1
507.56,8.212e-2,9.226e-12,8.212e-2
507.61,5.798e-2,2.878e-11,5.798e-2
507.66,4.093e-2,8.804e-11,4.093e-2
507.71,2.951e-2,2.643e-10,2.951e-2
507.76,2.260e-2,7.781e-10,2.260e-2
507.81,1.942e-2,2.248e-9,1.942e-2
507.86,1.949e-2,6.369e-9,1.949e-2
507.91,2.260e-2,1.770e-8,2.260e-2
507.96,2.882e-2,4.828e-8,2.882e-2
508.01,3.838e-2,1.292e-7,3.838e-2
508.06,5.169e-2,3.389e-7,5.169e-2
508.11,6.926e-2,8.726e-7,6.926e-2
508.16,9.162e-2,2.204e-6,9.162e-2
508.21,1.192e-1,5.460e-6,1.192e-1
508.26,1.525e-1,1.327e-5,1.525e-1
508.31,1.915e-1,3.164e-5,1.915e-1
508.36,2.362e-1,7.402e-5,2.361e-1
508.41,2.861e-1,1.698e-4,2.860e-1
508.46,3.405e-1,3.823e-4,3.401e-1
508.51,3.983e-1,8.442e-4,3.975e-1
508.56,4.582e-1,1.829e-3,4.564e-1
508.61,5.190e-1,3.887e-3,5.151e-1
508.66,5.799e-1,8.103e-3,5.718e-1
508.71,6.409e-1,1.657e-2,6.244e-1
508.76,7.044e-1,3.325e-2,6.711e-1
508.81,7.760e-1,6.544e-2,7.105e-1
508.86,8.677e-1,1.263e-1,7.413e-1
508.91,1.002e+0,2.393e-1,7.629e-1
508.96,1.219e+0,4.447e-1,7.747e-1
509.01,1.588e+0,8.105e-1,7.771e-1
509.06,2.220e+0,1.449e+0,7.704e-1
509.11,3.298e+0,2.543e+0,7.553e-1
509.16,5.108e+0,4.375e+0,7.329e-1
509.21,8.091e+0,7.387e+0,7.041e-1
509.26,1.290e+1,1.223e+1,6.699e-1
509.31,2.051e+1,1.987e+1,6.313e-1
509.36,3.226e+1,3.168e+1,5.893e-1
509.42,5.457e+1,5.403e+1,5.355e-1
509.47,8.304e+1,8.256e+1,4.889e-1
509.52,1.242e+2,1.237e+2,4.415e-1
509.57,1.823e+2,1.820e+2,3.941e-1
509.62,2.628e+2,2.625e+2,3.475e-1
509.67,3.717e+2,3.714e+2,3.025e-1
509.72,5.159e+2,5.156e+2,2.597e-1
509.77,7.024e+2,7.021e+2,2.197e-1
509.82,9.382e+2,9.380e+2,1.832e-1
509.87,1.230e+3,1.229e+3,1.503e-1
509.92,1.581e+3,1.581e+3,1.213e-1
509.97,1.994e+3,1.993e+3,9.635e-2
510.02,2.467e+3,2.466e+3,7.520e-2
510.07,2.994e+3,2.994e+3,5.769e-2
510.12,3.565e+3,3.565e+3,4.347e-2
510.17,4.164e+3,4.164e+3,3.217e-2
510.22,4.771e+3,4.771e+3,2.338e-2
510.27,5.364e+3,5.364e+3,1.669e-2
510.32,5.915e+3,5.915e+3,1.169e-2
510.37,6.399e+3,6.399e+3,8.035e-3
510.42,6.791e+3,6.791e+3,5.421e-3
510.47,7.070e+3,7.070e+3,3.589e-3
510.52,7.221e+3,7.221e+3,2.332e-3
510.57,7.235e+3,7.235e+3,1.486e-3
510.62,7.111e+3,7.111e+3,9.296e-4
510.67,6.856e+3,6.856e+3,5.704e-4
510.72,6.485e+3,6.485e+3,3.434e-4
510.77,6.018e+3,6.018e+3,2.028e-4
510.82,5.478e+3,5.478e+3,1.175e-4
510.87,4.892e+3,4.892e+3,6.678e-5
510.92,4.285e+3,4.285e+3,3.723e-5
510.97,3.683e+3,3.683e+3,2.036e-5
511.02,3.105e+3,3.105e+3,1.093e-5
511.07,2.568e+3,2.568e+3,5.750e-6
511.12,2.083e+3,2.083e+3,2.969e-6
511.17,1.658e+3,1.658e+3,1.503e-6
511.22,1.295e+3,1.295e+3,7.469e-7
511.27,9.917e+2,9.917e+2,3.640e-7
511.32,7.452e+2,7.452e+2,1.740e-7
511.37,5.493e+2,5.493e+2,8.158e-8
511.42,3.972e+2,3.972e+2,3.752e-8
511.47,2.818e+2,2.818e+2,1.693e-8
511.52,1.961e+2,1.961e+2,7.492e-9
511.57,1.339e+2,1.339e+2,3.253e-9
511.62,8.965e+1,8.965e+1,1.385e-9
511.67,5.890e+1,5.890e+1,5.786e-10
511.72,3.796e+1,3.796e+1,2.371e-10
511.77,2.400e+1,2.400e+1,9.528e-11
511.82,1.489e+1,1.489e+1,3.757e-11
511.87,9.059e+0,9.059e+0,1.453e-11
511.92,5.407e+0,5.407e+0,5.511e-12
511.97,3.166e+0,3.166e+0,2.051e-12
512.02,1.819e+0,1.819e+0,7.485e-13
512.07,1.025e+0,1.025e+0,2.680e-13
512.12,5.667e-1,5.667e-1,9.413e-14
512.17,3.073e-1,3.073e-1,3.243e-14
512.22,1.635e-1,1.635e-1,1.096e-14
512.27,8.533e-2,8.533e-2,3.633e-15
512.32,4.369e-2,4.369e-2,1.181e-15
512.37,2.194e-2,2.194e-2,3.767e-16
512.42,1.081e-2,1.081e-2,1.179e-16
512.47,5.226e-3,5.226e-3,
512.52,2.478e-3,2.478e-3,
512.57,1.153e-3,1.153e-3,
512.62,5.261e-4,5.261e-4,
512.67,2.355e-4,2.355e-4,
512.72,1.035e-4,1.035e-4,
512.77,4.487e-5,4.487e-5,
512.82,1.965e-5,1.965e-5,
512.87,9.885e-6,9.885e-6,
512.92,8.353e-6,8.353e-6,
512.97,1.393e-5,1.393e-5,
513.02,3.089e-5,3.089e-5,
513.07,7.178e-5,7.178e-5,
513.12,1.655e-4,1.655e-4,
513.17,3.754e-4,3.754e-4,
513.22,8.355e-4,8.355e-4,
513.27,1.825e-3,1.825e-3,
513.32,3.913e-3,3.913e-3,
513.37,8.231e-3,8.231e-3,
513.42,1.699e-2,1.699e-2,
513.47,3.443e-2,3.443e-2,
513.52,6.845e-2,6.845e-2,
513.57,1.336e-1,1.336e-1,
513.62,2.557e-1,2.557e-1,
513.67,4.805e-1,4.805e-1,
513.72,8.860e-1,8.860e-1,
513.77,1.603e+0,1.603e+0,
513.82,2.847e+0,2.847e+0,
513.87,4.962e+0,4.962e+0,
513.92,8.486e+0,8.486e+0,
513.97,1.424e+1,1.424e+1,
514.02,2.346e+1,2.346e+1,
514.07,3.791e+1,3.791e+1,
514.12,6.013e+1,6.013e+1,
514.17,9.359e+1,9.359e+1,
514.22,1.430e+2,1.430e+2,
514.27,2.143e+2,2.143e+2,
514.32,3.153e+2,3.153e+2,
514.37,4.551e+2,4.551e+2,
514.42,6.447e+2,6.447e+2,
514.47,8.964e+2,8.964e+2,
514.52,1.223e+3,1.223e+3,
514.57,1.637e+3,1.637e+3,
514.62,2.151e+3,2.151e+3,
514.67,2.774e+3,2.774e+3,
514.72,3.510e+3,3.510e+3,
514.77,4.359e+3,4.359e+3,
514.82,5.311e+3,5.311e+3,
514.87,6.352e+3,6.352e+3,
514.92,7.454e+3,7.454e+3,
514.97,8.585e+3,8.585e+3,
515.02,9.702e+3,9.702e+3,
515.07,1.076e+4,1.076e+4,
515.12,1.171e+4,1.171e+4,
515.17,1.251e+4,1.251e+4,
515.22,1.311e+4,1.311e+4,
515.27,1.349e+4,1.349e+4,
515.32,1.362e+4,1.362e+4,
515.37,1.349e+4,1.349e+4,
515.42,1.311e+4,1.311e+4,
515.47,1.251e+4,1.251e+4,
515.52,1.171e+4,1.171e+4,
515.57,1.076e+4,1.076e+4,
515.62,9.702e+3,9.702e+3,
515.67,8.585e+3,8.585e+3,
515.72,7.454e+3,7.454e+3,
515.77,6.352e+3,6.352e+3,
515.82,5.311e+3,5.311e+3,
515.87,4.359e+3,4.359e+3,
515.92,3.510e+3,3.510e+3,
515.97,2.774e+3,2.774e+3,
516.02,2.151e+3,2.151e+3,
516.07,1.637e+3,1.637e+3,
516.12,1.223e+3,1.223e+3,
516.17,8.964e+2,8.964e+2,
516.22,6.447e+2,6.447e+2,
516.27,4.551e+2,4.551e+2,
516.32,3.153e+2,3.153e+2,
516.37,2.143e+2,2.143e+2,
516.42,1.430e+2,1.430e+2,
516.47,9.359e+1,9.359e+1,
516.52,6.013e+1,6.013e+1,
516.57,3.791e+1,3.791e+1,
516.62,2.346e+1,2.346e+1,
516.67,1.424e+1,1.424e+1,
516.72,8.486e+0,8.486e+0,
516.77,4.962e+0,4.962e+0,
516.82,2.847e+0,2.847e+0,
516.87,1.603e+0,1.603e+0,
516.92,8.860e-1,8.860e-1,
516.97,4.805e-1,4.805e-1,
517.02,2.557e-1,2.557e-1,
517.07,1.336e-1,1.336e-1,
517.12,6.845e-2,6.845e-2,
517.17,3.443e-2,3.443e-2,
517.22,1.699e-2,1.699e-2,
517.27,8.231e-3,8.231e-3,
517.32,3.913e-3,3.913e-3,
517.37,1.825e-3,1.825e-3,
517.42,8.355e-4,8.355e-4,
517.47,3.753e-4,3.753e-4,
517.52,1.655e-4,1.655e-4,
517.57,7.159e-5,7.159e-5,
517.62,3.039e-5,3.039e-5,
517.67,1.266e-5,1.266e-5,
517.72,5.178e-6,5.178e-6,
517.77,2.078e-6,2.078e-6,
517.82,8.181e-7,8.181e-7,
517.87,3.161e-7,3.161e-7,
517.92,1.199e-7,1.199e-7,
517.97,4.461e-8,4.461e-8,
518.02,1.629e-8,1.629e-8,
518.07,5.839e-9,5.839e-9,
518.12,2.054e-9,2.054e-9,
518.17,7.088e-10,7.088e-10,
518.22,2.401e-10,2.401e-10,
518.27,7.980e-11,7.980e-11,
518.32,2.603e-11,2.603e-11,
518.37,8.332e-12,8.332e-12,
518.42,2.617e-12,2.617e-12,
518.67,3.762e-12,3.762e-12,
518.72,1.185e-11,1.185e-11,
518.77,3.667e-11,3.667e-11,
518.82,1.114e-10,1.114e-10,
518.87,3.328e-10,3.328e-10,
518.92,9.743e-10,9.743e-10,
518.97,2.801e-9,2.801e-9,
519.02,7.906e-9,7.906e-9,
519.07,2.191e-8,2.191e-8,
519.12,5.961e-8,5.961e-8,
519.17,1.592e-7,1.592e-7,
519.22,4.177e-7,4.177e-7,
519.27,1.076e-6,1.076e-6,
519.32,2.719e-6,2.719e-6,
519.37,6.750e-6,6.750e-6,
519.42,1.645e-5,1.645e-5,
519.47,3.937e-5,3.937e-5,
519.52,9.249e-5,9.249e-5,
519.57,2.133e-4,2.133e-4,
519.62,4.832e-4,4.832e-4,
519.67,1.074e-3,1.074e-3,
519.72,2.346e-3,2.346e-3,
519.77,5.028e-3,5.028e-3,
519.82,1.058e-2,1.058e-2,
519.87,2.187e-2,2.187e-2,
519.92,4.437e-2,4.437e-2,
519.97,8.839e-2,8.839e-2,
520.02,1.729e-1,1.729e-1,
520.07,3.320e-1,3.320e-1,
520.12,6.260e-1,6.260e-1,
520.17,1.159e+0,1.159e+0,
520.22,2.107e+0,2.107e+0,
520.27,3.760e+0,3.760e+0,
520.32,6.589e+0,6.589e+0,
520.37,1.134e+1,1.134e+1,
520.42,1.916e+1,1.916e+1,
520.47,3.178e+1,3.178e+1,
520.52,5.176e+1,5.176e+1,
520.57,8.278e+1,8.278e+1,
520.62,1.300e+2,1.300e+2,
520.67,2.005e+2,2.005e+2,
520.72,3.035e+2,3.035e+2,
520.77,4.512e+2,4.512e+2,
520.82,6.587e+2,6.587e+2,
520.87,9.442e+2,9.442e+2,
520.92,1.329e+3,1.329e+3,
520.97,1.837e+3,1.837e+3,
521.02,2.493e+3,2.493e+3,
521.07,3.323e+3,3.323e+3,
521.12,4.349e+3,4.349e+3,
521.17,5.590e+3,5.590e+3,
521.22,7.055e+3,7.055e+3,
521.27,8.744e+3,8.744e+3,
521.32,1.064e+4,1.064e+4,
521.37,1.272e+4,1.272e+4,
521.42,1.493e+4,1.493e+4,
521.47,1.722e+4,1.722e+4,
521.52,1.949e+4,1.949e+4,
521.57,2.167e+4,2.167e+4,
521.62,2.367e+4,2.367e+4,
521.67,2.539e+4,2.539e+4,
521.72,2.675e+4,2.675e+4,
521.77,2.768e+4,2.768e+4,
521.82,2.813e+4,2.813e+4,
521.87,2.809e+4,2.809e+4,
521.92,2.754e+4,2.754e+4,
521.97,2.653e+4,2.653e+4,
522.02,2.511e+4,2.511e+4,
522.07,2.334e+4,2.334e+4,
522.12,2.131e+4,2.131e+4,
522.17,1.912e+4,1.912e+4,
522.22,1.685e+4,1.685e+4,
522.27,1.460e+4,1.460e+4,
522.32,1.242e+4,1.242e+4,
522.37,1.038e+4,1.038e+4,
522.42,8.528e+3,8.528e+3,
522.47,6.883e+3,6.883e+3,
522.52,5.459e+3,5.459e+3,
522.57,4.255e+3,4.255e+3,
522.62,3.259e+3,3.259e+3,
522.67,2.453e+3,2.453e+3,
522.72,1.815e+3,1.815e+3,
522.77,1.319e+3,1.319e+3,
522.82,9.426e+2,9.426e+2,
522.87,6.620e+2,6.620e+2,
522.92,4.569e+2,4.569e+2,
522.97,3.100e+2,3.100e+2,
523.02,2.067e+2,2.067e+2,
523.07,1.355e+2,1.355e+2,
523.12,8.732e+1,8.732e+1,
523.17,5.531e+1,5.531e+1,
523.22,3.444e+1,3.444e+1,
523.27,2.108e+1,2.108e+1,
523.32,1.268e+1,1.268e+1,
523.37,7.499e+0,7.499e+0,
523.42,4.360e+0,4.360e+0,
523.47,2.492e+0,2.492e+0,
523.52,1.400e+0,1.400e+0,
523.57,7.730e-1,7.730e-1,
523.62,4.196e-1,4.196e-1,
523.67,2.239e-1,2.239e-1,
523.72,1.175e-1,1.175e-1,
523.77,6.056e-2,6.056e-2,
523.82,3.069e-2,3.069e-2,
523.87,1.529e-2,1.529e-2,
523.92,7.484e-3,7.484e-3,
523.97,3.601e-3,3.601e-3,
524.02,1.703e-3,1.703e-3,
524.07,7.917e-4,7.917e-4,
524.12,3.616e-4,3.616e-4,
524.17,1.623e-4,1.623e-4,
524.22,7.161e-5,7.161e-5,
524.27,3.104e-5,3.104e-5,
524.32,1.322e-5,1.322e-5,
524.37,5.535e-6,5.535e-6,
524.42,2.276e-6,2.276e-6,
524.47,9.198e-7,9.198e-7,
524.52,3.652e-7,3.652e-7,
524.57,1.424e-7,1.424e-7,
524.62,5.459e-8,5.459e-8,
524.67,2.055e-8,2.055e-8,
524.72,7.601e-9,7.601e-9,
524.77,2.762e-9,2.762e-9,
524.82,9.857e-10,9.857e-10,
524.87,3.456e-10,3.456e-10,
524.92,1.190e-10,1.190e-10,
524.97,4.026e-11,4.026e-11,
525.02,1.220e-11,1.220e-11,
525.07,4.007e-12,4.007e-12,
525.12,1.291e-12,1.291e-12,
526.07,1.672e-13,1.672e-13,
526.12,5.158e-13,5.158e-13,
526.17,1.563e-12,1.563e-12,
526.22,4.651e-12,4.651e-12,
526.27,1.360e-11,1.360e-11,
526.32,3.905e-11,3.905e-11,
526.37,1.102e-10,1.102e-10,
526.42,3.053e-10,3.053e-10,
526.47,8.310e-10,8.310e-10,
526.52,2.222e-9,2.222e-9,
526.57,5.837e-9,5.837e-9,
526.62,1.506e-8,1.506e-8,
526.67,3.817e-8,3.817e-8,
526.72,9.503e-8,9.503e-8,
526.77,2.324e-7,2.324e-7,
526.82,5.583e-7,5.583e-7,
526.87,1.318e-6,1.318e-6,
526.92,3.054e-6,3.054e-6,
526.97,6.954e-6,6.954e-6,
527.02,1.556e-5,1.556e-5,
527.07,3.418e-5,3.418e-5,
527.12,7.377e-5,7.377e-5,
527.17,1.564e-4,1.564e-4,
527.22,3.257e-4,3.257e-4,
527.27,6.664e-4,6.664e-4,
527.32,1.339e-3,1.339e-3,
527.37,2.644e-3,2.644e-3,
527.42,5.127e-3,5.127e-3,
527.47,9.765e-3,9.765e-3,
527.52,1.827e-2,1.827e-2,
527.57,3.358e-2,3.358e-2,
527.62,6.064e-2,6.064e-2,
527.67,1.075e-1,1.075e-1,
527.72,1.874e-1,1.874e-1,
527.77,3.206e-1,3.206e-1,
527.82,5.390e-1,5.390e-1,
527.87,8.901e-1,8.901e-1,
527.92,1.444e+0,1.444e+0,
527.97,2.301e+0,2.301e+0,
528.02,3.601e+0,3.601e+0,
528.07,5.537e+0,5.537e+0,
528.12,8.363e+0,8.363e+0,
528.17,1.241e+1,1.241e+1,
528.22,1.808e+1,1.808e+1,
528.27,2.589e+1,2.589e+1,
528.32,3.640e+1,3.640e+1,
528.37,5.029e+1,5.029e+1,
528.42,6.824e+1,6.824e+1,
528.47,9.096e+1,9.096e+1,
528.52,1.191e+2,1.191e+2,
528.57,1.532e+2,1.532e+2,
528.62,1.935e+2,1.935e+2,
528.67,2.402e+2,2.402e+2,
528.72,2.928e+2,2.928e+2,
528.77,3.507e+2,3.507e+2,
528.82,4.125e+2,4.125e+2,
528.87,4.767e+2,4.767e+2,
528.92,5.411e+2,5.411e+2,
528.97,6.034e+2,6.034e+2,
529.02,6.609e+2,6.609e+2,
529.07,7.111e+2,7.111e+2,
529.12,7.515e+2,7.515e+2,
529.17,7.802e+2,7.802e+2,
529.22,7.957e+2,7.957e+2,
529.27,7.971e+2,7.971e+2,
529.32,7.844e+2,7.844e+2,
529.37,7.583e+2,7.583e+2,
529.42,7.200e+2,7.200e+2,
529.47,6.716e+2,6.716e+2,
529.52,6.153e+2,6.153e+2,
529.57,5.538e+2,5.538e+2,
529.62,4.896e+2,4.896e+2,
529.67,4.252e+2,4.252e+2,
529.72,3.628e+2,3.628e+2,
529.77,3.040e+2,3.040e+2,
529.82,2.503e+2,2.503e+2,
529.87,2.024e+2,2.024e+2,
529.92,1.607e+2,1.607e+2,
529.97,1.254e+2,1.254e+2,
530.02,9.613e+1,9.613e+1,
530.07,7.238e+1,7.238e+1,
530.12,5.353e+1,5.353e+1,
530.17,3.889e+1,3.889e+1,
530.22,2.775e+1,2.775e+1,
530.27,1.946e+1,1.946e+1,
530.32,1.340e+1,1.340e+1,
530.37,9.063e+0,9.063e+0,
530.42,6.022e+0,6.022e+0,
530.47,3.930e+0,3.930e+0,
530.52,2.520e+0,2.520e+0,
530.57,1.587e+0,1.587e+0,
530.62,9.820e-1,9.820e-1,
530.67,5.968e-1,5.968e-1,
530.72,3.563e-1,3.563e-1,
530.77,2.089e-1,2.089e-1,
530.82,1.203e-1,1.203e-1,
530.87,6.810e-2,6.810e-2,
530.92,3.785e-2,3.785e-2,
530.97,2.067e-2,2.067e-2,
531.02,1.108e-2,1.108e-2,
531.07,5.840e-3,5.840e-3,
531.12,3.022e-3,3.022e-3,
531.17,1.537e-3,1.537e-3,
531.22,7.673e-4,7.673e-4,
531.27,3.764e-4,3.764e-4,
531.32,1.814e-4,1.814e-4,
531.37,8.586e-5,8.586e-5,
531.42,3.992e-5,3.992e-5,
531.47,1.823e-5,1.823e-5,
531.52,8.181e-6,8.181e-6,
531.57,3.606e-6,3.606e-6,
531.62,1.561e-6,1.561e-6,
531.67,6.638e-7,6.638e-7,
531.72,2.773e-7,2.773e-7,
531.77,1.138e-7,1.138e-7,
531.82,4.587e-8,4.587e-8,
531.87,1.816e-8,1.816e-8,
531.92,7.065e-9,7.065e-9,
531.97,2.699e-9,2.699e-9,
532.02,1.013e-9,1.013e-9,
532.07,3.735e-10,3.735e-10,
532.12,1.353e-10,1.353e-10,
532.17,4.812e-11,4.812e-11,
532.22,1.682e-11,1.682e-11,
