Wavelength (nm),Sum(calc),Cr I (1.8e-2),Cr II (1.8e-1),Fe I (7.5e-2),Fe II (4.1e-1),Fe III (5.6e-5),Ni I (6.1e-2),Ni II (1.9e-1),Ni III (6.3e-6),Cu I (4.4e-3),Cu II (1.1e-2),Mo I (4.3e-3)
493.87,3.559e+2,8.685e+1,,2.050e-15,4.923e-7,5.114e-28,2.690e+2,,8.669e-27,9.663e-17,1.222e-2,2.767e-9
493.89,3.128e+2,7.377e+1,,1.909e-15,9.097e-7,5.112e-28,2.391e+2,,8.671e-27,9.671e-17,1.099e-2,5.979e-9
493.92,2.524e+2,5.640e+1,,1.698e-15,2.231e-6,5.108e-28,1.959e+2,,8.675e-27,9.682e-17,9.155e-3,1.853e-8
493.94,2.156e+2,4.647e+1,,1.557e-15,3.993e-6,5.105e-28,1.691e+2,,8.678e-27,9.690e-17,7.973e-3,3.874e-8
493.97,1.667e+2,3.406e+1,,1.345e-15,9.334e-6,5.101e-28,1.326e+2,,8.681e-27,9.702e-17,6.324e-3,1.143e-7
493.99,1.385e+2,2.740e+1,,1.204e-15,1.618e-5,5.098e-28,1.111e+2,,8.684e-27,9.710e-17,5.332e-3,2.314e-7
494.02,1.029e+2,1.963e+1,,9.925e-16,3.605e-5,5.094e-28,8.326e+1,,8.688e-27,9.722e-17,4.027e-3,6.501e-7
494.04,8.346e+1,1.579e+1,,8.515e-16,6.053e-5,5.091e-28,6.767e+1,,8.690e-27,9.730e-17,3.285e-3,1.274e-6
494.07,6.021e+1,1.176e+1,,6.399e-16,1.286e-4,5.087e-28,4.846e+1,,8.694e-27,9.742e-17,2.362e-3,3.408e-6
494.09,4.826e+1,1.007e+1,,4.989e-16,2.091e-4,5.085e-28,3.819e+1,,8.697e-27,9.750e-17,1.865e-3,6.461e-6
494.12,3.490e+1,8.792e+0,,2.874e-16,4.234e-4,5.081e-28,2.611e+1,,8.700e-27,9.762e-17,1.276e-3,1.646e-5
494.14,2.860e+1,8.652e+0,,1.599e-15,6.671e-4,5.078e-28,1.994e+1,,8.703e-27,9.769e-17,9.753e-4,3.021e-5
494.17,2.233e+1,9.321e+0,,7.553e-15,1.288e-3,5.074e-28,1.301e+1,,8.707e-27,9.781e-17,6.355e-4,7.328e-5
494.19,1.989e+1,1.026e+1,,2.092e-14,1.966e-3,5.071e-28,9.631e+0,,8.709e-27,9.789e-17,4.699e-4,1.302e-4
494.22,1.824e+1,1.224e+1,,9.415e-14,3.620e-3,5.067e-28,5.991e+0,,8.713e-27,9.801e-17,2.915e-4,3.007e-4
494.24,1.818e+1,1.387e+1,,2.525e-13,5.352e-3,5.065e-28,4.297e+0,,8.716e-27,9.809e-17,2.086e-4,5.169e-4
494.26,1.873e+1,1.568e+1,,6.685e-13,7.815e-3,5.062e-28,3.043e+0,,8.718e-27,9.817e-17,1.473e-4,8.772e-4
494.29,2.036e+1,1.858e+1,,2.811e-12,1.347e-2,5.058e-28,1.770e+0,,8.722e-27,9.829e-17,8.528e-5,1.892e-3
494.31,2.178e+1,2.055e+1,,7.206e-12,1.905e-2,5.055e-28,1.214e+0,,8.724e-27,9.837e-17,5.828e-5,3.108e-3
494.34,2.410e+1,2.339e+1,,2.886e-11,3.131e-2,5.051e-28,6.732e-1,,8.728e-27,9.849e-17,3.212e-5,6.383e-3
494.36,2.561e+1,2.511e+1,,7.164e-11,4.292e-2,5.049e-28,4.471e-1,,8.731e-27,9.857e-17,2.125e-5,1.015e-2
494.39,2.759e+1,2.727e+1,,2.734e-10,6.730e-2,5.045e-28,2.362e-1,,8.735e-27,9.868e-17,1.116e-5,1.984e-2
494.41,2.863e+1,2.835e+1,,6.569e-10,8.942e-2,5.042e-28,1.519e-1,,8.737e-27,9.876e-17,7.166e-6,3.053e-2
494.44,2.961e+1,2.934e+1,,2.388e-9,1.338e-1,5.038e-28,7.643e-2,,8.741e-27,9.888e-17,3.647e-6,5.686e-2
494.46,2.983e+1,2.953e+1,,5.556e-9,1.723e-1,5.035e-28,4.758e-2,,8.743e-27,9.896e-17,2.359e-6,8.467e-2
494.49,2.952e+1,2.910e+1,,1.924e-8,2.461e-1,5.031e-28,2.280e-2,,8.747e-27,9.908e-17,1.414e-6,1.502e-1
494.51,2.888e+1,2.834e+1,,4.335e-8,3.073e-1,5.029e-28,1.374e-2,,8.750e-27,9.916e-17,1.272e-6,2.164e-1
494.54,2.738e+1,2.659e+1,,1.430e-7,4.190e-1,5.025e-28,6.273e-3,,8.753e-27,9.928e-17,1.755e-6,3.655e-1
494.56,2.609e+1,2.507e+1,,3.119e-7,5.075e-1,5.022e-28,3.659e-3,,8.756e-27,9.936e-17,2.675e-6,5.098e-1
494.59,2.388e+1,2.240e+1,,9.806e-7,6.614e-1,5.018e-28,1.590e-3,,8.760e-27,9.948e-17,5.532e-6,8.198e-1
494.61,2.232e+1,2.044e+1,,2.071e-6,7.775e-1,5.015e-28,8.979e-4,,8.762e-27,9.955e-17,9.062e-6,1.107e+0
494.64,2.005e+1,1.738e+1,,6.201e-6,9.693e-1,5.011e-28,3.717e-4,,8.766e-27,9.967e-17,1.871e-5,1.695e+0
494.66,1.867e+1,1.535e+1,,1.268e-5,1.107e+0,5.009e-28,2.031e-4,,8.769e-27,9.975e-17,2.991e-5,2.215e+0
494.68,1.749e+1,1.338e+1,,2.558e-5,1.250e+0,5.006e-28,1.095e-4,,8.771e-27,9.983e-17,4.720e-5,2.857e+0
494.71,1.619e+1,1.064e+1,,7.158e-5,1.469e+0,5.002e-28,4.233e-5,,8.775e-27,9.995e-17,9.132e-5,4.085e+0
494.73,1.570e+1,8.983e+0,,1.399e-4,1.615e+0,4.999e-28,2.209e-5,,8.778e-27,1.000e-16,1.395e-4,5.100e+0
494.76,1.559e+1,6.822e+0,,3.728e-4,1.827e+0,4.995e-28,8.129e-6,,8.781e-27,1.001e-16,2.571e-4,6.942e+0
494.78,1.596e+1,5.608e+0,,7.053e-4,1.960e+0,4.993e-28,4.106e-6,,8.784e-27,1.002e-16,3.802e-4,8.389e+0
494.81,1.716e+1,4.135e+0,,1.791e-3,2.143e+0,4.989e-28,1.439e-6,,8.788e-27,1.003e-16,6.671e-4,1.088e+1
494.83,1.836e+1,3.383e+0,,3.280e-3,2.251e+0,4.986e-28,7.033e-7,,8.790e-27,1.004e-16,9.549e-4,1.272e+1
494.86,2.070e+1,2.599e+0,,7.936e-3,2.393e+0,4.982e-28,2.345e-7,,8.794e-27,1.005e-16,1.596e-3,1.570e+1
494.88,2.257e+1,2.309e+0,,1.407e-2,2.472e+0,4.979e-28,1.110e-7,,8.796e-27,1.006e-16,2.211e-3,1.777e+1
494.91,2.575e+1,2.247e+0,,3.243e-2,2.571e+0,4.975e-28,3.523e-8,,8.800e-27,1.007e-16,3.518e-3,2.089e+1
494.93,2.806e+1,2.483e+0,,5.568e-2,2.625e+0,4.972e-28,1.613e-8,,8.803e-27,1.008e-16,4.717e-3,2.289e+1
494.96,3.178e+1,3.341e+0,,1.222e-1,2.688e+0,4.968e-28,4.877e-9,,8.807e-27,1.009e-16,7.149e-3,2.562e+1
494.98,3.443e+1,4.324e+0,,2.032e-1,2.719e+0,4.966e-28,2.161e-9,,8.809e-27,1.010e-16,9.279e-3,2.717e+1
495.01,3.874e+1,6.587e+0,,4.250e-1,2.752e+0,4.962e-28,6.218e-10,,8.813e-27,1.011e-16,1.339e-2,2.896e+1
495.03,4.194e+1,8.753e+0,,6.839e-1,2.762e+0,4.959e-28,2.666e-10,,8.815e-27,1.012e-16,1.682e-2,2.973e+1
495.05,4.556e+1,1.157e+1,,1.086e+0,2.764e+0,4.956e-28,1.128e-10,,8.818e-27,1.013e-16,2.086e-2,3.012e+1
495.08,5.214e+1,1.726e+1,,2.123e+0,2.745e+0,4.952e-28,3.031e-11,,8.822e-27,1.014e-16,2.811e-2,2.999e+1
495.1,5.765e+1,2.222e+1,,3.266e+0,2.717e+0,4.950e-28,1.241e-11,,8.824e-27,1.015e-16,3.374e-2,2.942e+1
495.13,6.839e+1,3.171e+1,,6.079e+0,2.647e+0,4.946e-28,3.175e-12,,8.828e-27,1.016e-16,4.330e-2,2.791e+1
495.15,7.778e+1,3.957e+1,,9.052e+0,2.581e+0,4.943e-28,1.258e-12,,8.831e-27,1.017e-16,5.030e-2,2.653e+1
495.18,9.642e+1,5.383e+1,,1.605e+1,2.450e+0,4.939e-28,3.063e-13,,8.834e-27,1.018e-16,6.147e-2,2.403e+1
495.2,1.127e+2,6.502e+1,,2.314e+1,2.342e+0,4.936e-28,1.174e-13,,8.837e-27,1.019e-16,6.913e-2,2.217e+1
495.23,1.448e+2,8.424e+1,,3.910e+1,2.152e+0,4.932e-28,2.722e-14,,8.841e-27,1.020e-16,8.044e-2,1.926e+1
495.25,1.725e+2,9.851e+1,,5.457e+1,2.009e+0,4.930e-28,1.010e-14,,8.843e-27,1.021e-16,8.756e-2,1.735e+1
495.28,2.259e+2,1.215e+2,,8.782e+1,1.777e+0,4.926e-28,2.229e-15,,8.847e-27,1.022e-16,9.703e-2,1.468e+1
495.3,2.711e+2,1.376e+2,,1.187e+2,1.616e+0,4.923e-28,8.007e-16,,8.850e-27,1.023e-16,1.022e-1,1.312e+1
495.33,3.563e+2,1.616e+2,,1.819e+2,1.371e+0,4.919e-28,1.682e-16,,8.853e-27,1.024e-16,1.079e-1,1.122e+1
495.35,4.267e+2,1.771e+2,,2.380e+2,1.211e+0,4.916e-28,1.677e-16,,8.856e-27,1.025e-16,1.100e-1,1.031e+1
495.38,5.564e+2,1.982e+2,,3.476e+2,9.831e-1,4.912e-28,1.670e-16,,8.860e-27,1.026e-16,1.105e-1,9.552e+0
495.4,6.608e+2,2.101e+2,,4.402e+2,8.426e-1,4.910e-28,1.665e-16,,8.862e-27,1.027e-16,1.091e-1,9.478e+0
495.42,7.809e+2,2.199e+2,,5.503e+2,7.133e-1,4.907e-28,1.660e-16,,8.865e-27,1.028e-16,1.063e-1,9.760e+0
495.45,9.922e+2,2.298e+2,,7.509e+2,5.428e-1,4.903e-28,1.653e-16,,8.869e-27,1.029e-16,9.975e-2,1.085e+1
495.47,1.154e+3,2.329e+2,,9.088e+2,4.453e-1,4.900e-28,1.648e-16,,8.871e-27,1.030e-16,9.407e-2,1.200e+1
495.5,1.428e+3,2.317e+2,,1.181e+3,3.231e-1,4.896e-28,1.640e-16,,8.875e-27,1.031e-16,8.406e-2,1.431e+1
495.52,1.628e+3,2.272e+2,,1.384e+3,2.568e-1,4.894e-28,1.636e-16,,8.877e-27,1.032e-16,7.673e-2,1.619e+1
495.55,1.949e+3,2.153e+2,,1.714e+3,1.776e-1,4.890e-28,1.628e-16,,8.881e-27,1.033e-16,6.529e-2,1.939e+1
495.57,2.170e+3,2.044e+2,,1.944e+3,1.367e-1,4.887e-28,1.623e-16,,8.884e-27,1.034e-16,5.769e-2,2.170e+1
495.6,2.503e+3,1.845e+2,,2.293e+3,9.009e-2,4.883e-28,1.616e-16,,8.888e-27,1.035e-16,4.675e-2,2.524e+1
495.62,2.715e+3,1.695e+2,,2.518e+3,6.713e-2,4.880e-28,1.611e-16,,8.890e-27,1.036e-16,3.997e-2,2.755e+1
495.65,3.005e+3,1.456e+2,,2.829e+3,4.214e-2,4.876e-28,1.604e-16,,8.894e-27,1.037e-16,3.085e-2,3.072e+1
495.67,3.170e+3,1.295e+2,,3.008e+3,3.040e-2,4.874e-28,1.599e-16,,8.896e-27,1.037e-16,2.553e-2,3.253e+1
495.7,3.359e+3,1.060e+2,,3.219e+3,1.818e-2,4.870e-28,1.592e-16,,8.900e-27,1.039e-16,1.876e-2,3.463e+1
495.72,3.440e+3,9.124e+1,,3.313e+3,1.269e-2,4.867e-28,1.587e-16,,8.903e-27,1.039e-16,1.503e-2,3.553e+1
495.75,3.484e+3,7.111e+1,,3.377e+3,7.228e-3,4.863e-28,1.579e-16,,8.907e-27,1.041e-16,1.052e-2,3.604e+1
495.77,3.461e+3,5.925e+1,,3.366e+3,4.886e-3,4.860e-28,1.575e-16,,8.909e-27,1.041e-16,8.158e-3,3.580e+1
495.79,3.395e+3,4.873e+1,,3.311e+3,3.260e-3,4.857e-28,1.570e-16,,8.912e-27,1.042e-16,6.244e-3,3.511e+1
495.82,3.222e+3,3.546e+1,,3.153e+3,1.733e-3,4.853e-28,1.562e-16,,8.915e-27,1.043e-16,4.080e-3,3.327e+1
495.84,3.062e+3,2.823e+1,,3.003e+3,1.119e-3,4.851e-28,1.558e-16,,8.918e-27,1.044e-16,3.023e-3,3.158e+1
495.87,2.772e+3,1.957e+1,,2.723e+3,5.669e-4,4.847e-28,1.550e-16,,8.922e-27,1.045e-16,1.881e-3,2.850e+1
495.89,2.552e+3,1.508e+1,,2.511e+3,3.543e-4,4.844e-28,1.545e-16,,8.924e-27,1.046e-16,1.349e-3,2.619e+1
495.92,2.202e+3,9.951e+0,,2.169e+3,1.709e-4,4.840e-28,1.538e-16,,8.928e-27,1.047e-16,7.995e-4,2.251e+1
495.94,1.964e+3,7.422e+0,,1.936e+3,1.034e-4,4.837e-28,1.533e-16,,8.931e-27,1.048e-16,5.549e-4,2.002e+1
495.97,1.615e+3,4.665e+0,,1.594e+3,4.748e-5,4.833e-28,1.526e-16,,8.934e-27,1.049e-16,3.131e-4,1.639e+1
495.99,1.394e+3,3.367e+0,,1.377e+3,2.780e-5,4.831e-28,1.521e-16,,8.937e-27,1.050e-16,2.104e-4,1.411e+1
496.02,1.092e+3,2.016e+0,,1.079e+3,1.216e-5,4.827e-28,1.514e-16,,8.941e-27,1.051e-16,1.131e-4,1.100e+1
496.04,9.135e+2,1.408e+0,,9.029e+2,6.891e-6,4.824e-28,1.509e-16,,8.943e-27,1.052e-16,7.352e-5,9.167e+0
496.07,6.818e+2,8.028e-1,,6.742e+2,2.869e-6,4.820e-28,1.501e-16,,8.947e-27,1.053e-16,3.762e-5,6.806e+0
496.09,5.520e+2,5.430e-1,,5.459e+2,1.574e-6,4.817e-28,1.497e-16,,8.950e-27,1.054e-16,2.368e-5,5.490e+0
496.12,3.924e+2,2.947e-1,,3.883e+2,6.242e-7,4.813e-28,1.489e-16,,8.953e-27,1.055e-16,1.154e-5,3.882e+0
496.14,3.076e+2,1.930e-1,,3.044e+2,3.314e-7,4.811e-28,1.484e-16,,8.956e-27,1.056e-16,7.031e-6,3.031e+0
496.16,2.380e+2,1.247e-1,,2.355e+2,1.737e-7,4.808e-28,1.480e-16,,8.958e-27,1.057e-16,4.228e-6,2.336e+0
496.19,1.581e+2,6.320e-2,,1.565e+2,6.432e-8,4.804e-28,1.472e-16,,8.962e-27,1.058e-16,1.924e-6,1.543e+0
496.21,1.184e+2,3.953e-2,,1.172e+2,3.263e-8,4.801e-28,1.467e-16,,8.965e-27,1.059e-16,1.120e-6,1.151e+0
496.24,7.493e+1,1.908e-2,,7.419e+1,1.150e-8,4.797e-28,1.460e-16,,8.968e-27,1.060e-16,4.853e-7,7.237e-1
496.26,5.434e+1,1.155e-2,,5.380e+1,5.648e-9,4.795e-28,1.455e-16,,8.971e-27,1.061e-16,2.734e-7,5.226e-1
496.29,3.275e+1,5.311e-3,,3.243e+1,1.896e-9,4.791e-28,1.448e-16,,8.975e-27,1.062e-16,1.128e-7,3.130e-1
496.31,2.299e+1,3.112e-3,,2.277e+1,9.012e-10,4.788e-28,1.443e-16,,8.977e-27,1.063e-16,6.153e-8,2.188e-1
496.34,1.320e+1,1.362e-3,,1.307e+1,2.882e-10,4.784e-28,1.436e-16,,8.981e-27,1.064e-16,2.418e-8,1.248e-1
496.36,8.968e+0,7.728e-4,,8.883e+0,1.328e-10,4.781e-28,1.431e-16,,8.984e-27,1.065e-16,1.276e-8,8.444e-2
496.39,4.904e+0,3.222e-4,,4.858e+0,4.137e-11,4.777e-28,1.423e-16,,8.987e-27,1.066e-16,4.776e-9,4.587e-2
496.41,3.226e+0,1.769e-4,,3.196e+0,2.034e-11,4.775e-28,4.048e-16,,8.990e-27,1.067e-16,2.440e-9,3.004e-2
496.44,1.680e+0,7.023e-5,,1.665e+0,1.339e-11,4.771e-28,1.895e-15,,8.994e-27,1.068e-16,8.696e-10,1.554e-2
496.46,1.070e+0,3.732e-5,,1.060e+0,2.059e-11,4.768e-28,5.216e-15,,8.996e-27,1.069e-16,4.300e-10,9.852e-3
496.49,5.308e-1,1.411e-5,,5.259e-1,6.075e-11,4.764e-28,2.326e-14,,9.000e-27,1.070e-16,1.459e-10,4.854e-3
496.51,3.273e-1,7.258e-6,,3.243e-1,1.308e-10,4.761e-28,6.202e-14,,9.003e-27,1.071e-16,6.985e-11,2.979e-3
496.54,1.546e-1,2.613e-6,,1.532e-1,4.076e-10,4.757e-28,2.635e-13,,9.006e-27,1.072e-16,2.257e-11,1.397e-3
496.56,9.228e-2,1.301e-6,,9.145e-2,8.566e-10,4.755e-28,6.802e-13,,9.009e-27,1.073e-16,1.046e-11,8.302e-4
496.58,5.437e-2,6.394e-7,,5.388e-2,1.777e-9,4.752e-28,1.733e-12,,9.011e-27,1.074e-16,4.783e-12,4.868e-4
496.61,2.399e-2,2.150e-7,,2.378e-2,5.184e-9,4.748e-28,6.882e-12,,9.015e-27,1.075e-16,1.443e-12,2.133e-4
496.63,1.368e-2,1.023e-7,,1.356e-2,1.041e-8,4.745e-28,1.698e-11,,9.018e-27,1.075e-16,6.388e-13,1.211e-4
496.66,5.752e-3,3.274e-8,,5.701e-3,2.895e-8,4.741e-28,6.424e-11,,9.022e-27,1.077e-16,1.836e-13,5.052e-5
496.68,3.176e-3,1.508e-8,,3.148e-3,5.630e-8,4.738e-28,1.535e-10,,9.024e-27,1.077e-16,7.865e-14,2.775e-5
496.71,1.272e-3,4.596e-9,,1.260e-3,1.491e-7,4.734e-28,5.532e-10,,9.028e-27,1.079e-16,2.152e-14,1.103e-5
496.73,6.798e-4,2.049e-9,,6.736e-4,2.807e-7,4.732e-28,1.280e-9,,9.030e-27,1.079e-16,8.926e-15,5.865e-6
496.76,2.598e-4,5.948e-10,,2.569e-4,7.082e-7,4.728e-28,4.394e-9,,9.034e-27,1.081e-16,2.326e-15,2.220e-6
496.78,1.353e-4,2.566e-10,,1.329e-4,1.291e-6,4.725e-28,9.842e-9,,9.037e-27,1.081e-16,9.337e-16,1.143e-6
496.81,5.182e-5,7.095e-11,,4.827e-5,3.103e-6,4.721e-28,3.220e-8,,9.041e-27,1.083e-16,2.317e-16,4.119e-7
496.83,2.993e-5,2.963e-11,,2.418e-5,5.479e-6,4.718e-28,6.984e-8,,9.043e-27,1.083e-16,9.002e-17,2.052e-7
496.86,2.120e-5,7.801e-12,,8.363e-6,1.254e-5,4.714e-28,2.177e-7,,9.047e-27,1.085e-16,2.127e-17,7.044e-8
496.88,2.599e-5,3.153e-12,,4.055e-6,2.144e-5,4.712e-28,4.572e-7,,9.049e-27,1.085e-16,8.000e-18,3.398e-8
496.91,4.948e-5,7.906e-13,,1.336e-6,4.678e-5,4.708e-28,1.358e-6,,9.053e-27,1.087e-16,1.800e-18,1.111e-8
496.93,8.081e-5,3.093e-13,,6.270e-7,7.742e-5,4.705e-28,2.761e-6,,9.056e-27,1.087e-16,6.722e-19,5.186e-9
496.95,1.323e-4,1.194e-13,,2.905e-7,1.265e-4,4.702e-28,5.541e-6,,9.058e-27,1.088e-16,2.831e-19,2.390e-9
496.98,2.733e-4,2.797e-14,,8.940e-8,2.578e-4,4.698e-28,1.538e-5,,9.062e-27,1.089e-16,2.698e-19,7.296e-10
497,4.378e-4,1.045e-14,,4.009e-8,4.078e-4,4.696e-28,2.989e-5,,9.065e-27,1.090e-16,6.014e-19,3.254e-10
497.03,8.710e-4,2.331e-15,,1.175e-8,7.920e-4,4.692e-28,7.905e-5,,9.068e-27,1.091e-16,2.648e-18,9.462e-11
497.05,1.362e-3,8.434e-16,,5.102e-9,1.213e-3,4.689e-28,1.488e-4,,9.071e-27,1.092e-16,6.998e-18,4.086e-11
497.08,2.619e-3,1.791e-16,,1.424e-9,2.244e-3,4.685e-28,3.748e-4,,9.075e-27,1.093e-16,2.936e-17,1.131e-11
497.1,4.011e-3,1.790e-16,,5.991e-10,3.328e-3,4.682e-28,6.829e-4,,9.077e-27,1.094e-16,7.515e-17,4.729e-12
497.13,7.505e-3,1.788e-16,,1.616e-10,5.866e-3,4.678e-28,1.639e-3,,9.081e-27,1.095e-16,3.004e-16,1.247e-12
497.15,1.131e-2,1.787e-16,,7.068e-11,8.422e-3,4.676e-28,2.892e-3,,9.084e-27,1.096e-16,7.445e-16,5.045e-13
497.18,2.076e-2,1.785e-16,,3.860e-11,1.414e-2,4.672e-28,6.615e-3,,9.087e-27,1.097e-16,2.836e-15,1.267e-13
497.2,3.096e-2,1.784e-16,,5.907e-11,1.966e-2,4.669e-28,1.130e-2,,9.090e-27,1.098e-16,6.806e-15,4.962e-14
497.23,5.608e-2,1.782e-16,,1.889e-10,3.145e-2,4.665e-28,2.463e-2,,9.094e-27,1.099e-16,2.470e-14,1.187e-14
497.25,8.307e-2,1.781e-16,,4.304e-10,4.234e-2,4.662e-28,4.073e-2,,9.096e-27,1.100e-16,5.740e-14,4.498e-15
497.28,1.491e-1,1.780e-16,,1.458e-9,6.453e-2,4.658e-28,8.457e-2,,9.100e-27,1.101e-16,1.985e-13,1.025e-15
497.3,2.195e-1,1.778e-16,,3.240e-9,8.409e-2,4.656e-28,1.354e-1,,9.103e-27,1.102e-16,4.467e-13,3.760e-16
497.32,3.223e-1,1.777e-16,,7.106e-9,1.082e-1,4.653e-28,2.141e-1,,9.105e-27,1.103e-16,9.925e-13,1.362e-16
497.35,5.695e-1,1.775e-16,,2.253e-8,1.541e-1,4.649e-28,4.154e-1,,9.109e-27,1.104e-16,3.208e-12,2.897e-17
497.37,8.279e-1,1.774e-16,,4.785e-8,1.919e-1,4.646e-28,6.359e-1,,9.111e-27,1.105e-16,6.901e-12,2.864e-17
497.4,1.436e+0,1.773e-16,,1.446e-7,2.604e-1,4.642e-28,1.176e+0,,9.115e-27,1.106e-16,2.126e-11,2.816e-17
497.42,2.057e+0,1.771e-16,,2.974e-7,3.141e-1,4.640e-28,1.743e+0,,9.118e-27,1.107e-16,4.428e-11,2.783e-17
497.45,3.475e+0,1.770e-16,,8.561e-7,4.060e-1,4.636e-28,3.069e+0,,9.122e-27,1.108e-16,1.299e-10,2.735e-17
497.47,4.879e+0,1.769e-16,,1.705e-6,4.741e-1,4.633e-28,4.405e+0,,9.124e-27,1.109e-16,2.621e-10,2.703e-17
497.5,7.976e+0,1.767e-16,,4.677e-6,5.839e-1,4.629e-28,7.392e+0,,9.128e-27,1.110e-16,7.330e-10,2.654e-17
497.52,1.093e+1,1.766e-16,,9.018e-6,6.601e-1,4.626e-28,1.027e+1,,9.130e-27,1.111e-16,1.432e-9,2.622e-17
497.55,1.720e+1,1.764e-16,,2.357e-5,7.745e-1,4.622e-28,1.642e+1,,9.134e-27,1.112e-16,3.815e-9,2.573e-17
497.57,2.295e+1,1.763e-16,,4.402e-5,8.478e-1,4.619e-28,2.210e+1,,9.137e-27,1.113e-16,7.215e-9,2.541e-17
497.6,3.461e+1,1.761e-16,,1.096e-4,9.478e-1,4.615e-28,3.366e+1,,9.140e-27,1.114e-16,1.832e-8,2.493e-17
497.62,4.486e+1,1.760e-16,,1.982e-4,1.005e+0,4.613e-28,4.385e+1,,9.143e-27,1.115e-16,3.355e-8,2.460e-17
497.65,6.472e+1,1.758e-16,,4.705e-4,1.070e+0,4.609e-28,6.365e+1,,9.147e-27,1.116e-16,8.117e-8,2.412e-17
497.67,8.139e+1,1.757e-16,,8.237e-4,1.098e+0,4.606e-28,8.029e+1,,9.149e-27,1.117e-16,1.440e-7,2.380e-17
497.69,1.011e+2,1.756e-16,,1.424e-3,1.112e+0,4.603e-28,9.998e+1,,9.152e-27,1.117e-16,2.520e-7,2.347e-17
497.72,1.367e+2,1.754e-16,,3.158e-3,1.107e+0,4.599e-28,1.356e+2,,9.156e-27,1.119e-16,5.699e-7,2.299e-17
497.74,1.646e+2,1.753e-16,,5.286e-3,1.086e+0,4.597e-28,1.635e+2,,9.158e-27,1.119e-16,9.662e-7,2.266e-17
497.77,2.123e+2,1.751e-16,,1.117e-2,1.030e+0,4.593e-28,2.113e+2,,9.162e-27,1.121e-16,2.082e-6,2.218e-17
497.79,2.477e+2,1.750e-16,,1.811e-2,9.787e-1,4.590e-28,2.467e+2,,9.165e-27,1.121e-16,3.417e-6,2.186e-17
497.82,3.047e+2,1.749e-16,,3.647e-2,8.853e-1,4.586e-28,3.037e+2,,9.168e-27,1.123e-16,7.016e-6,2.137e-17
497.84,3.442e+2,1.747e-16,,5.723e-2,8.155e-1,4.583e-28,3.434e+2,,9.171e-27,1.123e-16,1.115e-5,2.105e-17
497.87,4.036e+2,1.746e-16,,1.098e-1,7.053e-1,4.579e-28,4.028e+2,,9.175e-27,1.125e-16,2.182e-5,2.056e-17
497.89,4.417e+2,1.745e-16,,1.669e-1,6.317e-1,4.577e-28,4.409e+2,,9.177e-27,1.125e-16,3.359e-5,2.024e-17
497.92,4.936e+2,1.743e-16,,3.052e-1,5.265e-1,4.573e-28,4.928e+2,,9.181e-27,1.127e-16,6.261e-5,1.976e-17
497.94,5.231e+2,1.742e-16,,4.491e-1,4.628e-1,4.570e-28,5.222e+2,,9.183e-27,1.127e-16,9.332e-5,1.943e-17
497.97,5.573e+2,1.740e-16,,7.825e-1,3.809e-1,4.566e-28,5.561e+2,,9.187e-27,1.129e-16,1.658e-4,1.895e-17
497.99,5.721e+2,1.739e-16,,1.115e+0,3.374e-1,4.563e-28,5.707e+2,,9.190e-27,1.129e-16,2.392e-4,1.863e-17
498.02,5.811e+2,1.737e-16,,1.851e+0,2.915e-1,4.559e-28,5.790e+2,,9.194e-27,1.131e-16,4.049e-4,1.814e-17
498.04,5.781e+2,1.736e-16,,2.554e+0,2.749e-1,4.557e-28,5.753e+2,,9.196e-27,1.131e-16,5.659e-4,1.782e-17
498.06,5.680e+2,1.735e-16,,3.479e+0,2.703e-1,4.554e-28,5.642e+2,,9.199e-27,1.132e-16,7.808e-4,1.749e-17
498.09,5.407e+2,1.733e-16,,5.398e+0,2.864e-1,4.550e-28,5.350e+2,,9.202e-27,1.133e-16,1.235e-3,1.701e-17
498.11,5.155e+2,1.732e-16,,7.120e+0,3.129e-1,4.547e-28,5.081e+2,,9.205e-27,1.134e-16,1.650e-3,1.669e-17
498.14,4.699e+2,1.730e-16,,1.053e+1,3.762e-1,4.543e-28,4.590e+2,,9.209e-27,1.135e-16,2.488e-3,1.620e-17
498.16,4.360e+2,1.729e-16,,1.345e+1,4.336e-1,4.541e-28,4.221e+2,,9.211e-27,1.136e-16,3.218e-3,1.588e-17
498.19,3.828e+2,1.727e-16,,1.894e+1,5.410e-1,4.537e-28,3.633e+2,,9.215e-27,1.137e-16,4.622e-3,1.539e-17
498.21,3.475e+2,1.726e-16,,2.343e+1,6.251e-1,4.534e-28,3.235e+2,,9.218e-27,1.138e-16,5.790e-3,1.507e-17
498.24,2.975e+2,1.724e-16,,3.145e+1,7.661e-1,4.530e-28,2.653e+2,,9.221e-27,1.139e-16,7.925e-3,1.459e-17
498.26,2.672e+2,1.723e-16,,3.767e+1,8.671e-1,4.527e-28,2.287e+2,,9.224e-27,1.140e-16,9.613e-3,1.426e-17
498.29,2.279e+2,1.722e-16,,4.818e+1,1.023e+0,4.523e-28,1.787e+2,,9.228e-27,1.141e-16,1.254e-2,1.378e-17
498.31,2.062e+2,1.720e-16,,5.587e+1,1.125e+0,4.521e-28,1.492e+2,,9.230e-27,1.142e-16,1.473e-2,1.346e-17
498.34,1.804e+2,1.719e-16,,6.810e+1,1.268e+0,4.517e-28,1.110e+2,,9.234e-27,1.143e-16,1.830e-2,1.297e-17
