Wavelength (nm),Sum(calc),Fe I (1.5e-1),Fe II (8.0e-1),Fe III (1.1e-4),Ni I (1.2e-2),Ni II (3.8e-2),Ni III (1.3e-6)
580.95,1.258e-10,1.673e-15,1.278e-17,1.258e-10,1.256e-15,,1.475e-26
580.97,1.500e-10,1.675e-15,1.277e-17,1.500e-10,1.256e-15,,1.475e-26
581,1.918e-10,1.677e-15,1.276e-17,1.918e-10,1.256e-15,,1.474e-26
581.02,2.234e-10,1.679e-15,1.276e-17,2.234e-10,1.256e-15,,1.474e-26
581.05,2.759e-10,1.681e-15,1.275e-17,2.759e-10,1.257e-15,,1.473e-26
581.07,3.140e-10,1.683e-15,1.274e-17,3.140e-10,1.257e-15,,1.472e-26
581.1,3.746e-10,1.685e-15,1.273e-17,3.746e-10,1.257e-15,,1.471e-26
581.12,4.167e-10,1.687e-15,1.273e-17,4.167e-10,1.257e-15,,1.471e-26
581.14,4.594e-10,1.688e-15,1.272e-17,4.594e-10,1.257e-15,,1.470e-26
581.17,5.231e-10,1.691e-15,1.271e-17,5.231e-10,1.257e-15,,1.470e-26
581.19,5.643e-10,1.692e-15,1.270e-17,5.643e-10,1.257e-15,,1.469e-26
581.22,6.225e-10,1.695e-15,1.269e-17,6.225e-10,1.257e-15,,1.468e-26
581.24,6.579e-10,1.696e-15,1.269e-17,6.579e-10,1.258e-15,,1.468e-26
581.27,7.047e-10,1.699e-15,1.268e-17,7.047e-10,1.258e-15,,1.467e-26
581.29,7.312e-10,1.700e-15,1.267e-17,7.312e-10,1.258e-15,,1.466e-26
581.32,7.635e-10,1.703e-15,1.266e-17,7.635e-10,1.258e-15,,1.466e-26
581.34,7.802e-10,1.704e-15,1.265e-17,7.802e-10,1.258e-15,,1.465e-26
581.37,7.987e-10,1.707e-15,1.265e-17,7.987e-10,1.258e-15,,1.464e-26
581.39,8.074e-10,1.708e-15,1.264e-17,8.074e-10,1.258e-15,,1.464e-26
581.42,8.168e-10,1.711e-15,1.263e-17,8.168e-10,1.259e-15,,1.463e-26
581.44,8.217e-10,1.712e-15,1.262e-17,8.217e-10,1.259e-15,,1.462e-26
581.47,8.291e-10,1.715e-15,1.261e-17,8.291e-10,1.259e-15,,1.462e-26
581.49,8.352e-10,1.716e-15,1.261e-17,8.352e-10,1.259e-15,,1.461e-26
581.51,8.430e-10,1.718e-15,1.260e-17,8.430e-10,1.259e-15,,1.461e-26
581.54,8.590e-10,1.720e-15,1.259e-17,8.590e-10,1.259e-15,,1.460e-26
581.56,8.729e-10,1.722e-15,1.258e-17,8.729e-10,1.259e-15,,1.459e-26
581.59,8.988e-10,1.724e-15,1.257e-17,8.988e-10,1.259e-15,,1.458e-26
581.61,9.190e-10,1.726e-15,1.257e-17,9.190e-10,1.260e-15,,1.458e-26
581.64,9.524e-10,1.728e-15,1.256e-17,9.524e-10,1.260e-15,,1.457e-26
581.66,9.756e-10,1.730e-15,1.255e-17,9.756e-10,1.260e-15,,1.457e-26
581.69,1.010e-9,1.732e-15,1.254e-17,1.010e-9,1.260e-15,,1.456e-26
581.71,1.030e-9,1.734e-15,1.254e-17,1.030e-9,1.260e-15,,1.455e-26
581.74,1.056e-9,1.736e-15,1.253e-17,1.056e-9,1.260e-15,,1.455e-26
581.76,1.067e-9,1.738e-15,1.252e-17,1.067e-9,1.260e-15,,1.454e-26
581.79,1.075e-9,1.740e-15,1.251e-17,1.075e-9,1.261e-15,,1.453e-26
581.81,1.072e-9,1.742e-15,1.250e-17,1.072e-9,1.261e-15,,1.453e-26
581.84,1.057e-9,1.744e-15,1.249e-17,1.057e-9,1.261e-15,,1.452e-26
581.86,1.038e-9,1.746e-15,1.249e-17,1.038e-9,1.261e-15,,1.451e-26
581.88,1.012e-9,1.747e-15,1.248e-17,1.012e-9,1.261e-15,,1.451e-26
581.91,9.632e-10,1.750e-15,1.247e-17,9.632e-10,1.261e-15,,1.450e-26
581.93,9.236e-10,1.751e-15,1.246e-17,9.236e-10,1.261e-15,,1.449e-26
581.96,8.562e-10,1.754e-15,1.245e-17,8.562e-10,1.261e-15,,1.449e-26
581.98,8.072e-10,1.755e-15,1.245e-17,8.072e-10,1.262e-15,,1.448e-26
582.01,7.295e-10,1.758e-15,1.244e-17,7.295e-10,1.262e-15,,1.447e-26
582.03,6.765e-10,1.759e-15,1.243e-17,6.765e-10,1.262e-15,,1.447e-26
582.06,5.970e-10,1.762e-15,1.242e-17,5.970e-10,1.262e-15,,1.446e-26
582.08,5.451e-10,1.763e-15,1.242e-17,5.451e-10,1.262e-15,,1.446e-26
582.11,4.707e-10,1.766e-15,1.241e-17,4.707e-10,1.262e-15,,1.445e-26
582.13,4.239e-10,1.767e-15,1.240e-17,4.239e-10,1.262e-15,,1.444e-26
582.16,3.589e-10,1.770e-15,1.239e-17,3.589e-10,1.262e-15,,1.443e-26
582.18,3.192e-10,1.771e-15,1.238e-17,3.192e-10,1.263e-15,,1.443e-26
582.21,2.656e-10,1.774e-15,1.237e-17,2.656e-10,1.263e-15,,1.442e-26
582.23,2.337e-10,1.775e-15,1.237e-17,2.337e-10,1.263e-15,,1.442e-26
582.26,1.915e-10,1.778e-15,1.236e-17,1.915e-10,1.263e-15,,1.441e-26
582.28,1.669e-10,1.779e-15,1.235e-17,1.669e-10,1.263e-15,,1.440e-26
582.3,1.449e-10,1.781e-15,1.235e-17,1.449e-10,1.263e-15,,1.440e-26
582.33,1.167e-10,1.783e-15,1.234e-17,1.167e-10,1.263e-15,,1.439e-26
582.35,1.007e-10,1.785e-15,1.233e-17,1.007e-10,1.263e-15,,1.438e-26
582.38,8.083e-11,1.787e-15,1.232e-17,8.083e-11,1.264e-15,,1.438e-26
582.4,7.021e-11,1.789e-15,1.231e-17,7.021e-11,1.264e-15,,1.437e-26
582.43,5.831e-11,1.791e-15,1.230e-17,5.831e-11,1.264e-15,,1.436e-26
582.45,5.330e-11,1.793e-15,1.230e-17,5.330e-11,1.264e-15,,1.436e-26
582.48,5.110e-11,1.795e-15,1.229e-17,5.110e-11,1.264e-15,,1.435e-26
582.5,5.411e-11,1.797e-15,1.228e-17,5.411e-11,1.264e-15,,1.434e-26
582.53,6.802e-11,1.799e-15,1.227e-17,6.802e-11,1.264e-15,,1.434e-26
582.55,8.603e-11,1.801e-15,1.226e-17,8.603e-11,1.265e-15,,1.433e-26
582.58,1.325e-10,1.803e-15,1.225e-17,1.325e-10,1.265e-15,,1.432e-26
582.6,1.821e-10,1.805e-15,1.225e-17,1.821e-10,1.265e-15,,1.432e-26
582.63,2.979e-10,1.807e-15,1.224e-17,2.979e-10,1.265e-15,,1.431e-26
582.65,4.142e-10,1.809e-15,1.223e-17,4.142e-10,1.265e-15,,1.430e-26
582.67,5.740e-10,1.810e-15,1.223e-17,5.740e-10,1.265e-15,,1.430e-26
582.7,9.264e-10,1.813e-15,1.222e-17,9.264e-10,1.265e-15,,1.429e-26
582.72,1.264e-9,1.814e-15,1.221e-17,1.264e-9,1.265e-15,,1.429e-26
582.75,1.984e-9,1.817e-15,1.220e-17,1.984e-9,1.266e-15,,1.428e-26
582.77,2.652e-9,1.818e-15,1.219e-17,2.652e-9,1.266e-15,,1.427e-26
582.8,4.034e-9,1.821e-15,1.218e-17,4.034e-9,1.266e-15,,1.426e-26
582.82,5.278e-9,1.822e-15,1.218e-17,5.278e-9,1.266e-15,,1.426e-26
582.85,7.770e-9,1.825e-15,1.217e-17,7.770e-9,1.266e-15,,1.425e-26
582.87,9.942e-9,1.826e-15,1.216e-17,9.942e-9,1.266e-15,,1.425e-26
582.9,1.415e-8,1.829e-15,1.215e-17,1.415e-8,1.266e-15,,1.424e-26
582.92,1.770e-8,1.830e-15,1.215e-17,1.770e-8,1.266e-15,,1.423e-26
582.95,2.434e-8,1.833e-15,1.214e-17,2.434e-8,1.267e-15,,1.423e-26
582.97,2.976e-8,1.834e-15,1.213e-17,2.976e-8,1.267e-15,,1.422e-26
583,3.954e-8,1.837e-15,1.212e-17,3.954e-8,1.267e-15,,1.421e-26
583.02,4.723e-8,1.838e-15,1.211e-17,4.723e-8,1.267e-15,,1.421e-26
583.04,5.590e-8,1.840e-15,1.211e-17,5.590e-8,1.267e-15,,1.420e-26
583.07,7.073e-8,1.842e-15,1.210e-17,7.073e-8,1.267e-15,,1.419e-26
583.09,8.179e-8,1.844e-15,1.209e-17,8.179e-8,1.267e-15,,1.419e-26
583.12,9.994e-8,1.846e-15,1.208e-17,9.994e-8,1.268e-15,,1.418e-26
583.14,1.129e-7,1.848e-15,1.207e-17,1.129e-7,1.268e-15,,1.417e-26
583.17,1.332e-7,1.850e-15,1.206e-17,1.332e-7,1.268e-15,,1.417e-26
583.19,1.470e-7,1.852e-15,1.206e-17,1.470e-7,1.268e-15,,1.416e-26
583.22,1.674e-7,1.854e-15,1.205e-17,1.674e-7,1.268e-15,,1.415e-26
583.24,1.805e-7,1.856e-15,1.204e-17,1.805e-7,1.268e-15,,1.415e-26
583.27,1.985e-7,1.858e-15,1.203e-17,1.985e-7,1.268e-15,,1.414e-26
583.29,2.090e-7,1.860e-15,1.203e-17,2.090e-7,1.268e-15,,1.414e-26
583.32,2.219e-7,1.862e-15,1.202e-17,2.219e-7,1.269e-15,,1.413e-26
583.34,2.282e-7,1.864e-15,1.201e-17,2.282e-7,1.269e-15,,1.412e-26
583.37,2.339e-7,1.866e-15,1.200e-17,2.339e-7,1.269e-15,,1.411e-26
583.39,2.350e-7,1.868e-15,1.199e-17,2.350e-7,1.269e-15,,1.411e-26
583.41,2.339e-7,1.869e-15,1.199e-17,2.339e-7,1.269e-15,,1.410e-26
583.44,2.282e-7,1.872e-15,1.198e-17,2.282e-7,1.269e-15,,1.410e-26
583.46,2.218e-7,1.873e-15,1.197e-17,2.218e-7,1.269e-15,,1.409e-26
583.49,2.089e-7,1.876e-15,1.196e-17,2.089e-7,1.270e-15,,1.408e-26
583.51,1.984e-7,1.877e-15,1.195e-17,1.984e-7,1.270e-15,,1.408e-26
583.54,1.804e-7,1.880e-15,1.195e-17,1.804e-7,1.270e-15,,1.407e-26
583.56,1.674e-7,1.881e-15,1.194e-17,1.674e-7,1.270e-15,,1.406e-26
583.59,1.469e-7,1.884e-15,1.193e-17,1.469e-7,1.270e-15,,1.406e-26
583.61,1.331e-7,1.885e-15,2.790e-17,1.331e-7,1.270e-15,,1.405e-26
583.64,1.128e-7,1.888e-15,9.807e-17,1.128e-7,1.270e-15,,1.404e-26
583.66,9.988e-8,1.889e-15,2.241e-16,9.988e-8,1.270e-15,,1.404e-26
583.69,8.174e-8,1.892e-15,7.605e-16,8.174e-8,1.271e-15,,1.403e-26
583.71,7.068e-8,1.893e-15,1.698e-15,7.068e-8,1.271e-15,,1.402e-26
583.74,5.586e-8,1.896e-15,5.564e-15,5.586e-8,1.271e-15,,1.402e-26
583.76,4.720e-8,1.897e-15,1.213e-14,4.720e-8,1.271e-15,,1.401e-26
583.78,3.951e-8,1.899e-15,2.621e-14,3.951e-8,1.271e-15,,1.401e-26
583.81,2.975e-8,1.901e-15,8.180e-14,2.975e-8,1.271e-15,,1.400e-26
583.83,2.434e-8,1.903e-15,1.726e-13,2.434e-8,1.271e-15,,1.399e-26
583.86,1.771e-8,1.905e-15,5.202e-13,1.771e-8,1.271e-15,,1.398e-26
583.88,1.417e-8,1.907e-15,1.073e-12,1.417e-8,1.272e-15,,1.398e-26
583.91,9.973e-9,1.909e-15,3.120e-12,9.970e-9,1.272e-15,,1.397e-26
583.93,7.809e-9,1.911e-15,6.286e-12,7.803e-9,1.272e-15,,1.397e-26
583.96,5.336e-9,1.913e-15,1.766e-11,5.318e-9,1.272e-15,,1.396e-26
583.98,4.113e-9,1.915e-15,3.475e-11,4.078e-9,1.272e-15,,1.395e-26
584.01,2.794e-9,1.917e-15,9.426e-11,2.700e-9,1.272e-15,,1.394e-26
584.03,2.215e-9,1.919e-15,1.812e-10,2.033e-9,1.272e-15,,1.394e-26
584.06,1.790e-9,1.921e-15,4.746e-10,1.315e-9,1.273e-15,,1.393e-26
584.08,1.870e-9,1.923e-15,8.914e-10,9.787e-10,1.273e-15,,1.393e-26
584.11,2.881e-9,1.925e-15,2.255e-9,6.268e-10,1.273e-15,,1.392e-26
584.13,4.604e-9,1.927e-15,4.137e-9,4.670e-10,1.273e-15,,1.391e-26
584.16,1.041e-8,1.929e-15,1.010e-8,3.050e-10,1.273e-15,,1.391e-26
584.18,1.834e-8,1.931e-15,1.811e-8,2.341e-10,1.273e-15,,1.390e-26
584.2,3.234e-8,1.932e-15,3.215e-8,1.841e-10,1.273e-15,,1.389e-26
584.23,7.491e-8,1.935e-15,7.477e-8,1.368e-10,1.273e-15,,1.389e-26
584.25,1.298e-7,1.936e-15,1.297e-7,1.184e-10,1.274e-15,,1.388e-26
584.28,2.913e-7,1.939e-15,2.912e-7,1.043e-10,1.274e-15,,1.387e-26
584.3,4.937e-7,1.940e-15,4.936e-7,1.016e-10,1.274e-15,,1.387e-26
584.33,1.070e-6,1.943e-15,1.070e-6,1.054e-10,1.274e-15,,1.386e-26
584.35,1.772e-6,1.944e-15,1.772e-6,1.125e-10,1.274e-15,,1.385e-26
584.38,3.709e-6,1.947e-15,3.709e-6,1.300e-10,1.274e-15,,1.385e-26
584.4,5.999e-6,1.948e-15,5.999e-6,1.464e-10,1.274e-15,,1.384e-26
584.43,1.213e-5,1.951e-15,1.213e-5,1.787e-10,1.274e-15,,1.383e-26
584.45,1.916e-5,1.952e-15,1.916e-5,2.061e-10,1.275e-15,,1.383e-26
584.48,3.740e-5,1.955e-15,3.740e-5,2.568e-10,1.275e-15,,1.382e-26
584.5,5.774e-5,1.956e-15,5.774e-5,2.976e-10,1.275e-15,,1.382e-26
584.53,1.088e-4,1.959e-15,1.088e-4,3.698e-10,1.275e-15,,1.381e-26
584.55,1.641e-4,1.960e-15,1.641e-4,4.255e-10,1.275e-15,,1.380e-26
584.57,2.452e-4,1.962e-15,2.452e-4,4.871e-10,1.275e-15,,1.380e-26
584.6,4.400e-4,1.964e-15,4.400e-4,5.898e-10,1.275e-15,,1.379e-26
584.62,6.422e-4,1.966e-15,6.422e-4,6.643e-10,1.275e-15,,1.378e-26
584.65,1.113e-3,1.968e-15,1.113e-3,7.830e-10,1.276e-15,,1.378e-26
584.67,1.587e-3,1.970e-15,1.587e-3,8.651e-10,1.276e-15,,1.377e-26
584.7,2.655e-3,1.972e-15,2.655e-3,9.894e-10,1.276e-15,,1.376e-26
584.72,3.698e-3,1.974e-15,3.698e-3,1.071e-9,1.276e-15,,1.376e-26
584.75,5.975e-3,1.976e-15,5.975e-3,1.187e-9,1.276e-15,,1.375e-26
584.77,8.131e-3,1.978e-15,8.131e-3,1.259e-9,1.276e-15,,1.374e-26
584.8,1.268e-2,1.980e-15,1.268e-2,1.353e-9,1.276e-15,,1.374e-26
584.82,1.686e-2,1.982e-15,1.686e-2,1.406e-9,1.277e-15,,1.373e-26
584.85,2.540e-2,1.984e-15,2.540e-2,1.470e-9,1.277e-15,,1.372e-26
584.87,3.299e-2,1.986e-15,3.299e-2,1.501e-9,1.277e-15,,1.372e-26
584.9,4.799e-2,1.988e-15,4.799e-2,1.532e-9,1.277e-15,,1.371e-26
584.92,6.089e-2,1.990e-15,6.089e-2,1.543e-9,1.277e-15,,1.370e-26
584.94,7.654e-2,1.991e-15,7.654e-2,1.549e-9,1.277e-15,,1.370e-26
584.97,1.060e-1,1.994e-15,1.060e-1,1.553e-9,1.277e-15,,1.369e-26
584.99,1.302e-1,1.995e-15,1.302e-1,1.555e-9,1.277e-15,,1.369e-26
585.02,1.741e-1,1.998e-15,1.741e-1,1.565e-9,1.278e-15,,1.368e-26
585.04,2.088e-1,1.999e-15,2.088e-1,1.579e-9,1.278e-15,,1.367e-26
585.07,2.697e-1,2.002e-15,2.697e-1,1.620e-9,1.278e-15,,1.366e-26
585.09,3.160e-1,2.003e-15,3.160e-1,1.663e-9,1.278e-15,,1.366e-26
585.12,3.940e-1,2.006e-15,3.940e-1,1.755e-9,1.278e-15,,1.365e-26
585.14,4.512e-1,2.007e-15,4.512e-1,1.837e-9,1.278e-15,,1.365e-26
585.17,5.432e-1,2.010e-15,5.432e-1,1.991e-9,1.278e-15,,1.364e-26
585.19,6.076e-1,2.011e-15,6.076e-1,2.113e-9,1.279e-15,,1.363e-26
585.22,7.063e-1,2.014e-15,7.063e-1,2.322e-9,1.279e-15,,1.362e-26
585.24,7.718e-1,2.015e-15,7.718e-1,2.474e-9,1.279e-15,,1.362e-26
585.27,8.663e-1,2.018e-15,8.663e-1,2.713e-9,1.279e-15,,1.361e-26
585.29,9.249e-1,2.019e-15,9.249e-1,2.874e-9,1.279e-15,,1.361e-26
585.31,9.782e-1,2.021e-15,9.782e-1,3.030e-9,1.279e-15,,1.360e-26
585.34,1.045e+0,2.023e-15,1.045e+0,3.247e-9,1.279e-15,,1.359e-26
585.36,1.080e+0,2.025e-15,1.080e+0,3.372e-9,1.279e-15,,1.359e-26
585.39,1.115e+0,2.027e-15,1.115e+0,3.522e-9,1.280e-15,,1.358e-26
585.41,1.125e+0,2.029e-15,1.125e+0,3.591e-9,1.280e-15,,1.357e-26
585.44,1.121e+0,2.031e-15,1.121e+0,3.642e-9,1.280e-15,,1.357e-26
585.46,1.106e+0,2.033e-15,1.106e+0,3.639e-9,1.280e-15,,1.356e-26
585.49,1.064e+0,2.035e-15,1.064e+0,3.576e-9,1.280e-15,,1.355e-26
585.51,1.025e+0,2.037e-15,1.025e+0,3.498e-9,1.280e-15,,1.355e-26
585.54,9.523e-1,2.039e-15,9.523e-1,3.330e-9,1.280e-15,,1.354e-26
585.56,8.962e-1,2.041e-15,8.962e-1,3.189e-9,1.280e-15,,1.353e-26
585.59,8.040e-1,2.043e-15,8.040e-1,2.943e-9,1.281e-15,,1.353e-26
585.61,7.392e-1,2.045e-15,7.392e-1,2.762e-9,1.281e-15,,1.352e-26
585.64,6.403e-1,2.047e-15,6.403e-1,2.477e-9,1.281e-15,,1.351e-26
585.66,5.751e-1,2.049e-15,5.751e-1,2.284e-9,1.281e-15,,1.351e-26
585.68,5.118e-1,2.051e-15,5.118e-1,2.095e-9,1.281e-15,,1.350e-26
585.71,4.221e-1,2.053e-15,4.221e-1,1.824e-9,1.281e-15,,1.350e-26
585.73,3.670e-1,2.055e-15,3.670e-1,1.658e-9,1.281e-15,,1.349e-26
585.76,2.923e-1,2.057e-15,2.923e-1,1.436e-9,1.282e-15,,1.348e-26
585.78,2.482e-1,2.059e-15,2.482e-1,1.309e-9,1.282e-15,,1.348e-26
585.81,1.909e-1,2.061e-15,1.909e-1,1.152e-9,1.282e-15,,1.347e-26
585.83,1.584e-1,2.062e-15,1.584e-1,1.071e-9,1.282e-15,,1.346e-26
585.86,1.176e-1,2.065e-15,1.176e-1,9.815e-10,1.282e-15,,1.346e-26
585.88,9.532e-2,2.066e-15,9.532e-2,9.428e-10,1.282e-15,,1.345e-26
585.91,6.835e-2,2.069e-15,6.835e-2,9.122e-10,1.282e-15,,1.344e-26
585.93,5.412e-2,2.070e-15,5.412e-2,9.075e-10,1.282e-15,,1.344e-26
585.96,3.747e-2,2.073e-15,3.747e-2,9.192e-10,1.283e-15,,1.343e-26
585.98,2.898e-2,2.074e-15,2.898e-2,9.366e-10,1.283e-15,,1.342e-26
586.01,1.938e-2,2.077e-15,1.938e-2,9.720e-10,1.283e-15,,1.342e-26
586.03,1.464e-2,2.078e-15,1.464e-2,9.994e-10,1.283e-15,,1.341e-26
586.06,9.452e-3,2.081e-15,9.452e-3,1.042e-9,1.283e-15,,1.340e-26
586.08,6.978e-3,2.082e-15,6.978e-3,1.069e-9,1.283e-15,,1.340e-26
586.1,5.104e-3,2.084e-15,5.104e-3,1.095e-9,1.283e-15,,1.339e-26
586.13,3.137e-3,2.086e-15,3.137e-3,1.127e-9,1.283e-15,,1.338e-26
586.15,2.242e-3,2.088e-15,2.242e-3,1.144e-9,1.284e-15,,1.338e-26
586.18,1.330e-3,2.090e-15,1.330e-3,1.161e-9,1.284e-15,,1.337e-26
586.2,9.286e-4,2.092e-15,9.286e-4,1.167e-9,1.284e-15,,1.337e-26
586.23,5.322e-4,2.094e-15,5.322e-4,1.167e-9,1.284e-15,,1.336e-26
586.25,3.629e-4,2.096e-15,3.629e-4,1.161e-9,1.284e-15,,1.335e-26
586.28,2.008e-4,2.098e-15,2.008e-4,1.144e-9,1.284e-15,,1.334e-26
586.3,1.338e-4,2.100e-15,1.338e-4,1.127e-9,1.284e-15,,1.334e-26
586.33,7.149e-5,2.102e-15,7.148e-5,1.094e-9,1.285e-15,,1.333e-26
586.35,4.653e-5,2.104e-15,4.652e-5,1.067e-9,1.285e-15,,1.333e-26
586.38,2.400e-5,2.106e-15,2.400e-5,1.019e-9,1.285e-15,,1.332e-26
586.4,1.526e-5,2.108e-15,1.526e-5,9.832e-10,1.285e-15,,1.331e-26
586.43,7.604e-6,2.110e-15,7.603e-6,9.225e-10,1.285e-15,,1.330e-26
586.45,4.723e-6,2.112e-15,4.723e-6,8.783e-10,1.285e-15,,1.330e-26
586.47,2.907e-6,2.114e-15,2.906e-6,8.316e-10,1.285e-15,,1.329e-26
586.5,1.379e-6,2.116e-15,1.379e-6,7.576e-10,1.285e-15,,1.329e-26
586.52,8.294e-7,2.118e-15,8.287e-7,7.064e-10,1.286e-15,,1.328e-26
586.55,3.802e-7,2.120e-15,3.796e-7,6.281e-10,1.286e-15,,1.327e-26
586.57,2.235e-7,2.122e-15,2.229e-7,5.758e-10,1.286e-15,,1.327e-26
586.6,9.909e-8,2.124e-15,9.859e-8,4.985e-10,1.286e-15,,1.326e-26
586.62,5.702e-8,2.126e-15,5.657e-8,4.486e-10,1.286e-15,,1.325e-26
586.65,2.453e-8,2.128e-15,2.416e-8,3.775e-10,1.286e-15,,1.325e-26
586.67,1.387e-8,2.130e-15,1.354e-8,3.331e-10,1.286e-15,,1.324e-26
586.7,5.855e-9,2.132e-15,5.584e-9,2.719e-10,1.287e-15,,1.323e-26
586.72,3.292e-9,2.134e-15,3.057e-9,2.351e-10,1.287e-15,,1.323e-26
586.75,1.403e-9,2.136e-15,1.217e-9,1.861e-10,1.287e-15,,1.322e-26
586.77,8.089e-10,2.138e-15,6.512e-10,1.576e-10,1.287e-15,,1.321e-26
586.8,3.716e-10,2.140e-15,2.504e-10,1.212e-10,1.287e-15,,1.321e-26
586.82,2.318e-10,2.142e-15,1.309e-10,1.009e-10,1.287e-15,,1.320e-26
586.84,1.514e-10,2.143e-15,6.779e-11,8.363e-11,1.287e-15,,1.320e-26
586.87,8.799e-11,2.146e-15,2.493e-11,6.306e-11,1.287e-15,,1.319e-26
586.89,6.551e-11,2.147e-15,1.283e-11,5.268e-11,1.288e-15,,1.318e-26
586.92,4.710e-11,2.149e-15,5.292e-12,4.180e-11,1.288e-15,,1.318e-26
586.94,4.155e-11,2.151e-15,3.963e-12,3.759e-11,1.288e-15,,1.317e-26
586.97,4.174e-11,2.153e-15,5.917e-12,3.583e-11,1.288e-15,,1.316e-26
586.99,4.864e-11,2.155e-15,1.079e-11,3.784e-11,1.288e-15,,1.316e-26
587.02,7.569e-11,2.157e-15,2.952e-11,4.618e-11,1.288e-15,,1.315e-26
587.04,1.138e-10,2.159e-15,5.804e-11,5.575e-11,1.288e-15,,1.314e-26
587.07,2.351e-10,2.161e-15,1.578e-10,7.730e-11,1.288e-15,,1.314e-26
587.09,4.015e-10,2.163e-15,3.041e-10,9.731e-11,1.289e-15,,1.313e-26
587.12,9.372e-10,2.165e-15,7.997e-10,1.375e-10,1.289e-15,,1.312e-26
587.14,1.678e-9,2.167e-15,1.506e-9,1.723e-10,1.289e-15,,1.312e-26
587.17,4.063e-9,2.169e-15,3.824e-9,2.386e-10,1.289e-15,,1.311e-26
587.19,7.331e-9,2.171e-15,7.037e-9,2.935e-10,1.289e-15,,1.310e-26
587.21,1.319e-8,2.173e-15,1.283e-8,3.579e-10,1.289e-15,,1.310e-26
587.24,3.152e-8,2.175e-15,3.104e-8,4.739e-10,1.289e-15,,1.309e-26
587.26,5.587e-8,2.177e-15,5.530e-8,5.650e-10,1.289e-15,,1.309e-26
587.29,1.300e-7,2.179e-15,1.292e-7,7.230e-10,1.290e-15,,1.308e-26
587.31,2.258e-7,2.181e-15,2.250e-7,8.424e-10,1.290e-15,,1.307e-26
587.34,5.090e-7,2.183e-15,5.079e-7,1.041e-9,1.290e-15,,1.306e-26
587.36,8.652e-7,2.185e-15,8.640e-7,1.186e-9,1.290e-15,,1.306e-26
587.39,1.885e-6,2.187e-15,1.884e-6,1.415e-9,1.290e-15,,1.305e-26
587.41,3.133e-6,2.189e-15,3.132e-6,1.575e-9,1.290e-15,,1.305e-26
587.44,6.598e-6,2.191e-15,6.597e-6,1.816e-9,1.290e-15,,1.304e-26
587.46,1.072e-5,2.193e-15,1.071e-5,1.974e-9,1.291e-15,,1.303e-26
587.49,2.180e-5,2.195e-15,2.180e-5,2.198e-9,1.291e-15,,1.302e-26
587.51,3.460e-5,2.197e-15,3.460e-5,2.335e-9,1.291e-15,,1.302e-26
587.54,6.801e-5,2.199e-15,6.800e-5,2.511e-9,1.291e-15,,1.301e-26
587.56,1.055e-4,2.201e-15,1.055e-4,2.606e-9,1.291e-15,,1.301e-26
587.58,1.621e-4,2.202e-15,1.621e-4,2.680e-9,1.291e-15,,1.300e-26
587.61,3.035e-4,2.205e-15,3.035e-4,2.746e-9,1.291e-15,,1.299e-26
587.63,4.557e-4,2.206e-15,4.557e-4,2.758e-9,1.291e-15,,1.299e-26
587.66,8.241e-4,2.209e-15,8.241e-4,2.730e-9,1.292e-15,,1.298e-26
587.68,1.209e-3,2.210e-15,1.209e-3,2.680e-9,1.292e-15,,1.297e-26
587.71,2.112e-3,2.213e-15,2.112e-3,2.561e-9,1.292e-15,,1.297e-26
587.73,3.029e-3,2.214e-15,3.029e-3,2.457e-9,1.292e-15,,1.296e-26
587.76,5.111e-3,2.217e-15,5.111e-3,2.268e-9,1.292e-15,,1.295e-26
587.78,7.161e-3,2.218e-15,7.161e-3,2.126e-9,1.292e-15,,1.295e-26
587.81,1.167e-2,2.221e-15,1.167e-2,1.895e-9,1.292e-15,,1.294e-26
587.83,1.598e-2,2.222e-15,1.598e-2,1.736e-9,1.293e-15,,1.293e-26
587.86,2.516e-2,2.225e-15,2.516e-2,1.495e-9,1.293e-15,,1.293e-26
587.88,3.366e-2,2.226e-15,3.366e-2,1.337e-9,1.293e-15,,1.292e-26
587.91,5.119e-2,2.229e-15,5.119e-2,1.112e-9,1.293e-15,,1.291e-26
587.93,6.691e-2,2.230e-15,6.691e-2,9.725e-10,1.293e-15,,1.291e-26
587.96,9.830e-2,2.232e-15,9.830e-2,7.813e-10,1.293e-15,,1.290e-26
587.98,1.256e-1,2.234e-15,1.256e-1,6.674e-10,1.293e-15,,1.289e-26
588,1.589e-1,2.236e-15,1.589e-1,5.649e-10,1.293e-15,,1.289e-26
588.03,2.224e-1,2.238e-15,2.224e-1,4.323e-10,1.294e-15,,1.288e-26
588.05,2.751e-1,2.240e-15,2.751e-1,3.575e-10,1.294e-15,,1.288e-26
588.08,3.719e-1,2.242e-15,3.719e-1,2.643e-10,1.294e-15,,1.287e-26
588.1,4.494e-1,2.244e-15,4.494e-1,2.137e-10,1.294e-15,,1.286e-26
588.13,5.868e-1,2.246e-15,5.868e-1,1.528e-10,1.294e-15,,1.285e-26
588.15,6.930e-1,2.248e-15,6.930e-1,1.210e-10,1.294e-15,,1.285e-26
588.18,8.741e-1,2.250e-15,8.741e-1,8.438e-11,1.294e-15,,1.284e-26
588.2,1.009e+0,2.252e-15,1.009e+0,6.625e-11,1.294e-15,,1.284e-26
588.23,1.229e+0,2.254e-15,1.229e+0,4.703e-11,1.295e-15,,1.283e-26
